eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agents,rewards_agents,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0.0,-265.875,493,0.1,0,25,8
1,0.1,0.31,0.5,0.0,-344.0,790,0.1,0,25,8
2,0.1,0.31,0.5,0.0,-225.5,409,0.1,0,25,8
3,0.1,0.31,0.5,0.0,-286.0,363,0.1,0,25,8
4,0.1,0.31,0.5,12.875,-263.0,428,0.1,0,25,8
5,0.1,0.31,0.5,37.0,-208.25,296,0.1,0,25,8
6,0.1,0.31,0.5,49.0,-216.375,289,0.1,0,25,8
7,0.1,0.31,0.5,88.125,-122.625,225,0.1,0,25,8
8,0.1,0.31,0.5,108.625,-82.125,170,0.1,0,25,8
9,0.1,0.31,0.5,103.375,-103.25,317,0.1,0,25,8
10,0.1,0.31,0.5,110.625,-100.875,340,0.1,0,25,8
11,0.1,0.31,0.5,94.875,-17.25,122,0.1,0,25,8
12,0.1,0.31,0.5,125.5,-82.75,403,0.1,0,25,8
13,0.1,0.31,0.5,111.625,-46.75,177,0.1,0,25,8
14,0.1,0.31,0.5,161.0,3.0,159,0.1,0,25,8
15,0.1,0.31,0.5,146.5,-45.5,121,0.1,0,25,8
16,0.1,0.31,0.5,138.5,-45.5,231,0.1,0,25,8
17,0.1,0.31,0.5,183.0,-13.625,106,0.1,0,25,8
18,0.1,0.31,0.5,125.875,13.5,117,0.1,0,25,8
19,0.1,0.31,0.5,141.875,39.625,133,0.1,1,25,8
20,0.1,0.31,0.5,129.875,-3.125,259,0.1,0,25,8
21,0.1,0.31,0.5,149.875,-52.125,86,0.1,0,25,8
22,0.1,0.31,0.5,148.5,13.0,108,0.1,0,25,8
23,0.1,0.31,0.5,129.0,0.25,187,0.1,0,25,8
24,0.1,0.31,0.5,147.625,14.375,159,0.1,0,25,8
25,0.1,0.31,0.5,127.375,36.125,174,0.1,1,25,8
26,0.1,0.31,0.5,159.875,-29.25,602,0.1,1,25,8
27,0.1,0.31,0.5,163.75,6.375,196,0.1,1,25,8
28,0.1,0.31,0.5,167.875,-78.875,530,0.1,0,25,8
29,0.1,0.31,0.5,149.125,23.875,188,0.1,1,25,8
30,0.1,0.31,0.5,141.375,-18.125,412,0.1,1,25,8
31,0.1,0.31,0.5,167.125,13.75,108,0.1,0,25,8
32,0.1,0.31,0.5,157.25,-82.625,682,0.1,0,25,8
33,0.1,0.31,0.5,159.875,-28.875,361,0.1,1,25,8
34,0.1,0.31,0.5,155.75,31.375,156,0.1,1,25,8
35,0.1,0.31,0.5,145.875,3.75,155,0.1,0,25,8
36,0.1,0.31,0.5,151.625,2.375,362,0.1,1,25,8
37,0.1,0.31,0.5,158.25,4.125,231,0.1,1,25,8
38,0.1,0.31,0.5,152.75,-47.375,355,0.1,0,25,8
39,0.1,0.31,0.5,162.625,-17.75,257,0.1,0,25,8
40,0.1,0.31,0.5,171.0,-14.625,173,0.1,0,25,8
41,0.1,0.31,0.5,177.75,-69.625,138,0.1,0,25,8
42,0.1,0.31,0.5,138.5,-10.75,354,0.1,1,25,8
43,0.1,0.31,0.5,136.75,-58.875,452,0.1,0,25,8
44,0.1,0.31,0.5,161.125,-20.25,234,0.1,0,25,8
45,0.1,0.31,0.5,132.75,-3.125,291,0.1,1,25,8
46,0.1,0.31,0.5,140.0,-75.625,910,0.1,0,25,8
47,0.1,0.31,0.5,156.75,-22.875,577,0.1,1,25,8
48,0.1,0.31,0.5,134.875,6.125,151,0.1,0,25,8
49,0.1,0.31,0.5,136.625,-68.625,400,0.1,0,25,8
50,0.1,0.31,0.5,134.875,-90.875,575,0.1,0,25,8
51,0.1,0.31,0.5,136.25,-62.5,271,0.1,0,25,8
52,0.1,0.31,0.5,127.375,-22.75,402,0.1,1,25,8
53,0.1,0.31,0.5,157.875,-55.0,395,0.1,0,25,8
54,0.1,0.31,0.5,130.0,28.625,87,0.1,0,25,8
55,0.1,0.31,0.5,149.0,-50.625,433,0.1,0,25,8
56,0.1,0.31,0.5,116.25,12.25,138,0.1,0,25,8
57,0.1,0.31,0.5,124.375,-17.875,376,0.1,0,25,8
58,0.1,0.31,0.5,138.375,3.625,176,0.1,0,25,8
59,0.1,0.31,0.5,120.75,16.875,97,0.1,0,25,8
60,0.1,0.31,0.5,121.5,24.375,85,0.1,0,25,8
61,0.1,0.31,0.5,138.125,25.5,139,0.1,0,25,8
62,0.1,0.31,0.5,122.625,46.125,86,0.1,1,25,8
63,0.1,0.31,0.5,139.75,47.625,102,0.1,1,25,8
64,0.1,0.31,0.5,167.5,-40.375,181,0.1,0,25,8
65,0.1,0.31,0.5,122.75,20.25,186,0.1,0,25,8
66,0.1,0.31,0.5,122.75,55.75,79,0.1,1,25,8
67,0.1,0.31,0.5,143.125,23.125,90,0.1,0,25,8
68,0.1,0.31,0.5,132.75,29.125,86,0.1,0,25,8
69,0.1,0.31,0.5,139.625,25.375,270,0.1,1,25,8
70,0.1,0.31,0.5,149.75,34.0,120,0.1,0,25,8
71,0.1,0.31,0.5,127.125,58.25,67,0.1,1,25,8
72,0.1,0.31,0.5,136.75,52.375,86,0.1,1,25,8
73,0.1,0.31,0.5,130.375,56.125,70,0.1,1,25,8
74,0.1,0.31,0.5,135.125,56.875,67,0.1,1,25,8
75,0.1,0.31,0.5,158.75,31.0,59,0.1,0,25,8
76,0.1,0.31,0.5,141.25,52.125,67,0.1,1,25,8
77,0.1,0.31,0.5,127.0,37.5,181,0.1,1,25,8
78,0.1,0.31,0.5,135.5,28.125,64,0.1,0,25,8
79,0.1,0.31,0.5,162.0,46.375,89,0.1,1,25,8
80,0.1,0.31,0.5,127.25,42.75,138,0.1,1,25,8
81,0.1,0.31,0.5,164.25,-16.25,170,0.1,0,25,8
82,0.1,0.31,0.5,159.75,20.25,121,0.1,0,25,8
83,0.1,0.31,0.5,120.25,47.875,87,0.1,1,25,8
84,0.1,0.31,0.5,149.375,24.25,95,0.1,0,25,8
85,0.1,0.31,0.5,162.375,44.75,96,0.1,1,25,8
86,0.1,0.31,0.5,125.125,50.375,86,0.1,1,25,8
87,0.1,0.31,0.5,154.0,45.125,123,0.1,1,25,8
88,0.1,0.31,0.5,170.75,1.125,86,0.1,0,25,8
89,0.1,0.31,0.5,137.75,-6.0,463,0.1,1,25,8
90,0.1,0.31,0.5,138.625,42.125,160,0.1,1,25,8
91,0.1,0.31,0.5,169.375,23.25,94,0.1,0,25,8
92,0.1,0.31,0.5,139.375,42.125,110,0.1,1,25,8
93,0.1,0.31,0.5,145.5,3.375,133,0.1,0,25,8
94,0.1,0.31,0.5,166.0,-15.25,162,0.1,0,25,8
95,0.1,0.31,0.5,127.0,48.625,101,0.1,1,25,8
96,0.1,0.31,0.5,141.5,48.625,105,0.1,1,25,8
97,0.1,0.31,0.5,157.5,15.375,106,0.1,0,25,8
98,0.1,0.31,0.5,130.375,49.375,109,0.1,1,25,8
99,0.1,0.31,0.5,143.0,-40.25,197,0.1,0,25,8
100,0.1,0.31,0.5,145.375,9.25,78,0.1,0,25,8
101,0.1,0.31,0.5,135.375,-18.0,148,0.1,0,25,8
102,0.1,0.31,0.5,147.875,11.875,127,0.1,0,25,8
103,0.1,0.31,0.5,166.0,4.375,117,0.1,0,25,8
104,0.1,0.31,0.5,144.75,37.875,110,0.1,1,25,8
105,0.1,0.31,0.5,149.625,49.125,132,0.1,1,25,8
106,0.1,0.31,0.5,140.625,48.0,106,0.1,1,25,8
107,0.1,0.31,0.5,147.375,22.75,114,0.1,0,25,8
108,0.1,0.31,0.5,145.625,51.0,86,0.1,1,25,8
109,0.1,0.31,0.5,133.625,35.375,66,0.1,0,25,8
