eps,agent_0_reward,agent_1_reward
0,-120.4,-136.0
1,-130.2,-51.0
2,-136.2,88.0
3,-49.0,86.8
4,-87.0,52.2
5,85.4,91.2
6,6.2,89.2
7,48.0,50.6
8,-127.0,-83.4
9,-165.0,89.6
10,-23.4,89.6
11,-50.5,89.75
