eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,-105,-119,-161,-107,-141,-114,62,0.1,0,10,6
1,0.1,0.31,0.5,0,0,0,0,0,0,-128,-153,-153,-173,-103,-202,103,0.1,0,10,6
2,0.1,0.31,0.5,0,0,0,0,0,7,-131,-107,-135,-152,-106,94,53,0.1,0,10,6
3,0.1,0.31,0.5,7,7,27,7,7,7,-131,-120,62,-110,-116,94,39,0.1,0,10,6
4,0.1,0.31,0.5,15,17,11,17,17,13,-107,-139,91,-138,-127,95,40,0.1,0,10,6
5,0.1,0.31,0.5,17,12,17,17,17,7,-124,67,90,-144,-125,95,45,0.1,0,10,6
6,0.1,0.31,0.5,23,17,24,17,23,16,-133,91,81,88,-110,95,34,0.1,0,10,6
7,0.1,0.31,0.5,30,30,23,31,30,19,-144,91,91,-135,-113,95,45,0.1,0,10,6
8,0.1,0.31,0.5,30,13,17,21,15,22,-118,90,89,92,83,-102,19,0.1,0,10,6
9,0.1,0.31,0.5,37,33,21,25,30,19,-139,-143,92,86,88,92,44,0.1,0,10,6
10,0.1,0.31,0.5,23,20,23,20,25,15,74,90,92,89,88,95,27,0.1,1,10,6
11,0.1,0.31,0.5,39,33,27,41,30,31,81,90,93,92,85,95,20,0.1,1,10,6
12,0.1,0.31,0.5,31,23,33,17,23,14,81,90,74,83,88,95,27,0.1,1,10,6
13,0.1,0.31,0.5,29,38,26,35,36,26,75,86,91,82,85,94,26,0.1,1,10,6
14,0.1,0.31,0.5,37,32,37,37,31,29,79,84,89,92,86,95,22,0.1,1,10,6
15,0.1,0.31,0.5,42,23,24,37,27,23,-106,88,92,51,83,92,50,0.1,0,10,6
16,0.1,0.31,0.5,31,41,28,33,37,32,79,-111,91,74,-105,91,27,0.1,0,10,6
17,0.1,0.31,0.5,33,35,39,34,36,27,73,90,87,92,87,95,28,0.1,1,10,6
18,0.1,0.31,0.5,32,18,20,25,21,19,77,89,93,91,87,95,24,0.1,1,10,6
19,0.1,0.31,0.5,41,40,29,35,38,27,-119,90,93,90,88,95,20,0.1,0,10,6
20,0.1,0.31,0.5,34,33,32,35,35,35,81,90,93,86,88,-105,20,0.1,0,10,6
21,0.1,0.31,0.5,28,21,26,26,23,31,81,88,93,92,86,94,20,0.1,1,10,6
22,0.1,0.31,0.5,40,39,28,33,41,21,78,90,93,92,-108,91,23,0.1,0,10,6
23,0.1,0.31,0.5,54,35,38,32,38,35,12,88,92,92,90,95,89,0.1,1,10,6
24,0.1,0.31,0.5,26,22,28,27,19,28,80,89,90,92,88,95,21,0.1,1,10,6
25,0.1,0.31,0.5,37,37,29,35,43,19,81,88,90,88,72,93,29,0.1,1,10,6
26,0.1,0.31,0.5,43,35,35,32,35,31,59,89,92,92,88,95,42,0.1,1,10,6
27,0.1,0.31,0.5,48,18,23,40,17,25,-112,90,93,-105,86,95,15,0.1,0,10,6
28,0.1,0.31,0.5,27,36,31,42,39,20,80,90,90,-109,87,95,21,0.1,0,10,6
29,0.1,0.31,0.5,40,36,32,24,37,30,-115,90,93,90,82,95,19,0.1,0,10,6
30,0.1,0.31,0.5,35,21,23,24,21,21,81,92,93,92,87,97,20,0.1,1,10,6
31,0.1,0.31,0.5,28,33,33,37,34,19,77,88,89,92,92,95,24,0.1,1,10,6
32,0.1,0.31,0.5,39,34,27,24,34,33,81,88,93,91,86,95,20,0.1,1,10,6
33,0.1,0.31,0.5,35,41,26,30,27,25,72,-110,93,92,87,95,29,0.1,0,10,6
34,0.1,0.31,0.5,30,29,30,33,34,20,81,91,93,92,88,95,20,0.1,1,10,6
35,0.1,0.31,0.5,36,24,29,25,33,29,78,89,93,92,87,95,23,0.1,1,10,6
36,0.1,0.31,0.5,33,35,25,31,25,28,81,92,93,88,88,94,20,0.1,1,10,6
37,0.1,0.31,0.5,31,24,30,37,35,20,79,91,93,88,88,95,22,0.1,1,10,6
38,0.1,0.31,0.5,35,26,28,25,32,31,78,92,93,92,88,93,23,0.1,1,10,6
39,0.1,0.31,0.5,40,37,28,29,26,31,-123,92,93,92,88,95,24,0.1,0,10,6
40,0.1,0.31,0.5,35,27,28,43,32,18,77,86,93,76,86,95,25,0.1,1,10,6
41,0.1,0.31,0.5,32,25,41,30,31,22,78,88,56,84,88,95,45,0.1,1,10,6
42,0.1,0.31,0.5,37,30,31,34,29,30,81,92,87,88,85,95,20,0.1,1,10,6
43,0.1,0.31,0.5,36,37,33,39,37,20,81,80,89,87,85,95,21,0.1,1,10,6
44,0.1,0.31,0.5,35,30,29,28,33,28,78,92,91,86,86,95,23,0.1,1,10,6
45,0.1,0.31,0.5,37,30,30,36,30,30,79,92,93,79,88,93,22,0.1,1,10,6
46,0.1,0.31,0.5,31,31,29,43,33,24,79,90,92,71,88,92,30,0.1,1,10,6
47,0.1,0.31,0.5,36,27,25,30,32,29,81,90,93,86,88,94,20,0.1,1,10,6
48,0.1,0.31,0.5,36,29,33,31,41,28,79,91,91,88,-106,95,22,0.1,0,10,6
49,0.1,0.31,0.5,35,33,34,39,42,28,79,92,86,88,-109,91,22,0.1,0,10,6
50,0.1,0.31,0.5,37,29,28,32,31,34,83,92,93,88,85,95,18,0.1,1,10,6
51,0.1,0.31,0.5,35,27,27,30,29,25,81,92,93,88,87,93,20,0.1,1,10,6
52,0.1,0.31,0.5,44,33,34,40,39,23,-127,90,92,88,88,95,28,0.1,0,10,6
53,0.1,0.31,0.5,34,29,20,43,29,22,75,91,93,-107,86,95,26,0.1,0,10,6
54,0.1,0.31,0.5,32,27,44,32,23,29,81,92,-125,80,86,95,26,0.1,0,10,6
55,0.1,0.31,0.5,44,38,32,29,40,24,-116,88,91,87,88,95,17,0.1,0,10,6
56,0.1,0.31,0.5,43,32,21,40,36,24,81,92,91,88,87,95,20,0.1,1,10,6
57,0.1,0.31,0.5,21,26,33,26,25,28,80,92,93,87,83,95,21,0.1,1,10,6
58,0.1,0.31,0.5,41,29,32,35,36,26,77,92,90,85,88,95,24,0.1,1,10,6
59,0.1,0.31,0.5,46,28,22,38,41,23,72,91,93,87,83,95,29,0.1,1,10,6
60,0.1,0.31,0.5,25,30,29,28,53,23,77,91,93,86,-116,95,24,0.1,0,10,6
61,0.1,0.31,0.5,43,30,28,38,29,23,-113,92,93,90,85,95,16,0.1,0,10,6
62,0.1,0.31,0.5,42,26,27,40,23,22,-116,92,93,-101,88,95,17,0.1,0,10,6
63,0.1,0.31,0.5,43,37,22,34,38,22,79,-107,93,88,-112,95,22,0.1,0,10,6
64,0.1,0.31,0.5,44,22,23,22,31,21,-108,92,93,88,64,95,37,0.1,0,10,6
65,0.1,0.31,0.5,20,27,25,41,23,27,80,92,93,85,91,94,21,0.1,1,10,6
66,0.1,0.31,0.5,43,34,31,35,33,27,79,89,93,87,92,95,22,0.1,1,10,6
67,0.1,0.31,0.5,45,30,25,26,31,22,78,92,93,88,91,95,23,0.1,1,10,6
68,0.1,0.31,0.5,22,23,26,39,26,27,77,90,93,87,89,94,24,0.1,1,10,6
69,0.1,0.31,0.5,45,37,31,35,35,27,-116,91,93,88,92,95,17,0.1,0,10,6
70,0.1,0.31,0.5,44,27,37,40,28,25,76,92,-111,-101,92,95,25,0.1,0,10,6
71,0.1,0.31,0.5,20,22,26,31,21,21,81,92,93,86,92,95,20,0.1,1,10,6
72,0.1,0.31,0.5,44,34,24,32,38,30,77,92,93,87,88,95,24,0.1,1,10,6
73,0.1,0.31,0.5,36,27,35,37,27,25,79,92,92,88,90,93,22,0.1,1,10,6
74,0.1,0.31,0.5,26,23,26,32,23,25,80,92,93,88,92,95,21,0.1,1,10,6
75,0.1,0.31,0.5,42,36,25,33,34,32,81,91,93,88,92,95,20,0.1,1,10,6
76,0.1,0.31,0.5,38,28,34,37,29,21,81,92,93,88,92,95,20,0.1,1,10,6
77,0.1,0.31,0.5,44,23,26,31,23,24,-113,92,93,88,92,95,14,0.1,0,10,6
78,0.1,0.31,0.5,25,35,44,34,33,32,81,92,-137,86,91,95,38,0.1,0,10,6
79,0.1,0.31,0.5,39,26,27,36,29,18,81,91,93,85,92,95,20,0.1,1,10,6
80,0.1,0.31,0.5,38,26,24,32,25,28,81,92,91,88,92,93,20,0.1,1,10,6
81,0.1,0.31,0.5,30,36,39,33,34,35,79,92,93,85,92,95,22,0.1,1,10,6
82,0.1,0.31,0.5,40,26,25,37,29,20,80,92,93,88,92,95,21,0.1,1,10,6
83,0.1,0.31,0.5,37,26,24,32,25,24,79,92,92,88,92,95,22,0.1,1,10,6
84,0.1,0.31,0.5,30,36,38,33,34,32,81,92,93,88,92,95,20,0.1,1,10,6
85,0.1,0.31,0.5,43,31,25,35,40,21,72,89,93,88,-109,95,29,0.1,0,10,6
86,0.1,0.31,0.5,36,27,23,32,30,23,81,92,93,87,92,95,20,0.1,1,10,6
87,0.1,0.31,0.5,31,36,37,34,20,31,81,92,93,88,92,95,20,0.1,1,10,6
88,0.1,0.31,0.5,44,30,25,35,43,22,-119,92,92,88,88,95,20,0.1,0,10,6
89,0.1,0.31,0.5,41,26,30,32,33,21,73,90,89,88,91,95,28,0.1,1,10,6
90,0.1,0.31,0.5,22,38,39,35,20,28,80,92,93,86,92,95,21,0.1,1,10,6
91,0.1,0.31,0.5,42,28,25,33,36,27,81,92,90,87,92,95,20,0.1,1,10,6
92,0.1,0.31,0.5,42,24,29,33,32,22,81,92,92,88,92,95,20,0.1,1,10,6
93,0.1,0.31,0.5,26,39,36,35,20,26,78,88,93,88,92,95,23,0.1,1,10,6
94,0.1,0.31,0.5,45,33,22,34,33,26,-114,92,92,88,92,95,15,0.1,0,10,6
95,0.1,0.31,0.5,42,24,32,32,33,24,81,92,89,90,91,95,20,0.1,1,10,6
96,0.1,0.31,0.5,23,35,35,34,22,23,80,91,91,88,92,95,21,0.1,1,10,6
97,0.1,0.31,0.5,30,28,22,40,30,25,-120,92,93,-103,92,95,21,0.1,0,10,6
98,0.1,0.31,0.5,40,25,28,30,32,27,78,92,93,89,92,92,23,0.1,1,10,6
99,0.1,0.31,0.5,28,29,33,26,24,23,83,-101,93,90,92,95,18,0.1,0,10,6
100,0.1,0.31,0.5,33,29,23,37,32,29,85,-101,93,90,92,95,16,0.1,0,10,6
101,0.1,0.31,0.5,37,26,32,28,29,23,85,-101,89,89,92,95,16,0.1,0,10,6
102,0.1,0.31,0.5,26,39,32,28,24,20,85,-115,92,88,90,95,16,0.1,0,10,6
103,0.1,0.31,0.5,38,37,23,30,31,27,-108,87,93,90,92,95,14,0.1,0,10,6
104,0.1,0.31,0.5,33,41,29,32,29,25,84,-102,92,90,92,95,17,0.1,0,10,6
105,0.1,0.31,0.5,25,16,30,30,23,21,85,92,93,88,92,95,16,0.1,1,10,6
106,0.1,0.31,0.5,40,36,22,31,35,25,84,89,93,88,83,95,18,0.1,1,10,6
107,0.1,0.31,0.5,30,39,31,31,32,24,83,90,89,90,92,95,18,0.1,1,10,6
108,0.1,0.31,0.5,28,17,38,32,25,26,84,91,93,90,92,95,17,0.1,1,10,6
109,0.1,0.31,0.5,36,29,20,41,27,23,85,92,93,-104,92,95,16,0.1,0,10,6
110,0.1,0.31,0.5,32,36,29,29,32,26,85,92,93,90,92,95,16,0.1,1,10,6
111,0.1,0.31,0.5,30,38,33,25,30,23,84,-105,93,86,87,95,17,0.1,0,10,6
112,0.1,0.31,0.5,36,23,20,41,29,23,85,91,93,90,92,95,16,0.1,1,10,6
113,0.1,0.31,0.5,32,27,30,29,31,29,85,92,92,90,92,95,16,0.1,1,10,6
114,0.1,0.31,0.5,24,33,32,25,33,22,85,92,93,91,-104,94,16,0.1,0,10,6
115,0.1,0.31,0.5,38,22,23,40,25,24,84,92,93,88,92,95,17,0.1,1,10,6
116,0.1,0.31,0.5,38,39,32,29,25,28,-106,-114,86,90,92,95,15,0.1,0,10,6
117,0.1,0.31,0.5,31,28,31,25,35,21,83,92,93,90,90,95,18,0.1,1,10,6
118,0.1,0.31,0.5,28,21,26,38,27,25,84,92,93,89,92,95,17,0.1,1,10,6
119,0.1,0.31,0.5,39,37,28,31,25,28,85,92,93,90,92,95,16,0.1,1,10,6
120,0.1,0.31,0.5,31,28,29,25,34,22,84,92,92,88,92,95,17,0.1,1,10,6
121,0.1,0.31,0.5,25,20,26,42,25,25,83,92,93,77,92,95,24,0.1,1,10,6
122,0.1,0.31,0.5,38,37,28,31,26,28,84,92,93,90,92,95,17,0.1,1,10,6
123,0.1,0.31,0.5,35,29,30,25,35,22,81,92,92,90,92,95,20,0.1,1,10,6
124,0.1,0.31,0.5,26,20,27,38,25,25,82,92,93,90,92,95,19,0.1,1,10,6
125,0.1,0.31,0.5,38,35,27,31,25,27,-104,92,93,90,92,94,11,0.1,0,10,6
126,0.1,0.31,0.5,38,29,29,25,35,23,85,92,93,90,92,95,16,0.1,1,10,6
127,0.1,0.31,0.5,22,22,26,36,24,27,84,92,93,90,84,95,17,0.1,1,10,6
128,0.1,0.31,0.5,38,33,24,31,30,25,81,92,93,90,91,95,20,0.1,1,10,6
129,0.1,0.31,0.5,40,32,33,27,36,22,84,91,93,90,91,95,17,0.1,1,10,6
130,0.1,0.31,0.5,22,23,25,35,22,26,85,92,93,90,92,95,16,0.1,1,10,6
