eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,13,0,-104,-118,80,-126,27,0.1,0,10,4
1,0.1,0.31,0.5,11,4,11,24,-118,-104,88,53,48,0.1,0,10,4
2,0.1,0.31,0.5,20,19,20,14,-111,-112,-121,88,22,0.1,0,10,4
3,0.1,0.31,0.5,20,20,12,20,-156,-130,89,85,57,0.1,0,10,4
4,0.1,0.31,0.5,20,20,19,15,-117,-114,89,88,18,0.1,0,10,4
5,0.1,0.31,0.5,20,20,19,16,-109,-103,91,88,13,0.1,0,10,4
6,0.1,0.31,0.5,20,20,11,15,-150,-107,91,85,51,0.1,0,10,4
7,0.1,0.31,0.5,20,20,20,18,-141,-123,84,88,42,0.1,0,10,4
8,0.1,0.31,0.5,20,20,15,17,-112,-140,91,90,41,0.1,0,10,4
9,0.1,0.31,0.5,20,20,20,13,-144,-119,75,90,45,0.1,0,10,4
10,0.1,0.31,0.5,20,20,19,17,-123,-194,86,90,95,0.1,0,10,4
11,0.1,0.31,0.5,20,23,15,18,-132,30,91,90,71,0.1,0,10,4
12,0.1,0.31,0.5,33,31,22,22,-119,71,89,88,30,0.1,0,10,4
13,0.1,0.31,0.5,33,33,22,26,-163,70,91,77,64,0.1,0,10,4
14,0.1,0.31,0.5,33,22,21,26,-135,80,91,74,36,0.1,0,10,4
15,0.1,0.31,0.5,33,33,20,22,-169,61,91,89,70,0.1,0,10,4
16,0.1,0.31,0.5,33,28,26,25,-139,77,91,90,40,0.1,0,10,4
17,0.1,0.31,0.5,33,24,23,30,-166,77,88,-116,67,0.1,0,10,4
18,0.1,0.31,0.5,33,31,22,25,-117,78,87,87,23,0.1,0,10,4
19,0.1,0.31,0.5,25,28,26,18,54,72,87,88,47,0.1,1,10,4
20,0.1,0.31,0.5,45,37,27,35,79,78,91,89,23,0.1,1,10,4
21,0.1,0.31,0.5,32,32,23,26,82,82,91,87,19,0.1,1,10,4
22,0.1,0.31,0.5,33,42,35,36,80,72,91,86,29,0.1,1,10,4
23,0.1,0.31,0.5,34,36,25,24,83,68,91,90,33,0.1,1,10,4
24,0.1,0.31,0.5,42,37,25,36,81,77,90,88,24,0.1,1,10,4
25,0.1,0.31,0.5,37,41,37,37,89,75,84,90,26,0.1,1,10,4
26,0.1,0.31,0.5,34,35,25,24,82,75,91,90,26,0.1,1,10,4
27,0.1,0.31,0.5,35,34,29,29,84,80,86,90,21,0.1,1,10,4
28,0.1,0.31,0.5,35,37,36,35,86,76,91,90,25,0.1,1,10,4
29,0.1,0.31,0.5,32,37,28,25,87,78,89,90,23,0.1,1,10,4
30,0.1,0.31,0.5,36,31,27,36,87,80,91,87,21,0.1,1,10,4
31,0.1,0.31,0.5,34,44,34,44,87,-139,91,80,40,0.1,0,10,4
32,0.1,0.31,0.5,32,43,25,26,87,77,91,88,24,0.1,1,10,4
33,0.1,0.31,0.5,35,24,36,30,85,80,80,90,21,0.1,1,10,4
34,0.1,0.31,0.5,35,43,39,34,86,76,90,90,25,0.1,1,10,4
35,0.1,0.31,0.5,33,44,28,29,86,63,88,88,38,0.1,1,10,4
