eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,0,9,-125,-127,-198,-112,-124,-108,-118,92,99,0.1,0,10,8
1,0.1,0.31,0.5,9,8,31,19,9,18,6,9,-114,-107,34,79,-108,77,-105,93,67,0.1,0,10,8
2,0.1,0.31,0.5,31,32,28,20,31,17,15,27,-125,-128,61,92,-125,95,-103,87,40,0.1,0,10,8
3,0.1,0.31,0.5,31,32,18,18,33,11,28,15,-105,-111,86,91,-129,95,-139,83,40,0.1,0,10,8
4,0.1,0.31,0.5,21,32,27,21,33,26,29,26,62,-113,87,92,-102,91,-119,91,39,0.1,0,10,8
5,0.1,0.31,0.5,41,47,40,33,41,28,43,38,83,-119,85,92,-107,95,-122,91,23,0.1,0,10,8
6,0.1,0.31,0.5,43,47,18,37,42,12,10,15,-107,-140,87,-108,-123,95,94,94,41,0.1,0,10,8
7,0.1,0.31,0.5,37,53,47,19,53,26,46,38,82,-154,86,92,-130,95,88,91,55,0.1,0,10,8
8,0.1,0.31,0.5,32,14,25,38,8,34,21,27,81,59,86,89,94,90,94,91,42,0.1,1,10,8
9,0.1,0.31,0.5,50,45,44,33,39,28,47,36,81,92,84,91,94,95,76,90,25,0.1,1,10,8
10,0.1,0.31,0.5,30,40,35,26,29,24,29,33,82,92,91,92,94,95,91,89,19,0.1,1,10,8
11,0.1,0.31,0.5,36,21,35,34,26,33,35,40,85,92,91,91,93,95,94,93,16,0.1,1,10,8
12,0.1,0.31,0.5,38,36,27,26,31,20,19,20,85,91,91,92,93,94,93,95,16,0.1,1,10,8
13,0.1,0.31,0.5,38,31,38,31,28,35,37,41,85,92,88,92,94,95,92,91,16,0.1,1,10,8
14,0.1,0.31,0.5,51,29,30,28,24,19,19,20,-113,88,87,90,92,95,94,93,14,0.1,0,10,8
15,0.1,0.31,0.5,31,39,39,36,33,22,29,29,73,92,78,92,90,95,94,93,28,0.1,1,10,8
16,0.1,0.31,0.5,38,26,48,23,21,27,46,30,85,92,-110,92,93,93,-113,89,16,0.1,0,10,8
17,0.1,0.31,0.5,47,29,21,34,29,31,24,33,-113,91,88,92,94,95,94,93,14,0.1,0,10,8
18,0.1,0.31,0.5,37,21,33,37,23,17,25,23,84,92,91,-102,94,95,94,93,17,0.1,0,10,8
19,0.1,0.31,0.5,21,38,34,30,31,37,29,33,85,90,93,92,92,91,94,89,16,0.1,1,10,8
20,0.1,0.31,0.5,43,28,23,24,27,29,26,27,-115,92,93,92,94,94,94,88,16,0.1,0,10,8
21,0.1,0.31,0.5,41,30,26,31,28,20,24,28,86,90,93,92,93,95,92,93,15,0.1,1,10,8
22,0.1,0.31,0.5,21,46,36,35,31,45,36,30,87,-111,93,90,91,-143,94,93,44,0.1,0,10,8
23,0.1,0.31,0.5,42,29,24,24,28,30,25,28,85,92,93,92,93,95,94,93,16,0.1,1,10,8
24,0.1,0.31,0.5,45,23,26,32,24,19,37,28,-113,92,93,92,94,93,-106,92,14,0.1,0,10,8
25,0.1,0.31,0.5,39,38,45,41,29,32,22,33,88,90,81,84,94,95,94,93,20,0.1,1,10,8
