eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,-170,-139,-180,-158,-128,-190,91,0.1,0,15,6
1,0.1,0.31,0.5,0,0,0,0,0,0,-137,-416,-238,-124,-112,-189,317,0.1,0,15,6
2,0.1,0.31,0.5,0,31,0,0,0,0,-158,21,-121,-331,-356,-186,257,0.1,0,15,6
3,0.1,0.31,0.5,15,16,15,15,15,15,-123,84,-151,-142,-148,-143,52,0.1,0,15,6
4,0.1,0.31,0.5,15,15,15,15,15,11,-157,86,-169,-135,-131,89,70,0.1,0,15,6
5,0.1,0.31,0.5,19,19,30,19,19,18,-135,86,26,-125,-115,92,75,0.1,0,15,6
6,0.1,0.31,0.5,25,27,30,34,34,22,-105,86,81,-141,-118,92,42,0.1,0,15,6
7,0.1,0.31,0.5,32,19,32,34,34,16,-145,86,79,-193,-107,92,94,0.1,0,15,6
8,0.1,0.31,0.5,32,30,28,16,34,26,-197,83,68,68,-123,89,98,0.1,0,15,6
9,0.1,0.31,0.5,51,41,39,46,41,29,-140,83,83,84,42,91,59,0.1,0,15,6
10,0.1,0.31,0.5,60,56,38,43,33,35,-199,-172,81,87,80,77,100,0.1,0,15,6
11,0.1,0.31,0.5,62,23,44,29,49,31,-149,84,79,78,82,92,50,0.1,0,15,6
12,0.1,0.31,0.5,29,53,46,41,30,37,55,71,78,87,88,92,46,0.1,1,15,6
13,0.1,0.31,0.5,71,66,56,63,51,37,72,82,77,87,87,92,29,0.1,1,15,6
14,0.1,0.31,0.5,69,32,44,28,52,49,61,78,79,87,86,82,40,0.1,1,15,6
15,0.1,0.31,0.5,75,56,54,53,58,40,-124,84,85,86,72,90,29,0.1,0,15,6
16,0.1,0.31,0.5,35,43,73,52,50,35,71,84,42,78,61,88,59,0.1,1,15,6
17,0.1,0.31,0.5,67,54,45,40,55,36,72,56,66,85,72,91,45,0.1,1,15,6
18,0.1,0.31,0.5,54,49,70,49,59,37,74,83,73,85,71,92,30,0.1,1,15,6
19,0.1,0.31,0.5,55,47,44,83,45,40,73,85,73,0,66,88,101,0.1,1,15,6
20,0.1,0.31,0.5,72,46,59,39,57,44,-113,83,35,83,76,92,66,0.1,0,15,6
21,0.1,0.31,0.5,62,65,80,55,58,37,72,69,48,87,76,92,53,0.1,1,15,6
22,0.1,0.31,0.5,68,50,50,49,55,31,-113,85,69,85,66,91,35,0.1,0,15,6
23,0.1,0.31,0.5,38,40,61,33,62,73,61,83,78,85,76,-18,119,0.1,1,15,6
24,0.1,0.31,0.5,68,52,60,55,51,47,75,85,73,86,76,88,28,0.1,1,15,6
25,0.1,0.31,0.5,69,49,64,54,61,38,66,85,57,82,62,90,44,0.1,1,15,6
26,0.1,0.31,0.5,41,41,37,58,42,32,73,83,71,63,80,90,38,0.1,1,15,6
27,0.1,0.31,0.5,63,51,67,50,58,49,73,83,74,87,76,88,28,0.1,1,15,6
28,0.1,0.31,0.5,60,52,65,51,62,45,63,82,64,86,76,89,38,0.1,1,15,6
29,0.1,0.31,0.5,55,45,41,39,51,41,72,85,76,87,76,86,29,0.1,1,15,6
30,0.1,0.31,0.5,60,44,73,98,60,49,61,82,62,13,61,90,88,0.1,1,15,6
