eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,rewards_agent_0,rewards_agent_1,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,-116,-106,17,0.1,0,10,2
1,0.1,0.31,0.5,0,0,-111,-126,27,0.1,0,10,2
2,0.1,0.31,0.5,0,0,-117,-117,18,0.1,0,10,2
3,0.1,0.31,0.5,0,0,-115,-108,16,0.1,0,10,2
4,0.1,0.31,0.5,0,0,-118,-119,20,0.1,0,10,2
5,0.1,0.31,0.5,0,0,-143,-159,60,0.1,0,10,2
6,0.1,0.31,0.5,0,0,-145,-115,46,0.1,0,10,2
7,0.1,0.31,0.5,0,0,-139,-117,40,0.1,0,10,2
8,0.1,0.31,0.5,0,0,-123,-175,76,0.1,0,10,2
9,0.1,0.31,0.5,0,0,-117,-130,31,0.1,0,10,2
10,0.1,0.31,0.5,0,0,-110,-213,114,0.1,0,10,2
11,0.1,0.31,0.5,0,0,-139,-138,40,0.1,0,10,2
12,0.1,0.31,0.5,0,22,-115,24,77,0.1,0,10,2
13,0.1,0.31,0.5,13,15,-146,84,47,0.1,0,10,2
14,0.1,0.31,0.5,18,14,36,88,65,0.1,1,10,2
15,0.1,0.31,0.5,19,21,91,86,15,0.1,1,10,2
16,0.1,0.31,0.5,20,16,74,86,27,0.1,1,10,2
17,0.1,0.31,0.5,22,19,83,88,18,0.1,1,10,2
18,0.1,0.31,0.5,21,21,86,88,15,0.1,1,10,2
19,0.1,0.31,0.5,27,22,87,88,14,0.1,1,10,2
20,0.1,0.31,0.5,27,19,-114,85,16,0.1,0,10,2
21,0.1,0.31,0.5,21,22,82,86,19,0.1,1,10,2
22,0.1,0.31,0.5,19,14,71,86,30,0.1,1,10,2
23,0.1,0.31,0.5,23,24,89,87,14,0.1,1,10,2
24,0.1,0.31,0.5,21,13,87,87,14,0.1,1,10,2
25,0.1,0.31,0.5,18,27,88,78,23,0.1,1,10,2
26,0.1,0.31,0.5,24,18,89,88,13,0.1,1,10,2
27,0.1,0.31,0.5,19,18,91,88,13,0.1,1,10,2
28,0.1,0.31,0.5,24,19,-179,88,80,0.1,0,10,2
29,0.1,0.31,0.5,14,17,66,88,35,0.1,1,10,2
30,0.1,0.31,0.5,23,22,89,86,15,0.1,1,10,2
31,0.1,0.31,0.5,23,22,89,86,15,0.1,1,10,2
32,0.1,0.31,0.5,13,23,88,84,17,0.1,1,10,2
33,0.1,0.31,0.5,28,18,85,85,16,0.1,1,10,2
34,0.1,0.31,0.5,26,24,89,87,14,0.1,1,10,2
35,0.1,0.31,0.5,12,24,87,88,14,0.1,1,10,2
36,0.1,0.31,0.5,23,20,89,82,19,0.1,1,10,2
37,0.1,0.31,0.5,25,23,87,87,14,0.1,1,10,2
38,0.1,0.31,0.5,16,23,90,87,14,0.1,1,10,2
39,0.1,0.31,0.5,21,21,89,78,23,0.1,1,10,2
40,0.1,0.31,0.5,25,23,89,88,13,0.1,1,10,2
41,0.1,0.31,0.5,18,23,87,90,14,0.1,1,10,2
42,0.1,0.31,0.5,22,16,80,87,21,0.1,1,10,2
43,0.1,0.31,0.5,19,16,88,91,13,0.1,1,10,2
44,0.1,0.31,0.5,15,17,83,91,18,0.1,1,10,2
