eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,63,0,0,-358,-125,-115,-177,-116,-43,-140,-183,259,0.1,0,20,8
1,0.1,0.31,0.5,16,6,16,15,16,17,16,16,-164,-107,-232,-120,-222,80,-321,-307,222,0.1,0,20,8
2,0.1,0.31,0.5,120,16,16,17,17,16,17,20,-175,-166,-110,-120,-214,86,-279,79,276,0.1,0,20,8
3,0.1,0.31,0.5,122,62,49,49,49,30,49,29,-140,50,-202,-167,-204,85,-279,86,180,0.1,0,20,8
4,0.1,0.31,0.5,65,47,61,61,61,40,65,70,42,57,-124,-126,-121,86,-136,-161,62,0.1,0,20,8
5,0.1,0.31,0.5,57,61,55,71,45,41,36,16,38,74,25,-217,0,76,65,86,118,0.1,0,20,8
6,0.1,0.31,0.5,99,70,80,71,100,81,99,68,33,51,69,20,-143,26,44,81,81,0.1,0,20,8
7,0.1,0.31,0.5,96,76,116,155,65,56,78,67,39,72,-138,-256,59,84,53,75,157,0.1,0,20,8
8,0.1,0.31,0.5,98,93,71,80,115,126,86,71,51,72,65,51,-124,13,63,86,88,0.1,0,20,8
9,0.1,0.31,0.5,92,77,108,66,129,55,103,44,40,64,-120,72,-174,84,48,86,75,0.1,0,20,8
10,0.1,0.31,0.5,121,82,87,106,116,57,75,55,-210,68,40,-133,-136,86,64,86,111,0.1,0,20,8
11,0.1,0.31,0.5,124,76,72,124,130,45,74,79,-2,70,60,22,-112,86,60,-125,103,0.1,0,20,8
12,0.1,0.31,0.5,91,83,104,55,103,61,104,61,39,72,62,55,-16,85,63,84,117,0.1,1,20,8
13,0.1,0.31,0.5,115,87,83,80,75,91,86,54,-175,41,68,73,73,71,63,86,76,0.1,0,20,8
14,0.1,0.31,0.5,121,85,80,105,90,62,83,69,-158,69,59,57,70,85,66,85,59,0.1,0,20,8
15,0.1,0.31,0.5,122,62,79,40,60,48,73,56,-236,68,41,76,61,86,55,69,137,0.1,0,20,8
16,0.1,0.31,0.5,77,75,61,83,74,43,74,55,28,69,66,74,73,88,47,82,73,0.1,1,20,8
17,0.1,0.31,0.5,89,75,99,74,86,46,77,52,48,67,17,63,45,87,67,86,84,0.1,1,20,8
18,0.1,0.31,0.5,106,95,90,68,81,60,86,64,49,50,55,70,72,87,69,85,52,0.1,1,20,8
19,0.1,0.31,0.5,66,68,118,77,67,67,59,62,58,31,-145,74,72,85,71,86,70,0.1,0,20,8
20,0.1,0.31,0.5,92,94,62,73,79,47,98,61,61,52,47,72,73,85,61,83,54,0.1,1,20,8
21,0.1,0.31,0.5,90,67,101,66,63,46,69,48,51,-6,14,65,72,88,63,88,107,0.1,1,20,8
22,0.1,0.31,0.5,78,85,92,84,85,88,86,70,58,-49,71,76,67,81,65,86,150,0.1,1,20,8
23,0.1,0.31,0.5,84,82,63,78,77,66,80,66,62,18,65,66,66,87,62,86,83,0.1,1,20,8
24,0.1,0.31,0.5,90,78,91,67,73,62,81,42,63,53,59,76,70,72,65,86,48,0.1,1,20,8
25,0.1,0.31,0.5,83,78,86,98,82,76,82,62,59,28,73,65,72,81,56,86,73,0.1,1,20,8
26,0.1,0.31,0.5,114,73,106,64,70,68,69,63,-194,28,-130,68,69,75,65,85,95,0.1,0,20,8
27,0.1,0.31,0.5,71,101,60,80,89,66,98,64,61,-37,67,73,68,86,65,86,138,0.1,1,20,8
28,0.1,0.31,0.5,88,117,77,97,71,59,71,58,48,-115,69,34,69,86,68,84,67,0.1,0,20,8
29,0.1,0.31,0.5,112,80,89,89,94,105,79,70,-152,29,-113,59,55,-143,65,83,72,0.1,0,20,8
30,0.1,0.31,0.5,110,75,107,83,77,74,76,65,35,60,62,60,64,69,70,82,66,0.1,1,20,8
31,0.1,0.31,0.5,56,85,50,81,81,42,93,64,54,55,75,76,71,88,32,84,69,0.1,1,20,8
32,0.1,0.31,0.5,104,79,104,86,78,84,84,72,23,39,34,22,70,82,8,83,93,0.1,1,20,8
33,0.1,0.31,0.5,99,84,87,79,78,63,83,61,38,47,79,67,69,87,63,83,63,0.1,1,20,8
34,0.1,0.31,0.5,70,121,51,77,77,53,81,65,52,-209,77,65,75,83,72,85,110,0.1,0,20,8
35,0.1,0.31,0.5,109,73,73,73,71,76,91,67,-141,-11,79,74,73,86,-112,86,112,0.1,0,20,8
36,0.1,0.31,0.5,101,83,91,75,78,53,80,53,43,-146,74,75,75,87,67,84,247,0.1,1,20,8
