eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,rewards_agent_0,rewards_agent_1,total_steps,del_threshold,eps_status,grid_size
0,0.1,0.29,1,0,0,-108,-137,38,0.1,0,10
1,0.1,0.29,1,0,0,-115,-140,41,0.1,0,10
2,0.1,0.29,1,0,0,-129,-137,38,0.1,0,10
3,0.1,0.29,1,0,23,-119,56,45,0.1,0,10
4,0.1,0.29,1,10,17,-110,83,18,0.1,0,10
5,0.1,0.29,1,17,19,-138,79,39,0.1,0,10
6,0.1,0.29,1,18,15,-129,86,30,0.1,0,10
7,0.1,0.29,1,18,18,-111,79,22,0.1,0,10
8,0.1,0.29,1,18,16,-112,82,19,0.1,0,10
9,0.1,0.29,1,18,17,-169,81,70,0.1,0,10
10,0.1,0.29,1,20,18,-134,84,35,0.1,0,10
11,0.1,0.29,1,20,18,-121,84,22,0.1,0,10
12,0.1,0.29,1,14,18,77,-127,28,0.1,0,10
13,0.1,0.29,1,24,26,89,-118,19,0.1,0,10
14,0.1,0.29,1,16,15,89,86,15,0.1,1,10
15,0.1,0.29,1,23,25,84,86,17,0.1,1,10
16,0.1,0.29,1,15,15,87,84,17,0.1,1,10
17,0.1,0.29,1,20,24,89,84,17,0.1,1,10
18,0.1,0.29,1,20,24,-112,-107,13,0.1,0,10
19,0.1,0.29,1,20,15,-107,82,19,0.1,0,10
20,0.1,0.29,1,16,27,85,78,23,0.1,1,10
21,0.1,0.29,1,15,16,88,74,27,0.1,1,10
22,0.1,0.29,1,23,25,89,86,15,0.1,1,10
23,0.1,0.29,1,15,16,87,83,18,0.1,1,10
24,0.1,0.29,1,26,21,77,84,24,0.1,1,10
25,0.1,0.29,1,17,20,84,86,17,0.1,1,10
26,0.1,0.29,1,18,14,89,92,12,0.1,1,10
27,0.1,0.29,1,15,14,89,92,12,0.1,1,10
28,0.1,0.29,1,19,15,87,91,14,0.1,1,10
29,0.1,0.29,1,15,16,88,89,13,0.1,1,10
30,0.1,0.29,1,16,21,86,-105,15,0.1,0,10
31,0.1,0.29,1,18,10,85,90,16,0.1,1,10
32,0.1,0.29,1,16,21,89,90,12,0.1,1,10
33,0.1,0.29,1,17,10,89,92,12,0.1,1,10
34,0.1,0.29,1,17,18,88,92,13,0.1,1,10
35,0.1,0.29,1,16,10,88,92,13,0.1,1,10
36,0.1,0.29,1,18,16,86,92,15,0.1,1,10
37,0.1,0.29,1,16,11,87,92,14,0.1,1,10
38,0.1,0.29,1,20,15,85,92,16,0.1,1,10
39,0.1,0.29,1,17,12,87,92,14,0.1,1,10
40,0.1,0.29,1,18,17,89,92,12,0.1,1,10
41,0.1,0.29,1,16,12,89,92,12,0.1,1,10
42,0.1,0.29,1,18,17,89,92,12,0.1,1,10
43,0.1,0.29,1,16,13,89,91,12,0.1,1,10
44,0.1,0.29,1,13,26,89,76,25,0.1,1,10
45,0.1,0.29,1,19,11,87,92,14,0.1,1,10
46,0.1,0.29,1,12,18,88,-109,13,0.1,0,10
47,0.1,0.29,1,21,11,89,91,12,0.1,1,10
48,0.1,0.29,1,13,19,89,92,12,0.1,1,10
49,0.1,0.29,1,18,19,-105,-106,7,0.1,0,10
50,0.1,0.29,1,18,18,-105,-106,7,0.1,0,10
51,0.1,0.29,1,18,15,-106,-113,14,0.1,0,10
52,0.1,0.29,1,11,15,-106,-126,27,0.1,0,10
53,0.1,0.29,1,11,15,-106,-136,37,0.1,0,10
54,0.1,0.29,1,11,12,-110,-144,45,0.1,0,10
55,0.1,0.29,1,11,10,-107,90,11,0.1,0,10
56,0.1,0.29,1,18,12,-117,87,18,0.1,0,10
57,0.1,0.29,1,18,9,-107,92,9,0.1,0,10
58,0.1,0.29,1,18,10,-141,90,42,0.1,0,10
59,0.1,0.29,1,19,10,-159,92,60,0.1,0,10
60,0.1,0.29,1,19,10,-169,92,70,0.1,0,10
61,0.1,0.29,1,19,9,-117,87,18,0.1,0,10
62,0.1,0.29,1,23,12,-207,83,108,0.1,0,10
63,0.1,0.29,1,16,10,67,92,34,0.1,1,10
64,0.1,0.29,1,22,17,87,92,14,0.1,1,10
65,0.1,0.29,1,12,12,89,92,12,0.1,1,10
66,0.1,0.29,1,22,17,89,92,12,0.1,1,10
67,0.1,0.29,1,13,16,89,85,16,0.1,1,10
68,0.1,0.29,1,21,17,89,89,12,0.1,1,10
69,0.1,0.29,1,12,13,89,89,12,0.1,1,10
70,0.1,0.29,1,21,18,89,89,12,0.1,1,10
71,0.1,0.29,1,14,10,81,92,20,0.1,1,10
72,0.1,0.29,1,20,21,89,-114,15,0.1,0,10
73,0.1,0.29,1,14,11,88,91,13,0.1,1,10
74,0.1,0.29,1,19,23,88,85,16,0.1,1,10
75,0.1,0.29,1,13,24,88,-109,13,0.1,0,10
76,0.1,0.29,1,21,10,-139,92,40,0.1,0,10
77,0.1,0.29,1,13,17,87,92,14,0.1,1,10
78,0.1,0.29,1,21,11,87,92,14,0.1,1,10
79,0.1,0.29,1,13,18,88,90,13,0.1,1,10
80,0.1,0.29,1,21,11,89,92,12,0.1,1,10
81,0.1,0.29,1,13,16,89,92,12,0.1,1,10
82,0.1,0.29,1,21,12,88,92,13,0.1,1,10
83,0.1,0.29,1,13,17,89,92,12,0.1,1,10
84,0.1,0.29,1,21,12,89,92,12,0.1,1,10
85,0.1,0.29,1,13,17,89,92,12,0.1,1,10
86,0.1,0.29,1,19,11,88,92,13,0.1,1,10
87,0.1,0.29,1,13,21,89,85,16,0.1,1,10
88,0.1,0.29,1,13,25,87,-129,30,0.1,0,10
89,0.1,0.29,1,21,10,89,92,12,0.1,1,10
90,0.1,0.29,1,13,19,88,91,13,0.1,1,10
91,0.1,0.29,1,20,10,89,92,12,0.1,1,10
92,0.1,0.29,1,14,22,89,90,12,0.1,1,10
93,0.1,0.29,1,18,14,88,82,19,0.1,1,10
94,0.1,0.29,1,18,22,88,90,13,0.1,1,10
95,0.1,0.29,1,17,13,88,88,13,0.1,1,10
96,0.1,0.29,1,18,22,89,90,12,0.1,1,10
97,0.1,0.29,1,18,13,89,90,12,0.1,1,10
98,0.1,0.29,1,15,19,89,91,12,0.1,1,10
99,0.1,0.29,1,20,9,-106,90,11,0.1,0,10
100,0.1,0.29,1,20,12,-113,-109,14,0.1,0,10
101,0.1,0.29,1,20,14,-106,92,9,0.1,0,10
102,0.1,0.29,1,13,11,-106,90,11,0.1,0,10
103,0.1,0.29,1,15,10,-120,90,21,0.1,0,10
104,0.1,0.29,1,16,10,-150,91,51,0.1,0,10
105,0.1,0.29,1,16,10,-191,92,92,0.1,0,10
106,0.1,0.29,1,19,10,74,92,27,0.1,1,10
107,0.1,0.29,1,20,18,80,92,21,0.1,1,10
108,0.1,0.29,1,20,11,-124,92,25,0.1,0,10
