eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,rewards_agent_0,rewards_agent_1,total_steps,del_threshold,eps_status,grid_size
0,0.1,0.5,1,0,0,-136,-147,48,0.1,0,10
1,0.1,0.5,1,0,0,-105,-120,21,0.1,0,10
2,0.1,0.5,1,0,0,-126,-134,35,0.1,0,10
3,0.1,0.5,1,0,0,-110,-132,33,0.1,0,10
4,0.1,0.5,1,0,0,-119,-137,38,0.1,0,10
5,0.1,0.5,1,0,0,-110,-127,28,0.1,0,10
6,0.1,0.5,1,0,23,-157,15,86,0.1,0,10
7,0.1,0.5,1,9,10,-133,86,34,0.1,0,10
8,0.1,0.5,1,10,10,-115,92,16,0.1,0,10
9,0.1,0.5,1,14,10,-177,92,78,0.1,0,10
10,0.1,0.5,1,14,10,-139,92,40,0.1,0,10
11,0.1,0.5,1,14,10,-138,92,39,0.1,0,10
12,0.1,0.5,1,22,10,11,92,90,0.1,1,10
13,0.1,0.5,1,22,18,81,92,20,0.1,1,10
14,0.1,0.5,1,16,14,85,90,16,0.1,1,10
15,0.1,0.5,1,21,17,84,89,17,0.1,1,10
16,0.1,0.5,1,17,21,84,-153,54,0.1,0,10
17,0.1,0.5,1,19,10,83,91,18,0.1,1,10
18,0.1,0.5,1,16,14,85,92,16,0.1,1,10
19,0.1,0.5,1,17,14,86,92,15,0.1,1,10
20,0.1,0.5,1,17,14,85,92,16,0.1,1,10
21,0.1,0.5,1,20,12,-112,92,13,0.1,0,10
22,0.1,0.5,1,14,18,87,90,14,0.1,1,10
23,0.1,0.5,1,19,12,87,92,14,0.1,1,10
24,0.1,0.5,1,19,17,66,92,35,0.1,1,10
25,0.1,0.5,1,17,13,-129,90,30,0.1,0,10
26,0.1,0.5,1,19,11,-122,91,23,0.1,0,10
27,0.1,0.5,1,19,10,-139,92,40,0.1,0,10
28,0.1,0.5,1,16,10,80,92,21,0.1,1,10
29,0.1,0.5,1,21,21,84,87,17,0.1,1,10
30,0.1,0.5,1,16,12,82,86,19,0.1,1,10
31,0.1,0.5,1,22,19,77,90,24,0.1,1,10
32,0.1,0.5,1,16,9,84,91,17,0.1,1,10
33,0.1,0.5,1,17,20,85,-112,16,0.1,0,10
34,0.1,0.5,1,20,10,82,88,19,0.1,1,10
35,0.1,0.5,1,18,20,85,91,16,0.1,1,10
36,0.1,0.5,1,18,11,83,85,18,0.1,1,10
37,0.1,0.5,1,18,20,85,88,16,0.1,1,10
38,0.1,0.5,1,20,11,77,90,24,0.1,1,10
39,0.1,0.5,1,18,16,81,91,20,0.1,1,10
40,0.1,0.5,1,16,12,86,92,15,0.1,1,10
41,0.1,0.5,1,17,14,75,91,26,0.1,1,10
42,0.1,0.5,1,18,10,78,92,23,0.1,1,10
43,0.1,0.5,1,17,18,-112,92,13,0.1,0,10
44,0.1,0.5,1,14,10,-122,92,23,0.1,0,10
45,0.1,0.5,1,23,10,68,92,33,0.1,1,10
46,0.1,0.5,1,19,18,82,92,19,0.1,1,10
47,0.1,0.5,1,21,10,75,90,26,0.1,1,10
48,0.1,0.5,1,19,19,81,92,20,0.1,1,10
49,0.1,0.5,1,16,15,85,77,24,0.1,1,10
50,0.1,0.5,1,18,16,79,92,22,0.1,1,10
51,0.1,0.5,1,18,10,79,92,22,0.1,1,10
52,0.1,0.5,1,18,19,83,92,18,0.1,1,10
