eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,rewards_agent_0,rewards_agent_1,total_steps,del_threshold,eps_status,grid_size
0,0.1,0.5,1,0,0,-115,-127,28,0.1,0,10
1,0.1,0.5,1,0,0,-121,-119,22,0.1,0,10
2,0.1,0.5,1,0,0,-109,-114,15,0.1,0,10
3,0.1,0.5,1,0,0,-116,-138,39,0.1,0,10
4,0.1,0.5,1,0,0,-127,-127,28,0.1,0,10
5,0.1,0.5,1,0,0,-106,-133,34,0.1,0,10
6,0.1,0.5,1,0,12,-133,67,34,0.1,0,10
7,0.1,0.5,1,7,11,-110,84,17,0.1,0,10
8,0.1,0.5,1,9,11,-124,90,25,0.1,0,10
9,0.1,0.5,1,11,10,-159,89,60,0.1,0,10
10,0.1,0.5,1,11,10,-156,92,57,0.1,0,10
11,0.1,0.5,1,11,9,-127,92,28,0.1,0,10
12,0.1,0.5,1,11,10,-157,87,58,0.1,0,10
13,0.1,0.5,1,14,13,-148,82,49,0.1,0,10
14,0.1,0.5,1,15,10,-119,92,20,0.1,0,10
15,0.1,0.5,1,15,10,-132,92,33,0.1,0,10
16,0.1,0.5,1,17,11,63,88,38,0.1,1,10
17,0.1,0.5,1,21,19,87,92,14,0.1,1,10
18,0.1,0.5,1,14,11,83,88,18,0.1,1,10
19,0.1,0.5,1,27,15,55,92,46,0.1,1,10
20,0.1,0.5,1,14,14,87,92,14,0.1,1,10
21,0.1,0.5,1,21,15,87,92,14,0.1,1,10
22,0.1,0.5,1,21,9,-106,92,9,0.1,0,10
23,0.1,0.5,1,15,17,81,90,20,0.1,1,10
24,0.1,0.5,1,18,12,81,92,20,0.1,1,10
25,0.1,0.5,1,19,17,87,92,14,0.1,1,10
26,0.1,0.5,1,18,11,82,91,19,0.1,1,10
27,0.1,0.5,1,17,17,84,91,17,0.1,1,10
28,0.1,0.5,1,20,12,85,92,16,0.1,1,10
29,0.1,0.5,1,17,17,85,92,16,0.1,1,10
30,0.1,0.5,1,20,10,83,92,18,0.1,1,10
31,0.1,0.5,1,18,21,84,82,19,0.1,1,10
32,0.1,0.5,1,21,10,-110,92,11,0.1,0,10
33,0.1,0.5,1,18,14,77,92,24,0.1,1,10
34,0.1,0.5,1,21,15,82,91,19,0.1,1,10
35,0.1,0.5,1,15,15,84,89,17,0.1,1,10
36,0.1,0.5,1,20,18,73,82,28,0.1,1,10
37,0.1,0.5,1,16,13,87,87,14,0.1,1,10
38,0.1,0.5,1,18,14,85,92,16,0.1,1,10
39,0.1,0.5,1,17,17,87,90,14,0.1,1,10
40,0.1,0.5,1,21,14,-119,90,20,0.1,0,10
41,0.1,0.5,1,14,13,85,92,16,0.1,1,10
42,0.1,0.5,1,13,15,-119,92,20,0.1,0,10
43,0.1,0.5,1,13,12,-119,87,20,0.1,0,10
44,0.1,0.5,1,20,10,62,92,39,0.1,1,10
45,0.1,0.5,1,23,19,85,92,16,0.1,1,10
46,0.1,0.5,1,16,10,85,92,16,0.1,1,10
47,0.1,0.5,1,24,19,81,92,20,0.1,1,10
48,0.1,0.5,1,19,13,77,74,27,0.1,1,10
49,0.1,0.5,1,18,15,-109,-113,14,0.1,0,10
50,0.1,0.5,1,16,16,82,-118,19,0.1,0,10
51,0.1,0.5,1,13,16,-125,86,26,0.1,0,10
52,0.1,0.5,1,19,10,-142,92,43,0.1,0,10
53,0.1,0.5,1,19,9,-102,92,9,0.1,0,10
54,0.1,0.5,1,19,10,-145,92,46,0.1,0,10
55,0.1,0.5,1,19,10,-109,92,10,0.1,0,10
56,0.1,0.5,1,19,10,-123,90,24,0.1,0,10
57,0.1,0.5,1,22,10,41,92,60,0.1,1,10
58,0.1,0.5,1,22,19,85,92,16,0.1,1,10
59,0.1,0.5,1,17,15,85,76,25,0.1,1,10
60,0.1,0.5,1,22,11,-120,91,21,0.1,0,10
61,0.1,0.5,1,16,19,85,91,16,0.1,1,10
62,0.1,0.5,1,22,13,85,88,16,0.1,1,10
63,0.1,0.5,1,16,18,85,92,16,0.1,1,10
64,0.1,0.5,1,22,11,85,92,16,0.1,1,10
65,0.1,0.5,1,16,18,85,92,16,0.1,1,10
66,0.1,0.5,1,22,11,81,92,20,0.1,1,10
67,0.1,0.5,1,16,16,83,92,18,0.1,1,10
68,0.1,0.5,1,22,11,83,92,18,0.1,1,10
69,0.1,0.5,1,16,20,85,90,16,0.1,1,10
70,0.1,0.5,1,22,11,85,91,16,0.1,1,10
71,0.1,0.5,1,16,18,79,90,22,0.1,1,10
72,0.1,0.5,1,23,11,79,91,22,0.1,1,10
73,0.1,0.5,1,16,16,83,92,18,0.1,1,10
74,0.1,0.5,1,22,13,85,92,16,0.1,1,10
75,0.1,0.5,1,18,17,81,90,20,0.1,1,10
76,0.1,0.5,1,22,13,78,92,23,0.1,1,10
77,0.1,0.5,1,18,16,83,92,18,0.1,1,10
78,0.1,0.5,1,21,12,82,92,19,0.1,1,10
79,0.1,0.5,1,21,17,-109,92,10,0.1,0,10
80,0.1,0.5,1,18,12,81,91,20,0.1,1,10
81,0.1,0.5,1,19,15,74,92,27,0.1,1,10
82,0.1,0.5,1,18,13,83,92,18,0.1,1,10
83,0.1,0.5,1,20,16,83,92,18,0.1,1,10
84,0.1,0.5,1,18,12,83,92,18,0.1,1,10
85,0.1,0.5,1,20,15,-110,87,14,0.1,0,10
86,0.1,0.5,1,20,18,83,83,18,0.1,1,10
87,0.1,0.5,1,20,16,82,90,19,0.1,1,10
88,0.1,0.5,1,21,18,82,90,19,0.1,1,10
89,0.1,0.5,1,20,15,82,90,19,0.1,1,10
90,0.1,0.5,1,21,19,82,90,19,0.1,1,10
91,0.1,0.5,1,21,23,77,-120,24,0.1,0,10
92,0.1,0.5,1,21,12,82,90,19,0.1,1,10
93,0.1,0.5,1,21,21,81,90,20,0.1,1,10
94,0.1,0.5,1,20,22,82,-111,19,0.1,0,10
95,0.1,0.5,1,21,12,81,90,20,0.1,1,10
96,0.1,0.5,1,20,21,80,90,21,0.1,1,10
97,0.1,0.5,1,20,13,75,90,26,0.1,1,10
98,0.1,0.5,1,25,19,72,89,29,0.1,1,10
99,0.1,0.5,1,22,14,-114,-109,15,0.1,0,10
100,0.1,0.5,1,12,16,-118,-125,26,0.1,0,10
101,0.1,0.5,1,13,15,-135,-109,36,0.1,0,10
102,0.1,0.5,1,14,11,-132,-117,33,0.1,0,10
103,0.1,0.5,1,15,11,-125,-131,32,0.1,0,10
104,0.1,0.5,1,13,10,-204,-126,105,0.1,0,10
105,0.1,0.5,1,13,9,-151,-128,52,0.1,0,10
106,0.1,0.5,1,13,10,-113,83,18,0.1,0,10
107,0.1,0.5,1,17,10,-149,92,50,0.1,0,10
108,0.1,0.5,1,18,10,-157,92,58,0.1,0,10
109,0.1,0.5,1,18,10,-118,92,19,0.1,0,10
110,0.1,0.5,1,14,11,-120,92,21,0.1,0,10
111,0.1,0.5,1,17,10,61,92,40,0.1,1,10
112,0.1,0.5,1,20,17,89,92,12,0.1,1,10
113,0.1,0.5,1,14,12,89,92,12,0.1,1,10
114,0.1,0.5,1,20,17,89,92,12,0.1,1,10
115,0.1,0.5,1,15,10,87,92,14,0.1,1,10
116,0.1,0.5,1,20,20,89,91,12,0.1,1,10
117,0.1,0.5,1,22,10,-111,92,12,0.1,0,10
118,0.1,0.5,1,12,20,89,91,12,0.1,1,10
119,0.1,0.5,1,22,10,89,92,12,0.1,1,10
120,0.1,0.5,1,12,18,88,92,13,0.1,1,10
121,0.1,0.5,1,21,11,89,92,12,0.1,1,10
122,0.1,0.5,1,13,18,89,92,12,0.1,1,10
123,0.1,0.5,1,21,11,89,92,12,0.1,1,10
124,0.1,0.5,1,21,17,-162,-126,63,0.1,0,10
125,0.1,0.5,1,14,11,84,89,17,0.1,1,10
126,0.1,0.5,1,16,22,89,85,16,0.1,1,10
127,0.1,0.5,1,18,11,89,92,12,0.1,1,10
128,0.1,0.5,1,16,18,89,92,12,0.1,1,10
129,0.1,0.5,1,18,14,88,88,13,0.1,1,10
130,0.1,0.5,1,21,15,-106,89,12,0.1,0,10
131,0.1,0.5,1,12,13,89,92,12,0.1,1,10
132,0.1,0.5,1,19,20,89,86,15,0.1,1,10
133,0.1,0.5,1,15,13,89,90,12,0.1,1,10
134,0.1,0.5,1,19,16,89,92,12,0.1,1,10
135,0.1,0.5,1,15,16,88,88,13,0.1,1,10
136,0.1,0.5,1,18,15,89,88,13,0.1,1,10
137,0.1,0.5,1,16,13,89,92,12,0.1,1,10
138,0.1,0.5,1,19,16,87,91,14,0.1,1,10
139,0.1,0.5,1,16,13,89,92,12,0.1,1,10
140,0.1,0.5,1,18,17,89,91,12,0.1,1,10
141,0.1,0.5,1,16,13,89,92,12,0.1,1,10
142,0.1,0.5,1,18,16,85,92,16,0.1,1,10
143,0.1,0.5,1,16,16,87,88,14,0.1,1,10
144,0.1,0.5,1,19,16,87,92,14,0.1,1,10
145,0.1,0.5,1,15,13,89,92,12,0.1,1,10
146,0.1,0.5,1,19,16,89,92,12,0.1,1,10
147,0.1,0.5,1,15,13,89,92,12,0.1,1,10
148,0.1,0.5,1,18,19,89,86,15,0.1,1,10
