eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agents,rewards_agents,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,2.125,-90.5,32,0.1,0,10,8
1,0.1,0.31,0.5,11.125,-87.875,22,0.1,0,10,8
2,0.1,0.31,0.5,11.75,-63.375,42,0.1,0,10,8
3,0.1,0.31,0.5,13.25,-12.5,25,0.1,0,10,8
4,0.1,0.31,0.5,25.75,-11.75,27,0.1,0,10,8
5,0.1,0.31,0.5,20.875,8.125,40,0.1,0,10,8
6,0.1,0.31,0.5,24.25,-36.25,37,0.1,0,10,8
7,0.1,0.31,0.5,27.125,9.375,37,0.1,0,10,8
8,0.1,0.31,0.5,31.5,37.5,31,0.1,0,10,8
9,0.1,0.31,0.5,32.5,38.125,29,0.1,0,10,8
10,0.1,0.31,0.5,34.375,35.375,36,0.1,0,10,8
11,0.1,0.31,0.5,35.75,63.0,29,0.1,0,10,8
12,0.1,0.31,0.5,38.0,88.25,22,0.1,1,10,8
13,0.1,0.31,0.5,35.75,63.0,24,0.1,0,10,8
14,0.1,0.31,0.5,37.375,87.125,33,0.1,1,10,8
15,0.1,0.31,0.5,34.25,87.625,24,0.1,1,10,8
16,0.1,0.31,0.5,41.5,87.125,28,0.1,1,10,8
17,0.1,0.31,0.5,40.375,39.75,18,0.1,0,10,8
18,0.1,0.31,0.5,36.625,64.25,18,0.1,0,10,8
19,0.1,0.31,0.5,37.375,88.625,23,0.1,1,10,8
20,0.1,0.31,0.5,36.75,39.125,25,0.1,0,10,8
21,0.1,0.31,0.5,37.125,55.125,75,0.1,0,10,8
22,0.1,0.31,0.5,38.75,62.875,25,0.1,0,10,8
23,0.1,0.31,0.5,38.25,37.0,28,0.1,0,10,8
24,0.1,0.31,0.5,40.375,31.625,74,0.1,0,10,8
25,0.1,0.31,0.5,39.25,64.625,26,0.1,0,10,8
26,0.1,0.31,0.5,34.625,87.375,29,0.1,1,10,8
27,0.1,0.31,0.5,41.375,62.375,30,0.1,0,10,8
28,0.1,0.31,0.5,38.125,88.125,25,0.1,1,10,8
29,0.1,0.31,0.5,37.125,87.875,25,0.1,1,10,8
30,0.1,0.31,0.5,40.625,86.875,28,0.1,1,10,8
31,0.1,0.31,0.5,41.375,87.875,30,0.1,1,10,8
32,0.1,0.31,0.5,40.0,40.25,22,0.1,0,10,8
33,0.1,0.31,0.5,41.25,39.875,24,0.1,0,10,8
34,0.1,0.31,0.5,40.625,61.5,25,0.1,0,10,8
35,0.1,0.31,0.5,33.5,88.75,23,0.1,1,10,8
