eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,56,0,0,0,-715,-206,-219,-215,-84,-460,-181,-311,616,0.1,0,25,8
1,0.1,0.31,0.5,0,0,0,0,21,0,0,0,-220,-161,-505,-258,80,-355,-251,-809,710,0.1,0,25,8
2,0.1,0.31,0.5,0,0,0,0,21,0,43,0,-414,-433,-219,-184,81,-145,-4,-148,334,0.1,0,25,8
3,0.1,0.31,0.5,0,0,0,0,29,0,21,0,-415,-380,-141,-282,61,-176,77,-127,316,0.1,0,25,8
4,0.1,0.31,0.5,0,0,68,0,30,0,20,0,-207,-610,-67,-477,70,-196,80,-133,511,0.1,0,25,8
5,0.1,0.31,0.5,0,0,29,0,21,0,23,0,-178,-163,64,-220,79,-341,71,-126,242,0.1,0,25,8
6,0.1,0.31,0.5,0,0,36,0,24,75,36,0,-261,-372,38,-328,75,-106,42,-152,273,0.1,0,25,8
7,0.1,0.31,0.5,0,0,29,0,24,40,21,0,-397,-712,71,-208,-144,59,75,-698,613,0.1,0,25,8
8,0.1,0.31,0.5,0,0,29,0,23,40,39,0,-369,-415,73,-315,75,-165,34,-357,316,0.1,0,25,8
9,0.1,0.31,0.5,0,0,29,0,30,42,21,0,-316,-430,72,-202,71,52,79,-172,331,0.1,0,25,8
10,0.1,0.31,0.5,0,103,26,0,21,38,22,0,-360,-291,-171,-194,80,59,81,-143,392,0.1,0,25,8
11,0.1,0.31,0.5,0,33,33,0,20,39,21,0,-365,61,62,-211,-131,57,75,-201,266,0.1,0,25,8
12,0.1,0.31,0.5,0,28,28,152,20,37,21,0,-480,72,69,-431,-212,62,78,-265,532,0.1,0,25,8
13,0.1,0.31,0.5,0,37,28,42,46,37,23,0,-358,32,70,52,27,-148,72,-113,259,0.1,0,25,8
