eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,-164,-415,-153,-197,316,0.1,0,15,4
1,0.1,0.31,0.5,0,0,0,0,-112,-183,-169,-171,84,0.1,0,15,4
2,0.1,0.31,0.5,0,0,0,0,-120,-216,-179,-118,117,0.1,0,15,4
3,0.1,0.31,0.5,0,0,0,0,-122,-193,-192,-172,94,0.1,0,15,4
4,0.1,0.31,0.5,0,47,59,0,-149,-39,-96,-217,197,0.1,0,15,4
5,0.1,0.31,0.5,0,15,15,0,-167,87,87,-151,68,0.1,0,15,4
6,0.1,0.31,0.5,0,15,15,0,-149,86,86,-167,68,0.1,0,15,4
7,0.1,0.31,0.5,0,15,17,0,-134,85,83,-145,46,0.1,0,15,4
8,0.1,0.31,0.5,0,15,16,0,-160,87,84,-150,61,0.1,0,15,4
9,0.1,0.31,0.5,0,15,16,0,-124,87,-240,-162,141,0.1,0,15,4
10,0.1,0.31,0.5,0,21,7,0,-142,80,-150,-187,88,0.1,0,15,4
11,0.1,0.31,0.5,0,44,7,0,-183,16,-116,-119,85,0.1,0,15,4
12,0.1,0.31,0.5,0,20,18,0,-235,79,62,-201,136,0.1,0,15,4
13,0.1,0.31,0.5,0,15,17,0,-161,83,81,-123,62,0.1,0,15,4
14,0.1,0.31,0.5,0,15,15,22,-207,84,86,55,108,0.1,0,15,4
15,0.1,0.31,0.5,0,15,16,18,-280,87,82,81,181,0.1,0,15,4
16,0.1,0.31,0.5,95,23,62,17,-247,72,-50,82,348,0.1,1,15,4
17,0.1,0.31,0.5,43,15,18,17,51,86,79,84,50,0.1,1,15,4
18,0.1,0.31,0.5,59,20,15,17,22,67,87,85,79,0.1,1,15,4
19,0.1,0.31,0.5,59,16,16,22,-149,87,83,67,50,0.1,0,15,4
20,0.1,0.31,0.5,45,18,15,17,47,81,85,84,54,0.1,1,15,4
21,0.1,0.31,0.5,46,15,15,22,35,85,87,72,66,0.1,1,15,4
22,0.1,0.31,0.5,46,15,15,20,-115,86,87,80,21,0.1,0,15,4
23,0.1,0.31,0.5,55,15,15,19,7,86,86,83,94,0.1,1,15,4
24,0.1,0.31,0.5,39,15,16,16,49,87,82,83,52,0.1,1,15,4
25,0.1,0.31,0.5,36,16,16,22,60,85,-154,70,55,0.1,0,15,4
26,0.1,0.31,0.5,41,16,15,17,54,-177,87,85,78,0.1,0,15,4
27,0.1,0.31,0.5,35,15,15,17,59,86,87,84,42,0.1,1,15,4
28,0.1,0.31,0.5,36,15,15,19,60,87,87,82,41,0.1,1,15,4
29,0.1,0.31,0.5,36,15,15,16,-113,87,85,85,16,0.1,0,15,4
30,0.1,0.31,0.5,34,15,15,17,-114,85,87,81,20,0.1,0,15,4
31,0.1,0.31,0.5,29,15,15,20,58,87,87,77,43,0.1,1,15,4
32,0.1,0.31,0.5,26,15,15,20,-121,85,-135,-113,36,0.1,0,15,4
33,0.1,0.31,0.5,33,15,15,17,47,87,87,85,54,0.1,1,15,4
34,0.1,0.31,0.5,31,15,18,17,66,86,81,84,35,0.1,1,15,4
35,0.1,0.31,0.5,29,15,16,48,70,86,81,18,83,0.1,1,15,4
36,0.1,0.31,0.5,29,15,19,16,70,87,77,84,31,0.1,1,15,4
37,0.1,0.31,0.5,30,15,15,17,64,87,87,84,37,0.1,1,15,4
38,0.1,0.31,0.5,30,15,16,17,67,87,80,85,34,0.1,1,15,4
39,0.1,0.31,0.5,28,15,15,17,66,86,87,83,35,0.1,1,15,4
40,0.1,0.31,0.5,29,15,16,25,71,86,84,79,30,0.1,1,15,4
41,0.1,0.31,0.5,34,15,15,17,63,87,85,85,38,0.1,1,15,4
42,0.1,0.31,0.5,30,15,15,33,70,87,-184,40,85,0.1,0,15,4
43,0.1,0.31,0.5,28,18,15,17,68,83,87,85,33,0.1,1,15,4
44,0.1,0.31,0.5,27,15,26,17,75,86,60,-113,41,0.1,0,15,4
45,0.1,0.31,0.5,28,33,15,17,70,42,86,85,59,0.1,1,15,4
46,0.1,0.31,0.5,27,15,15,18,73,87,85,81,28,0.1,1,15,4
47,0.1,0.31,0.5,27,15,15,17,75,-145,87,84,46,0.1,0,15,4
48,0.1,0.31,0.5,26,15,15,17,74,87,87,84,27,0.1,1,15,4
49,0.1,0.31,0.5,26,15,15,17,-160,86,87,-108,61,0.1,0,15,4
50,0.1,0.31,0.5,21,15,15,17,-122,87,87,-108,23,0.1,0,15,4
51,0.1,0.31,0.5,9,15,15,7,-120,84,87,-108,21,0.1,0,15,4
52,0.1,0.31,0.5,9,15,15,7,-124,85,87,-103,25,0.1,0,15,4
53,0.1,0.31,0.5,9,16,15,7,-176,84,86,-121,77,0.1,0,15,4
54,0.1,0.31,0.5,65,15,15,48,-91,85,-146,18,192,0.1,0,15,4
55,0.1,0.31,0.5,24,15,15,23,74,87,87,79,27,0.1,1,15,4
56,0.1,0.31,0.5,25,16,15,26,77,83,87,65,36,0.1,1,15,4
57,0.1,0.31,0.5,25,16,15,23,-123,87,86,68,33,0.1,0,15,4
58,0.1,0.31,0.5,24,15,15,23,77,87,87,78,24,0.1,1,15,4
59,0.1,0.31,0.5,24,15,15,23,75,87,87,79,26,0.1,1,15,4
60,0.1,0.31,0.5,26,15,15,23,71,87,87,76,30,0.1,1,15,4
61,0.1,0.31,0.5,26,15,15,25,-153,86,87,82,54,0.1,0,15,4
62,0.1,0.31,0.5,24,15,15,24,76,87,87,77,25,0.1,1,15,4
63,0.1,0.31,0.5,25,15,17,24,77,87,84,74,27,0.1,1,15,4
64,0.1,0.31,0.5,25,15,15,23,73,86,87,77,28,0.1,1,15,4
65,0.1,0.31,0.5,25,15,15,23,73,87,87,79,28,0.1,1,15,4
66,0.1,0.31,0.5,32,17,15,24,56,85,87,82,45,0.1,1,15,4
67,0.1,0.31,0.5,25,15,15,23,76,85,87,77,25,0.1,1,15,4
68,0.1,0.31,0.5,25,15,15,23,77,87,85,76,25,0.1,1,15,4
69,0.1,0.31,0.5,35,15,18,45,52,87,74,5,96,0.1,1,15,4
70,0.1,0.31,0.5,26,15,23,23,73,87,64,78,37,0.1,1,15,4
71,0.1,0.31,0.5,25,15,18,26,77,87,85,77,24,0.1,1,15,4
72,0.1,0.31,0.5,25,15,15,23,72,87,87,79,29,0.1,1,15,4
73,0.1,0.31,0.5,24,15,15,23,76,87,86,79,25,0.1,1,15,4
74,0.1,0.31,0.5,24,15,17,23,76,87,86,79,25,0.1,1,15,4
75,0.1,0.31,0.5,31,15,17,32,59,86,86,70,42,0.1,1,15,4
76,0.1,0.31,0.5,24,15,15,32,75,87,87,-119,26,0.1,0,15,4
77,0.1,0.31,0.5,25,15,15,24,76,87,86,75,26,0.1,1,15,4
78,0.1,0.31,0.5,25,15,15,24,74,87,87,70,31,0.1,1,15,4
79,0.1,0.31,0.5,28,17,17,23,66,81,85,79,35,0.1,1,15,4
80,0.1,0.31,0.5,24,15,17,23,75,87,80,78,26,0.1,1,15,4
81,0.1,0.31,0.5,25,15,15,23,70,84,82,77,31,0.1,1,15,4
82,0.1,0.31,0.5,25,15,16,22,-121,85,84,78,23,0.1,0,15,4
83,0.1,0.31,0.5,24,19,17,24,75,81,80,77,26,0.1,1,15,4
84,0.1,0.31,0.5,24,15,15,20,-117,87,87,79,22,0.1,0,15,4
85,0.1,0.31,0.5,24,15,15,21,77,-123,86,81,24,0.1,0,15,4
86,0.1,0.31,0.5,24,15,15,18,77,87,87,83,24,0.1,1,15,4
87,0.1,0.31,0.5,24,15,16,21,75,87,84,79,26,0.1,1,15,4
88,0.1,0.31,0.5,24,18,15,19,76,87,86,83,25,0.1,1,15,4
89,0.1,0.31,0.5,24,15,15,19,76,87,87,81,25,0.1,1,15,4
90,0.1,0.31,0.5,28,15,15,19,70,87,-299,81,200,0.1,0,15,4
91,0.1,0.31,0.5,25,20,15,20,77,73,87,76,28,0.1,1,15,4
92,0.1,0.31,0.5,25,19,15,19,77,76,87,81,25,0.1,1,15,4
93,0.1,0.31,0.5,24,15,15,19,77,87,84,85,24,0.1,1,15,4
94,0.1,0.31,0.5,35,15,15,19,45,86,85,82,56,0.1,1,15,4
95,0.1,0.31,0.5,24,15,15,19,77,87,87,82,24,0.1,1,15,4
96,0.1,0.31,0.5,34,20,15,41,62,79,85,44,57,0.1,1,15,4
97,0.1,0.31,0.5,27,15,15,19,69,87,87,78,32,0.1,1,15,4
98,0.1,0.31,0.5,24,15,15,19,77,87,87,81,24,0.1,1,15,4
99,0.1,0.31,0.5,28,15,15,19,67,87,-103,83,34,0.1,0,15,4
100,0.1,0.31,0.5,24,15,15,19,77,86,-103,83,24,0.1,0,15,4
101,0.1,0.31,0.5,30,15,10,19,63,87,-103,85,38,0.1,0,15,4
102,0.1,0.31,0.5,25,21,10,19,77,70,-111,82,31,0.1,0,15,4
103,0.1,0.31,0.5,24,19,18,19,76,79,78,83,25,0.1,1,15,4
104,0.1,0.31,0.5,24,15,15,19,73,86,86,83,28,0.1,1,15,4
105,0.1,0.31,0.5,24,15,15,19,77,85,87,83,24,0.1,1,15,4
106,0.1,0.31,0.5,24,15,15,19,76,86,87,83,25,0.1,1,15,4
107,0.1,0.31,0.5,24,15,15,19,77,86,87,83,24,0.1,1,15,4
108,0.1,0.31,0.5,24,15,15,19,77,87,87,83,24,0.1,1,15,4
109,0.1,0.31,0.5,24,16,15,19,77,83,87,81,24,0.1,1,15,4
110,0.1,0.31,0.5,24,15,15,19,76,87,87,83,25,0.1,1,15,4
111,0.1,0.31,0.5,30,15,15,19,58,87,-128,83,43,0.1,0,15,4
112,0.1,0.31,0.5,24,15,15,19,77,87,84,83,24,0.1,1,15,4
113,0.1,0.31,0.5,24,15,15,19,-193,85,87,83,94,0.1,0,15,4
114,0.1,0.31,0.5,30,15,19,19,73,87,80,83,28,0.1,1,15,4
115,0.1,0.31,0.5,25,15,15,32,77,87,87,57,44,0.1,1,15,4
116,0.1,0.31,0.5,26,15,15,32,76,87,87,-158,59,0.1,0,15,4
117,0.1,0.31,0.5,24,15,15,19,77,87,87,81,24,0.1,1,15,4
118,0.1,0.31,0.5,24,15,16,19,75,87,85,82,26,0.1,1,15,4
119,0.1,0.31,0.5,24,15,15,20,76,87,87,85,25,0.1,1,15,4
120,0.1,0.31,0.5,24,15,15,19,77,87,87,83,24,0.1,1,15,4
121,0.1,0.31,0.5,32,15,20,19,69,86,82,83,32,0.1,1,15,4
122,0.1,0.31,0.5,24,15,15,19,77,87,86,83,24,0.1,1,15,4
123,0.1,0.31,0.5,24,15,15,19,75,-114,86,83,26,0.1,0,15,4
124,0.1,0.31,0.5,26,15,18,19,71,87,80,83,30,0.1,1,15,4
125,0.1,0.31,0.5,27,15,15,19,69,87,85,79,32,0.1,1,15,4
126,0.1,0.31,0.5,24,15,15,19,77,85,86,82,24,0.1,1,15,4
127,0.1,0.31,0.5,24,15,18,19,76,85,79,83,25,0.1,1,15,4
128,0.1,0.31,0.5,24,15,15,19,74,86,87,83,27,0.1,1,15,4
129,0.1,0.31,0.5,26,17,15,19,71,80,87,82,30,0.1,1,15,4
130,0.1,0.31,0.5,24,21,15,19,76,77,87,82,25,0.1,1,15,4
131,0.1,0.31,0.5,24,15,18,19,-186,87,74,83,87,0.1,0,15,4
132,0.1,0.31,0.5,25,15,15,19,72,87,87,81,29,0.1,1,15,4
133,0.1,0.31,0.5,26,15,15,19,67,87,85,80,34,0.1,1,15,4
134,0.1,0.31,0.5,24,15,15,19,77,85,87,82,24,0.1,1,15,4
135,0.1,0.31,0.5,25,15,15,19,75,87,85,83,26,0.1,1,15,4
136,0.1,0.31,0.5,25,15,20,19,77,87,73,83,28,0.1,1,15,4
137,0.1,0.31,0.5,24,15,15,19,76,87,87,83,25,0.1,1,15,4
138,0.1,0.31,0.5,24,15,16,19,77,87,85,80,24,0.1,1,15,4
139,0.1,0.31,0.5,26,17,22,19,71,85,64,83,37,0.1,1,15,4
140,0.1,0.31,0.5,24,15,15,19,75,87,87,83,26,0.1,1,15,4
141,0.1,0.31,0.5,25,15,15,19,77,87,87,-126,27,0.1,0,15,4
142,0.1,0.31,0.5,24,15,15,19,77,87,86,83,24,0.1,1,15,4
143,0.1,0.31,0.5,24,15,15,19,77,87,87,82,24,0.1,1,15,4
144,0.1,0.31,0.5,24,15,15,19,-252,87,-123,81,153,0.1,0,15,4
145,0.1,0.31,0.5,25,23,16,19,75,79,85,-114,26,0.1,0,15,4
146,0.1,0.31,0.5,24,15,15,19,74,83,87,85,27,0.1,1,15,4
147,0.1,0.31,0.5,24,15,15,19,77,87,87,82,24,0.1,1,15,4
148,0.1,0.31,0.5,24,15,15,19,75,87,87,83,26,0.1,1,15,4
