eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-618,-257,-231,-266,-409,-425,-261,-170,519,0.1,0,25,8
1,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-319,-426,-264,-254,-198,-239,-295,-154,327,0.1,0,25,8
2,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-354,-344,-197,-207,-361,-190,-168,-184,262,0.1,0,25,8
3,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-301,-196,-224,-265,-222,-150,-178,-276,202,0.1,0,25,8
4,0.1,0.31,0.5,0,0,102,0,0,0,0,0,-202,-782,-196,-193,-387,-344,-194,-519,683,0.1,0,25,8
5,0.1,0.31,0.5,0,0,44,0,0,0,92,0,-731,-478,53,-270,-555,-205,-176,-708,632,0.1,0,25,8
6,0.1,0.31,0.5,0,0,120,0,0,0,41,0,-142,-451,-222,-199,-344,-363,58,-133,352,0.1,0,25,8
7,0.1,0.31,0.5,0,93,65,0,0,0,41,0,-230,-164,21,-226,-236,-271,-113,-157,265,0.1,0,25,8
8,0.1,0.31,0.5,0,36,44,0,0,0,41,0,-524,63,56,-377,-203,-351,57,-400,425,0.1,0,25,8
9,0.1,0.31,0.5,0,35,42,0,0,0,43,0,-285,65,-204,-289,-350,-303,46,-156,251,0.1,0,25,8
10,0.1,0.31,0.5,0,37,47,0,0,44,41,0,-330,62,43,-316,-350,-18,55,-134,251,0.1,0,25,8
11,0.1,0.31,0.5,0,33,46,0,0,25,45,0,-331,63,46,-173,-270,66,46,-187,232,0.1,0,25,8
12,0.1,0.31,0.5,0,33,47,0,0,24,45,0,-463,60,51,-349,-274,72,-115,-154,364,0.1,0,25,8
13,0.1,0.31,0.5,0,32,56,0,0,49,34,0,-255,67,33,-334,-199,32,59,-119,235,0.1,0,25,8
14,0.1,0.31,0.5,0,31,46,0,0,24,38,0,-411,70,50,-436,-167,80,55,-438,339,0.1,0,25,8
15,0.1,0.31,0.5,0,32,48,0,0,23,39,0,-307,70,51,-269,-155,77,53,-249,208,0.1,0,25,8
16,0.1,0.31,0.5,0,37,55,0,0,30,39,0,-240,55,32,-162,-858,62,60,-241,759,0.1,0,25,8
17,0.1,0.31,0.5,0,31,68,0,0,32,39,0,-416,68,-4,-533,-372,68,-141,-209,434,0.1,0,25,8
18,0.1,0.31,0.5,0,31,50,0,0,27,38,0,-222,69,45,-408,-149,68,58,-238,309,0.1,0,25,8
19,0.1,0.31,0.5,0,32,61,86,126,22,35,0,-635,67,37,-171,-380,79,67,-158,536,0.1,0,25,8
20,0.1,0.31,0.5,0,31,50,35,29,21,35,0,-188,71,42,59,65,81,-192,-158,93,0.1,0,25,8
21,0.1,0.31,0.5,0,30,47,35,46,23,40,0,-313,70,51,60,40,74,56,-338,239,0.1,0,25,8
22,0.1,0.31,0.5,0,30,47,35,63,32,36,0,-654,-220,-173,-354,-34,61,62,-195,555,0.1,0,25,8
23,0.1,0.31,0.5,0,29,56,13,31,21,34,0,-496,-148,26,-189,70,80,65,-326,397,0.1,0,25,8
24,0.1,0.31,0.5,95,17,44,56,57,21,34,0,-108,-152,-157,-18,10,78,-225,-174,209,0.1,0,25,8
25,0.1,0.31,0.5,40,17,44,39,31,26,36,0,58,-226,-177,46,70,64,63,-152,127,0.1,0,25,8
26,0.1,0.31,0.5,37,17,36,36,107,21,36,0,63,-225,-247,64,-117,81,-206,-518,419,0.1,0,25,8
27,0.1,0.31,0.5,40,17,32,40,32,37,35,0,50,-279,-320,56,71,44,67,-426,327,0.1,0,25,8
28,0.1,0.31,0.5,38,45,78,35,32,21,35,0,62,-6,-105,66,68,81,63,-459,360,0.1,0,25,8
29,0.1,0.31,0.5,38,32,101,60,32,22,37,0,57,67,-108,24,61,77,64,-547,448,0.1,0,25,8
30,0.1,0.31,0.5,50,40,37,43,31,21,40,0,40,52,58,28,71,80,57,-758,659,0.1,0,25,8
31,0.1,0.31,0.5,41,35,35,35,33,21,44,0,50,48,64,66,64,81,42,-240,141,0.1,0,25,8
32,0.1,0.31,0.5,38,40,34,48,31,22,37,0,66,65,62,31,70,75,65,-143,70,0.1,0,25,8
33,0.1,0.31,0.5,35,31,33,26,32,20,37,0,67,71,69,74,65,81,-138,-231,132,0.1,0,25,8
34,0.1,0.31,0.5,35,31,48,29,33,22,42,0,60,70,30,63,60,73,37,-341,242,0.1,0,25,8
35,0.1,0.31,0.5,35,35,38,36,42,22,39,0,66,57,54,68,44,78,-197,-274,175,0.1,0,25,8
36,0.1,0.31,0.5,40,31,36,31,136,90,30,162,49,68,60,68,-338,-104,67,-697,798,0.1,1,25,8
37,0.1,0.31,0.5,35,94,35,36,34,26,29,40,67,-137,63,53,63,71,64,61,238,0.1,1,25,8
38,0.1,0.31,0.5,39,31,34,33,31,31,29,40,59,70,75,59,71,52,69,-328,229,0.1,0,25,8
39,0.1,0.31,0.5,35,50,33,29,31,22,29,47,66,30,55,73,71,78,71,49,71,0.1,1,25,8
