eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,rewards_agent_0,rewards_agent_1,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,69,-116,-204,105,0.1,0,15,2
1,0.1,0.31,0.5,70,-110,-135,36,0.1,0,15,2
2,0.1,0.31,0.5,47,-113,-141,42,0.1,0,15,2
3,0.1,0.31,0.5,104,-118,-398,299,0.1,0,15,2
4,0.1,0.31,0.5,109,-114,-128,29,0.1,0,15,2
5,0.1,0.31,0.5,91,-114,-131,32,0.1,0,15,2
6,0.1,0.31,0.5,123,-210,-184,111,0.1,0,15,2
7,0.1,0.31,0.5,116,-111,-117,18,0.1,0,15,2
8,0.1,0.31,0.5,113,-140,-147,48,0.1,0,15,2
9,0.1,0.31,0.5,119,-111,-128,29,0.1,0,15,2
10,0.1,0.31,0.5,120,-115,-164,65,0.1,0,15,2
11,0.1,0.31,0.5,107,-111,-121,22,0.1,0,15,2
12,0.1,0.31,0.5,120,-181,-139,82,0.1,0,15,2
13,0.1,0.31,0.5,110,-113,-109,14,0.1,0,15,2
14,0.1,0.31,0.5,114,-126,-291,192,0.1,0,15,2
15,0.1,0.31,0.5,108,-113,-142,43,0.1,0,15,2
16,0.1,0.31,0.5,106,-112,-317,218,0.1,0,15,2
17,0.1,0.31,0.5,104,-112,-130,31,0.1,0,15,2
18,0.1,0.31,0.5,100,-109,-123,24,0.1,0,15,2
19,0.1,0.31,0.5,103,-109,-374,275,0.1,0,15,2
20,0.1,0.31,0.5,105,-113,-334,235,0.1,0,15,2
21,0.1,0.31,0.5,98,-111,-131,32,0.1,0,15,2
22,0.1,0.31,0.5,118,-278,-329,230,0.1,0,15,2
23,0.1,0.31,0.5,111,-111,-214,115,0.1,0,15,2
24,0.1,0.31,0.5,117,-243,-115,144,0.1,0,15,2
25,0.1,0.31,0.5,111,-110,-189,90,0.1,0,15,2
26,0.1,0.31,0.5,111,-132,-194,95,0.1,0,15,2
27,0.1,0.31,0.5,107,-105,-131,32,0.1,0,15,2
28,0.1,0.31,0.5,107,-205,-302,203,0.1,0,15,2
29,0.1,0.31,0.5,104,-111,-154,55,0.1,0,15,2
30,0.1,0.31,0.5,104,-159,-143,60,0.1,0,15,2
31,0.1,0.31,0.5,108,-111,-203,104,0.1,0,15,2
32,0.1,0.31,0.5,111,-118,-159,60,0.1,0,15,2
33,0.1,0.31,0.5,103,-107,-152,53,0.1,0,15,2
34,0.1,0.31,0.5,112,-127,-223,124,0.1,0,15,2
35,0.1,0.31,0.5,100,-111,-144,45,0.1,0,15,2
36,0.1,0.31,0.5,105,-143,-171,72,0.1,0,15,2
37,0.1,0.31,0.5,116,-162,-130,63,0.1,0,15,2
38,0.1,0.31,0.5,104,-109,-133,34,0.1,0,15,2
39,0.1,0.31,0.5,117,-128,-275,176,0.1,0,15,2
40,0.1,0.31,0.5,117,-109,-136,37,0.1,0,15,2
41,0.1,0.31,0.5,119,-120,-119,21,0.1,0,15,2
42,0.1,0.31,0.5,119,-121,-160,61,0.1,0,15,2
43,0.1,0.31,0.5,115,-109,-227,128,0.1,0,15,2
44,0.1,0.31,0.5,118,-120,-515,416,0.1,0,15,2
45,0.1,0.31,0.5,119,-110,-130,31,0.1,0,15,2
46,0.1,0.31,0.5,116,-151,-210,111,0.1,0,15,2
47,0.1,0.31,0.5,118,-117,-132,33,0.1,0,15,2
48,0.1,0.31,0.5,119,-113,-139,40,0.1,0,15,2
49,0.1,0.31,0.5,117,-287,-168,188,0.1,0,15,2
50,0.1,0.31,0.5,122,-124,-158,59,0.1,0,15,2
51,0.1,0.31,0.5,127,-131,-131,32,0.1,0,15,2
52,0.1,0.31,0.5,127,-113,-117,18,0.1,0,15,2
53,0.1,0.31,0.5,123,-126,-122,27,0.1,0,15,2
54,0.1,0.31,0.5,123,-116,-179,80,0.1,0,15,2
55,0.1,0.31,0.5,126,-132,-174,75,0.1,0,15,2
56,0.1,0.31,0.5,123,-113,-138,39,0.1,0,15,2
57,0.1,0.31,0.5,121,-112,-116,17,0.1,0,15,2
58,0.1,0.31,0.5,124,-115,-286,187,0.1,0,15,2
59,0.1,0.31,0.5,124,-113,-124,25,0.1,0,15,2
60,0.1,0.31,0.5,124,-113,-113,14,0.1,0,15,2
61,0.1,0.31,0.5,120,-116,-165,66,0.1,0,15,2
62,0.1,0.31,0.5,118,-113,-193,94,0.1,0,15,2
63,0.1,0.31,0.5,119,-118,-117,19,0.1,0,15,2
64,0.1,0.31,0.5,116,-117,-121,22,0.1,0,15,2
65,0.1,0.31,0.5,116,-254,-115,155,0.1,0,15,2
66,0.1,0.31,0.5,110,-117,-169,70,0.1,0,15,2
67,0.1,0.31,0.5,112,-110,-114,15,0.1,0,15,2
68,0.1,0.31,0.5,112,-123,-110,24,0.1,0,15,2
69,0.1,0.31,0.5,108,-106,-110,11,0.1,0,15,2
70,0.1,0.31,0.5,119,-321,-164,222,0.1,0,15,2
71,0.1,0.31,0.5,120,-119,-125,26,0.1,0,15,2
72,0.1,0.31,0.5,123,-198,-126,99,0.1,0,15,2
73,0.1,0.31,0.5,114,-112,-269,170,0.1,0,15,2
74,0.1,0.31,0.5,118,-156,-174,75,0.1,0,15,2
75,0.1,0.31,0.5,112,-361,-143,262,0.1,0,15,2
76,0.1,0.31,0.5,115,-117,-166,67,0.1,0,15,2
77,0.1,0.31,0.5,110,-175,-124,76,0.1,0,15,2
78,0.1,0.31,0.5,120,-156,-226,127,0.1,0,15,2
79,0.1,0.31,0.5,112,-111,-200,101,0.1,0,15,2
80,0.1,0.31,0.5,108,-215,-144,116,0.1,0,15,2
81,0.1,0.31,0.5,116,-249,-143,150,0.1,0,15,2
82,0.1,0.31,0.5,77,-118,-276,377,0.1,0,15,2
83,0.1,0.31,0.5,37,-113,76,25,0.1,0,15,2
