eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,rewards_agent_0,rewards_agent_1,total_steps,del_threshold,eps_status,grid_size
0,0.1,0.1,1,0,0,-107,-114,15,0.1,0,10
1,0.1,0.1,1,0,0,-120,-118,21,0.1,0,10
2,0.1,0.1,1,0,0,-114,-140,41,0.1,0,10
3,0.1,0.1,1,0,14,-105,57,44,0.1,0,10
4,0.1,0.1,1,9,10,-109,92,10,0.1,0,10
5,0.1,0.1,1,10,17,-144,74,45,0.1,0,10
6,0.1,0.1,1,10,10,-103,88,13,0.1,0,10
7,0.1,0.1,1,10,10,-124,92,25,0.1,0,10
8,0.1,0.1,1,24,12,29,85,72,0.1,1,10
9,0.1,0.1,1,24,19,79,92,22,0.1,1,10
10,0.1,0.1,1,18,11,83,91,18,0.1,1,10
11,0.1,0.1,1,24,19,83,92,18,0.1,1,10
12,0.1,0.1,1,18,10,80,92,21,0.1,1,10
13,0.1,0.1,1,24,15,76,92,25,0.1,1,10
14,0.1,0.1,1,19,12,81,92,20,0.1,1,10
15,0.1,0.1,1,23,12,-107,84,17,0.1,0,10
16,0.1,0.1,1,18,20,83,91,18,0.1,1,10
17,0.1,0.1,1,21,20,82,-107,19,0.1,0,10
18,0.1,0.1,1,23,13,77,88,24,0.1,1,10
19,0.1,0.1,1,21,20,83,90,18,0.1,1,10
20,0.1,0.1,1,20,10,82,92,19,0.1,1,10
21,0.1,0.1,1,22,17,79,92,22,0.1,1,10
22,0.1,0.1,1,20,12,83,92,18,0.1,1,10
23,0.1,0.1,1,22,17,83,92,18,0.1,1,10
24,0.1,0.1,1,19,15,83,90,18,0.1,1,10
25,0.1,0.1,1,22,14,78,90,23,0.1,1,10
26,0.1,0.1,1,22,20,79,84,22,0.1,1,10
27,0.1,0.1,1,22,14,74,90,27,0.1,1,10
28,0.1,0.1,1,24,15,-118,91,19,0.1,0,10
29,0.1,0.1,1,18,17,83,89,18,0.1,1,10
30,0.1,0.1,1,24,14,83,92,18,0.1,1,10
31,0.1,0.1,1,19,16,81,91,20,0.1,1,10
32,0.1,0.1,1,23,13,72,92,29,0.1,1,10
33,0.1,0.1,1,20,16,81,92,20,0.1,1,10
34,0.1,0.1,1,22,14,80,90,21,0.1,1,10
35,0.1,0.1,1,20,16,81,92,20,0.1,1,10
36,0.1,0.1,1,23,11,77,92,24,0.1,1,10
37,0.1,0.1,1,22,13,73,92,28,0.1,1,10
38,0.1,0.1,1,22,16,80,92,21,0.1,1,10
39,0.1,0.1,1,20,13,78,92,23,0.1,1,10
40,0.1,0.1,1,20,11,-105,82,19,0.1,0,10
41,0.1,0.1,1,20,17,77,92,24,0.1,1,10
42,0.1,0.1,1,22,10,80,92,21,0.1,1,10
43,0.1,0.1,1,20,20,80,-111,21,0.1,0,10
44,0.1,0.1,1,23,10,79,92,22,0.1,1,10
45,0.1,0.1,1,20,20,78,91,23,0.1,1,10
46,0.1,0.1,1,22,10,76,92,25,0.1,1,10
47,0.1,0.1,1,22,18,75,92,26,0.1,1,10
48,0.1,0.1,1,22,10,80,92,21,0.1,1,10
49,0.1,0.1,1,22,12,-102,90,11,0.1,0,10
50,0.1,0.1,1,22,10,-102,91,10,0.1,0,10
51,0.1,0.1,1,22,12,-103,91,10,0.1,0,10
52,0.1,0.1,1,22,10,-102,91,10,0.1,0,10
53,0.1,0.1,1,22,12,-102,92,9,0.1,0,10
54,0.1,0.1,1,22,9,-102,91,10,0.1,0,10
55,0.1,0.1,1,22,12,-102,92,9,0.1,0,10
56,0.1,0.1,1,22,10,-102,92,9,0.1,0,10
57,0.1,0.1,1,22,12,-102,91,10,0.1,0,10
58,0.1,0.1,1,18,9,-102,91,10,0.1,0,10
59,0.1,0.1,1,22,18,79,86,22,0.1,1,10
60,0.1,0.1,1,20,13,81,86,20,0.1,1,10
61,0.1,0.1,1,19,15,82,92,19,0.1,1,10
62,0.1,0.1,1,22,16,83,87,18,0.1,1,10
63,0.1,0.1,1,20,16,81,92,20,0.1,1,10
64,0.1,0.1,1,25,10,69,90,32,0.1,1,10
65,0.1,0.1,1,27,16,-134,92,35,0.1,0,10
66,0.1,0.1,1,19,15,75,92,26,0.1,1,10
67,0.1,0.1,1,24,14,81,91,20,0.1,1,10
68,0.1,0.1,1,18,15,83,92,18,0.1,1,10
69,0.1,0.1,1,24,13,82,92,19,0.1,1,10
70,0.1,0.1,1,20,14,72,92,29,0.1,1,10
71,0.1,0.1,1,24,15,81,92,20,0.1,1,10
72,0.1,0.1,1,25,16,-120,83,21,0.1,0,10
73,0.1,0.1,1,25,14,-102,77,24,0.1,0,10
74,0.1,0.1,1,18,18,78,81,23,0.1,1,10
75,0.1,0.1,1,22,15,82,90,19,0.1,1,10
76,0.1,0.1,1,18,17,83,90,18,0.1,1,10
77,0.1,0.1,1,22,15,-115,90,16,0.1,0,10
78,0.1,0.1,1,18,14,81,90,20,0.1,1,10
79,0.1,0.1,1,17,17,82,-108,19,0.1,0,10
80,0.1,0.1,1,22,11,74,86,27,0.1,1,10
81,0.1,0.1,1,19,19,81,86,20,0.1,1,10
82,0.1,0.1,1,24,14,74,88,27,0.1,1,10
83,0.1,0.1,1,20,21,83,82,19,0.1,1,10
84,0.1,0.1,1,22,14,83,88,18,0.1,1,10
85,0.1,0.1,1,20,19,83,90,18,0.1,1,10
86,0.1,0.1,1,22,14,82,90,19,0.1,1,10
87,0.1,0.1,1,20,20,82,88,19,0.1,1,10
88,0.1,0.1,1,22,14,83,90,18,0.1,1,10
89,0.1,0.1,1,19,15,83,92,18,0.1,1,10
90,0.1,0.1,1,20,15,82,87,19,0.1,1,10
91,0.1,0.1,1,16,16,83,91,18,0.1,1,10
92,0.1,0.1,1,19,12,85,92,16,0.1,1,10
93,0.1,0.1,1,19,15,79,92,22,0.1,1,10
94,0.1,0.1,1,19,13,85,92,16,0.1,1,10
95,0.1,0.1,1,21,16,-115,90,16,0.1,0,10
96,0.1,0.1,1,16,11,85,90,16,0.1,1,10
97,0.1,0.1,1,19,15,84,92,17,0.1,1,10
98,0.1,0.1,1,16,12,84,92,17,0.1,1,10
99,0.1,0.1,1,18,12,-112,-107,13,0.1,0,10
100,0.1,0.1,1,18,17,-112,-107,13,0.1,0,10
101,0.1,0.1,1,18,17,-115,-107,16,0.1,0,10
102,0.1,0.1,1,18,17,-116,-107,17,0.1,0,10
103,0.1,0.1,1,18,17,-135,-107,36,0.1,0,10
104,0.1,0.1,1,19,10,-114,91,15,0.1,0,10
