eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,rewards_agent_0,rewards_agent_1,total_steps,del_threshold,eps_status,grid_size
0,0.1,0.2,0.3,0,0,-111,-193,94,0.45,0,10
1,0.1,0.2,0.3,0,0,-104,-107,8,0.45,0,10
2,0.1,0.2,0.3,0,0,-145,-121,46,0.45,0,10
3,0.1,0.2,0.3,0,0,-108,-133,34,0.45,0,10
4,0.1,0.2,0.3,0,0,-116,-111,17,0.45,0,10
5,0.1,0.2,0.3,0,0,-143,-146,47,0.45,0,10
6,0.1,0.2,0.3,0,0,-140,-110,41,0.45,0,10
7,0.1,0.2,0.3,0,0,-117,-147,48,0.45,0,10
8,0.1,0.2,0.3,0,0,-128,-169,70,0.45,0,10
9,0.1,0.2,0.3,0,0,-130,-201,102,0.45,0,10
10,0.1,0.2,0.3,0,18,-133,52,49,0.45,0,10
11,0.1,0.2,0.3,10,11,-136,90,37,0.45,0,10
12,0.1,0.2,0.3,11,10,-137,90,38,0.45,0,10
13,0.1,0.2,0.3,11,10,-120,89,21,0.45,0,10
14,0.1,0.2,0.3,11,11,-203,86,104,0.45,0,10
15,0.1,0.2,0.3,11,10,-135,92,36,0.45,0,10
16,0.1,0.2,0.3,11,10,-126,92,27,0.45,0,10
17,0.1,0.2,0.3,11,21,-130,73,31,0.45,0,10
18,0.1,0.2,0.3,22,10,44,92,57,0.45,1,10
19,0.1,0.2,0.3,21,20,87,91,14,0.45,1,10
20,0.1,0.2,0.3,19,17,84,78,23,0.45,1,10
21,0.1,0.2,0.3,17,19,85,85,16,0.45,1,10
22,0.1,0.2,0.3,21,10,-110,86,15,0.45,0,10
23,0.1,0.2,0.3,18,13,-109,-110,11,0.45,0,10
24,0.1,0.2,0.3,18,26,-115,46,55,0.45,0,10
25,0.1,0.2,0.3,26,18,-121,84,22,0.45,0,10
26,0.1,0.2,0.3,14,13,80,90,21,0.45,1,10
27,0.1,0.2,0.3,21,16,87,92,14,0.45,1,10
28,0.1,0.2,0.3,20,14,80,92,21,0.45,1,10
29,0.1,0.2,0.3,17,15,86,92,15,0.45,1,10
30,0.1,0.2,0.3,18,17,86,90,15,0.45,1,10
31,0.1,0.2,0.3,21,18,84,92,17,0.45,1,10
32,0.1,0.2,0.3,18,15,87,91,14,0.45,1,10
33,0.1,0.2,0.3,18,15,87,92,14,0.45,1,10
34,0.1,0.2,0.3,20,18,87,91,14,0.45,1,10
35,0.1,0.2,0.3,23,16,63,86,38,0.45,1,10
36,0.1,0.2,0.3,19,15,87,92,14,0.45,1,10
37,0.1,0.2,0.3,20,19,87,92,14,0.45,1,10
38,0.1,0.2,0.3,21,21,-110,81,20,0.45,0,10
39,0.1,0.2,0.3,17,15,87,91,14,0.45,1,10
40,0.1,0.2,0.3,17,21,83,92,18,0.45,1,10
41,0.1,0.2,0.3,21,14,83,92,18,0.45,1,10
42,0.1,0.2,0.3,17,15,87,91,14,0.45,1,10
43,0.1,0.2,0.3,18,21,87,89,14,0.45,1,10
44,0.1,0.2,0.3,20,15,87,92,14,0.45,1,10
45,0.1,0.2,0.3,21,15,-145,92,46,0.45,0,10
46,0.1,0.2,0.3,19,19,84,92,17,0.45,1,10
47,0.1,0.2,0.3,17,14,86,92,15,0.45,1,10
48,0.1,0.2,0.3,20,14,-108,91,10,0.45,0,10
49,0.1,0.2,0.3,20,18,-107,90,11,0.45,0,10
50,0.1,0.2,0.3,12,14,-107,92,9,0.45,0,10
51,0.1,0.2,0.3,12,10,-127,92,28,0.45,0,10
52,0.1,0.2,0.3,12,9,-102,90,11,0.45,0,10
53,0.1,0.2,0.3,12,10,-115,92,16,0.45,0,10
54,0.1,0.2,0.3,13,10,-124,89,25,0.45,0,10
55,0.1,0.2,0.3,13,12,-157,92,58,0.45,0,10
56,0.1,0.2,0.3,13,10,-147,92,48,0.45,0,10
57,0.1,0.2,0.3,13,10,-123,92,24,0.45,0,10
58,0.1,0.2,0.3,28,10,46,92,55,0.45,1,10
59,0.1,0.2,0.3,19,19,82,92,19,0.45,1,10
60,0.1,0.2,0.3,21,10,80,92,21,0.45,1,10
61,0.1,0.2,0.3,20,18,80,92,21,0.45,1,10
62,0.1,0.2,0.3,21,10,84,92,17,0.45,1,10
63,0.1,0.2,0.3,19,18,83,91,18,0.45,1,10
64,0.1,0.2,0.3,20,12,85,92,16,0.45,1,10
65,0.1,0.2,0.3,21,17,85,92,16,0.45,1,10
66,0.1,0.2,0.3,19,12,85,92,16,0.45,1,10
67,0.1,0.2,0.3,20,18,84,92,17,0.45,1,10
68,0.1,0.2,0.3,21,12,81,91,20,0.45,1,10
69,0.1,0.2,0.3,19,20,84,92,17,0.45,1,10
70,0.1,0.2,0.3,20,18,85,92,16,0.45,1,10
71,0.1,0.2,0.3,21,10,82,91,19,0.45,1,10
72,0.1,0.2,0.3,19,19,85,92,16,0.45,1,10
