eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,rewards_agent_0,rewards_agent_1,total_steps,del_threshold,eps_status,grid_size
0,0.1,0.2,0,0,0,-118,-114,19,0.45,0,10
1,0.1,0.2,0,0,0,-116,-161,62,0.45,0,10
2,0.1,0.2,0,0,18,-119,44,57,0.45,0,10
3,0.1,0.2,0,9,19,-125,90,26,0.45,0,10
4,0.1,0.2,0,11,19,-112,92,13,0.45,0,10
5,0.1,0.2,0,11,19,-104,88,13,0.45,0,10
6,0.1,0.2,0,11,19,-166,92,67,0.45,0,10
7,0.1,0.2,0,12,19,-108,88,13,0.45,0,10
8,0.1,0.2,0,12,19,-128,92,29,0.45,0,10
9,0.1,0.2,0,14,19,-124,88,25,0.45,0,10
10,0.1,0.2,0,14,19,-157,92,58,0.45,0,10
11,0.1,0.2,0,28,20,58,89,43,0.45,1,10
12,0.1,0.2,0,28,30,91,90,11,0.45,1,10
13,0.1,0.2,0,28,30,91,91,10,0.45,1,10
14,0.1,0.2,0,28,31,91,92,10,0.45,1,10
15,0.1,0.2,0,28,31,90,92,11,0.45,1,10
16,0.1,0.2,0,28,31,91,91,10,0.45,1,10
17,0.1,0.2,0,28,31,90,92,11,0.45,1,10
18,0.1,0.2,0,29,31,91,90,11,0.45,1,10
19,0.1,0.2,0,29,31,91,92,10,0.45,1,10
20,0.1,0.2,0,29,31,91,92,10,0.45,1,10
21,0.1,0.2,0,29,31,91,92,10,0.45,1,10
22,0.1,0.2,0,30,31,91,92,10,0.45,1,10
23,0.1,0.2,0,30,31,91,91,10,0.45,1,10
24,0.1,0.2,0,30,31,89,90,12,0.45,1,10
25,0.1,0.2,0,30,31,91,92,10,0.45,1,10
26,0.1,0.2,0,30,31,89,91,12,0.45,1,10
27,0.1,0.2,0,30,32,89,92,12,0.45,1,10
28,0.1,0.2,0,30,32,91,92,10,0.45,1,10
29,0.1,0.2,0,30,32,91,90,11,0.45,1,10
30,0.1,0.2,0,30,32,91,92,10,0.45,1,10
31,0.1,0.2,0,30,33,89,89,12,0.45,1,10
32,0.1,0.2,0,30,33,88,90,13,0.45,1,10
33,0.1,0.2,0,30,33,-111,92,12,0.45,0,10
34,0.1,0.2,0,31,33,86,92,15,0.45,1,10
35,0.1,0.2,0,31,33,91,92,10,0.45,1,10
36,0.1,0.2,0,31,33,91,92,10,0.45,1,10
37,0.1,0.2,0,34,33,87,92,14,0.45,1,10
38,0.1,0.2,0,34,33,90,90,11,0.45,1,10
39,0.1,0.2,0,34,33,91,90,11,0.45,1,10
40,0.1,0.2,0,34,33,87,92,14,0.45,1,10
41,0.1,0.2,0,34,33,90,92,11,0.45,1,10
42,0.1,0.2,0,34,33,-107,92,9,0.45,0,10
43,0.1,0.2,0,34,33,91,92,10,0.45,1,10
44,0.1,0.2,0,34,33,91,92,10,0.45,1,10
45,0.1,0.2,0,34,35,90,88,13,0.45,1,10
46,0.1,0.2,0,34,35,90,92,11,0.45,1,10
47,0.1,0.2,0,35,35,88,92,13,0.45,1,10
48,0.1,0.2,0,35,36,-108,90,11,0.45,0,10
49,0.1,0.2,0,35,36,-102,92,9,0.45,0,10
50,0.1,0.2,0,31,36,-102,92,9,0.45,0,10
51,0.1,0.2,0,31,36,-102,91,10,0.45,0,10
52,0.1,0.2,0,29,36,-205,92,106,0.45,0,10
53,0.1,0.2,0,29,36,-141,92,42,0.45,0,10
54,0.1,0.2,0,28,36,-128,92,29,0.45,0,10
55,0.1,0.2,0,27,37,-207,92,108,0.45,0,10
56,0.1,0.2,0,31,37,89,86,15,0.45,1,10
57,0.1,0.2,0,29,37,-102,90,11,0.45,0,10
58,0.1,0.2,0,39,37,79,92,22,0.45,1,10
59,0.1,0.2,0,32,40,-107,92,9,0.45,0,10
60,0.1,0.2,0,35,40,83,92,18,0.45,1,10
61,0.1,0.2,0,35,41,87,91,14,0.45,1,10
62,0.1,0.2,0,35,41,91,91,10,0.45,1,10
63,0.1,0.2,0,35,41,91,92,10,0.45,1,10
