eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,-123,-103,-191,-156,92,0.1,0,10,4
1,0.1,0.31,0.5,0,0,13,0,-123,-110,59,-123,42,0.1,0,10,4
2,0.1,0.31,0.5,0,0,11,13,-125,-123,91,80,26,0.1,0,10,4
3,0.1,0.31,0.5,0,0,11,10,-116,-114,89,91,17,0.1,0,10,4
4,0.1,0.31,0.5,0,0,11,14,-112,-129,91,81,30,0.1,0,10,4
5,0.1,0.31,0.5,0,12,11,12,-129,74,89,90,30,0.1,0,10,4
6,0.1,0.31,0.5,0,10,11,12,-119,92,91,86,20,0.1,0,10,4
7,0.1,0.31,0.5,0,10,11,12,-143,90,91,90,44,0.1,0,10,4
8,0.1,0.31,0.5,0,10,11,13,-124,92,89,85,25,0.1,0,10,4
9,0.1,0.31,0.5,0,10,11,13,-134,91,91,-115,35,0.1,0,10,4
10,0.1,0.31,0.5,0,10,11,17,-131,92,91,74,32,0.1,0,10,4
11,0.1,0.31,0.5,0,10,11,13,-110,92,91,90,11,0.1,0,10,4
12,0.1,0.31,0.5,0,10,11,11,-191,90,-110,86,92,0.1,0,10,4
13,0.1,0.31,0.5,0,10,11,13,-136,90,91,84,37,0.1,0,10,4
14,0.1,0.31,0.5,0,10,8,14,-176,90,-106,84,77,0.1,0,10,4
15,0.1,0.31,0.5,0,10,18,23,-170,92,61,58,71,0.1,0,10,4
16,0.1,0.31,0.5,0,10,11,10,-115,92,91,91,16,0.1,0,10,4
17,0.1,0.31,0.5,0,10,11,27,-122,92,89,12,89,0.1,0,10,4
18,0.1,0.31,0.5,0,11,13,10,-217,90,87,90,118,0.1,0,10,4
19,0.1,0.31,0.5,14,10,12,10,57,92,89,91,44,0.1,1,10,4
20,0.1,0.31,0.5,11,10,11,10,91,92,89,92,12,0.1,1,10,4
21,0.1,0.31,0.5,11,10,10,10,91,92,90,90,11,0.1,1,10,4
22,0.1,0.31,0.5,11,11,11,10,87,92,91,91,14,0.1,1,10,4
23,0.1,0.31,0.5,12,11,11,10,85,90,91,92,16,0.1,1,10,4
24,0.1,0.31,0.5,11,11,11,10,90,-118,90,92,19,0.1,0,10,4
25,0.1,0.31,0.5,14,10,11,10,91,92,91,90,11,0.1,1,10,4
26,0.1,0.31,0.5,11,10,11,10,88,92,-132,92,33,0.1,0,10,4
27,0.1,0.31,0.5,11,10,14,11,91,-114,83,90,18,0.1,0,10,4
28,0.1,0.31,0.5,11,10,10,10,91,92,91,92,10,0.1,1,10,4
29,0.1,0.31,0.5,10,9,10,10,91,91,91,92,10,0.1,1,10,4
30,0.1,0.31,0.5,11,10,10,10,90,92,89,92,12,0.1,1,10,4
31,0.1,0.31,0.5,13,10,11,10,68,92,89,92,33,0.1,1,10,4
32,0.1,0.31,0.5,13,10,11,11,-108,92,91,89,12,0.1,0,10,4
33,0.1,0.31,0.5,13,10,10,9,-103,92,90,90,11,0.1,0,10,4
34,0.1,0.31,0.5,11,11,11,10,87,90,91,92,14,0.1,1,10,4
35,0.1,0.31,0.5,10,10,10,10,-109,92,91,92,10,0.1,0,10,4
36,0.1,0.31,0.5,10,10,11,12,89,92,91,90,12,0.1,1,10,4
37,0.1,0.31,0.5,11,10,10,10,91,91,88,90,13,0.1,1,10,4
38,0.1,0.31,0.5,10,10,11,10,87,92,91,-109,14,0.1,0,10,4
39,0.1,0.31,0.5,11,10,11,10,89,91,91,92,12,0.1,1,10,4
40,0.1,0.31,0.5,11,10,18,10,91,92,84,92,17,0.1,1,10,4
41,0.1,0.31,0.5,10,10,11,10,88,92,91,92,13,0.1,1,10,4
42,0.1,0.31,0.5,11,10,13,12,91,91,84,84,17,0.1,1,10,4
43,0.1,0.31,0.5,10,10,11,10,88,92,88,92,13,0.1,1,10,4
44,0.1,0.31,0.5,10,10,10,10,91,92,91,92,10,0.1,1,10,4
45,0.1,0.31,0.5,10,10,11,10,90,92,91,92,11,0.1,1,10,4
46,0.1,0.31,0.5,10,10,10,10,91,91,91,92,10,0.1,1,10,4
47,0.1,0.31,0.5,10,10,10,10,89,92,89,92,12,0.1,1,10,4
48,0.1,0.31,0.5,10,10,11,10,90,91,91,92,11,0.1,1,10,4
49,0.1,0.31,0.5,10,10,10,10,-102,-105,90,92,11,0.1,0,10,4
50,0.1,0.31,0.5,10,10,10,10,-102,-103,91,92,10,0.1,0,10,4
51,0.1,0.31,0.5,6,5,10,10,-102,-103,91,92,10,0.1,0,10,4
52,0.1,0.31,0.5,6,5,11,10,-118,-102,91,92,19,0.1,0,10,4
53,0.1,0.31,0.5,6,5,12,10,-124,-102,87,92,25,0.1,0,10,4
54,0.1,0.31,0.5,6,5,11,10,-110,-118,89,-109,19,0.1,0,10,4
55,0.1,0.31,0.5,6,5,12,10,-155,-108,91,92,56,0.1,0,10,4
56,0.1,0.31,0.5,6,5,11,10,-114,-109,91,92,15,0.1,0,10,4
57,0.1,0.31,0.5,17,5,11,10,65,-235,91,92,136,0.1,0,10,4
58,0.1,0.31,0.5,17,5,11,10,83,-151,-118,92,52,0.1,0,10,4
59,0.1,0.31,0.5,15,5,11,10,86,-454,91,92,355,0.1,0,10,4
60,0.1,0.31,0.5,15,5,11,10,87,-182,89,92,83,0.1,0,10,4
61,0.1,0.31,0.5,15,5,11,12,87,-114,91,87,15,0.1,0,10,4
62,0.1,0.31,0.5,15,5,11,10,87,-158,91,92,59,0.1,0,10,4
63,0.1,0.31,0.5,15,5,12,10,87,-234,90,88,135,0.1,0,10,4
64,0.1,0.31,0.5,15,5,11,12,87,-256,90,90,157,0.1,0,10,4
65,0.1,0.31,0.5,17,5,11,10,83,-138,91,90,39,0.1,0,10,4
66,0.1,0.31,0.5,15,14,11,10,87,-189,91,92,290,0.1,1,10,4
67,0.1,0.31,0.5,15,10,11,10,87,91,91,90,14,0.1,1,10,4
68,0.1,0.31,0.5,14,10,11,10,87,91,90,91,14,0.1,1,10,4
69,0.1,0.31,0.5,14,10,11,10,83,92,91,92,18,0.1,1,10,4
70,0.1,0.31,0.5,15,11,13,10,87,86,86,92,15,0.1,1,10,4
71,0.1,0.31,0.5,14,10,11,10,87,92,91,91,14,0.1,1,10,4
72,0.1,0.31,0.5,17,10,11,10,80,91,91,91,21,0.1,1,10,4
