eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,43,0,0,-167,-143,-140,-52,-127,-268,169,0.1,0,15,6
1,0.1,0.31,0.5,0,0,0,21,0,0,-192,-257,-284,79,-117,-220,185,0.1,0,15,6
2,0.1,0.31,0.5,0,0,0,21,0,0,-154,-237,-129,79,-112,-243,144,0.1,0,15,6
3,0.1,0.31,0.5,0,0,59,21,0,0,-144,-150,-79,81,-391,-180,292,0.1,0,15,6
4,0.1,0.31,0.5,0,0,19,25,0,21,-155,-205,80,69,-119,69,106,0.1,0,15,6
5,0.1,0.31,0.5,0,0,21,21,0,16,-120,-143,74,81,-195,86,96,0.1,0,15,6
6,0.1,0.31,0.5,0,0,19,21,0,31,-156,-177,83,81,-167,48,78,0.1,0,15,6
7,0.1,0.31,0.5,0,0,19,22,0,31,-196,-150,-122,79,-126,-177,97,0.1,0,15,6
8,0.1,0.31,0.5,0,80,19,23,0,18,-130,-124,83,64,-304,82,225,0.1,0,15,6
9,0.1,0.31,0.5,0,25,19,22,56,17,-135,75,83,76,-36,84,137,0.1,0,15,6
10,0.1,0.31,0.5,0,26,21,21,30,16,-177,60,77,75,72,84,78,0.1,0,15,6
11,0.1,0.31,0.5,0,23,20,21,37,17,-146,79,78,81,60,87,47,0.1,0,15,6
12,0.1,0.31,0.5,0,23,18,21,39,16,-264,72,84,79,64,85,165,0.1,0,15,6
13,0.1,0.31,0.5,49,23,19,22,46,16,-46,-164,82,79,27,83,147,0.1,0,15,6
14,0.1,0.31,0.5,27,21,24,21,34,14,75,80,75,81,63,88,38,0.1,1,15,6
15,0.1,0.31,0.5,27,21,22,36,35,13,74,81,77,32,64,-322,223,0.1,0,15,6
16,0.1,0.31,0.5,28,21,21,22,32,12,65,81,81,71,62,-126,39,0.1,0,15,6
17,0.1,0.31,0.5,27,21,23,21,66,14,73,78,76,78,-25,90,126,0.1,1,15,6
18,0.1,0.31,0.5,27,27,21,21,37,12,-119,65,81,79,66,90,36,0.1,0,15,6
19,0.1,0.31,0.5,27,21,22,24,36,12,75,81,64,66,65,90,37,0.1,1,15,6
20,0.1,0.31,0.5,27,21,21,24,35,12,72,78,80,-106,59,89,42,0.1,0,15,6
21,0.1,0.31,0.5,27,24,21,21,35,12,75,67,81,81,-187,90,88,0.1,0,15,6
22,0.1,0.31,0.5,27,30,21,22,35,14,-117,60,83,84,-208,87,109,0.1,0,15,6
23,0.1,0.31,0.5,46,21,21,22,43,14,28,80,79,76,31,-117,73,0.1,0,15,6
24,0.1,0.31,0.5,25,26,21,21,36,12,68,68,80,81,63,88,38,0.1,1,15,6
25,0.1,0.31,0.5,47,23,22,27,35,12,29,76,84,62,66,88,72,0.1,1,15,6
26,0.1,0.31,0.5,26,22,21,27,33,12,66,79,81,-286,-260,90,187,0.1,0,15,6
27,0.1,0.31,0.5,25,21,22,22,33,12,72,81,76,78,58,90,43,0.1,1,15,6
28,0.1,0.31,0.5,25,25,21,21,37,16,72,73,79,80,54,87,47,0.1,1,15,6
29,0.1,0.31,0.5,30,22,25,21,47,12,62,77,64,81,35,90,66,0.1,1,15,6
30,0.1,0.31,0.5,30,21,25,21,36,12,-136,79,-130,78,66,90,37,0.1,0,15,6
31,0.1,0.31,0.5,25,35,21,21,36,12,75,15,79,81,60,-119,86,0.1,0,15,6
32,0.1,0.31,0.5,25,21,44,21,34,12,77,81,24,81,-133,90,77,0.1,0,15,6
33,0.1,0.31,0.5,25,21,21,21,42,12,-261,81,81,81,45,90,162,0.1,0,15,6
34,0.1,0.31,0.5,27,21,23,23,28,12,70,79,71,85,73,90,31,0.1,1,15,6
35,0.1,0.31,0.5,25,21,23,20,28,12,71,79,-123,79,69,90,32,0.1,0,15,6
36,0.1,0.31,0.5,25,21,21,20,29,12,-113,-122,76,-105,68,89,33,0.1,0,15,6
37,0.1,0.31,0.5,25,20,21,19,28,15,77,79,79,72,67,87,34,0.1,1,15,6
38,0.1,0.31,0.5,29,46,26,17,30,12,81,-1,73,85,70,90,102,0.1,1,15,6
39,0.1,0.31,0.5,19,25,21,17,36,13,-129,76,83,83,83,88,30,0.1,0,15,6
40,0.1,0.31,0.5,20,27,22,19,27,12,71,72,76,81,70,90,31,0.1,1,15,6
41,0.1,0.31,0.5,19,27,21,19,30,12,82,-130,81,-171,70,90,72,0.1,0,15,6
42,0.1,0.31,0.5,19,25,21,18,34,22,80,74,80,81,47,71,54,0.1,1,15,6
43,0.1,0.31,0.5,19,28,21,20,28,12,78,68,79,80,73,90,33,0.1,1,15,6
44,0.1,0.31,0.5,17,25,22,17,27,12,84,74,81,84,74,88,27,0.1,1,15,6
45,0.1,0.31,0.5,17,26,21,17,28,12,85,73,77,85,72,90,29,0.1,1,15,6
46,0.1,0.31,0.5,17,25,21,18,32,12,84,77,81,82,59,88,42,0.1,1,15,6
47,0.1,0.31,0.5,17,32,24,17,29,12,-123,54,69,85,69,90,47,0.1,0,15,6
48,0.1,0.31,0.5,17,24,22,17,29,12,85,72,79,84,72,90,29,0.1,1,15,6
49,0.1,0.31,0.5,17,25,21,17,27,12,-109,75,80,-102,-181,90,82,0.1,0,15,6
50,0.1,0.31,0.5,13,25,21,17,29,12,-106,75,81,83,69,90,32,0.1,0,15,6
51,0.1,0.31,0.5,9,29,24,17,29,25,-120,72,74,85,72,40,61,0.1,0,15,6
52,0.1,0.31,0.5,24,25,21,17,28,12,65,76,79,79,74,90,36,0.1,1,15,6
53,0.1,0.31,0.5,20,25,21,17,28,12,78,79,81,84,68,90,33,0.1,1,15,6
54,0.1,0.31,0.5,19,25,22,17,55,12,82,79,81,84,19,90,82,0.1,1,15,6
55,0.1,0.31,0.5,21,25,21,17,28,13,79,-175,81,83,74,86,76,0.1,0,15,6
56,0.1,0.31,0.5,21,24,22,17,28,12,-112,-156,77,85,72,90,57,0.1,0,15,6
57,0.1,0.31,0.5,19,25,22,17,28,12,82,69,73,84,72,-137,38,0.1,0,15,6
58,0.1,0.31,0.5,19,23,22,17,27,12,-114,77,-121,85,71,-129,30,0.1,0,15,6
59,0.1,0.31,0.5,19,23,23,17,27,12,83,79,73,83,73,90,28,0.1,1,15,6
60,0.1,0.31,0.5,18,23,21,18,27,12,79,76,81,80,74,88,27,0.1,1,15,6
61,0.1,0.31,0.5,18,30,21,19,28,13,-276,63,80,79,76,88,177,0.1,0,15,6
62,0.1,0.31,0.5,19,23,21,19,35,12,79,75,79,77,58,90,43,0.1,1,15,6
63,0.1,0.31,0.5,19,25,21,17,28,14,83,75,80,85,69,85,32,0.1,1,15,6
64,0.1,0.31,0.5,10,26,21,18,28,12,-118,71,81,79,-127,90,30,0.1,0,15,6
65,0.1,0.31,0.5,10,26,21,17,29,12,-124,-116,-118,83,68,89,33,0.1,0,15,6
66,0.1,0.31,0.5,31,23,22,18,28,12,31,79,79,82,72,90,70,0.1,1,15,6
67,0.1,0.31,0.5,22,24,22,17,27,12,78,75,81,85,72,88,29,0.1,1,15,6
68,0.1,0.31,0.5,20,50,21,17,28,12,74,10,81,85,74,90,91,0.1,1,15,6
69,0.1,0.31,0.5,23,23,22,17,27,12,72,79,77,85,72,90,29,0.1,1,15,6
70,0.1,0.31,0.5,21,24,21,21,28,12,80,74,80,74,61,90,40,0.1,1,15,6
71,0.1,0.31,0.5,30,23,21,17,28,12,46,79,81,85,73,90,55,0.1,1,15,6
72,0.1,0.31,0.5,24,23,21,20,28,13,70,79,82,81,74,87,31,0.1,1,15,6
73,0.1,0.31,0.5,21,23,21,20,29,12,81,79,81,-123,67,90,34,0.1,0,15,6
74,0.1,0.31,0.5,21,23,21,18,27,12,81,77,77,78,70,90,31,0.1,1,15,6
75,0.1,0.31,0.5,22,28,21,17,28,12,79,73,81,84,74,90,28,0.1,1,15,6
76,0.1,0.31,0.5,22,23,21,22,28,12,-284,79,79,69,73,90,185,0.1,0,15,6
77,0.1,0.31,0.5,21,23,21,17,28,12,81,79,78,85,-161,90,62,0.1,0,15,6
78,0.1,0.31,0.5,21,23,26,17,28,12,77,79,69,84,68,90,33,0.1,1,15,6
79,0.1,0.31,0.5,21,30,21,19,28,16,80,72,79,81,73,81,29,0.1,1,15,6
80,0.1,0.31,0.5,21,24,21,17,29,12,78,77,81,83,63,90,38,0.1,1,15,6
81,0.1,0.31,0.5,21,23,22,17,27,12,79,79,75,84,73,90,28,0.1,1,15,6
82,0.1,0.31,0.5,21,23,21,18,28,12,-162,77,81,81,74,90,63,0.1,0,15,6
83,0.1,0.31,0.5,21,23,21,18,27,12,81,79,81,81,73,90,28,0.1,1,15,6
84,0.1,0.31,0.5,21,23,21,17,28,12,78,79,-140,85,74,-110,41,0.1,0,15,6
85,0.1,0.31,0.5,21,23,21,17,27,12,81,77,82,85,71,90,30,0.1,1,15,6
86,0.1,0.31,0.5,21,23,21,17,27,12,81,79,81,-112,72,89,29,0.1,0,15,6
