eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,-163,-144,-149,-177,-125,-226,127,0.1,0,15,6
1,0.1,0.31,0.5,0,0,0,0,0,25,-140,-227,-213,-133,-142,59,128,0.1,0,15,6
2,0.1,0.31,0.5,0,0,68,0,0,25,-162,-221,-112,-128,-108,-115,213,0.1,0,15,6
3,0.1,0.31,0.5,0,0,38,0,0,14,-134,-259,51,-154,-233,86,160,0.1,0,15,6
4,0.1,0.31,0.5,0,64,28,0,0,14,-107,-134,65,-122,-110,86,235,0.1,0,15,6
5,0.1,0.31,0.5,0,19,33,0,0,14,-148,79,9,-142,-117,85,92,0.1,0,15,6
6,0.1,0.31,0.5,0,21,27,0,0,14,-132,63,50,-208,-330,88,231,0.1,0,15,6
7,0.1,0.31,0.5,0,15,22,0,0,14,-148,86,14,-305,-120,88,206,0.1,0,15,6
8,0.1,0.31,0.5,0,24,28,0,0,21,-177,46,36,-165,-237,75,138,0.1,0,15,6
9,0.1,0.31,0.5,0,23,24,0,0,15,-244,-119,32,-133,-107,87,145,0.1,0,15,6
10,0.1,0.31,0.5,68,19,23,0,0,14,-115,78,61,-130,-118,88,216,0.1,0,15,6
11,0.1,0.31,0.5,25,19,28,50,0,14,75,82,-112,-73,-153,-114,213,0.1,0,15,6
12,0.1,0.31,0.5,25,19,21,23,0,21,73,81,77,74,-139,72,40,0.1,0,15,6
13,0.1,0.31,0.5,25,26,21,24,0,14,-113,72,-248,76,-160,88,149,0.1,0,15,6
14,0.1,0.31,0.5,34,19,19,24,0,15,61,81,-194,75,-122,86,95,0.1,0,15,6
15,0.1,0.31,0.5,26,22,24,24,0,47,73,76,37,77,-150,10,91,0.1,0,15,6
16,0.1,0.31,0.5,25,20,23,33,0,22,75,71,76,78,-449,72,350,0.1,0,15,6
17,0.1,0.31,0.5,25,20,20,15,0,14,72,81,78,87,-221,88,122,0.1,0,15,6
18,0.1,0.31,0.5,32,19,22,15,0,14,56,79,73,81,-156,88,57,0.1,0,15,6
19,0.1,0.31,0.5,32,19,59,15,0,15,59,83,-9,87,-182,85,110,0.1,0,15,6
20,0.1,0.31,0.5,41,22,21,23,0,14,54,71,80,68,-123,88,47,0.1,0,15,6
21,0.1,0.31,0.5,25,19,22,26,32,14,77,83,77,-246,13,-138,347,0.1,0,15,6
22,0.1,0.31,0.5,22,22,22,29,16,14,-124,78,78,-53,83,-179,154,0.1,0,15,6
23,0.1,0.31,0.5,22,19,21,23,16,14,-121,82,79,87,85,88,22,0.1,0,15,6
24,0.1,0.31,0.5,26,19,17,21,15,17,66,84,80,71,86,87,35,0.1,1,15,6
25,0.1,0.31,0.5,23,19,31,15,17,14,72,82,45,86,81,86,56,0.1,1,15,6
