eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,65,0,0,0,0,0,48,-158,-60,-129,-200,-228,-251,-135,-53,161,0.1,0,20,8
1,0.1,0.31,0.5,0,27,0,0,0,0,0,15,-264,71,-164,-148,-185,-131,-340,86,241,0.1,0,20,8
2,0.1,0.31,0.5,0,28,0,0,0,0,0,29,-329,70,-232,-142,-172,-380,-138,42,281,0.1,0,20,8
3,0.1,0.31,0.5,0,28,0,0,0,0,0,29,-355,-127,-292,-168,-202,-220,-247,-179,256,0.1,0,20,8
4,0.1,0.31,0.5,0,25,0,0,0,67,0,26,-189,-113,-117,-185,-143,-90,-349,74,250,0.1,0,20,8
5,0.1,0.31,0.5,0,29,0,0,0,26,0,26,-256,59,-177,-205,-197,73,-159,-118,157,0.1,0,20,8
6,0.1,0.31,0.5,0,29,0,0,0,24,0,24,-144,-103,-317,-247,-329,75,-179,73,230,0.1,0,20,8
7,0.1,0.31,0.5,0,25,0,0,0,30,0,35,-169,-105,-135,-125,-199,70,-317,37,218,0.1,0,20,8
8,0.1,0.31,0.5,0,31,0,0,0,24,0,24,-183,62,-127,-148,-207,78,-232,73,133,0.1,0,20,8
9,0.1,0.31,0.5,0,28,0,0,0,24,0,24,-381,70,-233,-118,-211,73,-330,74,282,0.1,0,20,8
10,0.1,0.31,0.5,0,28,0,0,0,23,0,27,-235,70,-379,-229,-381,77,-193,67,282,0.1,0,20,8
11,0.1,0.31,0.5,0,34,0,0,0,30,0,27,-219,58,-160,-154,-372,64,-416,67,317,0.1,0,20,8
12,0.1,0.31,0.5,0,28,56,0,0,24,0,24,-595,72,-86,-272,-145,78,-223,76,496,0.1,0,20,8
13,0.1,0.31,0.5,0,28,22,0,0,24,0,24,-299,-120,73,-213,-340,-124,-175,77,241,0.1,0,20,8
14,0.1,0.31,0.5,0,28,19,52,117,23,0,24,-157,-136,83,-51,-337,75,-416,76,438,0.1,0,20,8
15,0.1,0.31,0.5,0,49,19,36,42,31,0,24,-354,16,82,52,58,58,-203,-151,255,0.1,0,20,8
16,0.1,0.31,0.5,0,32,51,30,60,24,0,35,-229,63,13,72,16,77,-183,56,130,0.1,0,20,8
17,0.1,0.31,0.5,0,28,21,30,41,31,0,25,-229,72,81,67,59,58,-163,74,130,0.1,0,20,8
18,0.1,0.31,0.5,0,28,21,31,40,24,91,25,-435,68,81,63,56,78,-128,76,336,0.1,0,20,8
19,0.1,0.31,0.5,0,31,21,51,66,24,20,24,-181,68,80,2,-8,78,78,76,109,0.1,0,20,8
