eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,23,0,0,18,0,0,-114,-114,33,-114,-130,60,-110,-102,68,0.1,0,10,8
1,0.1,0.31,0.5,0,0,13,0,0,9,0,0,-112,-128,89,-132,-111,91,-122,-128,33,0.1,0,10,8
2,0.1,0.31,0.5,0,0,13,0,0,9,0,0,-111,-117,87,-112,-110,93,-105,-106,18,0.1,0,10,8
3,0.1,0.31,0.5,0,0,12,0,0,9,0,14,-109,-130,89,-105,-122,93,-160,79,61,0.1,0,10,8
4,0.1,0.31,0.5,0,0,13,0,0,7,0,9,-118,-111,83,-110,-124,90,-103,91,25,0.1,0,10,8
5,0.1,0.31,0.5,0,0,13,0,0,7,0,9,-121,-108,-105,-234,-117,92,-112,93,135,0.1,0,10,8
6,0.1,0.31,0.5,0,0,18,0,0,7,0,9,-149,-224,67,-123,-113,91,-127,92,125,0.1,0,10,8
7,0.1,0.31,0.5,0,0,13,0,34,8,0,9,-135,-110,87,-132,16,93,-125,93,85,0.1,0,10,8
8,0.1,0.31,0.5,0,0,14,31,10,7,0,9,-132,-162,76,-28,91,95,-115,93,129,0.1,0,10,8
9,0.1,0.31,0.5,0,17,13,22,11,7,0,9,-121,45,89,80,89,95,-183,93,84,0.1,0,10,8
10,0.1,0.31,0.5,0,10,13,14,13,7,0,11,-122,92,86,88,84,95,-121,87,23,0.1,0,10,8
11,0.1,0.31,0.5,0,10,24,14,10,8,0,9,-147,92,67,88,92,92,-189,93,90,0.1,0,10,8
12,0.1,0.31,0.5,0,8,13,14,10,7,0,9,-103,91,89,87,90,95,-124,93,25,0.1,0,10,8
13,0.1,0.31,0.5,0,14,13,17,13,7,0,15,-116,71,89,84,86,95,-128,69,32,0.1,0,10,8
14,0.1,0.31,0.5,0,10,13,14,9,7,0,9,-179,92,89,87,94,95,-114,93,80,0.1,0,10,8
