eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,27,0,21,0,0,0,23,-123,47,-140,66,-103,-221,-106,64,122,0.1,0,15,8
1,0.1,0.31,0.5,0,15,0,19,0,0,0,23,-159,87,-367,83,-106,-313,-115,-125,268,0.1,0,15,8
2,0.1,0.31,0.5,0,15,38,19,0,0,0,36,-136,87,2,83,-165,-304,-116,45,205,0.1,0,15,8
3,0.1,0.31,0.5,0,15,21,19,0,0,0,20,-143,86,81,83,-156,-327,-173,80,228,0.1,0,15,8
4,0.1,0.31,0.5,0,15,21,23,0,0,0,28,-140,87,80,77,-247,-157,-291,57,192,0.1,0,15,8
5,0.1,0.31,0.5,0,15,29,19,0,41,0,20,-171,85,61,83,-104,-32,-104,84,133,0.1,0,15,8
6,0.1,0.31,0.5,0,16,21,19,0,24,0,62,-132,84,81,79,-107,78,-146,-132,233,0.1,0,15,8
7,0.1,0.31,0.5,0,30,21,19,0,28,0,23,-157,62,79,82,-127,68,-222,78,123,0.1,0,15,8
8,0.1,0.31,0.5,0,30,21,21,0,24,0,23,-147,64,80,69,-140,73,-134,76,48,0.1,0,15,8
9,0.1,0.31,0.5,0,30,27,20,46,24,0,22,-179,68,65,72,-18,76,-154,80,119,0.1,0,15,8
10,0.1,0.31,0.5,0,30,21,21,31,25,0,33,-239,-113,81,71,65,73,-145,52,140,0.1,0,15,8
11,0.1,0.31,0.5,0,28,21,20,31,24,0,22,-165,68,80,79,-110,75,-208,78,109,0.1,0,15,8
12,0.1,0.31,0.5,0,26,21,20,28,25,0,24,-134,74,81,77,74,75,-107,76,35,0.1,0,15,8
13,0.1,0.31,0.5,0,25,21,20,35,25,0,23,-179,70,81,77,55,-118,-164,81,80,0.1,0,15,8
14,0.1,0.31,0.5,0,25,21,19,35,24,0,20,-118,-125,83,83,-139,76,-113,78,40,0.1,0,15,8
15,0.1,0.31,0.5,0,25,21,21,34,24,0,24,-136,77,81,76,-112,-139,-270,73,171,0.1,0,15,8
16,0.1,0.31,0.5,0,23,21,21,35,24,0,22,-283,79,-116,80,55,76,-108,72,184,0.1,0,15,8
17,0.1,0.31,0.5,0,24,30,19,35,24,0,20,-199,72,49,82,64,76,-193,82,100,0.1,0,15,8
18,0.1,0.31,0.5,0,41,22,19,28,25,61,20,-242,44,74,83,71,74,-87,82,188,0.1,0,15,8
19,0.1,0.31,0.5,0,21,21,18,33,23,29,21,-139,78,80,-148,57,75,67,80,49,0.1,0,15,8
20,0.1,0.31,0.5,0,21,21,24,28,25,30,20,-135,81,-165,71,73,67,66,82,66,0.1,0,15,8
21,0.1,0.31,0.5,81,22,22,21,30,26,32,23,-105,77,78,81,69,76,62,73,206,0.1,1,15,8
22,0.1,0.31,0.5,46,22,21,34,28,26,29,20,47,76,78,53,72,68,68,82,54,0.1,1,15,8
23,0.1,0.31,0.5,43,23,24,25,49,24,28,22,42,81,68,54,-14,76,72,72,115,0.1,1,15,8
24,0.1,0.31,0.5,43,21,24,25,29,32,31,20,-141,74,77,-137,67,71,68,82,42,0.1,0,15,8
25,0.1,0.31,0.5,46,21,21,25,27,24,28,20,48,-123,81,70,-201,78,68,82,102,0.1,0,15,8
26,0.1,0.31,0.5,43,21,21,23,33,26,28,20,47,81,77,-117,68,70,-181,82,82,0.1,0,15,8
27,0.1,0.31,0.5,44,22,21,24,26,47,36,20,54,76,-112,68,68,37,60,80,64,0.1,0,15,8
28,0.1,0.31,0.5,43,21,30,23,24,26,30,20,39,80,64,77,74,74,64,82,62,0.1,1,15,8
29,0.1,0.31,0.5,43,21,23,23,22,26,28,20,52,81,75,77,79,-161,69,82,62,0.1,0,15,8
30,0.1,0.31,0.5,53,26,21,23,22,24,37,20,20,74,81,79,79,78,53,82,81,0.1,1,15,8
31,0.1,0.31,0.5,46,22,21,23,22,24,28,20,34,79,80,77,80,78,74,82,67,0.1,1,15,8
32,0.1,0.31,0.5,46,24,47,25,46,24,28,20,49,77,21,71,15,78,74,82,86,0.1,1,15,8
33,0.1,0.31,0.5,44,21,23,27,23,27,32,20,53,76,74,69,78,71,69,81,48,0.1,1,15,8
34,0.1,0.31,0.5,46,21,21,23,22,26,30,20,49,79,81,75,76,-122,67,82,52,0.1,0,15,8
35,0.1,0.31,0.5,46,22,21,24,22,28,38,20,-119,79,80,73,80,87,42,80,59,0.1,0,15,8
36,0.1,0.31,0.5,43,21,21,23,22,31,28,20,33,81,78,79,79,49,71,81,68,0.1,1,15,8
