eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,-116,-124,-125,-147,-113,-157,58,0.1,0,10,6
1,0.1,0.31,0.5,0,0,20,0,0,0,-123,-129,26,-102,-113,-108,75,0.1,0,10,6
2,0.1,0.31,0.5,0,0,9,0,0,0,-119,-125,93,-111,-105,-162,63,0.1,0,10,6
3,0.1,0.31,0.5,0,0,9,35,0,0,-128,-110,91,-52,-106,-152,153,0.1,0,10,6
4,0.1,0.31,0.5,0,0,16,11,0,0,-124,-114,79,88,-104,-110,25,0.1,0,10,6
5,0.1,0.31,0.5,0,0,11,10,0,13,-121,-130,91,92,-109,83,31,0.1,0,10,6
6,0.1,0.31,0.5,0,0,11,10,0,6,-127,-159,88,92,-166,95,67,0.1,0,10,6
7,0.1,0.31,0.5,0,0,11,10,0,7,-128,-142,89,91,-120,95,43,0.1,0,10,6
8,0.1,0.31,0.5,0,0,11,10,0,7,-114,-204,89,92,-143,95,105,0.1,0,10,6
9,0.1,0.31,0.5,0,0,11,11,0,7,-211,-170,90,92,-120,95,112,0.1,0,10,6
10,0.1,0.31,0.5,0,0,13,10,0,7,-132,-113,84,89,-135,95,36,0.1,0,10,6
11,0.1,0.31,0.5,0,31,11,10,24,7,-115,12,91,88,25,95,89,0.1,0,10,6
12,0.1,0.31,0.5,0,10,11,10,13,13,-108,90,91,92,88,87,14,0.1,0,10,6
13,0.1,0.31,0.5,0,10,11,10,12,7,-176,91,91,-110,89,95,77,0.1,0,10,6
14,0.1,0.31,0.5,11,10,12,10,12,7,86,91,82,92,-120,95,21,0.1,0,10,6
15,0.1,0.31,0.5,11,10,11,10,11,7,91,91,90,92,88,94,13,0.1,1,10,6
16,0.1,0.31,0.5,11,11,11,10,12,7,-111,90,90,91,90,94,12,0.1,0,10,6
17,0.1,0.31,0.5,11,10,11,10,12,7,91,92,91,86,-104,95,15,0.1,0,10,6
18,0.1,0.31,0.5,9,10,11,10,12,7,88,92,91,92,90,95,13,0.1,1,10,6
19,0.1,0.31,0.5,12,10,11,10,12,8,84,92,91,-150,84,93,51,0.1,0,10,6
20,0.1,0.31,0.5,11,10,12,11,8,7,90,90,83,87,90,93,18,0.1,1,10,6
21,0.1,0.31,0.5,11,10,17,10,8,7,91,-113,83,92,94,95,18,0.1,0,10,6
22,0.1,0.31,0.5,10,10,10,10,8,7,91,-107,91,-105,94,93,10,0.1,0,10,6
23,0.1,0.31,0.5,11,10,11,10,8,7,91,92,91,90,93,95,11,0.1,1,10,6
24,0.1,0.31,0.5,11,10,10,10,8,7,91,91,90,92,93,94,11,0.1,1,10,6
25,0.1,0.31,0.5,10,10,10,10,8,7,91,92,91,92,94,94,10,0.1,1,10,6
26,0.1,0.31,0.5,11,10,14,12,8,7,90,-115,84,85,94,95,17,0.1,0,10,6
27,0.1,0.31,0.5,14,10,11,10,8,7,89,92,91,90,-130,95,31,0.1,0,10,6
28,0.1,0.31,0.5,11,10,11,11,8,7,91,92,91,89,93,95,12,0.1,1,10,6
29,0.1,0.31,0.5,12,10,11,10,8,7,85,92,91,92,94,-104,16,0.1,0,10,6
30,0.1,0.31,0.5,11,11,11,10,8,7,90,89,91,92,94,95,12,0.1,1,10,6
31,0.1,0.31,0.5,11,10,11,10,8,7,91,92,90,-121,94,97,22,0.1,0,10,6
32,0.1,0.31,0.5,11,10,19,10,8,7,91,90,85,92,94,95,16,0.1,1,10,6
33,0.1,0.31,0.5,11,10,10,10,9,7,91,-104,91,92,96,95,10,0.1,0,10,6
34,0.1,0.31,0.5,18,10,11,10,5,7,65,92,90,91,94,95,36,0.1,1,10,6
35,0.1,0.31,0.5,11,10,10,10,6,7,91,92,91,92,96,95,10,0.1,1,10,6
36,0.1,0.31,0.5,11,11,11,14,6,7,90,87,90,89,96,95,14,0.1,1,10,6
37,0.1,0.31,0.5,10,10,10,10,6,7,91,92,91,92,96,95,10,0.1,1,10,6
38,0.1,0.31,0.5,11,10,11,12,7,7,89,92,91,87,93,95,14,0.1,1,10,6
39,0.1,0.31,0.5,10,10,11,11,6,7,89,92,90,88,96,93,13,0.1,1,10,6
40,0.1,0.31,0.5,11,10,13,12,6,7,89,90,83,87,96,95,18,0.1,1,10,6
41,0.1,0.31,0.5,11,10,11,12,13,11,90,92,91,90,70,91,31,0.1,1,10,6
42,0.1,0.31,0.5,12,10,11,12,6,7,89,92,88,90,96,95,13,0.1,1,10,6
43,0.1,0.31,0.5,11,10,14,12,6,7,91,92,84,90,96,95,17,0.1,1,10,6
44,0.1,0.31,0.5,10,10,10,12,6,7,91,92,91,92,96,95,10,0.1,1,10,6
45,0.1,0.31,0.5,11,10,11,11,6,8,91,92,91,90,96,93,11,0.1,1,10,6
46,0.1,0.31,0.5,12,10,11,9,6,7,84,92,91,92,96,94,17,0.1,1,10,6
47,0.1,0.31,0.5,10,10,10,9,6,7,91,92,91,91,96,95,10,0.1,1,10,6
48,0.1,0.31,0.5,19,11,11,10,6,7,59,92,91,90,96,91,42,0.1,1,10,6
49,0.1,0.31,0.5,19,10,11,11,6,9,-106,92,91,85,-102,92,16,0.1,0,10,6
50,0.1,0.31,0.5,18,10,16,10,6,7,-107,90,79,92,-102,95,22,0.1,0,10,6
51,0.1,0.31,0.5,11,10,10,10,2,7,-108,92,91,92,-102,95,10,0.1,0,10,6
52,0.1,0.31,0.5,11,10,11,10,2,7,-102,90,91,92,-106,95,11,0.1,0,10,6
53,0.1,0.31,0.5,11,10,11,10,2,7,-110,92,89,-109,-132,95,33,0.1,0,10,6
54,0.1,0.31,0.5,11,10,13,10,2,7,-114,-105,87,92,-104,95,15,0.1,0,10,6
55,0.1,0.31,0.5,15,10,11,10,2,7,71,92,87,90,-111,94,30,0.1,0,10,6
56,0.1,0.31,0.5,12,10,11,10,2,7,89,92,91,92,-107,95,12,0.1,0,10,6
57,0.1,0.31,0.5,13,10,12,11,16,7,88,90,89,90,72,94,29,0.1,1,10,6
58,0.1,0.31,0.5,12,10,11,10,12,7,87,90,88,92,90,95,14,0.1,1,10,6
59,0.1,0.31,0.5,13,10,11,10,12,7,87,90,91,90,90,95,14,0.1,1,10,6
60,0.1,0.31,0.5,12,10,11,11,12,7,89,92,91,89,90,95,12,0.1,1,10,6
61,0.1,0.31,0.5,10,10,12,10,12,7,-116,92,90,92,89,95,17,0.1,0,10,6
62,0.1,0.31,0.5,15,12,12,10,12,7,77,86,86,91,90,95,24,0.1,1,10,6
63,0.1,0.31,0.5,13,10,11,10,14,7,89,92,89,92,86,95,15,0.1,1,10,6
64,0.1,0.31,0.5,13,10,11,10,11,7,89,92,91,92,88,95,13,0.1,1,10,6
65,0.1,0.31,0.5,12,10,12,10,12,7,88,91,91,92,88,95,13,0.1,1,10,6
66,0.1,0.31,0.5,12,10,12,10,12,7,89,92,91,91,90,95,12,0.1,1,10,6
67,0.1,0.31,0.5,12,10,10,10,11,7,89,89,91,92,89,95,12,0.1,1,10,6
68,0.1,0.31,0.5,12,10,11,10,12,7,85,92,91,92,90,95,16,0.1,1,10,6
69,0.1,0.31,0.5,13,10,11,10,11,7,89,92,90,92,88,95,13,0.1,1,10,6
70,0.1,0.31,0.5,13,10,21,11,12,7,87,92,74,87,90,95,27,0.1,1,10,6
71,0.1,0.31,0.5,13,12,11,10,12,11,88,85,91,91,90,85,16,0.1,1,10,6
72,0.1,0.31,0.5,13,10,11,10,12,7,89,92,90,92,-112,95,13,0.1,0,10,6
73,0.1,0.31,0.5,13,10,11,10,12,7,89,89,91,92,90,95,12,0.1,1,10,6
74,0.1,0.31,0.5,12,10,11,10,11,7,87,92,91,92,87,94,14,0.1,1,10,6
75,0.1,0.31,0.5,13,10,11,10,12,7,89,92,91,-112,90,95,13,0.1,0,10,6
76,0.1,0.31,0.5,12,10,11,10,11,7,88,90,91,92,88,95,13,0.1,1,10,6
77,0.1,0.31,0.5,13,10,11,10,13,8,89,92,89,92,90,86,15,0.1,1,10,6
78,0.1,0.31,0.5,12,10,11,10,12,7,89,92,91,92,90,95,12,0.1,1,10,6
79,0.1,0.31,0.5,13,10,11,10,12,7,89,92,91,91,90,-112,13,0.1,0,10,6
80,0.1,0.31,0.5,12,10,11,10,12,7,88,92,91,92,92,95,13,0.1,1,10,6
81,0.1,0.31,0.5,12,11,11,10,12,7,-121,90,91,92,89,95,22,0.1,0,10,6
82,0.1,0.31,0.5,12,10,11,10,12,7,87,90,90,92,90,95,14,0.1,1,10,6
83,0.1,0.31,0.5,13,10,11,10,24,7,89,92,91,92,51,95,50,0.1,1,10,6
84,0.1,0.31,0.5,12,10,11,10,12,7,89,92,91,92,90,95,12,0.1,1,10,6
85,0.1,0.31,0.5,13,10,11,10,11,7,89,92,91,92,85,95,16,0.1,1,10,6
86,0.1,0.31,0.5,13,10,11,10,12,7,88,92,91,89,90,95,13,0.1,1,10,6
87,0.1,0.31,0.5,12,10,11,10,12,7,89,92,90,91,90,94,12,0.1,1,10,6
88,0.1,0.31,0.5,12,10,11,10,12,7,87,92,91,92,90,95,14,0.1,1,10,6
89,0.1,0.31,0.5,12,10,11,10,12,7,89,90,89,92,90,97,12,0.1,1,10,6
90,0.1,0.31,0.5,12,10,11,10,12,7,89,92,91,92,89,95,12,0.1,1,10,6
91,0.1,0.31,0.5,12,10,11,10,12,7,88,92,91,92,90,95,13,0.1,1,10,6
92,0.1,0.31,0.5,12,10,11,10,12,7,89,92,91,92,90,95,12,0.1,1,10,6
93,0.1,0.31,0.5,13,10,11,10,12,7,89,92,91,92,84,95,17,0.1,1,10,6
94,0.1,0.31,0.5,12,10,11,10,12,7,89,92,91,92,90,95,12,0.1,1,10,6
95,0.1,0.31,0.5,12,10,11,10,11,7,89,92,91,92,89,95,12,0.1,1,10,6
96,0.1,0.31,0.5,13,10,11,10,15,7,89,92,91,92,76,95,25,0.1,1,10,6
97,0.1,0.31,0.5,15,10,11,10,12,7,83,92,91,92,89,95,18,0.1,1,10,6
98,0.1,0.31,0.5,12,10,11,10,12,7,89,92,91,92,90,95,12,0.1,1,10,6
99,0.1,0.31,0.5,12,10,12,10,12,7,89,-102,91,91,-104,95,12,0.1,0,10,6
100,0.1,0.31,0.5,12,10,11,10,12,7,89,-102,91,92,-104,95,12,0.1,0,10,6
101,0.1,0.31,0.5,12,6,11,10,6,9,88,-102,91,92,-104,94,13,0.1,0,10,6
