eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-110,-169,-220,-113,-142,-175,-115,-175,121,0.1,0,15,8
1,0.1,0.31,0.5,0,0,0,0,0,0,0,32,-134,-247,-232,-168,-121,-300,-130,28,201,0.1,0,15,8
2,0.1,0.31,0.5,0,33,0,0,0,0,0,13,-195,8,-263,-150,-110,-171,-107,88,164,0.1,0,15,8
3,0.1,0.31,0.5,0,17,0,0,0,31,0,12,-117,85,-131,-137,-252,10,-109,88,153,0.1,0,15,8
4,0.1,0.31,0.5,0,18,0,0,0,10,25,12,-160,79,-233,-248,-123,92,55,90,149,0.1,0,15,8
5,0.1,0.31,0.5,0,68,0,0,0,10,25,12,-130,-30,-164,-134,-111,91,-126,90,131,0.1,0,15,8
6,0.1,0.31,0.5,0,16,23,0,0,10,21,12,-113,83,48,-177,-149,92,78,88,78,0.1,0,15,8
7,0.1,0.31,0.5,0,19,32,0,0,12,24,12,-122,80,41,-149,-130,86,74,90,60,0.1,0,15,8
8,0.1,0.31,0.5,0,17,20,0,0,20,23,13,-144,85,80,-126,-147,70,76,86,48,0.1,0,15,8
9,0.1,0.31,0.5,0,19,20,0,0,10,22,12,-223,80,-107,-200,-383,92,80,90,284,0.1,0,15,8
10,0.1,0.31,0.5,0,17,23,0,0,10,23,12,-128,85,79,-312,-126,92,78,-167,213,0.1,0,15,8
11,0.1,0.31,0.5,0,17,23,0,0,10,23,16,-165,85,77,-229,-222,92,73,80,130,0.1,0,15,8
12,0.1,0.31,0.5,0,17,23,0,0,10,25,13,-189,83,78,-147,-189,91,69,86,90,0.1,0,15,8
13,0.1,0.31,0.5,0,27,30,0,0,10,24,15,-127,65,74,-140,-155,90,81,81,56,0.1,0,15,8
14,0.1,0.31,0.5,0,27,23,41,0,10,23,13,-205,-145,79,-1,-126,91,76,88,106,0.1,0,15,8
15,0.1,0.31,0.5,0,17,23,24,0,40,23,13,-210,85,79,75,-112,13,74,-119,111,0.1,0,15,8
16,0.1,0.31,0.5,0,17,23,23,0,10,26,17,-128,82,79,78,-369,91,67,79,270,0.1,0,15,8
17,0.1,0.31,0.5,0,25,23,23,0,10,29,14,-166,66,-265,79,-162,92,66,85,166,0.1,0,15,8
18,0.1,0.31,0.5,0,25,29,23,0,10,22,12,-172,64,62,77,-199,92,77,90,100,0.1,0,15,8
19,0.1,0.31,0.5,0,22,28,23,40,10,23,12,-271,67,-126,75,24,89,76,89,172,0.1,0,15,8
20,0.1,0.31,0.5,0,44,26,25,26,10,22,13,-188,-26,75,78,76,91,80,87,127,0.1,0,15,8
21,0.1,0.31,0.5,0,21,21,26,28,10,22,13,-108,74,80,74,68,91,-124,85,33,0.1,0,15,8
22,0.1,0.31,0.5,0,17,21,25,38,10,34,12,-144,84,80,75,40,92,23,89,78,0.1,0,15,8
23,0.1,0.31,0.5,0,17,21,25,29,10,29,12,-141,85,81,76,69,92,61,86,42,0.1,0,15,8
24,0.1,0.31,0.5,0,18,22,25,30,10,22,12,-173,81,79,72,84,92,80,89,74,0.1,0,15,8
25,0.1,0.31,0.5,0,17,21,27,45,19,23,12,-197,84,81,64,29,76,80,90,98,0.1,0,15,8
26,0.1,0.31,0.5,0,17,21,26,27,10,22,12,-127,83,-271,72,72,92,80,89,172,0.1,0,15,8
27,0.1,0.31,0.5,0,17,23,27,29,16,22,12,-343,85,83,75,71,84,80,88,244,0.1,0,15,8
28,0.1,0.31,0.5,0,17,23,25,29,12,22,30,-141,85,77,76,-135,88,80,60,42,0.1,0,15,8
29,0.1,0.31,0.5,73,17,21,25,26,10,22,12,-138,-203,81,-120,74,92,80,90,239,0.1,0,15,8
30,0.1,0.31,0.5,21,17,21,27,27,10,22,12,81,85,77,72,70,92,78,88,31,0.1,1,15,8
31,0.1,0.31,0.5,21,32,21,25,33,10,23,12,79,50,81,77,37,92,76,90,64,0.1,1,15,8
32,0.1,0.31,0.5,21,17,22,25,27,10,22,16,80,79,74,72,69,92,80,79,32,0.1,1,15,8
33,0.1,0.31,0.5,21,17,23,26,26,10,23,12,80,85,76,77,76,-129,80,90,30,0.1,0,15,8
34,0.1,0.31,0.5,23,17,23,26,26,10,29,14,74,85,67,72,-106,92,59,81,42,0.1,0,15,8
35,0.1,0.31,0.5,21,17,22,25,25,10,22,12,78,85,79,77,74,92,80,89,27,0.1,1,15,8
36,0.1,0.31,0.5,21,17,21,25,25,10,22,12,81,84,81,76,73,92,79,90,28,0.1,1,15,8
37,0.1,0.31,0.5,21,17,25,25,26,10,22,12,-131,85,65,71,75,89,78,90,36,0.1,0,15,8
38,0.1,0.31,0.5,50,17,21,26,27,10,27,13,4,85,81,74,73,-126,62,90,97,0.1,0,15,8
39,0.1,0.31,0.5,22,17,21,25,26,12,22,12,79,85,80,74,76,87,80,88,27,0.1,1,15,8
40,0.1,0.31,0.5,22,17,21,25,26,10,23,12,70,85,81,77,-210,92,77,89,111,0.1,0,15,8
41,0.1,0.31,0.5,27,17,21,27,26,10,22,12,70,-141,81,81,73,92,80,90,42,0.1,0,15,8
42,0.1,0.31,0.5,23,17,21,24,31,10,22,12,77,83,81,77,81,92,80,90,24,0.1,1,15,8
43,0.1,0.31,0.5,25,17,21,25,12,10,24,12,70,-126,80,73,90,92,72,90,31,0.1,0,15,8
44,0.1,0.31,0.5,30,24,23,25,12,10,24,12,50,69,77,77,90,92,-126,88,51,0.1,0,15,8
45,0.1,0.31,0.5,21,17,26,31,51,11,38,12,79,85,73,66,-37,90,-13,90,138,0.1,1,15,8
46,0.1,0.31,0.5,21,17,28,25,15,10,26,15,80,83,70,77,81,92,75,80,31,0.1,1,15,8
47,0.1,0.31,0.5,21,18,21,30,12,10,27,12,79,83,72,69,85,92,72,88,32,0.1,1,15,8
48,0.1,0.31,0.5,21,20,17,25,12,10,26,15,81,83,85,75,90,92,73,84,28,0.1,1,15,8
