eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,-105,-132,-146,-152,53,0.1,0,10,4
1,0.1,0.31,0.5,0,0,0,0,-135,-122,-126,-150,51,0.1,0,10,4
2,0.1,0.31,0.5,0,0,21,0,-103,-114,-3,-112,104,0.1,0,10,4
3,0.1,0.31,0.5,0,0,11,23,-140,-106,89,31,70,0.1,0,10,4
4,0.1,0.31,0.5,0,0,12,13,-129,-112,88,88,30,0.1,0,10,4
5,0.1,0.31,0.5,0,0,11,12,-136,-121,90,90,37,0.1,0,10,4
6,0.1,0.31,0.5,0,0,10,12,-145,-118,89,90,46,0.1,0,10,4
7,0.1,0.31,0.5,0,0,12,12,-111,-120,78,90,23,0.1,0,10,4
8,0.1,0.31,0.5,0,0,10,12,-114,-123,89,88,24,0.1,0,10,4
9,0.1,0.31,0.5,0,0,9,13,-116,-233,93,86,134,0.1,0,10,4
10,0.1,0.31,0.5,0,16,9,12,-135,42,93,90,59,0.1,0,10,4
11,0.1,0.31,0.5,0,12,9,14,-152,89,93,83,53,0.1,0,10,4
12,0.1,0.31,0.5,0,12,11,12,-129,90,89,89,30,0.1,0,10,4
13,0.1,0.31,0.5,0,12,9,12,-140,92,93,90,41,0.1,0,10,4
14,0.1,0.31,0.5,0,12,9,12,-125,88,93,90,26,0.1,0,10,4
15,0.1,0.31,0.5,0,12,9,12,-178,90,93,87,79,0.1,0,10,4
16,0.1,0.31,0.5,0,12,9,12,-153,89,93,90,54,0.1,0,10,4
17,0.1,0.31,0.5,0,12,9,12,-105,84,-114,87,17,0.1,0,10,4
18,0.1,0.31,0.5,0,12,10,9,-145,90,88,92,46,0.1,0,10,4
19,0.1,0.31,0.5,0,12,9,10,-147,88,93,90,48,0.1,0,10,4
20,0.1,0.31,0.5,0,14,10,10,-123,75,91,92,26,0.1,0,10,4
21,0.1,0.31,0.5,0,12,9,10,-149,86,93,90,50,0.1,0,10,4
22,0.1,0.31,0.5,0,12,9,10,-157,90,93,92,58,0.1,0,10,4
23,0.1,0.31,0.5,0,12,9,12,-132,90,91,84,33,0.1,0,10,4
24,0.1,0.31,0.5,0,12,16,10,-125,-105,78,92,26,0.1,0,10,4
25,0.1,0.31,0.5,21,12,9,10,29,90,93,92,72,0.1,1,10,4
26,0.1,0.31,0.5,13,16,9,10,87,83,93,92,18,0.1,1,10,4
27,0.1,0.31,0.5,13,12,9,12,-114,88,93,88,15,0.1,0,10,4
28,0.1,0.31,0.5,15,14,10,26,83,84,93,59,42,0.1,1,10,4
29,0.1,0.31,0.5,13,14,9,12,89,-177,93,90,78,0.1,0,10,4
30,0.1,0.31,0.5,13,11,9,12,89,86,93,-103,15,0.1,0,10,4
31,0.1,0.31,0.5,13,15,9,12,89,83,92,-113,18,0.1,0,10,4
32,0.1,0.31,0.5,11,14,9,11,87,88,93,87,14,0.1,1,10,4
33,0.1,0.31,0.5,11,15,9,12,91,81,93,90,20,0.1,1,10,4
34,0.1,0.31,0.5,12,13,9,12,88,85,89,90,16,0.1,1,10,4
35,0.1,0.31,0.5,17,14,9,12,74,88,93,88,27,0.1,1,10,4
36,0.1,0.31,0.5,12,13,9,12,91,85,93,89,16,0.1,1,10,4
37,0.1,0.31,0.5,11,14,9,20,91,87,93,80,21,0.1,1,10,4
38,0.1,0.31,0.5,11,15,9,12,89,88,92,86,15,0.1,1,10,4
39,0.1,0.31,0.5,11,14,9,15,90,88,-114,56,45,0.1,0,10,4
40,0.1,0.31,0.5,11,14,9,12,91,81,92,89,20,0.1,1,10,4
41,0.1,0.31,0.5,11,13,9,12,91,88,93,90,13,0.1,1,10,4
42,0.1,0.31,0.5,11,13,9,12,91,88,93,89,13,0.1,1,10,4
43,0.1,0.31,0.5,11,13,9,12,91,86,93,90,15,0.1,1,10,4
44,0.1,0.31,0.5,11,13,9,12,-115,83,93,90,18,0.1,0,10,4
45,0.1,0.31,0.5,14,14,9,12,85,88,93,92,16,0.1,1,10,4
46,0.1,0.31,0.5,11,13,9,12,91,87,93,90,14,0.1,1,10,4
47,0.1,0.31,0.5,11,13,9,12,90,84,93,90,17,0.1,1,10,4
48,0.1,0.31,0.5,11,13,9,12,91,87,93,90,14,0.1,1,10,4
49,0.1,0.31,0.5,11,13,9,31,91,-103,93,41,60,0.1,0,10,4
50,0.1,0.31,0.5,11,13,9,12,-124,-103,93,90,25,0.1,0,10,4
51,0.1,0.31,0.5,11,8,9,11,90,-104,92,84,17,0.1,0,10,4
52,0.1,0.31,0.5,11,8,9,11,89,-106,91,89,12,0.1,0,10,4
53,0.1,0.31,0.5,11,8,17,12,91,-103,80,90,21,0.1,0,10,4
54,0.1,0.31,0.5,11,8,10,12,89,-113,91,89,14,0.1,0,10,4
55,0.1,0.31,0.5,11,7,9,12,-112,-102,93,89,13,0.1,0,10,4
56,0.1,0.31,0.5,12,7,11,12,87,-110,84,90,17,0.1,0,10,4
57,0.1,0.31,0.5,11,7,9,12,91,-112,93,90,13,0.1,0,10,4
58,0.1,0.31,0.5,12,6,9,13,89,-157,93,88,58,0.1,0,10,4
