eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,-397,-207,-115,-182,298,0.1,0,20,4
1,0.1,0.31,0.5,0,44,0,0,-259,25,-114,-171,160,0.1,0,20,4
2,0.1,0.31,0.5,0,30,0,0,-259,72,-180,-113,160,0.1,0,20,4
3,0.1,0.31,0.5,0,30,0,0,-319,70,-162,-121,220,0.1,0,20,4
4,0.1,0.31,0.5,0,37,0,0,-196,61,-269,-211,170,0.1,0,20,4
5,0.1,0.31,0.5,0,37,0,0,-184,-104,-219,-180,120,0.1,0,20,4
6,0.1,0.31,0.5,0,34,0,0,-254,-128,-199,-148,155,0.1,0,20,4
7,0.1,0.31,0.5,0,37,0,0,-145,54,-332,-156,233,0.1,0,20,4
8,0.1,0.31,0.5,0,36,0,0,-317,-138,-257,-359,260,0.1,0,20,4
9,0.1,0.31,0.5,0,37,0,0,-128,53,-253,-326,227,0.1,0,20,4
10,0.1,0.31,0.5,0,16,0,0,-300,-178,-298,-226,201,0.1,0,20,4
11,0.1,0.31,0.5,0,16,0,0,-336,-156,-395,-212,296,0.1,0,20,4
12,0.1,0.31,0.5,0,16,56,0,-378,-141,-49,-200,279,0.1,0,20,4
13,0.1,0.31,0.5,95,16,25,0,-182,-461,75,-300,362,0.1,0,20,4
14,0.1,0.31,0.5,43,16,25,0,57,-209,-107,-198,110,0.1,0,20,4
15,0.1,0.31,0.5,59,12,25,0,15,-479,68,-331,380,0.1,0,20,4
16,0.1,0.31,0.5,95,9,27,0,-71,-628,72,-147,529,0.1,0,20,4
17,0.1,0.31,0.5,53,9,25,0,40,-306,77,-194,207,0.1,0,20,4
18,0.1,0.31,0.5,51,53,26,0,52,-73,73,-189,174,0.1,0,20,4
19,0.1,0.31,0.5,61,25,33,0,25,74,73,-230,131,0.1,0,20,4
20,0.1,0.31,0.5,51,24,22,53,45,77,77,-43,144,0.1,1,20,4
21,0.1,0.31,0.5,52,29,22,28,49,65,70,72,52,0.1,1,20,4
22,0.1,0.31,0.5,57,24,21,28,35,78,78,73,66,0.1,1,20,4
23,0.1,0.31,0.5,51,24,21,35,30,-110,81,38,71,0.1,0,20,4
24,0.1,0.31,0.5,51,25,21,28,-180,71,-192,64,93,0.1,0,20,4
25,0.1,0.31,0.5,39,28,21,28,-157,76,78,63,58,0.1,0,20,4
26,0.1,0.31,0.5,28,24,25,23,-244,73,76,78,145,0.1,0,20,4
27,0.1,0.31,0.5,75,23,22,33,-70,-161,78,53,171,0.1,0,20,4
28,0.1,0.31,0.5,50,20,21,27,27,-148,79,73,74,0.1,0,20,4
29,0.1,0.31,0.5,40,33,21,24,46,50,81,78,55,0.1,1,20,4
30,0.1,0.31,0.5,37,25,25,26,53,75,70,74,48,0.1,1,20,4
31,0.1,0.31,0.5,39,19,19,26,47,79,80,-152,54,0.1,0,20,4
32,0.1,0.31,0.5,43,21,39,18,54,82,2,-156,99,0.1,0,20,4
33,0.1,0.31,0.5,37,20,25,10,63,75,76,-269,170,0.1,0,20,4
34,0.1,0.31,0.5,38,20,25,10,61,82,76,-329,230,0.1,0,20,4
