eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,-172,-123,-131,-106,-184,-182,85,0.1,0,20,6
1,0.1,0.31,0.5,0,0,0,0,0,0,-253,-381,-119,-202,-216,-208,282,0.1,0,20,6
2,0.1,0.31,0.5,0,0,0,0,0,0,-380,-148,-164,-258,-321,-155,281,0.1,0,20,6
3,0.1,0.31,0.5,0,0,0,0,0,39,-244,-132,-131,-222,-244,2,145,0.1,0,20,6
4,0.1,0.31,0.5,0,71,0,0,0,17,-247,-35,-124,-132,-310,84,211,0.1,0,20,6
5,0.1,0.31,0.5,0,25,0,0,0,20,-192,76,-339,-138,-303,76,240,0.1,0,20,6
6,0.1,0.31,0.5,0,28,0,0,0,20,-355,61,-288,-172,-147,75,256,0.1,0,20,6
7,0.1,0.31,0.5,0,28,0,0,0,20,-387,-202,-214,-189,-322,-124,288,0.1,0,20,6
8,0.1,0.31,0.5,0,32,0,0,0,18,-358,56,-173,-118,-397,82,298,0.1,0,20,6
9,0.1,0.31,0.5,0,32,60,0,0,19,-320,-107,-69,-312,-180,80,221,0.1,0,20,6
10,0.1,0.31,0.5,0,30,25,0,0,31,-254,70,75,-245,-184,45,155,0.1,0,20,6
11,0.1,0.31,0.5,0,30,31,53,0,18,-168,69,65,-35,-304,84,205,0.1,0,20,6
12,0.1,0.31,0.5,0,38,35,22,0,17,-163,64,49,79,-145,-165,66,0.1,0,20,6
13,0.1,0.31,0.5,0,27,31,22,0,18,-323,69,70,77,-234,81,224,0.1,0,20,6
14,0.1,0.31,0.5,0,46,18,22,0,18,-318,11,80,79,-164,84,219,0.1,0,20,6
15,0.1,0.31,0.5,0,30,21,27,0,18,-333,68,76,67,-262,82,234,0.1,0,20,6
16,0.1,0.31,0.5,72,26,24,25,0,18,-60,73,71,73,-346,84,247,0.1,0,20,6
17,0.1,0.31,0.5,47,29,20,22,52,18,43,63,80,79,-56,84,157,0.1,1,20,6
18,0.1,0.31,0.5,43,56,20,22,24,24,59,-26,-133,-121,76,68,127,0.1,0,20,6
19,0.1,0.31,0.5,45,26,64,22,23,24,46,75,-17,79,75,-116,118,0.1,0,20,6
20,0.1,0.31,0.5,90,27,26,26,26,18,-61,73,66,72,77,80,162,0.1,1,20,6
21,0.1,0.31,0.5,75,31,25,27,26,18,-163,55,74,68,-359,84,260,0.1,0,20,6
22,0.1,0.31,0.5,55,27,25,24,19,18,42,75,-206,73,78,81,107,0.1,0,20,6
23,0.1,0.31,0.5,57,26,45,35,21,18,36,76,46,48,76,83,65,0.1,1,20,6
24,0.1,0.31,0.5,59,26,27,24,19,18,33,72,73,68,82,-180,81,0.1,0,20,6
25,0.1,0.31,0.5,60,35,28,22,19,19,24,61,73,76,81,80,77,0.1,1,20,6
26,0.1,0.31,0.5,60,31,37,22,20,18,33,60,54,77,81,84,68,0.1,1,20,6
27,0.1,0.31,0.5,78,29,27,22,19,18,-22,65,73,82,81,84,123,0.1,1,20,6
28,0.1,0.31,0.5,68,26,31,25,21,19,7,73,63,73,82,83,94,0.1,1,20,6
29,0.1,0.31,0.5,54,28,31,22,23,18,39,64,80,77,73,81,62,0.1,1,20,6
30,0.1,0.31,0.5,57,33,31,21,21,18,40,60,64,76,-243,84,144,0.1,0,20,6
31,0.1,0.31,0.5,55,42,27,21,20,16,43,35,73,-138,75,83,66,0.1,0,20,6
32,0.1,0.31,0.5,66,32,27,26,18,32,28,68,75,71,82,16,85,0.1,1,20,6
33,0.1,0.31,0.5,59,32,28,19,39,25,38,70,72,-116,25,69,76,0.1,0,20,6
34,0.1,0.31,0.5,59,31,37,28,26,14,-133,70,54,45,72,88,56,0.1,0,20,6
35,0.1,0.31,0.5,55,41,32,30,21,17,44,32,61,55,81,80,69,0.1,1,20,6
36,0.1,0.31,0.5,52,48,28,24,21,14,-156,29,66,76,81,88,72,0.1,0,20,6
37,0.1,0.31,0.5,68,28,36,44,22,14,5,73,54,32,79,87,96,0.1,1,20,6
38,0.1,0.31,0.5,51,28,27,24,22,15,47,-153,80,76,-222,88,123,0.1,0,20,6
39,0.1,0.31,0.5,52,25,32,24,21,14,53,-133,56,78,80,88,48,0.1,0,20,6
40,0.1,0.31,0.5,40,46,32,24,21,14,60,16,-133,77,81,88,85,0.1,0,20,6
41,0.1,0.31,0.5,40,23,27,24,20,15,-130,73,75,-137,-180,84,81,0.1,0,20,6
42,0.1,0.31,0.5,24,26,27,21,22,42,-157,72,74,-140,77,49,58,0.1,0,20,6
43,0.1,0.31,0.5,18,24,27,22,21,29,-463,75,73,76,81,61,364,0.1,0,20,6
44,0.1,0.31,0.5,16,24,27,23,73,27,-335,-146,73,76,-62,73,236,0.1,0,20,6
45,0.1,0.31,0.5,16,24,28,22,21,28,-326,-226,79,80,80,72,227,0.1,0,20,6
46,0.1,0.31,0.5,16,29,24,22,18,30,-252,70,80,80,83,68,153,0.1,0,20,6
47,0.1,0.31,0.5,48,28,25,22,20,30,-1,53,73,80,77,-470,371,0.1,0,20,6
48,0.1,0.31,0.5,27,34,33,22,19,26,71,35,62,79,83,75,66,0.1,1,20,6
49,0.1,0.31,0.5,27,27,23,22,19,60,-124,69,79,-105,81,3,98,0.1,0,20,6
50,0.1,0.31,0.5,9,43,26,46,19,26,-118,44,74,-3,84,76,104,0.1,0,20,6
51,0.1,0.31,0.5,3,28,23,22,22,28,-214,72,79,80,75,72,115,0.1,0,20,6
52,0.1,0.31,0.5,3,28,23,26,22,29,-248,-124,77,69,-116,65,149,0.1,0,20,6
53,0.1,0.31,0.5,3,28,23,22,21,36,-364,74,75,74,-263,63,265,0.1,0,20,6
54,0.1,0.31,0.5,3,29,23,22,18,26,-187,66,77,-338,80,75,239,0.1,0,20,6
55,0.1,0.31,0.5,53,62,23,22,17,26,-33,-80,74,80,76,-108,181,0.1,0,20,6
56,0.1,0.31,0.5,25,81,24,22,17,29,76,-129,75,79,85,68,230,0.1,1,20,6
57,0.1,0.31,0.5,25,80,23,22,17,26,77,-466,79,80,85,76,367,0.1,0,20,6
58,0.1,0.31,0.5,25,32,23,22,17,29,75,63,77,-121,-113,59,42,0.1,0,20,6
59,0.1,0.31,0.5,26,32,23,30,14,26,75,-220,77,65,86,76,121,0.1,0,20,6
60,0.1,0.31,0.5,28,41,24,24,16,26,64,36,76,75,85,75,65,0.1,1,20,6
61,0.1,0.31,0.5,39,38,23,23,15,26,45,58,79,76,87,75,56,0.1,1,20,6
62,0.1,0.31,0.5,26,34,23,23,15,26,75,63,79,78,87,-209,110,0.1,0,20,6
63,0.1,0.31,0.5,45,62,23,24,15,26,39,13,79,78,-219,76,120,0.1,0,20,6
64,0.1,0.31,0.5,36,32,23,22,15,26,65,69,77,80,87,76,36,0.1,1,20,6
65,0.1,0.31,0.5,36,31,23,22,15,27,-130,65,79,-125,87,74,36,0.1,0,20,6
66,0.1,0.31,0.5,38,34,24,22,16,27,52,65,74,80,80,73,49,0.1,1,20,6
67,0.1,0.31,0.5,14,32,23,20,15,31,-147,70,79,82,86,68,48,0.1,0,20,6
68,0.1,0.31,0.5,14,33,23,34,15,26,-251,67,79,44,86,76,152,0.1,0,20,6
69,0.1,0.31,0.5,72,33,23,22,15,26,-59,66,78,77,87,76,160,0.1,1,20,6
70,0.1,0.31,0.5,39,32,23,22,15,26,62,69,77,-130,87,-144,45,0.1,0,20,6
71,0.1,0.31,0.5,38,32,23,22,15,26,60,70,77,80,85,71,41,0.1,1,20,6
72,0.1,0.31,0.5,36,36,23,23,15,26,59,62,79,78,87,-143,44,0.1,0,20,6
73,0.1,0.31,0.5,35,32,23,29,17,27,63,68,77,72,86,72,38,0.1,1,20,6
74,0.1,0.31,0.5,60,33,26,22,17,29,-10,70,75,79,83,70,111,0.1,1,20,6
75,0.1,0.31,0.5,56,38,23,22,17,26,29,58,79,78,-111,76,72,0.1,0,20,6
76,0.1,0.31,0.5,59,40,23,22,15,26,31,41,75,-125,86,76,70,0.1,0,20,6
77,0.1,0.31,0.5,48,38,23,22,16,26,47,63,79,80,84,76,54,0.1,1,20,6
78,0.1,0.31,0.5,48,35,25,18,15,26,-172,77,76,-126,87,76,73,0.1,0,20,6
79,0.1,0.31,0.5,63,35,25,16,15,26,18,-242,73,-158,86,73,143,0.1,0,20,6
80,0.1,0.31,0.5,48,38,23,15,16,26,51,51,79,-122,84,73,50,0.1,0,20,6
81,0.1,0.31,0.5,50,32,23,15,22,26,50,67,78,-179,75,76,80,0.1,0,20,6
82,0.1,0.31,0.5,49,32,27,23,18,35,54,68,69,74,87,52,49,0.1,1,20,6
83,0.1,0.31,0.5,49,36,23,22,45,26,51,60,76,80,-6,76,107,0.1,1,20,6
84,0.1,0.31,0.5,48,36,23,24,15,26,-329,70,-134,74,87,76,230,0.1,0,20,6
85,0.1,0.31,0.5,46,32,23,22,15,28,49,67,-135,80,87,73,52,0.1,0,20,6
