eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-140,-216,-288,-120,-120,-472,-200,-144,373,0.1,0,15,8
1,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-157,-203,-256,-153,-155,-247,-201,-185,157,0.1,0,15,8
2,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-156,-144,-239,-118,-116,-350,-224,-114,251,0.1,0,15,8
3,0.1,0.31,0.5,0,0,0,0,0,16,0,0,-118,-275,-313,-137,-138,75,-112,-166,214,0.1,0,15,8
4,0.1,0.31,0.5,12,12,12,9,12,12,77,12,-117,-134,-156,-109,-117,89,-157,-129,258,0.1,0,15,8
5,0.1,0.31,0.5,28,28,48,28,28,24,18,28,-134,-134,-37,-151,-125,89,84,-134,138,0.1,0,15,8
6,0.1,0.31,0.5,38,38,25,33,38,22,46,38,-134,-140,71,-105,-127,85,40,-167,68,0.1,0,15,8
7,0.1,0.31,0.5,40,40,43,40,40,24,22,40,-146,-147,67,-175,-137,90,84,-122,76,0.1,0,15,8
8,0.1,0.31,0.5,40,40,28,49,40,28,36,40,-121,-244,80,-33,-164,86,80,-118,145,0.1,0,15,8
9,0.1,0.31,0.5,56,56,58,55,56,29,46,56,-133,-26,63,77,-295,90,77,-120,196,0.1,0,15,8
10,0.1,0.31,0.5,67,50,43,68,67,43,45,43,-160,77,76,70,-121,90,82,26,75,0.1,0,15,8
11,0.1,0.31,0.5,79,74,64,34,79,61,58,64,-267,81,77,79,-144,81,86,81,168,0.1,0,15,8
12,0.1,0.31,0.5,79,26,41,64,40,33,43,65,-168,85,77,74,35,89,84,71,69,0.1,0,15,8
13,0.1,0.31,0.5,99,82,79,76,89,71,71,50,-116,78,79,74,75,83,84,75,27,0.1,0,15,8
14,0.1,0.31,0.5,101,45,46,46,65,49,50,63,-168,85,70,74,61,88,82,74,69,0.1,0,15,8
15,0.1,0.31,0.5,49,57,67,66,58,39,88,60,-24,83,75,76,63,90,-141,82,125,0.1,0,15,8
16,0.1,0.31,0.5,97,75,65,73,86,91,54,62,67,61,75,77,46,48,84,74,55,0.1,1,15,8
17,0.1,0.31,0.5,90,65,71,63,73,64,66,76,73,85,81,77,70,88,82,79,31,0.1,1,15,8
18,0.1,0.31,0.5,47,77,78,88,72,60,86,78,74,78,76,63,64,90,82,81,38,0.1,1,15,8
19,0.1,0.31,0.5,92,67,62,70,82,49,55,61,75,75,81,74,70,90,82,80,31,0.1,1,15,8
20,0.1,0.31,0.5,84,70,73,64,76,56,64,76,73,85,79,72,59,90,84,81,42,0.1,1,15,8
21,0.1,0.31,0.5,49,68,80,99,96,55,83,74,61,85,70,40,-116,92,82,80,61,0.1,0,15,8
22,0.1,0.31,0.5,90,58,58,64,69,46,55,68,69,81,78,60,65,88,83,58,43,0.1,1,15,8
23,0.1,0.31,0.5,74,94,70,72,61,75,60,74,75,-124,80,70,52,86,84,79,49,0.1,0,15,8
24,0.1,0.31,0.5,52,64,74,88,91,65,80,98,74,83,81,73,57,88,83,-141,44,0.1,0,15,8
25,0.1,0.31,0.5,115,46,64,66,73,48,62,72,11,87,76,66,66,90,83,82,90,0.1,1,15,8
26,0.1,0.31,0.5,63,79,63,71,60,50,53,39,72,81,78,56,68,90,84,82,45,0.1,1,15,8
27,0.1,0.31,0.5,67,54,56,75,79,46,73,88,11,81,79,60,64,90,79,77,90,0.1,1,15,8
28,0.1,0.31,0.5,87,50,77,72,73,56,73,66,72,85,84,71,48,90,68,82,53,0.1,1,15,8
29,0.1,0.31,0.5,69,84,58,65,66,79,51,47,68,74,81,71,65,77,84,80,36,0.1,1,15,8
30,0.1,0.31,0.5,48,65,70,78,95,61,75,76,70,85,61,43,-143,90,83,82,58,0.1,0,15,8
31,0.1,0.31,0.5,90,54,82,75,83,65,67,66,75,85,67,66,68,67,84,82,35,0.1,1,15,8
32,0.1,0.31,0.5,77,80,73,87,47,66,59,63,70,85,74,-110,70,86,82,81,31,0.1,0,15,8
33,0.1,0.31,0.5,51,64,64,76,92,76,69,71,75,82,73,62,68,57,84,82,44,0.1,1,15,8
34,0.1,0.31,0.5,90,50,78,63,80,62,69,96,60,85,77,69,68,89,81,-126,41,0.1,0,15,8
35,0.1,0.31,0.5,78,78,71,90,54,60,64,77,71,84,79,71,62,90,80,61,40,0.1,1,15,8
36,0.1,0.31,0.5,97,67,58,75,89,47,66,104,-124,80,76,66,62,88,78,-119,39,0.1,0,15,8
37,0.1,0.31,0.5,51,47,76,62,78,45,93,62,72,85,75,69,68,90,-26,60,127,0.1,1,15,8
38,0.1,0.31,0.5,98,81,76,90,60,57,72,69,-129,82,78,69,66,90,80,81,35,0.1,0,15,8
39,0.1,0.31,0.5,74,73,62,79,86,59,65,74,73,72,79,74,66,88,82,82,35,0.1,1,15,8
40,0.1,0.31,0.5,60,97,63,58,67,46,64,66,54,-121,78,67,68,90,84,69,47,0.1,0,15,8
41,0.1,0.31,0.5,93,46,73,94,69,63,63,61,68,84,75,45,70,90,84,84,56,0.1,1,15,8
42,0.1,0.31,0.5,72,62,68,83,92,59,68,78,71,83,79,56,-116,85,78,82,45,0.1,0,15,8
43,0.1,0.31,0.5,54,99,61,48,99,82,54,67,71,16,76,72,-117,-187,82,77,88,0.1,0,15,8
44,0.1,0.31,0.5,90,50,77,92,81,62,75,65,66,81,77,70,69,88,82,82,35,0.1,1,15,8
45,0.1,0.31,0.5,78,70,78,83,52,49,80,81,75,83,79,67,66,90,80,82,35,0.1,1,15,8
46,0.1,0.31,0.5,56,83,63,54,96,73,56,57,62,81,75,67,76,90,80,84,39,0.1,1,15,8
47,0.1,0.31,0.5,88,45,71,90,78,46,73,74,72,84,79,60,69,89,74,76,41,0.1,1,15,8
48,0.1,0.31,0.5,73,82,80,77,62,48,76,74,75,65,79,73,68,90,82,82,36,0.1,1,15,8
49,0.1,0.31,0.5,63,74,64,73,91,70,61,61,75,85,78,44,68,90,81,80,57,0.1,1,15,8
50,0.1,0.31,0.5,80,96,65,81,72,43,70,66,74,-117,79,69,68,90,80,84,33,0.1,0,15,8
51,0.1,0.31,0.5,68,44,77,76,66,71,76,74,75,83,79,69,67,81,78,83,34,0.1,1,15,8
52,0.1,0.31,0.5,72,69,74,68,86,75,57,55,64,79,68,70,70,90,82,84,37,0.1,1,15,8
53,0.1,0.31,0.5,90,81,71,78,78,51,69,68,66,85,77,71,64,90,81,83,37,0.1,1,15,8
54,0.1,0.31,0.5,98,51,74,78,65,55,80,73,-110,84,79,67,74,87,80,88,34,0.1,0,15,8
55,0.1,0.31,0.5,74,68,65,62,86,58,57,53,65,85,73,72,73,90,80,83,36,0.1,1,15,8
56,0.1,0.31,0.5,56,75,70,75,71,52,68,87,75,85,78,73,71,90,81,26,75,0.1,1,15,8
57,0.1,0.31,0.5,87,51,78,77,64,56,79,71,72,85,77,72,69,90,82,82,32,0.1,1,15,8
58,0.1,0.31,0.5,69,70,64,70,81,56,56,55,73,83,78,37,73,90,73,82,64,0.1,1,15,8
59,0.1,0.31,0.5,61,71,64,73,68,47,76,86,74,85,79,73,74,90,67,-110,34,0.1,0,15,8
60,0.1,0.31,0.5,83,53,77,81,69,58,85,77,71,84,79,73,74,90,82,81,30,0.1,1,15,8
61,0.1,0.31,0.5,95,64,64,62,80,83,50,41,-121,85,75,71,61,-113,84,84,40,0.1,0,15,8
62,0.1,0.31,0.5,64,71,68,71,66,64,70,85,71,85,77,67,72,90,80,82,34,0.1,1,15,8
63,0.1,0.31,0.5,61,54,80,84,70,29,89,87,74,84,69,67,73,89,70,-105,34,0.1,0,15,8
64,0.1,0.31,0.5,90,65,70,98,72,71,59,65,74,85,74,-130,66,88,74,82,35,0.1,0,15,8
65,0.1,0.31,0.5,66,69,68,65,70,62,67,49,66,85,79,63,66,90,82,78,38,0.1,1,15,8
66,0.1,0.31,0.5,63,57,78,66,81,38,78,91,67,85,79,71,70,90,79,76,34,0.1,1,15,8
67,0.1,0.31,0.5,85,95,64,89,69,70,65,76,60,-122,79,69,78,87,82,80,41,0.1,0,15,8
68,0.1,0.31,0.5,68,65,66,63,71,62,65,48,71,83,79,68,58,90,79,76,43,0.1,1,15,8
69,0.1,0.31,0.5,60,46,77,64,85,39,76,82,74,85,78,71,36,90,80,82,65,0.1,1,15,8
70,0.1,0.31,0.5,94,91,60,92,67,70,54,66,-132,56,79,39,74,90,82,77,62,0.1,0,15,8
71,0.1,0.31,0.5,72,55,74,63,74,61,68,54,73,85,64,72,70,88,82,82,37,0.1,1,15,8
72,0.1,0.31,0.5,49,66,72,69,67,49,76,77,75,60,76,70,70,90,82,81,41,0.1,1,15,8
73,0.1,0.31,0.5,90,74,66,87,77,66,56,70,74,85,76,70,64,90,82,82,37,0.1,1,15,8
74,0.1,0.31,0.5,70,60,69,57,74,56,73,58,71,85,79,69,74,90,78,82,32,0.1,1,15,8
75,0.1,0.31,0.5,93,69,71,70,67,46,73,74,-117,62,78,73,71,90,83,82,39,0.1,0,15,8
76,0.1,0.31,0.5,49,69,61,81,73,80,56,68,75,83,77,71,72,76,81,82,30,0.1,1,15,8
