eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-110,-154,-243,-137,-119,-393,-193,-116,294,0.1,0,15,8
1,0.1,0.31,0.5,0,0,79,0,0,22,0,0,-113,-171,-147,-139,-125,58,-237,-167,248,0.1,0,15,8
2,0.1,0.31,0.5,36,52,55,21,22,20,61,6,-140,-320,30,-111,-113,90,51,-102,221,0.1,0,15,8
3,0.1,0.31,0.5,52,34,30,47,38,31,17,47,-117,72,85,-121,-112,87,85,-199,100,0.1,0,15,8
4,0.1,0.31,0.5,59,42,35,39,48,24,52,50,-132,74,83,-20,-118,90,78,-110,121,0.1,0,15,8
5,0.1,0.31,0.5,72,56,66,48,65,41,37,63,-134,62,5,86,-131,90,85,-120,96,0.1,0,15,8
6,0.1,0.31,0.5,76,43,41,44,43,46,34,64,-177,73,66,83,-56,-109,85,-108,157,0.1,0,15,8
7,0.1,0.31,0.5,39,62,67,43,65,40,50,77,40,68,55,87,63,88,88,-112,61,0.1,0,15,8
8,0.1,0.31,0.5,82,66,58,71,71,56,68,95,76,70,59,63,67,88,71,-120,42,0.1,0,15,8
9,0.1,0.31,0.5,53,92,64,49,59,37,39,20,68,-138,74,85,68,89,86,83,39,0.1,0,15,8
10,0.1,0.31,0.5,69,45,70,65,68,69,70,78,71,73,63,81,61,89,86,88,40,0.1,1,15,8
11,0.1,0.31,0.5,59,76,65,66,76,41,58,56,72,69,64,70,67,87,81,84,37,0.1,1,15,8
12,0.1,0.31,0.5,76,73,53,56,60,64,68,50,75,59,79,76,68,87,58,87,43,0.1,1,15,8
13,0.1,0.31,0.5,49,63,65,62,80,42,60,55,65,75,86,83,54,90,84,88,47,0.1,1,15,8
14,0.1,0.31,0.5,72,69,54,72,70,77,68,68,76,61,84,64,60,45,78,86,56,0.1,1,15,8
15,0.1,0.31,0.5,82,83,58,97,72,74,68,61,72,57,87,-117,66,90,80,87,44,0.1,0,15,8
16,0.1,0.31,0.5,49,61,77,64,69,47,57,56,69,72,71,87,67,79,86,86,34,0.1,1,15,8
17,0.1,0.31,0.5,89,56,62,34,71,56,63,63,-152,71,84,76,70,88,83,85,53,0.1,0,15,8
18,0.1,0.31,0.5,53,83,51,85,67,50,51,47,77,69,84,73,35,90,86,88,66,0.1,1,15,8
19,0.1,0.31,0.5,64,59,74,53,69,55,62,80,77,71,78,76,59,90,86,72,42,0.1,1,15,8
20,0.1,0.31,0.5,90,73,70,68,88,67,73,70,72,74,85,83,39,86,80,86,62,0.1,1,15,8
21,0.1,0.31,0.5,61,81,53,85,58,54,61,46,71,74,81,77,67,90,86,88,34,0.1,1,15,8
22,0.1,0.31,0.5,61,65,73,50,76,58,60,64,73,62,78,80,61,90,86,90,40,0.1,1,15,8
23,0.1,0.31,0.5,86,74,75,79,86,79,71,70,74,73,77,58,62,83,85,86,43,0.1,1,15,8
24,0.1,0.31,0.5,92,80,56,73,64,55,53,49,-113,75,77,80,61,90,88,87,40,0.1,0,15,8
25,0.1,0.31,0.5,55,52,76,56,82,56,59,60,78,75,82,83,21,73,82,90,80,0.1,1,15,8
26,0.1,0.31,0.5,66,78,69,68,82,72,79,75,75,77,85,83,63,88,86,88,38,0.1,1,15,8
27,0.1,0.31,0.5,82,72,62,67,60,52,46,46,72,69,57,82,63,85,86,88,44,0.1,1,15,8
28,0.1,0.31,0.5,54,60,72,58,81,61,74,63,77,74,83,81,58,87,64,84,43,0.1,1,15,8
29,0.1,0.31,0.5,73,78,78,68,82,71,83,82,77,73,58,83,62,83,84,78,43,0.1,1,15,8
30,0.1,0.31,0.5,82,68,57,70,62,60,49,55,76,75,81,81,57,90,86,88,44,0.1,1,15,8
31,0.1,0.31,0.5,64,63,63,63,70,84,60,60,59,69,84,87,70,-109,86,86,42,0.1,0,15,8
32,0.1,0.31,0.5,74,82,72,95,83,53,80,71,70,59,85,-128,65,90,86,88,42,0.1,0,15,8
33,0.1,0.31,0.5,81,69,63,69,64,42,46,52,73,71,77,81,68,88,86,84,33,0.1,1,15,8
34,0.1,0.31,0.5,57,64,68,43,73,76,63,68,76,73,82,82,63,90,86,86,38,0.1,1,15,8
35,0.1,0.31,0.5,61,59,57,81,67,39,53,51,72,79,83,80,64,89,86,88,37,0.1,1,15,8
36,0.1,0.31,0.5,70,82,58,49,75,53,64,52,74,54,85,83,67,90,84,88,47,0.1,1,15,8
37,0.1,0.31,0.5,74,71,65,54,74,95,65,81,76,68,83,85,65,-135,82,76,36,0.1,0,15,8
38,0.1,0.31,0.5,64,91,62,83,73,85,58,67,73,-113,85,74,63,90,85,86,38,0.1,0,15,8
39,0.1,0.31,0.5,72,68,59,66,71,16,76,48,74,75,85,75,70,90,77,90,31,0.1,1,15,8
40,0.1,0.31,0.5,70,57,69,57,96,73,68,67,77,73,84,81,-119,90,78,88,28,0.1,0,15,8
41,0.1,0.31,0.5,56,75,56,57,60,70,60,57,70,75,85,84,69,74,80,84,32,0.1,1,15,8
42,0.1,0.31,0.5,74,72,60,90,67,41,71,56,77,65,85,-122,65,90,75,87,36,0.1,0,15,8
43,0.1,0.31,0.5,63,61,86,48,86,60,52,55,81,63,-114,85,65,90,81,88,38,0.1,0,15,8
44,0.1,0.31,0.5,81,82,52,62,68,68,81,70,71,72,81,83,70,90,79,88,31,0.1,1,15,8
45,0.1,0.31,0.5,62,66,62,79,65,36,61,55,76,77,83,85,70,90,82,88,31,0.1,1,15,8
46,0.1,0.31,0.5,95,60,76,57,83,62,62,74,-128,79,81,83,70,90,77,81,31,0.1,0,15,8
47,0.1,0.31,0.5,68,84,66,59,73,64,84,69,76,77,82,86,61,90,81,87,40,0.1,1,15,8
48,0.1,0.31,0.5,50,71,62,82,66,39,66,53,76,73,85,78,67,90,74,87,34,0.1,1,15,8
49,0.1,0.31,0.5,84,54,69,57,79,62,55,65,77,79,85,83,-103,88,80,85,24,0.1,0,15,8
50,0.1,0.31,0.5,69,83,70,59,84,73,84,71,75,79,81,85,63,89,80,88,38,0.1,1,15,8
51,0.1,0.31,0.5,62,66,62,65,53,40,57,48,74,75,85,85,64,90,82,85,37,0.1,1,15,8
52,0.1,0.31,0.5,72,88,65,65,82,74,61,62,77,-111,75,85,70,83,82,88,31,0.1,0,15,8
53,0.1,0.31,0.5,79,58,87,62,87,71,85,71,77,79,62,85,69,90,79,88,39,0.1,1,15,8
54,0.1,0.31,0.5,67,66,61,87,55,45,58,56,70,78,80,-108,68,87,81,88,33,0.1,0,15,8
55,0.1,0.31,0.5,71,87,70,71,94,63,65,56,60,75,34,84,-124,90,80,88,67,0.1,0,15,8
