eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,55,-250,-147,-127,-206,-323,-36,224,0.1,0,20,6
1,0.1,0.31,0.5,20,10,20,20,20,20,-387,-112,-155,-131,-228,79,288,0.1,0,20,6
2,0.1,0.31,0.5,20,10,44,20,20,42,-268,-113,34,-155,-152,-9,169,0.1,0,20,6
3,0.1,0.31,0.5,40,42,39,45,124,28,-127,-141,60,-160,-142,84,243,0.1,0,20,6
4,0.1,0.31,0.5,78,89,79,78,54,54,-298,-88,-196,-149,52,-123,199,0.1,0,20,6
5,0.1,0.31,0.5,89,48,44,89,87,28,-168,77,66,-195,37,84,96,0.1,0,20,6
6,0.1,0.31,0.5,93,48,73,93,56,53,-275,75,51,-170,41,84,176,0.1,0,20,6
7,0.1,0.31,0.5,93,61,44,93,75,36,-215,76,72,-152,59,78,116,0.1,0,20,6
8,0.1,0.31,0.5,75,48,64,93,63,54,-11,66,72,-147,50,83,112,0.1,0,20,6
9,0.1,0.31,0.5,99,84,73,64,82,67,29,76,76,-50,54,69,151,0.1,1,20,6
10,0.1,0.31,0.5,110,75,70,89,98,69,35,76,70,79,52,82,66,0.1,1,20,6
11,0.1,0.31,0.5,59,42,71,84,111,46,44,76,57,80,-128,83,57,0.1,0,20,6
12,0.1,0.31,0.5,95,69,67,42,63,67,53,-108,75,81,39,80,62,0.1,0,20,6
13,0.1,0.31,0.5,82,81,68,75,117,102,50,74,71,79,-55,-155,156,0.1,0,20,6
14,0.1,0.31,0.5,87,58,73,76,104,48,54,78,75,80,41,82,60,0.1,1,20,6
15,0.1,0.31,0.5,103,129,72,44,97,51,65,-62,75,81,44,84,163,0.1,1,20,6
16,0.1,0.31,0.5,97,88,73,79,122,76,45,51,71,-113,9,81,92,0.1,0,20,6
17,0.1,0.31,0.5,80,69,83,68,127,62,45,65,65,81,-29,76,130,0.1,1,20,6
18,0.1,0.31,0.5,108,77,72,44,101,71,53,69,74,79,28,68,73,0.1,1,20,6
19,0.1,0.31,0.5,106,103,87,116,137,88,52,58,73,64,18,82,83,0.1,1,20,6
20,0.1,0.31,0.5,109,98,73,69,92,52,10,-4,75,82,38,81,105,0.1,1,20,6
21,0.1,0.31,0.5,99,120,81,107,118,66,58,8,71,-124,21,83,93,0.1,0,20,6
22,0.1,0.31,0.5,99,94,87,58,128,72,48,65,75,80,-9,84,110,0.1,1,20,6
23,0.1,0.31,0.5,98,102,71,131,94,63,59,39,74,-23,37,82,124,0.1,1,20,6
24,0.1,0.31,0.5,104,109,85,129,111,78,60,19,71,62,52,74,82,0.1,1,20,6
25,0.1,0.31,0.5,103,90,100,67,136,104,52,29,75,75,-199,72,100,0.1,0,20,6
26,0.1,0.31,0.5,107,74,128,70,103,55,9,58,-160,75,51,84,92,0.1,0,20,6
27,0.1,0.31,0.5,95,117,76,104,78,84,58,-57,17,71,64,71,158,0.1,1,20,6
28,0.1,0.31,0.5,110,100,83,75,118,91,41,64,69,76,19,75,82,0.1,1,20,6
29,0.1,0.31,0.5,96,74,113,63,110,100,44,54,-117,80,38,41,218,0.1,1,20,6
30,0.1,0.31,0.5,96,105,90,86,90,94,59,60,-126,80,46,46,227,0.1,1,20,6
31,0.1,0.31,0.5,99,110,104,72,120,85,59,-9,-150,78,39,84,251,0.1,1,20,6
32,0.1,0.31,0.5,101,92,100,96,110,67,65,50,25,60,46,78,76,0.1,1,20,6
33,0.1,0.31,0.5,95,93,130,102,134,69,56,31,-318,73,-135,79,219,0.1,0,20,6
34,0.1,0.31,0.5,105,93,59,52,76,74,32,-19,28,82,44,75,120,0.1,1,20,6
35,0.1,0.31,0.5,96,103,117,75,115,72,51,24,55,81,48,83,77,0.1,1,20,6
36,0.1,0.31,0.5,91,101,141,76,128,95,61,40,-161,80,41,53,62,0.1,0,20,6
37,0.1,0.31,0.5,106,95,106,64,83,90,59,-14,53,81,34,80,115,0.1,1,20,6
38,0.1,0.31,0.5,99,105,63,68,113,72,45,-2,14,81,47,79,103,0.1,1,20,6
39,0.1,0.31,0.5,135,90,89,72,127,63,-168,57,37,82,-129,82,69,0.1,0,20,6
40,0.1,0.31,0.5,95,83,125,70,119,75,61,35,-248,80,62,82,149,0.1,0,20,6
41,0.1,0.31,0.5,72,128,105,70,45,115,33,-221,1,82,61,39,122,0.1,0,20,6
42,0.1,0.31,0.5,113,101,122,67,124,82,57,63,-135,80,-143,74,44,0.1,0,20,6
43,0.1,0.31,0.5,105,58,52,84,135,78,55,56,55,-111,-3,77,104,0.1,0,20,6
44,0.1,0.31,0.5,75,129,110,57,55,59,57,-152,62,82,-4,72,253,0.1,1,20,6
45,0.1,0.31,0.5,97,92,123,99,120,81,59,-46,-189,-123,-38,75,147,0.1,0,20,6
46,0.1,0.31,0.5,85,77,82,106,101,65,53,11,38,-127,-22,76,123,0.1,0,20,6
47,0.1,0.31,0.5,67,97,62,115,117,60,61,-105,-6,-158,-362,81,263,0.1,0,20,6
