eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,106,-620,-514,-409,-130,521,0.1,0,25,4
1,0.1,0.31,0.5,42,31,42,44,-261,-141,-186,46,162,0.1,0,25,4
2,0.1,0.31,0.5,43,43,43,41,-418,-348,-257,57,319,0.1,0,25,4
3,0.1,0.31,0.5,43,43,43,41,-322,-203,-225,59,223,0.1,0,25,4
4,0.1,0.31,0.5,43,43,58,41,-282,-403,-16,55,304,0.1,0,25,4
5,0.1,0.31,0.5,60,60,58,63,-186,-351,64,47,252,0.1,0,25,4
6,0.1,0.31,0.5,60,60,58,57,-378,-784,63,30,685,0.1,0,25,4
7,0.1,0.31,0.5,72,72,60,66,-168,-520,36,43,421,0.1,0,25,4
8,0.1,0.31,0.5,73,73,48,69,-431,-325,59,-149,332,0.1,0,25,4
9,0.1,0.31,0.5,77,108,59,88,-12,-172,46,-20,273,0.1,1,25,4
10,0.1,0.31,0.5,135,145,106,114,17,15,58,35,86,0.1,1,25,4
11,0.1,0.31,0.5,95,91,88,72,12,-17,-94,33,195,0.1,1,25,4
12,0.1,0.31,0.5,148,120,155,131,-255,37,-141,46,156,0.1,0,25,4
13,0.1,0.31,0.5,80,117,103,102,27,59,48,32,74,0.1,1,25,4
14,0.1,0.31,0.5,121,86,79,92,9,50,55,42,92,0.1,1,25,4
15,0.1,0.31,0.5,124,105,107,106,-28,46,49,50,129,0.1,1,25,4
16,0.1,0.31,0.5,113,91,94,90,14,57,54,42,87,0.1,1,25,4
17,0.1,0.31,0.5,137,115,117,134,18,56,53,34,83,0.1,1,25,4
18,0.1,0.31,0.5,114,135,113,113,28,32,55,43,73,0.1,1,25,4
19,0.1,0.31,0.5,144,82,91,109,-206,59,46,10,107,0.1,0,25,4
20,0.1,0.31,0.5,80,95,91,102,28,62,51,42,73,0.1,1,25,4
21,0.1,0.31,0.5,138,121,130,115,6,49,37,50,95,0.1,1,25,4
22,0.1,0.31,0.5,141,88,98,100,9,69,53,43,92,0.1,1,25,4
23,0.1,0.31,0.5,92,115,89,106,15,37,59,47,86,0.1,1,25,4
24,0.1,0.31,0.5,154,96,138,112,-67,66,35,49,168,0.1,1,25,4
25,0.1,0.31,0.5,116,92,101,99,9,57,48,44,92,0.1,1,25,4
26,0.1,0.31,0.5,137,82,72,89,-134,65,55,45,56,0.1,0,25,4
27,0.1,0.31,0.5,96,133,108,127,36,-384,50,-144,285,0.1,0,25,4
28,0.1,0.31,0.5,113,123,105,116,12,-141,57,14,89,0.1,0,25,4
29,0.1,0.31,0.5,105,137,77,76,33,-57,59,40,158,0.1,1,25,4
30,0.1,0.31,0.5,144,68,117,125,-166,65,49,51,67,0.1,0,25,4
31,0.1,0.31,0.5,109,110,82,86,-6,59,59,44,107,0.1,1,25,4
32,0.1,0.31,0.5,102,93,94,131,33,65,55,-211,112,0.1,0,25,4
33,0.1,0.31,0.5,107,87,179,72,22,41,-161,51,262,0.1,1,25,4
34,0.1,0.31,0.5,106,160,103,117,32,-48,58,22,149,0.1,1,25,4
35,0.1,0.31,0.5,141,129,115,160,19,26,49,3,98,0.1,1,25,4
36,0.1,0.31,0.5,115,82,103,67,-3,58,43,52,104,0.1,1,25,4
37,0.1,0.31,0.5,117,102,106,119,25,69,55,59,76,0.1,1,25,4
38,0.1,0.31,0.5,142,82,110,121,-26,69,18,46,127,0.1,1,25,4
39,0.1,0.31,0.5,115,81,94,90,28,63,58,28,73,0.1,1,25,4
40,0.1,0.31,0.5,137,103,96,138,-16,69,55,-23,124,0.1,1,25,4
41,0.1,0.31,0.5,127,82,98,113,6,71,41,37,95,0.1,1,25,4
42,0.1,0.31,0.5,124,92,108,85,-18,61,56,45,119,0.1,1,25,4
43,0.1,0.31,0.5,121,124,101,114,5,-130,48,47,96,0.1,0,25,4
44,0.1,0.31,0.5,130,106,101,139,6,68,44,-11,112,0.1,1,25,4
45,0.1,0.31,0.5,115,46,147,89,12,69,-260,44,161,0.1,0,25,4
46,0.1,0.31,0.5,145,108,111,118,-143,70,56,36,65,0.1,0,25,4
47,0.1,0.31,0.5,128,111,71,112,-8,57,49,40,109,0.1,1,25,4
48,0.1,0.31,0.5,167,66,95,83,-40,63,50,40,141,0.1,1,25,4
49,0.1,0.31,0.5,123,87,100,112,-32,67,54,18,133,0.1,1,25,4
50,0.1,0.31,0.5,127,70,70,102,-115,73,55,24,77,0.1,0,25,4
51,0.1,0.31,0.5,138,41,84,113,-249,72,-151,-293,194,0.1,0,25,4
52,0.1,0.31,0.5,157,71,91,79,-93,73,55,45,194,0.1,1,25,4
53,0.1,0.31,0.5,178,103,96,98,-131,72,56,51,50,0.1,0,25,4
54,0.1,0.31,0.5,121,41,101,113,-3,75,48,46,104,0.1,1,25,4
55,0.1,0.31,0.5,127,91,114,102,11,73,41,42,90,0.1,1,25,4
56,0.1,0.31,0.5,138,90,97,112,-192,61,37,-120,93,0.1,0,25,4
57,0.1,0.31,0.5,143,56,99,73,-56,68,50,56,157,0.1,1,25,4
58,0.1,0.31,0.5,125,100,141,128,-10,64,-161,53,111,0.1,0,25,4
59,0.1,0.31,0.5,146,62,81,94,10,73,43,44,91,0.1,1,25,4
60,0.1,0.31,0.5,154,84,79,92,-134,55,57,32,69,0.1,0,25,4
61,0.1,0.31,0.5,131,119,196,123,-13,65,-87,46,188,0.1,1,25,4
62,0.1,0.31,0.5,151,69,102,103,-133,73,60,47,54,0.1,0,25,4
63,0.1,0.31,0.5,113,144,145,94,11,-211,-180,53,112,0.1,0,25,4
64,0.1,0.31,0.5,199,97,152,79,-296,49,-221,41,397,0.1,0,25,4
65,0.1,0.31,0.5,175,79,105,141,-26,73,46,44,127,0.1,1,25,4
66,0.1,0.31,0.5,154,60,84,96,-51,74,52,33,152,0.1,1,25,4
67,0.1,0.31,0.5,164,67,99,141,-54,70,61,37,155,0.1,1,25,4
68,0.1,0.31,0.5,164,179,123,102,-134,-12,52,44,235,0.1,1,25,4
69,0.1,0.31,0.5,158,136,155,127,-42,73,11,39,143,0.1,1,25,4
70,0.1,0.31,0.5,152,164,108,163,-37,-138,64,-183,138,0.1,0,25,4
71,0.1,0.31,0.5,150,162,81,142,-15,-122,68,47,116,0.1,0,25,4
72,0.1,0.31,0.5,170,163,76,74,-151,-160,65,42,61,0.1,0,25,4
73,0.1,0.31,0.5,158,73,98,137,-27,70,58,46,128,0.1,1,25,4
74,0.1,0.31,0.5,143,53,98,106,-27,76,65,48,128,0.1,1,25,4
75,0.1,0.31,0.5,155,75,108,112,-49,76,-117,31,150,0.1,0,25,4
76,0.1,0.31,0.5,162,78,104,141,-17,75,57,55,118,0.1,1,25,4
77,0.1,0.31,0.5,159,92,87,135,-36,60,66,30,137,0.1,1,25,4
78,0.1,0.31,0.5,155,86,106,112,-15,74,63,38,116,0.1,1,25,4
79,0.1,0.31,0.5,174,74,101,146,-155,75,65,47,56,0.1,0,25,4
80,0.1,0.31,0.5,153,54,156,153,-13,73,-22,-16,123,0.1,1,25,4
81,0.1,0.31,0.5,138,69,144,122,-32,77,45,31,133,0.1,1,25,4
82,0.1,0.31,0.5,178,87,90,127,-33,74,65,40,134,0.1,1,25,4
83,0.1,0.31,0.5,160,78,161,123,-13,60,0,43,114,0.1,1,25,4
84,0.1,0.31,0.5,125,96,136,115,-11,69,53,39,112,0.1,1,25,4
85,0.1,0.31,0.5,160,82,88,116,-131,70,59,33,68,0.1,0,25,4
86,0.1,0.31,0.5,163,64,91,101,-144,73,61,45,56,0.1,0,25,4
87,0.1,0.31,0.5,170,76,110,143,-63,76,49,7,164,0.1,1,25,4
88,0.1,0.31,0.5,129,65,90,125,41,75,57,35,66,0.1,1,25,4
89,0.1,0.31,0.5,100,65,105,102,44,77,58,44,57,0.1,1,25,4
90,0.1,0.31,0.5,147,96,84,104,-15,57,59,49,116,0.1,1,25,4
91,0.1,0.31,0.5,106,103,113,105,52,76,61,47,54,0.1,1,25,4
92,0.1,0.31,0.5,99,69,114,109,52,76,52,55,49,0.1,1,25,4
93,0.1,0.31,0.5,96,63,78,127,50,76,63,-114,51,0.1,0,25,4
94,0.1,0.31,0.5,100,84,90,92,55,71,-112,53,48,0.1,0,25,4
95,0.1,0.31,0.5,104,67,90,90,37,74,-111,40,64,0.1,0,25,4
96,0.1,0.31,0.5,96,70,80,125,42,66,71,30,71,0.1,1,25,4
97,0.1,0.31,0.5,108,89,122,92,52,72,-20,53,121,0.1,1,25,4
98,0.1,0.31,0.5,144,117,110,98,-152,52,52,55,53,0.1,0,25,4
99,0.1,0.31,0.5,105,60,111,89,39,77,-109,43,62,0.1,0,25,4
100,0.1,0.31,0.5,89,86,103,115,26,67,-111,44,75,0.1,0,25,4
101,0.1,0.31,0.5,102,54,122,83,54,77,-137,36,65,0.1,0,25,4
102,0.1,0.31,0.5,87,48,114,98,40,67,-56,38,157,0.1,1,25,4
103,0.1,0.31,0.5,89,124,145,95,49,-234,-153,51,254,0.1,0,25,4
104,0.1,0.31,0.5,131,143,117,97,18,-51,52,53,152,0.1,1,25,4
105,0.1,0.31,0.5,90,42,102,103,53,77,52,41,60,0.1,1,25,4
106,0.1,0.31,0.5,120,89,99,129,38,77,59,52,63,0.1,1,25,4
107,0.1,0.31,0.5,107,142,111,82,55,-216,60,49,117,0.1,0,25,4
108,0.1,0.31,0.5,100,142,81,131,49,-124,61,-12,113,0.1,0,25,4
109,0.1,0.31,0.5,117,110,114,148,44,77,48,22,79,0.1,1,25,4
110,0.1,0.31,0.5,108,51,141,81,55,77,-129,51,50,0.1,0,25,4
