eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-106,-163,-222,-214,-111,-127,-123,-119,123,0.1,0,15,8
1,0.1,0.31,0.5,0,0,0,0,0,0,34,0,-153,-133,-256,-115,-129,-179,26,-170,157,0.1,0,15,8
2,0.1,0.31,0.5,11,15,15,5,15,15,16,10,-116,-401,-304,-104,-124,-325,80,-109,302,0.1,0,15,8
3,0.1,0.31,0.5,16,16,23,16,34,16,16,16,-119,-133,65,-130,26,-224,85,-142,125,0.1,0,15,8
4,0.1,0.31,0.5,46,30,42,46,61,39,33,41,-163,-116,70,-187,45,71,81,-133,88,0.1,0,15,8
5,0.1,0.31,0.5,52,61,40,39,27,19,27,50,-104,19,73,13,70,92,82,-117,88,0.1,0,15,8
6,0.1,0.31,0.5,77,87,60,62,71,76,58,43,-143,-147,80,83,73,-122,84,73,48,0.1,0,15,8
7,0.1,0.31,0.5,85,56,53,75,84,57,56,51,-153,67,81,79,-111,92,88,91,54,0.1,0,15,8
8,0.1,0.31,0.5,86,62,47,30,38,27,84,47,-154,64,82,82,74,92,-143,92,55,0.1,0,15,8
9,0.1,0.31,0.5,34,51,63,67,54,44,23,27,39,73,67,78,82,92,81,92,62,0.1,1,15,8
10,0.1,0.31,0.5,69,61,47,80,76,52,66,39,70,81,81,-113,-118,87,83,92,31,0.1,0,15,8
11,0.1,0.31,0.5,67,43,55,44,70,54,41,47,66,81,79,79,-9,66,88,92,110,0.1,1,15,8
12,0.1,0.31,0.5,60,79,80,76,59,65,68,39,70,73,71,55,66,85,82,92,46,0.1,1,15,8
13,0.1,0.31,0.5,71,65,57,67,82,65,56,54,70,83,80,79,71,86,88,92,31,0.1,1,15,8
14,0.1,0.31,0.5,93,57,70,70,65,56,62,49,-133,83,76,67,74,84,87,92,34,0.1,0,15,8
15,0.1,0.31,0.5,65,69,73,63,63,68,61,41,73,83,78,79,79,80,86,92,28,0.1,1,15,8
16,0.1,0.31,0.5,54,53,53,85,53,58,53,75,50,84,66,-120,82,79,79,70,51,0.1,0,15,8
17,0.1,0.31,0.5,94,86,67,51,66,56,57,51,-140,-115,74,80,82,71,84,92,41,0.1,0,15,8
18,0.1,0.31,0.5,62,51,71,59,59,66,71,47,67,83,78,83,80,86,83,92,34,0.1,1,15,8
19,0.1,0.31,0.5,55,56,55,61,61,62,56,39,74,83,83,80,80,73,71,92,30,0.1,1,15,8
20,0.1,0.31,0.5,76,72,71,71,65,60,74,47,66,83,77,83,82,85,-21,92,122,0.1,1,15,8
21,0.1,0.31,0.5,73,69,66,55,63,61,91,38,75,78,76,83,82,83,-332,92,433,0.1,1,15,8
22,0.1,0.31,0.5,58,58,62,71,62,57,52,44,60,65,75,78,82,86,26,92,75,0.1,1,15,8
23,0.1,0.31,0.5,87,84,82,72,72,71,79,46,70,80,67,81,84,78,71,92,34,0.1,1,15,8
24,0.1,0.31,0.5,76,64,71,57,62,72,74,54,73,81,71,81,84,86,12,91,89,0.1,1,15,8
25,0.1,0.31,0.5,53,54,61,68,89,51,53,44,69,75,83,79,-115,85,45,92,56,0.1,0,15,8
26,0.1,0.31,0.5,90,89,82,81,67,67,89,55,63,81,79,76,82,85,52,92,49,0.1,1,15,8
27,0.1,0.31,0.5,96,95,72,61,53,64,85,54,-126,-118,78,85,81,86,-9,90,110,0.1,0,15,8
28,0.1,0.31,0.5,96,60,55,65,81,60,53,45,-129,83,78,83,84,77,89,90,30,0.1,0,15,8
29,0.1,0.31,0.5,69,51,91,69,68,61,64,54,70,79,-120,83,51,86,86,92,50,0.1,0,15,8
30,0.1,0.31,0.5,57,80,53,50,53,57,62,45,44,78,72,84,84,86,86,90,57,0.1,1,15,8
31,0.1,0.31,0.5,98,56,48,68,71,61,53,47,-158,79,78,73,84,86,86,92,59,0.1,0,15,8
32,0.1,0.31,0.5,83,60,86,69,67,57,68,78,70,83,79,85,82,86,80,-111,31,0.1,0,15,8
33,0.1,0.31,0.5,36,83,52,54,71,62,51,51,72,-112,73,77,37,76,86,91,64,0.1,0,15,8
34,0.1,0.31,0.5,84,65,67,73,60,67,69,33,69,78,71,83,80,88,75,92,32,0.1,1,15,8
35,0.1,0.31,0.5,83,49,80,64,71,59,68,76,73,83,79,85,82,86,84,88,28,0.1,1,15,8
36,0.1,0.31,0.5,43,81,52,51,60,58,57,56,61,71,79,84,84,86,82,91,40,0.1,1,15,8
37,0.1,0.31,0.5,88,62,73,73,64,89,65,51,66,83,73,84,83,-121,86,83,35,0.1,0,15,8
38,0.1,0.31,0.5,78,65,76,72,74,68,76,65,67,60,81,75,74,86,57,92,44,0.1,1,15,8
39,0.1,0.31,0.5,46,79,52,49,54,30,52,49,65,81,72,85,83,88,86,91,36,0.1,1,15,8
40,0.1,0.31,0.5,77,58,72,75,64,106,84,31,71,77,77,76,84,-34,-119,92,135,0.1,0,15,8
41,0.1,0.31,0.5,79,59,78,73,66,73,70,60,73,82,79,85,84,75,86,92,28,0.1,1,15,8
42,0.1,0.31,0.5,45,70,48,45,59,46,35,56,70,82,79,84,77,51,85,88,50,0.1,1,15,8
43,0.1,0.31,0.5,83,64,77,80,70,85,87,54,73,83,83,83,83,54,84,92,47,0.1,1,15,8
44,0.1,0.31,0.5,68,50,68,60,61,83,59,48,71,79,74,83,84,-89,86,92,190,0.1,1,15,8
45,0.1,0.31,0.5,54,77,56,53,56,52,45,51,73,83,77,83,84,49,84,92,52,0.1,1,15,8
46,0.1,0.31,0.5,85,67,78,72,82,85,82,47,71,82,77,85,-106,63,88,92,38,0.1,0,15,8
47,0.1,0.31,0.5,71,50,63,74,70,68,74,46,68,83,78,64,84,-90,-8,92,191,0.1,1,15,8
48,0.1,0.31,0.5,54,66,57,100,41,53,47,52,73,83,79,-113,82,57,85,92,44,0.1,0,15,8
49,0.1,0.31,0.5,83,84,79,64,74,84,70,64,-110,-121,66,85,84,-176,86,-105,77,0.1,0,15,8
50,0.1,0.31,0.5,88,64,57,42,65,78,64,65,-121,83,79,85,86,77,86,-105,24,0.1,0,15,8
51,0.1,0.31,0.5,85,50,66,82,82,38,51,62,-119,83,78,84,-108,90,85,-106,23,0.1,0,15,8
52,0.1,0.31,0.5,88,56,45,37,42,53,49,92,-124,83,79,85,81,88,85,-131,32,0.1,0,15,8
53,0.1,0.31,0.5,77,56,55,57,53,42,56,92,-168,76,79,77,83,90,85,-107,69,0.1,0,15,8
54,0.1,0.31,0.5,83,47,56,60,66,45,38,92,-110,79,79,78,-118,84,86,-108,23,0.1,0,15,8
55,0.1,0.31,0.5,85,65,57,47,75,63,59,89,-182,77,78,85,-130,86,86,-111,83,0.1,0,15,8
56,0.1,0.31,0.5,85,51,52,49,61,40,52,88,-135,82,79,84,72,90,86,-112,36,0.1,0,15,8
57,0.1,0.31,0.5,77,40,49,56,32,31,44,61,10,83,77,81,83,90,78,52,91,0.1,1,15,8
58,0.1,0.31,0.5,55,83,72,70,81,76,69,55,71,-123,78,67,80,83,86,84,34,0.1,0,15,8
59,0.1,0.31,0.5,78,60,53,46,49,47,54,81,68,60,82,81,82,90,84,-110,41,0.1,0,15,8
60,0.1,0.31,0.5,68,54,68,77,59,54,58,74,68,83,77,79,82,89,86,84,33,0.1,1,15,8
61,0.1,0.31,0.5,55,62,56,51,62,54,54,33,65,85,82,83,83,90,84,84,36,0.1,1,15,8
62,0.1,0.31,0.5,81,73,73,64,70,66,76,76,72,83,78,84,84,88,82,83,29,0.1,1,15,8
63,0.1,0.31,0.5,67,48,56,62,44,38,43,80,69,72,70,79,81,90,86,84,32,0.1,1,15,8
64,0.1,0.31,0.5,60,78,68,63,84,64,67,24,59,78,81,84,72,89,86,84,42,0.1,1,15,8
