eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-773,-184,-196,-223,-806,-460,-219,-136,707,0.1,0,25,8
1,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-389,-133,-248,-131,-332,-458,-218,-159,359,0.1,0,25,8
2,0.1,0.31,0.5,0,0,0,0,0,0,93,0,-205,-302,-622,-280,-132,-262,-146,-336,523,0.1,0,25,8
3,0.1,0.31,0.5,19,19,19,19,19,19,93,19,-181,-194,-277,-172,-255,-443,-123,-132,344,0.1,0,25,8
4,0.1,0.31,0.5,24,24,24,24,24,24,18,24,-175,-249,-519,-340,-224,-200,80,-152,420,0.1,0,25,8
5,0.1,0.31,0.5,24,24,24,74,24,24,6,24,-253,-501,-146,-57,-860,-345,-130,-238,761,0.1,0,25,8
6,0.1,0.31,0.5,27,27,27,74,27,27,9,27,-312,-169,-273,-138,-446,-206,-214,-188,347,0.1,0,25,8
7,0.1,0.31,0.5,126,46,46,45,46,72,44,185,-222,-937,-342,49,-168,-5,-265,-361,838,0.1,0,25,8
8,0.1,0.31,0.5,139,160,160,138,160,88,83,89,33,-686,-216,56,-302,73,78,52,587,0.1,0,25,8
9,0.1,0.31,0.5,85,67,87,86,28,78,39,115,29,-40,-136,21,65,64,83,51,237,0.1,1,25,8
10,0.1,0.31,0.5,212,186,205,186,159,140,127,153,-5,60,39,41,75,70,80,10,106,0.1,1,25,8
11,0.1,0.31,0.5,95,131,118,197,101,139,71,119,31,55,45,-115,72,57,83,48,70,0.1,0,25,8
12,0.1,0.31,0.5,196,129,154,129,101,135,141,150,-7,48,6,23,69,9,55,41,108,0.1,1,25,8
13,0.1,0.31,0.5,228,97,93,154,126,107,74,93,-145,55,51,19,59,49,83,56,82,0.1,0,25,8
14,0.1,0.31,0.5,89,214,186,164,112,168,96,195,38,-177,30,-29,68,5,76,-18,130,0.1,0,25,8
15,0.1,0.31,0.5,228,147,155,164,178,130,107,251,-180,30,46,38,-127,73,83,-148,81,0.1,0,25,8
16,0.1,0.31,0.5,197,198,115,140,97,114,60,144,-88,-147,39,44,72,56,83,46,189,0.1,0,25,8
17,0.1,0.31,0.5,153,119,179,152,177,115,97,117,-8,37,42,45,-131,75,81,55,109,0.1,0,25,8
18,0.1,0.31,0.5,167,120,144,124,84,200,141,148,0,54,-16,42,65,-197,59,-111,117,0.1,0,25,8
19,0.1,0.31,0.5,176,191,238,155,124,103,86,179,-32,40,-174,41,69,74,83,-124,133,0.1,0,25,8
20,0.1,0.31,0.5,160,111,148,161,138,172,127,216,-9,60,-15,46,72,-126,72,-304,205,0.1,0,25,8
21,0.1,0.31,0.5,160,128,118,129,118,192,96,221,16,49,38,34,53,-144,83,-154,85,0.1,0,25,8
22,0.1,0.31,0.5,163,180,181,187,132,100,95,141,6,35,42,-132,65,57,67,35,95,0.1,0,25,8
23,0.1,0.31,0.5,167,157,137,146,139,196,80,107,-3,19,48,30,65,-158,84,66,104,0.1,0,25,8
24,0.1,0.31,0.5,174,114,144,139,87,159,91,209,1,56,46,22,75,-72,82,-39,173,0.1,1,25,8
25,0.1,0.31,0.5,195,229,181,175,113,175,105,143,4,-212,32,43,73,-4,77,63,113,0.1,0,25,8
26,0.1,0.31,0.5,231,149,148,165,134,188,87,117,-241,63,46,47,75,52,81,69,142,0.1,0,25,8
27,0.1,0.31,0.5,145,94,157,167,105,130,125,169,11,64,39,-3,73,30,72,64,104,0.1,1,25,8
28,0.1,0.31,0.5,165,180,148,167,108,148,109,177,-25,50,53,29,73,54,81,-113,126,0.1,0,25,8
29,0.1,0.31,0.5,193,128,151,156,135,185,86,155,15,65,49,36,72,31,81,36,86,0.1,1,25,8
30,0.1,0.31,0.5,228,115,162,155,110,143,104,122,-196,65,-7,25,73,46,80,68,108,0.1,0,25,8
31,0.1,0.31,0.5,148,226,164,157,127,140,105,165,50,-109,54,45,73,49,79,69,210,0.1,1,25,8
32,0.1,0.31,0.5,159,125,113,124,141,145,74,189,-6,52,51,49,48,49,79,-134,107,0.1,0,25,8
33,0.1,0.31,0.5,214,192,159,131,194,189,111,109,-174,-228,25,50,-126,-140,79,69,329,0.1,0,25,8
34,0.1,0.31,0.5,213,181,190,179,127,181,226,113,13,30,3,39,70,14,-180,66,98,0.1,0,25,8
35,0.1,0.31,0.5,151,128,118,119,119,109,118,155,-60,31,49,46,41,40,83,60,161,0.1,1,25,8
36,0.1,0.31,0.5,174,169,165,158,164,178,81,133,28,26,20,48,73,53,80,66,81,0.1,1,25,8
37,0.1,0.31,0.5,163,126,114,143,98,118,120,179,31,-1,62,42,74,49,82,-123,102,0.1,0,25,8
38,0.1,0.31,0.5,197,166,160,136,95,143,79,96,-161,7,45,51,73,44,83,66,94,0.1,0,25,8
39,0.1,0.31,0.5,144,148,148,155,151,159,176,100,-19,38,53,40,69,54,-135,69,120,0.1,0,25,8
40,0.1,0.31,0.5,144,140,126,142,196,188,105,189,-15,34,44,48,-70,-136,81,-47,171,0.1,0,25,8
41,0.1,0.31,0.5,185,148,147,205,109,121,95,125,10,39,35,-151,74,31,75,64,91,0.1,0,25,8
42,0.1,0.31,0.5,148,170,164,118,129,149,103,136,16,23,49,46,72,44,82,51,85,0.1,1,25,8
43,0.1,0.31,0.5,146,153,135,134,153,179,84,139,30,18,23,48,58,39,79,66,83,0.1,1,25,8
44,0.1,0.31,0.5,186,168,161,194,121,205,88,151,15,26,54,51,73,-144,83,45,86,0.1,0,25,8
45,0.1,0.31,0.5,142,161,172,124,117,151,103,134,45,37,8,46,75,11,83,69,93,0.1,1,25,8
46,0.1,0.31,0.5,153,137,211,144,145,132,89,145,-10,39,-147,7,65,44,78,61,111,0.1,0,25,8
47,0.1,0.31,0.5,208,204,129,180,118,194,202,122,-136,-218,50,51,75,34,-223,67,124,0.1,0,25,8
48,0.1,0.31,0.5,189,153,133,128,126,126,144,153,-4,41,35,45,70,51,83,45,105,0.1,1,25,8
49,0.1,0.31,0.5,221,117,200,169,123,123,64,185,-151,39,-131,-112,73,58,83,-112,62,0.1,0,25,8
50,0.1,0.31,0.5,228,170,206,204,80,161,97,185,-146,10,-138,-130,75,42,83,-112,91,0.1,0,25,8
51,0.1,0.31,0.5,201,98,192,121,110,90,47,179,-140,39,-134,57,69,56,83,-112,62,0.1,0,25,8
52,0.1,0.31,0.5,168,135,183,135,98,143,143,188,-90,43,26,-113,68,40,36,-27,191,0.1,0,25,8
53,0.1,0.31,0.5,143,207,80,166,127,180,152,108,42,-56,71,12,71,45,77,67,157,0.1,1,25,8
54,0.1,0.31,0.5,162,232,178,106,85,203,61,127,-5,-137,-129,53,75,-120,82,67,106,0.1,0,25,8
55,0.1,0.31,0.5,137,97,126,180,131,71,90,159,43,38,66,43,74,65,83,55,63,0.1,1,25,8
56,0.1,0.31,0.5,165,174,102,135,169,142,95,204,21,22,62,51,-25,63,83,-323,224,0.1,0,25,8
57,0.1,0.31,0.5,136,140,146,172,127,120,59,187,44,2,60,-116,75,62,82,-143,99,0.1,0,25,8
58,0.1,0.31,0.5,128,137,142,99,157,122,86,117,27,42,51,52,-47,62,82,-76,177,0.1,1,25,8
59,0.1,0.31,0.5,164,162,119,173,111,144,104,164,20,42,67,56,76,58,83,13,88,0.1,1,25,8
60,0.1,0.31,0.5,173,135,123,142,104,135,82,186,13,30,71,58,73,65,80,-93,194,0.1,1,25,8
61,0.1,0.31,0.5,127,152,150,124,174,97,131,110,45,36,-111,45,-137,79,-116,-8,109,0.1,0,25,8
62,0.1,0.31,0.5,172,182,128,158,118,163,97,166,46,9,63,53,75,41,81,28,92,0.1,1,25,8
63,0.1,0.31,0.5,146,130,101,209,74,152,76,171,38,40,70,-146,75,63,82,9,247,0.1,1,25,8
64,0.1,0.31,0.5,146,158,136,130,153,108,121,131,23,26,68,45,75,62,83,10,91,0.1,1,25,8
65,0.1,0.31,0.5,176,155,202,130,118,159,81,161,31,45,-334,61,69,43,83,-47,235,0.1,0,25,8
66,0.1,0.31,0.5,215,155,124,146,126,122,102,174,-175,-16,73,61,48,66,-106,-53,154,0.1,0,25,8
67,0.1,0.31,0.5,129,154,82,198,176,126,186,216,43,47,72,-135,46,67,-139,-342,243,0.1,0,25,8
68,0.1,0.31,0.5,143,171,161,130,137,158,112,143,48,40,70,63,70,58,82,38,63,0.1,1,25,8
69,0.1,0.31,0.5,184,150,180,118,109,147,86,134,51,43,50,63,68,60,83,43,58,0.1,1,25,8
70,0.1,0.31,0.5,134,210,79,158,159,103,116,164,47,-176,67,55,-59,67,81,44,160,0.1,0,25,8
71,0.1,0.31,0.5,120,124,204,108,132,136,70,127,50,35,-72,56,-135,65,75,33,236,0.1,1,25,8
72,0.1,0.31,0.5,194,172,149,155,113,116,86,232,45,33,28,55,71,67,83,-202,103,0.1,0,25,8
73,0.1,0.31,0.5,232,190,154,159,205,145,110,137,-228,38,44,63,25,65,83,33,129,0.1,0,25,8
74,0.1,0.31,0.5,134,122,162,126,131,155,82,158,36,35,59,63,7,57,83,-20,121,0.1,1,25,8
75,0.1,0.31,0.5,114,153,139,132,131,129,80,193,54,40,65,63,-78,64,83,39,179,0.1,1,25,8
76,0.1,0.31,0.5,190,168,113,147,150,125,98,141,50,38,67,63,-9,67,85,35,110,0.1,1,25,8
77,0.1,0.31,0.5,140,142,178,144,149,150,92,128,49,43,47,54,-13,67,80,40,114,0.1,1,25,8
78,0.1,0.31,0.5,120,147,143,137,122,124,96,195,49,45,67,61,18,63,79,31,83,0.1,1,25,8
79,0.1,0.31,0.5,177,166,116,201,153,141,108,145,47,42,61,-156,-167,55,79,28,268,0.1,0,25,8
80,0.1,0.31,0.5,128,141,143,201,129,138,125,114,41,24,55,-111,-50,58,-120,45,151,0.1,0,25,8
81,0.1,0.31,0.5,134,135,127,146,185,112,89,189,29,43,61,56,-136,64,80,27,74,0.1,0,25,8
82,0.1,0.31,0.5,176,157,121,108,118,167,69,143,53,42,58,48,-52,39,83,25,153,0.1,1,25,8
83,0.1,0.31,0.5,128,142,134,180,122,140,109,129,53,42,64,52,14,42,83,30,87,0.1,1,25,8
84,0.1,0.31,0.5,138,151,149,144,177,116,80,180,43,38,46,54,34,66,83,43,67,0.1,1,25,8
85,0.1,0.31,0.5,179,171,142,107,145,124,74,154,53,43,63,59,-102,74,83,31,203,0.1,1,25,8
86,0.1,0.31,0.5,123,180,119,176,98,108,154,118,39,-112,67,-130,-5,67,53,41,106,0.1,0,25,8
87,0.1,0.31,0.5,133,192,121,182,188,130,113,163,53,-134,62,-133,-266,68,83,21,235,0.1,0,25,8
