eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,rewards_agent_0,rewards_agent_1,total_steps,del_threshold,eps_status,grid_size
0,0.5,0.2,0.4,0,0,-109,-136,37,0.45,0,10
1,0.5,0.2,0.4,0,0,-133,-123,34,0.45,0,10
2,0.5,0.2,0.4,0,0,-133,-117,34,0.45,0,10
3,0.5,0.2,0.4,0,0,-104,-108,9,0.45,0,10
4,0.5,0.2,0.4,0,0,-118,-154,55,0.45,0,10
5,0.5,0.2,0.4,0,0,-113,-189,90,0.45,0,10
6,0.5,0.2,0.4,0,0,-147,-159,60,0.45,0,10
7,0.5,0.2,0.4,0,24,-174,43,75,0.45,0,10
8,0.5,0.2,0.4,12,12,-148,90,49,0.45,0,10
9,0.5,0.2,0.4,13,12,80,-129,30,0.45,0,10
10,0.5,0.2,0.4,22,24,88,-137,38,0.45,0,10
11,0.5,0.2,0.4,24,12,87,89,14,0.45,1,10
12,0.5,0.2,0.4,13,33,89,68,33,0.45,1,10
13,0.5,0.2,0.4,24,19,87,88,14,0.45,1,10
14,0.5,0.2,0.4,27,12,77,90,24,0.45,1,10
15,0.5,0.2,0.4,13,23,87,88,14,0.45,1,10
16,0.5,0.2,0.4,21,22,-111,92,12,0.45,0,10
17,0.5,0.2,0.4,22,10,87,92,14,0.45,1,10
18,0.5,0.2,0.4,12,19,89,92,12,0.45,1,10
19,0.5,0.2,0.4,19,22,88,-128,29,0.45,0,10
20,0.5,0.2,0.4,23,19,87,91,14,0.45,1,10
21,0.5,0.2,0.4,16,10,89,92,12,0.45,1,10
22,0.5,0.2,0.4,19,18,87,91,14,0.45,1,10
23,0.5,0.2,0.4,20,18,88,92,13,0.45,1,10
24,0.5,0.2,0.4,16,10,88,92,13,0.45,1,10
25,0.5,0.2,0.4,22,18,83,91,18,0.45,1,10
26,0.5,0.2,0.4,20,19,89,92,12,0.45,1,10
27,0.5,0.2,0.4,22,11,-116,92,17,0.45,0,10
28,0.5,0.2,0.4,22,10,-105,90,11,0.45,0,10
29,0.5,0.2,0.4,22,19,-112,92,13,0.45,0,10
30,0.5,0.2,0.4,16,17,89,92,12,0.45,1,10
31,0.5,0.2,0.4,18,11,89,92,12,0.45,1,10
32,0.5,0.2,0.4,22,19,88,92,13,0.45,1,10
33,0.5,0.2,0.4,22,18,-108,92,9,0.45,0,10
34,0.5,0.2,0.4,16,11,86,92,15,0.45,1,10
35,0.5,0.2,0.4,18,19,90,90,11,0.45,1,10
36,0.5,0.2,0.4,20,22,89,87,14,0.45,1,10
37,0.5,0.2,0.4,15,10,86,92,15,0.45,1,10
38,0.5,0.2,0.4,21,19,89,92,12,0.45,1,10
39,0.5,0.2,0.4,19,19,89,92,12,0.45,1,10
40,0.5,0.2,0.4,16,10,88,92,13,0.45,1,10
41,0.5,0.2,0.4,21,19,89,91,12,0.45,1,10
42,0.5,0.2,0.4,20,20,87,91,14,0.45,1,10
43,0.5,0.2,0.4,16,11,88,92,13,0.45,1,10
44,0.5,0.2,0.4,21,19,89,91,12,0.45,1,10
45,0.5,0.2,0.4,21,19,84,-110,17,0.45,0,10
46,0.5,0.2,0.4,16,20,86,90,15,0.45,1,10
47,0.5,0.2,0.4,22,12,88,89,13,0.45,1,10
48,0.5,0.2,0.4,18,20,89,92,12,0.45,1,10
49,0.5,0.2,0.4,22,19,-145,91,46,0.45,0,10
50,0.5,0.2,0.4,22,11,-107,90,11,0.45,0,10
51,0.5,0.2,0.4,15,18,-107,92,9,0.45,0,10
52,0.5,0.2,0.4,15,10,-121,91,22,0.45,0,10
53,0.5,0.2,0.4,15,10,-112,92,13,0.45,0,10
54,0.5,0.2,0.4,14,10,-111,91,12,0.45,0,10
55,0.5,0.2,0.4,14,10,-133,92,34,0.45,0,10
56,0.5,0.2,0.4,14,10,-149,92,50,0.45,0,10
57,0.5,0.2,0.4,14,10,-112,92,13,0.45,0,10
58,0.5,0.2,0.4,14,10,-171,92,72,0.45,0,10
59,0.5,0.2,0.4,14,10,-161,90,62,0.45,0,10
60,0.5,0.2,0.4,14,10,-132,92,33,0.45,0,10
61,0.5,0.2,0.4,20,10,41,91,60,0.45,1,10
62,0.5,0.2,0.4,20,17,84,92,17,0.45,1,10
63,0.5,0.2,0.4,24,12,87,92,14,0.45,1,10
64,0.5,0.2,0.4,18,17,87,92,14,0.45,1,10
65,0.5,0.2,0.4,20,15,87,91,14,0.45,1,10
66,0.5,0.2,0.4,25,17,84,92,17,0.45,1,10
67,0.5,0.2,0.4,25,17,-110,92,11,0.45,0,10
68,0.5,0.2,0.4,18,15,87,92,14,0.45,1,10
69,0.5,0.2,0.4,20,21,87,87,14,0.45,1,10
70,0.5,0.2,0.4,21,27,85,-120,21,0.45,0,10
71,0.5,0.2,0.4,18,24,85,92,16,0.45,1,10
72,0.5,0.2,0.4,24,10,86,92,15,0.45,1,10
73,0.5,0.2,0.4,22,20,87,91,14,0.45,1,10
74,0.5,0.2,0.4,16,20,87,92,14,0.45,1,10
75,0.5,0.2,0.4,24,10,-117,91,18,0.45,0,10
76,0.5,0.2,0.4,24,19,87,92,14,0.45,1,10
77,0.5,0.2,0.4,14,10,87,92,14,0.45,1,10
78,0.5,0.2,0.4,24,19,87,92,14,0.45,1,10
79,0.5,0.2,0.4,24,19,87,92,14,0.45,1,10
80,0.5,0.2,0.4,14,10,87,92,14,0.45,1,10
81,0.5,0.2,0.4,24,19,85,90,16,0.45,1,10
82,0.5,0.2,0.4,24,19,87,92,14,0.45,1,10
83,0.5,0.2,0.4,14,12,85,88,16,0.45,1,10
84,0.5,0.2,0.4,24,21,87,92,14,0.45,1,10
85,0.5,0.2,0.4,24,19,87,92,14,0.45,1,10
86,0.5,0.2,0.4,14,10,87,92,14,0.45,1,10
87,0.5,0.2,0.4,23,18,87,92,14,0.45,1,10
88,0.5,0.2,0.4,24,19,-116,92,17,0.45,0,10
89,0.5,0.2,0.4,24,11,87,92,14,0.45,1,10
90,0.5,0.2,0.4,14,18,87,92,14,0.45,1,10
91,0.5,0.2,0.4,25,18,79,92,22,0.45,1,10
92,0.5,0.2,0.4,24,11,86,92,15,0.45,1,10
93,0.5,0.2,0.4,14,19,87,92,14,0.45,1,10
94,0.5,0.2,0.4,24,18,87,92,14,0.45,1,10
95,0.5,0.2,0.4,24,11,86,92,15,0.45,1,10
96,0.5,0.2,0.4,24,12,-119,92,20,0.45,0,10
97,0.5,0.2,0.4,14,18,87,92,14,0.45,1,10
98,0.5,0.2,0.4,24,20,87,90,14,0.45,1,10
99,0.5,0.2,0.4,24,14,-108,92,9,0.45,0,10
100,0.5,0.2,0.4,24,16,-110,91,11,0.45,0,10
101,0.5,0.2,0.4,15,11,-108,92,9,0.45,0,10
102,0.5,0.2,0.4,33,10,-20,91,121,0.45,1,10
103,0.5,0.2,0.4,20,19,77,92,24,0.45,1,10
104,0.5,0.2,0.4,21,11,-132,90,33,0.45,0,10
105,0.5,0.2,0.4,18,17,81,92,20,0.45,1,10
106,0.5,0.2,0.4,19,11,82,92,19,0.45,1,10
107,0.5,0.2,0.4,18,18,83,92,18,0.45,1,10
108,0.5,0.2,0.4,19,10,80,92,21,0.45,1,10
109,0.5,0.2,0.4,18,19,83,92,18,0.45,1,10
110,0.5,0.2,0.4,19,19,83,92,18,0.45,1,10
111,0.5,0.2,0.4,19,10,83,90,18,0.45,1,10
112,0.5,0.2,0.4,19,19,-118,-119,20,0.45,0,10
113,0.5,0.2,0.4,19,19,75,91,26,0.45,1,10
114,0.5,0.2,0.4,19,10,82,92,19,0.45,1,10
115,0.5,0.2,0.4,19,19,82,89,19,0.45,1,10
116,0.5,0.2,0.4,18,19,83,92,18,0.45,1,10
117,0.5,0.2,0.4,19,10,83,92,18,0.45,1,10
118,0.5,0.2,0.4,20,17,80,92,21,0.45,1,10
119,0.5,0.2,0.4,18,19,83,90,18,0.45,1,10
120,0.5,0.2,0.4,19,12,83,92,18,0.45,1,10
121,0.5,0.2,0.4,19,17,83,92,18,0.45,1,10
122,0.5,0.2,0.4,18,19,83,92,18,0.45,1,10
123,0.5,0.2,0.4,19,12,83,92,18,0.45,1,10
124,0.5,0.2,0.4,19,17,83,92,18,0.45,1,10
125,0.5,0.2,0.4,18,18,81,92,20,0.45,1,10
126,0.5,0.2,0.4,19,12,83,92,18,0.45,1,10
127,0.5,0.2,0.4,19,18,82,92,19,0.45,1,10
128,0.5,0.2,0.4,18,18,83,92,18,0.45,1,10
129,0.5,0.2,0.4,19,12,83,92,18,0.45,1,10
130,0.5,0.2,0.4,19,18,82,92,19,0.45,1,10
131,0.5,0.2,0.4,18,18,83,92,18,0.45,1,10
132,0.5,0.2,0.4,19,12,83,92,18,0.45,1,10
133,0.5,0.2,0.4,19,18,83,92,18,0.45,1,10
134,0.5,0.2,0.4,20,18,83,92,18,0.45,1,10
135,0.5,0.2,0.4,20,12,79,92,22,0.45,1,10
136,0.5,0.2,0.4,20,15,-109,92,10,0.45,0,10
137,0.5,0.2,0.4,19,18,83,92,18,0.45,1,10
138,0.5,0.2,0.4,18,15,83,92,18,0.45,1,10
139,0.5,0.2,0.4,19,15,83,92,18,0.45,1,10
140,0.5,0.2,0.4,19,18,83,92,18,0.45,1,10
141,0.5,0.2,0.4,18,16,81,90,20,0.45,1,10
142,0.5,0.2,0.4,19,15,81,92,20,0.45,1,10
143,0.5,0.2,0.4,19,18,83,92,18,0.45,1,10
144,0.5,0.2,0.4,18,15,83,91,18,0.45,1,10
145,0.5,0.2,0.4,19,15,83,92,18,0.45,1,10
146,0.5,0.2,0.4,19,18,83,91,18,0.45,1,10
147,0.5,0.2,0.4,18,17,83,84,18,0.45,1,10
148,0.5,0.2,0.4,22,15,74,92,27,0.45,1,10
