eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,rewards_agent_0,rewards_agent_1,total_steps,del_threshold,eps_status,grid_size
0,0.1,0.2,0.4,0,0,-115,-169,70,0.45,0,10
1,0.1,0.2,0.4,0,17,-107,69,32,0.45,0,10
2,0.1,0.2,0.4,6,9,-105,92,9,0.45,0,10
3,0.1,0.2,0.4,6,7,-130,-117,31,0.45,0,10
4,0.1,0.2,0.4,6,11,-107,82,19,0.45,0,10
5,0.1,0.2,0.4,7,9,-115,92,16,0.45,0,10
6,0.1,0.2,0.4,7,7,-174,-109,75,0.45,0,10
7,0.1,0.2,0.4,7,15,-114,75,26,0.45,0,10
8,0.1,0.2,0.4,15,11,-113,86,15,0.45,0,10
9,0.1,0.2,0.4,16,12,-150,90,51,0.45,0,10
10,0.1,0.2,0.4,17,12,-140,90,41,0.45,0,10
11,0.1,0.2,0.4,17,12,-195,90,96,0.45,0,10
12,0.1,0.2,0.4,17,12,57,90,44,0.45,1,10
13,0.1,0.2,0.4,28,21,82,89,19,0.45,1,10
14,0.1,0.2,0.4,27,13,84,90,17,0.45,1,10
15,0.1,0.2,0.4,15,22,87,92,14,0.45,1,10
16,0.1,0.2,0.4,25,12,85,90,16,0.45,1,10
17,0.1,0.2,0.4,20,23,87,90,14,0.45,1,10
18,0.1,0.2,0.4,19,17,84,89,17,0.45,1,10
19,0.1,0.2,0.4,20,16,81,89,20,0.45,1,10
20,0.1,0.2,0.4,25,17,85,90,16,0.45,1,10
21,0.1,0.2,0.4,20,26,87,85,16,0.45,1,10
22,0.1,0.2,0.4,21,19,86,87,15,0.45,1,10
23,0.1,0.2,0.4,24,16,88,88,13,0.45,1,10
24,0.1,0.2,0.4,19,20,-115,-106,16,0.45,0,10
25,0.1,0.2,0.4,18,14,-105,85,16,0.45,0,10
26,0.1,0.2,0.4,18,10,-123,92,24,0.45,0,10
27,0.1,0.2,0.4,19,11,-113,91,14,0.45,0,10
28,0.1,0.2,0.4,19,25,79,64,37,0.45,1,10
29,0.1,0.2,0.4,18,21,85,88,16,0.45,1,10
30,0.1,0.2,0.4,27,11,75,92,26,0.45,1,10
31,0.1,0.2,0.4,17,18,87,92,14,0.45,1,10
32,0.1,0.2,0.4,21,13,85,90,16,0.45,1,10
33,0.1,0.2,0.4,23,18,-111,89,12,0.45,0,10
34,0.1,0.2,0.4,23,19,-120,90,21,0.45,0,10
35,0.1,0.2,0.4,21,11,85,92,16,0.45,1,10
36,0.1,0.2,0.4,20,18,79,91,22,0.45,1,10
37,0.1,0.2,0.4,23,10,82,92,19,0.45,1,10
38,0.1,0.2,0.4,23,19,84,92,17,0.45,1,10
39,0.1,0.2,0.4,20,12,84,91,17,0.45,1,10
40,0.1,0.2,0.4,26,11,-118,92,19,0.45,0,10
41,0.1,0.2,0.4,25,19,85,92,16,0.45,1,10
42,0.1,0.2,0.4,17,18,84,92,17,0.45,1,10
43,0.1,0.2,0.4,26,12,85,91,16,0.45,1,10
44,0.1,0.2,0.4,25,20,84,91,17,0.45,1,10
45,0.1,0.2,0.4,17,23,82,88,19,0.45,1,10
46,0.1,0.2,0.4,25,15,82,92,19,0.45,1,10
47,0.1,0.2,0.4,25,18,85,92,16,0.45,1,10
48,0.1,0.2,0.4,18,17,84,92,17,0.45,1,10
49,0.1,0.2,0.4,23,17,-113,80,21,0.45,0,10
50,0.1,0.2,0.4,25,21,-109,92,10,0.45,0,10
51,0.1,0.2,0.4,18,9,-107,92,9,0.45,0,10
52,0.1,0.2,0.4,19,10,-110,92,11,0.45,0,10
53,0.1,0.2,0.4,16,10,-116,89,17,0.45,0,10
54,0.1,0.2,0.4,16,10,-111,92,12,0.45,0,10
55,0.1,0.2,0.4,24,10,38,92,63,0.45,1,10
56,0.1,0.2,0.4,14,19,89,92,12,0.45,1,10
57,0.1,0.2,0.4,20,11,-112,92,13,0.45,0,10
58,0.1,0.2,0.4,15,11,-127,87,28,0.45,0,10
