eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,rewards_agent_0,rewards_agent_1,total_steps,del_threshold,eps_status,grid_size
0,0.3,0.2,0.4,0,0,-113,-117,18,0.45,0,10
1,0.3,0.2,0.4,0,0,-126,-117,27,0.45,0,10
2,0.3,0.2,0.4,0,0,-110,-127,28,0.45,0,10
3,0.3,0.2,0.4,0,0,-108,-153,54,0.45,0,10
4,0.3,0.2,0.4,0,0,-112,-120,21,0.45,0,10
5,0.3,0.2,0.4,0,0,-108,-157,58,0.45,0,10
6,0.3,0.2,0.4,0,0,-112,-158,59,0.45,0,10
7,0.3,0.2,0.4,0,0,-155,-248,149,0.45,0,10
8,0.3,0.2,0.4,0,0,-126,-151,52,0.45,0,10
9,0.3,0.2,0.4,0,18,-173,64,74,0.45,0,10
10,0.3,0.2,0.4,9,11,-116,90,17,0.45,0,10
11,0.3,0.2,0.4,9,11,-145,-133,46,0.45,0,10
12,0.3,0.2,0.4,10,10,-172,92,73,0.45,0,10
13,0.3,0.2,0.4,11,10,-118,92,19,0.45,0,10
14,0.3,0.2,0.4,25,10,49,91,52,0.45,1,10
15,0.3,0.2,0.4,21,16,-106,89,12,0.45,0,10
16,0.3,0.2,0.4,20,11,-147,91,48,0.45,0,10
17,0.3,0.2,0.4,30,10,35,88,66,0.45,1,10
18,0.3,0.2,0.4,19,19,83,92,18,0.45,1,10
19,0.3,0.2,0.4,20,10,80,91,21,0.45,1,10
20,0.3,0.2,0.4,19,17,81,92,20,0.45,1,10
21,0.3,0.2,0.4,19,12,83,90,18,0.45,1,10
22,0.3,0.2,0.4,21,19,77,92,24,0.45,1,10
23,0.3,0.2,0.4,19,23,80,84,21,0.45,1,10
24,0.3,0.2,0.4,19,14,80,90,21,0.45,1,10
25,0.3,0.2,0.4,20,18,81,90,20,0.45,1,10
26,0.3,0.2,0.4,20,19,81,91,20,0.45,1,10
27,0.3,0.2,0.4,21,12,-114,92,15,0.45,0,10
28,0.3,0.2,0.4,20,10,77,92,24,0.45,1,10
29,0.3,0.2,0.4,21,15,76,92,25,0.45,1,10
30,0.3,0.2,0.4,28,21,69,91,32,0.45,1,10
31,0.3,0.2,0.4,23,13,68,92,33,0.45,1,10
32,0.3,0.2,0.4,19,17,83,92,18,0.45,1,10
33,0.3,0.2,0.4,20,17,81,92,20,0.45,1,10
34,0.3,0.2,0.4,20,13,-118,91,19,0.45,0,10
35,0.3,0.2,0.4,19,18,82,92,19,0.45,1,10
36,0.3,0.2,0.4,20,10,78,92,23,0.45,1,10
37,0.3,0.2,0.4,20,19,81,92,20,0.45,1,10
38,0.3,0.2,0.4,21,18,78,91,23,0.45,1,10
39,0.3,0.2,0.4,19,12,82,89,19,0.45,1,10
40,0.3,0.2,0.4,21,15,79,92,22,0.45,1,10
41,0.3,0.2,0.4,19,18,83,92,18,0.45,1,10
42,0.3,0.2,0.4,20,14,80,92,21,0.45,1,10
43,0.3,0.2,0.4,20,16,81,92,20,0.45,1,10
44,0.3,0.2,0.4,19,16,80,92,21,0.45,1,10
45,0.3,0.2,0.4,20,19,83,79,22,0.45,1,10
46,0.3,0.2,0.4,22,19,83,86,18,0.45,1,10
47,0.3,0.2,0.4,18,17,83,92,18,0.45,1,10
48,0.3,0.2,0.4,21,14,80,92,21,0.45,1,10
49,0.3,0.2,0.4,21,17,-102,88,13,0.45,0,10
50,0.3,0.2,0.4,21,12,-102,90,11,0.45,0,10
51,0.3,0.2,0.4,17,10,-102,92,9,0.45,0,10
52,0.3,0.2,0.4,17,10,-119,92,20,0.45,0,10
53,0.3,0.2,0.4,17,10,-149,92,50,0.45,0,10
54,0.3,0.2,0.4,24,10,76,92,25,0.45,1,10
55,0.3,0.2,0.4,16,18,85,92,16,0.45,1,10
56,0.3,0.2,0.4,18,15,85,92,16,0.45,1,10
57,0.3,0.2,0.4,17,13,85,92,16,0.45,1,10
58,0.3,0.2,0.4,17,13,-102,92,9,0.45,0,10
59,0.3,0.2,0.4,18,14,-117,92,18,0.45,0,10
60,0.3,0.2,0.4,16,19,85,90,16,0.45,1,10
61,0.3,0.2,0.4,20,10,76,90,25,0.45,1,10
62,0.3,0.2,0.4,20,10,-144,92,45,0.45,0,10
63,0.3,0.2,0.4,17,21,82,87,19,0.45,1,10
64,0.3,0.2,0.4,19,18,79,92,22,0.45,1,10
65,0.3,0.2,0.4,18,10,85,92,16,0.45,1,10
66,0.3,0.2,0.4,17,18,85,89,16,0.45,1,10
67,0.3,0.2,0.4,17,17,82,92,19,0.45,1,10
