eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agents,rewards_agents,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0.0,-150.125,164,0.1,0,15,8
1,0.1,0.31,0.5,2.375,-187.25,239,0.1,0,15,8
2,0.1,0.31,0.5,7.75,-102.75,111,0.1,0,15,8
3,0.1,0.31,0.5,4.125,-76.75,71,0.1,0,15,8
4,0.1,0.31,0.5,3.875,-115.75,210,0.1,0,15,8
5,0.1,0.31,0.5,9.5,-33.0,70,0.1,0,15,8
6,0.1,0.31,0.5,8.75,-44.5,34,0.1,0,15,8
7,0.1,0.31,0.5,8.375,-54.875,182,0.1,0,15,8
8,0.1,0.31,0.5,8.5,-35.5,72,0.1,0,15,8
9,0.1,0.31,0.5,8.0,-82.75,506,0.1,0,15,8
10,0.1,0.31,0.5,9.0,-82.75,200,0.1,0,15,8
11,0.1,0.31,0.5,9.125,-79.375,158,0.1,0,15,8
12,0.1,0.31,0.5,10.375,-4.5,59,0.1,0,15,8
13,0.1,0.31,0.5,15.75,-23.5,169,0.1,0,15,8
14,0.1,0.31,0.5,19.0,42.0,144,0.1,0,15,8
15,0.1,0.31,0.5,15.625,56.375,37,0.1,0,15,8
16,0.1,0.31,0.5,17.25,49.5,48,0.1,0,15,8
17,0.1,0.31,0.5,15.5,51.625,69,0.1,0,15,8
18,0.1,0.31,0.5,18.625,-0.625,194,0.1,0,15,8
19,0.1,0.31,0.5,15.125,53.125,66,0.1,0,15,8
20,0.1,0.31,0.5,16.5,25.25,55,0.1,0,15,8
21,0.1,0.31,0.5,14.625,56.125,36,0.1,0,15,8
22,0.1,0.31,0.5,15.875,-25.375,166,0.1,0,15,8
23,0.1,0.31,0.5,14.75,34.5,26,0.1,0,15,8
24,0.1,0.31,0.5,14.0,34.0,35,0.1,0,15,8
25,0.1,0.31,0.5,14.125,26.0,83,0.1,0,15,8
26,0.1,0.31,0.5,14.625,30.625,32,0.1,0,15,8
27,0.1,0.31,0.5,14.125,54.0,57,0.1,0,15,8
28,0.1,0.31,0.5,19.75,11.0,322,0.1,0,15,8
29,0.1,0.31,0.5,14.875,19.625,138,0.1,0,15,8
30,0.1,0.31,0.5,15.5,-6.25,272,0.1,0,15,8
31,0.1,0.31,0.5,14.375,53.625,49,0.1,0,15,8
32,0.1,0.31,0.5,13.875,-26.625,298,0.1,0,15,8
33,0.1,0.31,0.5,18.375,46.25,111,0.1,0,15,8
34,0.1,0.31,0.5,14.25,31.625,47,0.1,0,15,8
35,0.1,0.31,0.5,14.125,51.25,88,0.1,0,15,8
36,0.1,0.31,0.5,19.375,74.75,69,0.1,1,15,8
37,0.1,0.31,0.5,26.5,28.75,232,0.1,0,15,8
38,0.1,0.31,0.5,19.875,51.875,70,0.1,0,15,8
39,0.1,0.31,0.5,19.875,53.375,54,0.1,0,15,8
40,0.1,0.31,0.5,20.5,78.625,61,0.1,1,15,8
41,0.1,0.31,0.5,20.375,81.25,49,0.1,1,15,8
42,0.1,0.31,0.5,21.75,51.75,51,0.1,0,15,8
43,0.1,0.31,0.5,22.375,73.0,74,0.1,1,15,8
44,0.1,0.31,0.5,21.375,47.875,66,0.1,0,15,8
45,0.1,0.31,0.5,20.25,79.875,59,0.1,1,15,8
46,0.1,0.31,0.5,20.625,28.125,61,0.1,0,15,8
47,0.1,0.31,0.5,21.0,24.875,54,0.1,0,15,8
48,0.1,0.31,0.5,20.25,7.875,34,0.1,0,15,8
49,0.1,0.31,0.5,19.5,34.25,25,0.1,0,15,8
50,0.1,0.31,0.5,19.5,23.875,115,0.1,0,15,8
51,0.1,0.31,0.5,19.25,55.875,40,0.1,0,15,8
52,0.1,0.31,0.5,21.375,45.25,79,0.1,0,15,8
53,0.1,0.31,0.5,23.25,51.375,58,0.1,0,15,8
54,0.1,0.31,0.5,20.25,79.75,58,0.1,1,15,8
55,0.1,0.31,0.5,20.0,54.5,44,0.1,0,15,8
56,0.1,0.31,0.5,19.125,81.125,48,0.1,1,15,8
57,0.1,0.31,0.5,19.875,52.75,52,0.1,0,15,8
58,0.1,0.31,0.5,18.75,9.75,35,0.1,0,15,8
59,0.1,0.31,0.5,20.5,28.75,166,0.1,0,15,8
60,0.1,0.31,0.5,20.125,79.25,45,0.1,1,15,8
