eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agents,rewards_agents,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0.0,-139.25,65,0.1,0,10,4
1,0.1,0.31,0.5,0.0,-127.0,48,0.1,0,10,4
2,0.1,0.31,0.5,6.25,-23.75,42,0.1,0,10,4
3,0.1,0.31,0.5,5.75,-12.75,22,0.1,0,10,4
4,0.1,0.31,0.5,5.75,-17.75,32,0.1,0,10,4
5,0.1,0.31,0.5,5.75,-16.75,39,0.1,0,10,4
6,0.1,0.31,0.5,5.75,-16.25,32,0.1,0,10,4
7,0.1,0.31,0.5,6.0,-17.25,30,0.1,0,10,4
8,0.1,0.31,0.5,6.0,-29.25,90,0.1,0,10,4
9,0.1,0.31,0.5,5.75,-31.0,90,0.1,0,10,4
10,0.1,0.31,0.5,10.25,17.5,65,0.1,0,10,4
11,0.1,0.31,0.5,8.75,39.0,16,0.1,0,10,4
12,0.1,0.31,0.5,8.75,32.25,43,0.1,0,10,4
13,0.1,0.31,0.5,8.75,-34.75,91,0.1,0,10,4
14,0.1,0.31,0.5,8.25,38.25,19,0.1,0,10,4
15,0.1,0.31,0.5,11.0,9.75,88,0.1,0,10,4
16,0.1,0.31,0.5,8.75,31.5,46,0.1,0,10,4
17,0.1,0.31,0.5,9.0,-23.25,55,0.1,0,10,4
18,0.1,0.31,0.5,9.25,36.75,19,0.1,0,10,4
19,0.1,0.31,0.5,16.5,56.0,134,0.1,1,10,4
20,0.1,0.31,0.5,12.5,88.0,18,0.1,1,10,4
21,0.1,0.31,0.5,11.75,88.5,14,0.1,1,10,4
22,0.1,0.31,0.5,11.0,36.75,22,0.1,0,10,4
23,0.1,0.31,0.5,11.25,90.0,12,0.1,1,10,4
24,0.1,0.31,0.5,11.5,89.0,17,0.1,1,10,4
25,0.1,0.31,0.5,11.75,88.0,15,0.1,1,10,4
26,0.1,0.31,0.5,11.25,90.0,12,0.1,1,10,4
27,0.1,0.31,0.5,11.25,42.5,12,0.1,0,10,4
28,0.1,0.31,0.5,14.25,81.25,40,0.1,1,10,4
29,0.1,0.31,0.5,11.25,90.5,12,0.1,1,10,4
30,0.1,0.31,0.5,11.25,40.25,13,0.1,0,10,4
31,0.1,0.31,0.5,11.5,89.75,13,0.1,1,10,4
32,0.1,0.31,0.5,11.75,88.5,15,0.1,1,10,4
33,0.1,0.31,0.5,11.25,89.75,14,0.1,1,10,4
34,0.1,0.31,0.5,11.25,39.5,14,0.1,0,10,4
35,0.1,0.31,0.5,11.25,90.5,12,0.1,1,10,4
36,0.1,0.31,0.5,11.25,89.25,16,0.1,1,10,4
37,0.1,0.31,0.5,12.0,90.25,12,0.1,1,10,4
38,0.1,0.31,0.5,10.75,90.25,12,0.1,1,10,4
39,0.1,0.31,0.5,11.25,89.25,15,0.1,1,10,4
40,0.1,0.31,0.5,11.0,89.25,13,0.1,1,10,4
41,0.1,0.31,0.5,11.75,86.75,24,0.1,1,10,4
