eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agents,rewards_agents,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0.0,-302.625,525,0.1,0,25,8
1,0.1,0.31,0.5,0.0,-427.0,505,0.1,0,25,8
2,0.1,0.31,0.5,7.125,-252.75,625,0.1,0,25,8
3,0.1,0.31,0.5,10.875,-213.5,372,0.1,0,25,8
4,0.1,0.31,0.5,11.125,-294.625,526,0.1,0,25,8
5,0.1,0.31,0.5,6.75,-218.5,378,0.1,0,25,8
6,0.1,0.31,0.5,9.875,-278.25,508,0.1,0,25,8
7,0.1,0.31,0.5,7.0,-269.125,519,0.1,0,25,8
8,0.1,0.31,0.5,20.125,-214.625,307,0.1,0,25,8
9,0.1,0.31,0.5,11.0,-161.75,405,0.1,0,25,8
10,0.1,0.31,0.5,10.625,-139.875,259,0.1,0,25,8
11,0.1,0.31,0.5,15.625,-168.875,437,0.1,0,25,8
12,0.1,0.31,0.5,25.625,-189.875,408,0.1,0,25,8
13,0.1,0.31,0.5,30.625,-86.125,410,0.1,0,25,8
14,0.1,0.31,0.5,33.5,-6.0,236,0.1,0,25,8
15,0.1,0.31,0.5,29.25,-5.5,183,0.1,0,25,8
16,0.1,0.31,0.5,26.625,-61.875,294,0.1,0,25,8
17,0.1,0.31,0.5,35.875,-46.375,490,0.1,0,25,8
18,0.1,0.31,0.5,35.5,-26.25,132,0.1,0,25,8
19,0.1,0.31,0.5,31.375,17.25,173,0.1,0,25,8
20,0.1,0.31,0.5,39.375,-13.875,287,0.1,0,25,8
21,0.1,0.31,0.5,29.125,-33.625,612,0.1,0,25,8
22,0.1,0.31,0.5,30.125,-67.625,552,0.1,0,25,8
23,0.1,0.31,0.5,31.625,16.75,158,0.1,0,25,8
24,0.1,0.31,0.5,33.125,18.125,143,0.1,0,25,8
25,0.1,0.31,0.5,26.25,-41.0,344,0.1,0,25,8
26,0.1,0.31,0.5,31.25,-28.0,511,0.1,0,25,8
27,0.1,0.31,0.5,30.875,30.0,102,0.1,0,25,8
28,0.1,0.31,0.5,26.0,29.75,157,0.1,0,25,8
29,0.1,0.31,0.5,28.0,-12.25,219,0.1,0,25,8
30,0.1,0.31,0.5,29.375,-77.375,522,0.1,0,25,8
31,0.1,0.31,0.5,29.875,-14.0,432,0.1,0,25,8
32,0.1,0.31,0.5,27.875,-19.125,244,0.1,0,25,8
33,0.1,0.31,0.5,39.625,-13.125,249,0.1,0,25,8
34,0.1,0.31,0.5,35.0,21.875,138,0.1,0,25,8
35,0.1,0.31,0.5,35.0,62.5,49,0.1,1,25,8
36,0.1,0.31,0.5,34.75,36.125,64,0.1,0,25,8
37,0.1,0.31,0.5,34.125,-11.25,215,0.1,0,25,8
38,0.1,0.31,0.5,35.125,58.875,94,0.1,1,25,8
