eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,-413,-312,-143,-125,-203,-235,314,0.1,0,20,6
1,0.1,0.31,0.5,0,0,0,0,0,0,-388,-116,-173,-135,-164,-192,289,0.1,0,20,6
2,0.1,0.31,0.5,0,0,0,0,0,0,-166,-584,-107,-167,-254,-204,485,0.1,0,20,6
3,0.1,0.31,0.5,0,78,0,0,0,0,-213,-193,-518,-214,-138,-344,419,0.1,0,20,6
4,0.1,0.31,0.5,21,23,21,18,21,21,-165,77,-165,-121,-185,-317,218,0.1,0,20,6
5,0.1,0.31,0.5,106,55,21,18,21,21,-211,-20,-139,-206,-287,-139,312,0.1,0,20,6
6,0.1,0.31,0.5,39,66,48,45,48,48,55,-111,-230,-140,-388,-359,289,0.1,0,20,6
7,0.1,0.31,0.5,68,44,92,66,61,25,50,60,-106,-203,33,72,207,0.1,0,20,6
8,0.1,0.31,0.5,97,118,153,122,93,56,47,-200,-133,-133,59,82,101,0.1,0,20,6
9,0.1,0.31,0.5,76,116,59,140,131,55,58,-145,69,-185,-143,82,86,0.1,0,20,6
10,0.1,0.31,0.5,87,115,111,140,53,58,66,-155,-156,-212,56,78,113,0.1,0,20,6
11,0.1,0.31,0.5,58,37,47,35,98,54,61,57,53,24,21,74,80,0.1,1,20,6
12,0.1,0.31,0.5,117,66,117,113,100,69,65,-107,69,73,56,86,45,0.1,0,20,6
13,0.1,0.31,0.5,60,92,75,62,78,41,58,74,69,78,69,84,43,0.1,1,20,6
14,0.1,0.31,0.5,130,71,106,88,80,70,-132,72,37,75,77,86,64,0.1,0,20,6
15,0.1,0.31,0.5,65,72,100,79,95,53,63,72,22,71,51,86,79,0.1,1,20,6
16,0.1,0.31,0.5,87,80,102,71,70,58,57,66,63,76,56,79,45,0.1,1,20,6
17,0.1,0.31,0.5,107,87,107,70,120,81,61,77,46,79,25,82,76,0.1,1,20,6
18,0.1,0.31,0.5,75,76,111,83,79,68,64,76,-14,72,67,83,115,0.1,1,20,6
19,0.1,0.31,0.5,127,70,86,90,93,44,-149,77,48,76,55,86,53,0.1,0,20,6
20,0.1,0.31,0.5,70,83,88,64,90,64,69,76,47,72,69,85,54,0.1,1,20,6
21,0.1,0.31,0.5,89,85,92,93,94,71,41,77,68,74,76,85,60,0.1,1,20,6
22,0.1,0.31,0.5,104,73,128,78,124,50,67,76,-140,80,-194,84,95,0.1,0,20,6
23,0.1,0.31,0.5,79,89,87,68,63,93,67,73,48,76,73,74,53,0.1,1,20,6
24,0.1,0.31,0.5,82,89,71,88,115,79,64,75,67,78,-122,84,37,0.1,0,20,6
25,0.1,0.31,0.5,99,86,117,91,119,62,68,69,56,73,-136,80,45,0.1,0,20,6
26,0.1,0.31,0.5,75,80,73,83,74,88,69,65,67,28,66,68,73,0.1,1,20,6
27,0.1,0.31,0.5,108,77,83,86,74,84,32,73,63,56,58,73,69,0.1,1,20,6
28,0.1,0.31,0.5,94,87,100,88,118,82,69,78,64,76,-120,72,37,0.1,0,20,6
29,0.1,0.31,0.5,81,80,78,71,96,123,64,76,68,77,73,-134,37,0.1,0,20,6
30,0.1,0.31,0.5,84,97,120,82,44,84,63,12,-233,70,75,56,134,0.1,0,20,6
31,0.1,0.31,0.5,128,101,77,108,104,73,-34,68,69,58,75,72,135,0.1,1,20,6
32,0.1,0.31,0.5,145,68,71,122,88,113,-152,80,64,-126,77,57,53,0.1,0,20,6
33,0.1,0.31,0.5,83,78,120,83,68,84,69,80,65,73,75,78,36,0.1,1,20,6
34,0.1,0.31,0.5,72,80,72,63,80,71,70,76,55,78,77,76,46,0.1,1,20,6
35,0.1,0.31,0.5,104,89,89,107,89,83,55,67,66,-120,71,78,46,0.1,0,20,6
36,0.1,0.31,0.5,87,87,118,97,79,73,63,82,55,80,77,80,46,0.1,1,20,6
37,0.1,0.31,0.5,75,50,67,37,82,81,65,81,66,80,48,67,53,0.1,1,20,6
38,0.1,0.31,0.5,89,92,113,90,84,85,69,62,-10,73,77,78,111,0.1,1,20,6
39,0.1,0.31,0.5,92,75,109,87,72,69,63,82,35,78,76,75,66,0.1,1,20,6
40,0.1,0.31,0.5,73,64,89,129,79,97,69,81,43,-153,77,69,58,0.1,0,20,6
41,0.1,0.31,0.5,119,97,101,52,89,74,-128,65,51,38,73,80,63,0.1,0,20,6
42,0.1,0.31,0.5,102,80,101,92,109,92,66,81,42,66,-121,64,59,0.1,0,20,6
43,0.1,0.31,0.5,55,58,95,118,72,81,68,81,34,52,73,72,67,0.1,1,20,6
44,0.1,0.31,0.5,125,101,107,64,81,86,69,74,52,74,75,79,49,0.1,1,20,6
45,0.1,0.31,0.5,127,87,101,89,116,96,-125,78,36,74,65,63,65,0.1,0,20,6
46,0.1,0.31,0.5,91,123,95,104,64,71,53,-133,52,59,76,81,49,0.1,0,20,6
47,0.1,0.31,0.5,77,73,124,92,78,64,57,82,-209,57,72,84,110,0.1,0,20,6
48,0.1,0.31,0.5,114,62,91,137,102,75,67,82,55,-128,76,84,46,0.1,0,20,6
49,0.1,0.31,0.5,102,105,117,91,114,64,18,-119,-137,72,-119,84,83,0.1,0,20,6
50,0.1,0.31,0.5,73,107,76,47,115,67,68,-116,-10,78,-123,83,111,0.1,0,20,6
51,0.1,0.31,0.5,78,104,127,85,109,67,69,-154,-233,78,-172,88,134,0.1,0,20,6
52,0.1,0.31,0.5,91,104,127,87,104,29,-378,-111,-106,-154,-276,86,279,0.1,0,20,6
53,0.1,0.31,0.5,66,105,71,57,77,59,55,-139,-11,70,7,76,112,0.1,0,20,6
54,0.1,0.31,0.5,67,113,54,51,58,92,69,36,71,80,79,-531,432,0.1,0,20,6
55,0.1,0.31,0.5,90,52,107,83,90,85,67,55,-129,80,78,84,46,0.1,0,20,6
