eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-242,-402,-376,-303,-645,-606,-299,-189,546,0.1,0,25,8
1,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-276,-249,-321,-340,-258,-190,-215,-455,356,0.1,0,25,8
2,0.1,0.31,0.5,0,0,283,0,0,0,0,0,-479,-147,-847,-314,-199,-299,-477,-214,948,0.1,0,25,8
3,0.1,0.31,0.5,60,19,82,19,60,60,247,19,-340,-160,-61,-158,-855,-301,-579,-162,756,0.1,0,25,8
4,0.1,0.31,0.5,94,53,99,53,94,94,34,53,-581,-256,-118,-170,-196,-321,66,-582,483,0.1,0,25,8
5,0.1,0.31,0.5,95,81,63,84,34,81,86,51,-175,-14,52,-207,66,-60,46,55,161,0.1,0,25,8
6,0.1,0.31,0.5,139,93,133,98,109,135,74,84,-286,63,-14,-88,63,14,67,79,189,0.1,0,25,8
7,0.1,0.31,0.5,81,67,81,104,142,79,90,39,-36,68,42,58,-217,32,64,83,137,0.1,0,25,8
8,0.1,0.31,0.5,167,123,149,126,72,168,136,99,48,71,51,58,67,30,48,81,71,0.1,1,25,8
9,0.1,0.31,0.5,106,94,135,179,109,75,108,66,45,70,26,-155,68,75,68,82,75,0.1,0,25,8
10,0.1,0.31,0.5,170,95,106,154,105,151,101,63,-135,65,8,-143,67,-200,51,83,101,0.1,0,25,8
11,0.1,0.31,0.5,66,120,134,179,93,54,87,84,45,26,33,-199,54,69,61,76,100,0.1,0,25,8
12,0.1,0.31,0.5,150,110,121,81,120,114,101,70,55,71,46,56,67,71,72,83,55,0.1,1,25,8
13,0.1,0.31,0.5,145,120,116,112,127,127,117,124,50,55,28,70,-20,70,64,71,121,0.1,1,25,8
14,0.1,0.31,0.5,92,111,129,92,177,82,120,78,52,59,36,70,-158,69,12,74,89,0.1,0,25,8
15,0.1,0.31,0.5,174,106,131,116,94,99,189,81,-199,60,31,64,-49,75,-163,80,150,0.1,0,25,8
16,0.1,0.31,0.5,184,133,153,132,144,152,110,179,-143,71,37,69,51,67,72,8,93,0.1,0,25,8
17,0.1,0.31,0.5,181,90,114,83,134,86,75,84,-188,65,34,59,50,58,62,83,89,0.1,0,25,8
18,0.1,0.31,0.5,132,104,146,121,105,105,93,92,25,69,14,64,46,68,81,79,87,0.1,1,25,8
19,0.1,0.31,0.5,112,143,138,98,135,142,174,113,43,53,28,67,47,44,-167,68,73,0.1,0,25,8
20,0.1,0.31,0.5,155,98,164,92,133,95,115,89,13,66,-122,69,41,74,38,68,88,0.1,0,25,8
21,0.1,0.31,0.5,123,110,120,118,163,104,85,92,4,56,62,66,-144,78,59,80,97,0.1,0,25,8
22,0.1,0.31,0.5,166,121,82,102,72,105,137,95,-149,43,57,57,52,74,-120,79,58,0.1,0,25,8
23,0.1,0.31,0.5,108,97,127,98,143,92,126,83,11,66,68,71,25,72,56,78,90,0.1,1,25,8
24,0.1,0.31,0.5,147,88,103,130,141,100,77,78,-133,62,64,33,51,65,69,80,68,0.1,0,25,8
25,0.1,0.31,0.5,124,132,107,105,106,113,128,92,15,65,44,71,17,70,50,83,86,0.1,1,25,8
26,0.1,0.31,0.5,105,167,147,105,114,99,116,92,47,-113,-11,59,65,72,73,79,214,0.1,1,25,8
