eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,rewards_agent_0,rewards_agent_1,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,-174,-131,75,0.1,0,25,2
1,0.1,0.31,0.5,0,0,-588,-409,489,0.1,0,25,2
2,0.1,0.31,0.5,0,0,-248,-218,149,0.1,0,25,2
3,0.1,0.31,0.5,0,0,-397,-400,301,0.1,0,25,2
4,0.1,0.31,0.5,0,0,-504,-168,405,0.1,0,25,2
5,0.1,0.31,0.5,0,0,-162,-153,63,0.1,0,25,2
6,0.1,0.31,0.5,0,0,-203,-599,500,0.1,0,25,2
7,0.1,0.31,0.5,0,0,-201,-545,446,0.1,0,25,2
8,0.1,0.31,0.5,0,115,-358,-222,323,0.1,0,25,2
9,0.1,0.31,0.5,56,60,-582,38,483,0.1,0,25,2
10,0.1,0.31,0.5,60,59,-355,29,256,0.1,0,25,2
11,0.1,0.31,0.5,63,68,-197,12,98,0.1,0,25,2
12,0.1,0.31,0.5,63,83,-233,-3,134,0.1,0,25,2
13,0.1,0.31,0.5,63,54,-459,33,360,0.1,0,25,2
14,0.1,0.31,0.5,65,70,-241,4,142,0.1,0,25,2
15,0.1,0.31,0.5,66,53,-433,47,334,0.1,0,25,2
16,0.1,0.31,0.5,66,70,-169,14,87,0.1,0,25,2
17,0.1,0.31,0.5,73,48,-543,46,444,0.1,0,25,2
18,0.1,0.31,0.5,126,45,-236,56,337,0.1,1,25,2
19,0.1,0.31,0.5,110,91,-36,22,137,0.1,1,25,2
20,0.1,0.31,0.5,108,55,-19,52,120,0.1,1,25,2
21,0.1,0.31,0.5,91,90,5,27,96,0.1,1,25,2
22,0.1,0.31,0.5,98,58,14,55,87,0.1,1,25,2
23,0.1,0.31,0.5,97,79,11,39,90,0.1,1,25,2
24,0.1,0.31,0.5,102,68,-215,35,116,0.1,0,25,2
25,0.1,0.31,0.5,90,80,3,50,98,0.1,1,25,2
26,0.1,0.31,0.5,108,65,-44,39,145,0.1,1,25,2
27,0.1,0.31,0.5,95,81,-4,41,105,0.1,1,25,2
28,0.1,0.31,0.5,107,57,-190,48,91,0.1,0,25,2
29,0.1,0.31,0.5,92,74,14,56,87,0.1,1,25,2
30,0.1,0.31,0.5,90,58,17,46,84,0.1,1,25,2
31,0.1,0.31,0.5,98,78,19,59,82,0.1,1,25,2
