eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-184,-113,-158,-190,-490,-239,-339,-251,391,0.1,0,20,8
1,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-283,-116,-245,-151,-153,-198,-170,-227,184,0.1,0,20,8
2,0.1,0.31,0.5,0,0,0,0,0,66,0,41,-379,-380,-113,-134,-141,-88,-295,3,281,0.1,0,20,8
3,0.1,0.31,0.5,39,39,39,39,39,39,39,28,-197,-144,-129,-158,-319,76,-197,82,220,0.1,0,20,8
4,0.1,0.31,0.5,66,41,40,40,24,37,22,24,-127,31,-154,-186,60,50,76,84,228,0.1,0,20,8
5,0.1,0.31,0.5,72,85,71,85,72,95,65,73,77,63,64,-191,83,-145,85,81,92,0.1,0,20,8
6,0.1,0.31,0.5,74,60,54,57,101,44,72,39,68,63,70,-4,-165,78,75,82,105,0.1,0,20,8
7,0.1,0.31,0.5,74,97,94,108,48,106,62,88,75,64,69,68,85,65,85,85,37,0.1,1,20,8
8,0.1,0.31,0.5,79,64,71,69,71,62,71,62,76,60,76,64,83,74,82,74,41,0.1,1,20,8
9,0.1,0.31,0.5,62,97,69,119,63,77,55,59,75,-113,47,-156,85,61,83,86,57,0.1,0,20,8
10,0.1,0.31,0.5,63,71,88,48,64,56,59,81,76,49,45,27,80,70,85,43,74,0.1,1,20,8
11,0.1,0.31,0.5,84,123,86,116,84,111,80,77,71,-132,57,54,85,-130,80,83,47,0.1,0,20,8
12,0.1,0.31,0.5,91,85,82,128,62,81,66,70,61,60,73,25,83,58,85,83,76,0.1,1,20,8
13,0.1,0.31,0.5,62,52,51,132,54,58,91,88,43,66,79,-158,80,45,-114,-9,110,0.1,0,20,8
14,0.1,0.31,0.5,97,117,99,45,82,105,45,146,76,66,77,65,83,72,84,-154,55,0.1,0,20,8
15,0.1,0.31,0.5,78,81,52,123,60,88,135,50,54,56,78,-148,84,51,-30,68,131,0.1,0,20,8
16,0.1,0.31,0.5,91,81,89,87,67,74,66,89,68,60,79,65,84,73,83,75,41,0.1,1,20,8
17,0.1,0.31,0.5,80,82,80,59,109,67,59,81,54,57,59,64,-132,70,75,71,47,0.1,0,20,8
18,0.1,0.31,0.5,85,92,80,104,71,94,126,89,74,66,72,69,81,67,-143,43,58,0.1,0,20,8
19,0.1,0.31,0.5,62,77,77,82,40,87,72,81,74,34,68,76,85,36,82,54,67,0.1,1,20,8
20,0.1,0.31,0.5,84,81,81,111,79,77,46,91,77,69,68,-162,85,75,74,11,90,0.1,0,20,8
21,0.1,0.31,0.5,76,90,70,53,116,71,77,84,67,56,79,64,25,75,85,26,76,0.1,1,20,8
22,0.1,0.31,0.5,88,88,91,90,64,115,70,102,71,63,75,70,85,-126,85,64,38,0.1,0,20,8
23,0.1,0.31,0.5,80,89,82,116,65,93,58,78,75,51,79,43,83,61,82,64,58,0.1,1,20,8
24,0.1,0.31,0.5,84,91,78,58,112,60,84,116,74,50,75,76,-121,68,85,-127,51,0.1,0,20,8
25,0.1,0.31,0.5,87,86,89,94,79,115,63,76,65,64,76,75,79,59,84,70,42,0.1,1,20,8
26,0.1,0.31,0.5,68,80,71,86,52,79,57,83,74,67,73,68,75,50,83,53,51,0.1,1,20,8
27,0.1,0.31,0.5,111,106,103,93,99,85,85,91,70,62,73,63,82,66,85,72,39,0.1,1,20,8
28,0.1,0.31,0.5,82,81,90,95,74,110,64,96,74,65,77,71,85,69,85,80,36,0.1,1,20,8
29,0.1,0.31,0.5,84,90,75,91,53,83,62,79,57,68,72,72,84,70,85,74,44,0.1,1,20,8
30,0.1,0.31,0.5,93,79,82,95,87,80,74,76,57,72,71,22,85,69,85,74,79,0.1,1,20,8
31,0.1,0.31,0.5,92,98,101,103,103,131,65,80,64,62,72,43,45,-138,85,82,58,0.1,0,20,8
32,0.1,0.31,0.5,128,94,84,97,75,95,109,122,-181,65,73,74,81,66,-23,-124,124,0.1,0,20,8
33,0.1,0.31,0.5,93,94,89,85,132,131,84,84,69,64,75,68,-158,-119,82,79,59,0.1,0,20,8
34,0.1,0.31,0.5,88,85,90,100,97,62,88,68,38,72,74,63,53,66,75,78,63,0.1,1,20,8
35,0.1,0.31,0.5,116,135,87,90,47,123,81,108,69,-110,70,71,85,-131,84,82,211,0.1,0,20,8
36,0.1,0.31,0.5,86,94,100,94,104,121,74,80,68,72,77,74,83,-118,85,81,33,0.1,0,20,8
37,0.1,0.31,0.5,119,81,79,87,74,80,76,61,-127,66,69,57,85,83,79,82,44,0.1,0,20,8
38,0.1,0.31,0.5,66,77,65,65,46,50,98,84,60,72,75,74,85,84,-114,82,41,0.1,0,20,8
39,0.1,0.31,0.5,83,85,91,107,79,81,47,60,69,68,73,34,85,83,85,81,67,0.1,1,20,8
40,0.1,0.31,0.5,110,85,82,80,72,77,52,80,56,71,77,78,85,81,84,81,45,0.1,1,20,8
41,0.1,0.31,0.5,73,106,75,75,57,58,96,86,59,22,77,75,85,86,83,80,79,0.1,1,20,8
42,0.1,0.31,0.5,84,76,69,71,76,81,108,78,54,62,77,75,74,71,-172,30,73,0.1,0,20,8
43,0.1,0.31,0.5,118,96,86,83,83,91,67,69,37,65,73,71,79,77,82,80,64,0.1,1,20,8
44,0.1,0.31,0.5,77,89,85,86,63,67,66,102,65,72,74,76,85,80,85,77,36,0.1,1,20,8
45,0.1,0.31,0.5,102,73,80,82,74,73,108,63,18,64,73,73,84,85,70,82,83,0.1,1,20,8
46,0.1,0.31,0.5,109,116,89,90,87,87,83,83,69,-127,76,74,82,84,78,78,32,0.1,0,20,8
47,0.1,0.31,0.5,68,92,72,72,56,60,54,92,67,66,77,77,84,85,85,82,35,0.1,1,20,8
48,0.1,0.31,0.5,84,52,80,82,79,70,114,63,63,72,76,75,83,86,-126,73,38,0.1,0,20,8
49,0.1,0.31,0.5,118,77,79,75,61,73,86,87,-127,-106,77,78,84,80,70,44,57,0.1,0,20,8
50,0.1,0.31,0.5,90,106,91,79,64,85,105,76,68,74,46,78,85,69,-112,80,55,0.1,0,20,8
51,0.1,0.31,0.5,51,66,70,92,77,70,54,64,73,79,75,-105,85,86,82,82,28,0.1,0,20,8
52,0.1,0.31,0.5,90,98,69,70,59,57,64,70,74,-118,68,76,85,86,82,82,33,0.1,0,20,8
53,0.1,0.31,0.5,76,61,88,63,69,75,84,68,75,77,55,74,84,82,85,82,46,0.1,1,20,8
54,0.1,0.31,0.5,64,75,85,89,74,62,48,70,73,77,69,78,85,86,83,82,32,0.1,1,20,8
55,0.1,0.31,0.5,93,102,86,74,73,78,87,86,74,73,66,78,80,84,85,81,35,0.1,1,20,8
56,0.1,0.31,0.5,85,73,81,76,72,75,81,68,75,73,66,77,85,82,83,82,35,0.1,1,20,8
57,0.1,0.31,0.5,63,61,101,102,79,71,52,102,75,76,51,49,83,86,85,42,59,0.1,1,20,8
58,0.1,0.31,0.5,103,107,86,87,71,76,86,85,39,68,66,77,85,86,83,84,62,0.1,1,20,8
59,0.1,0.31,0.5,76,75,82,73,60,60,83,101,71,78,67,75,85,86,75,-8,109,0.1,1,20,8
60,0.1,0.31,0.5,80,66,96,108,87,72,84,93,72,78,70,55,81,85,70,55,46,0.1,1,20,8
61,0.1,0.31,0.5,97,101,94,93,76,81,86,116,75,75,70,48,83,85,85,46,55,0.1,1,20,8
62,0.1,0.31,0.5,87,86,95,90,73,63,92,90,73,76,69,75,78,86,79,56,45,0.1,1,20,8
63,0.1,0.31,0.5,79,70,79,124,83,65,64,89,75,76,64,-127,84,86,83,54,47,0.1,0,20,8
64,0.1,0.31,0.5,128,94,95,80,74,97,76,103,-161,76,69,77,85,77,85,44,62,0.1,0,20,8
65,0.1,0.31,0.5,91,87,89,72,126,76,74,101,74,72,69,68,-182,84,85,52,83,0.1,0,20,8
66,0.1,0.31,0.5,59,75,77,109,90,59,59,111,69,75,68,75,84,83,83,23,78,0.1,1,20,8
67,0.1,0.31,0.5,115,83,89,73,47,76,78,86,58,76,67,77,85,86,85,79,43,0.1,1,20,8
68,0.1,0.31,0.5,80,108,80,50,80,80,66,78,79,-173,66,82,86,67,87,69,74,0.1,0,20,8
69,0.1,0.31,0.5,54,79,77,99,60,77,50,73,75,77,60,76,85,70,85,74,41,0.1,1,20,8
70,0.1,0.31,0.5,102,58,105,78,71,71,81,83,64,69,29,78,80,85,85,80,72,0.1,1,20,8
71,0.1,0.31,0.5,81,98,84,61,95,82,100,79,76,78,67,78,74,80,-112,70,34,0.1,0,20,8
72,0.1,0.31,0.5,62,100,72,84,67,67,76,67,76,-105,71,74,83,80,85,80,30,0.1,0,20,8
73,0.1,0.31,0.5,95,83,91,87,70,65,44,84,69,76,67,70,77,86,85,80,34,0.1,1,20,8
74,0.1,0.31,0.5,83,63,83,76,88,67,84,85,62,71,71,70,79,85,83,64,39,0.1,1,20,8
75,0.1,0.31,0.5,56,90,112,79,59,56,68,73,78,74,-166,74,81,85,83,72,67,0.1,0,20,8
76,0.1,0.31,0.5,85,83,112,101,62,67,48,76,74,71,-103,-168,83,86,85,72,69,0.1,0,20,8
77,0.1,0.31,0.5,86,69,111,82,88,71,106,81,74,73,-148,77,82,86,48,80,53,0.1,0,20,8
78,0.1,0.31,0.5,70,80,77,112,63,64,72,70,48,74,65,-118,82,83,85,80,53,0.1,0,20,8
79,0.1,0.31,0.5,87,81,72,52,72,68,76,79,77,74,75,76,81,86,26,75,75,0.1,1,20,8
80,0.1,0.31,0.5,71,103,97,106,70,60,67,59,59,-117,-204,-127,83,84,85,79,105,0.1,0,20,8
