eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,-150,-207,-129,-168,-175,-226,127,0.1,0,15,6
1,0.1,0.31,0.5,0,0,0,0,0,0,-116,-132,-509,-134,-120,-335,410,0.1,0,15,6
2,0.1,0.31,0.5,0,0,0,62,0,53,-135,-133,-135,-55,-212,-158,259,0.1,0,15,6
3,0.1,0.31,0.5,43,94,25,47,22,76,-143,-136,-113,58,-111,-131,237,0.1,0,15,6
4,0.1,0.31,0.5,64,27,72,74,70,42,-127,73,-225,-177,-143,55,126,0.1,0,15,6
5,0.1,0.31,0.5,72,70,42,30,38,62,-140,63,28,67,39,67,73,0.1,0,15,6
6,0.1,0.31,0.5,47,41,72,87,87,55,36,75,81,36,61,62,65,0.1,1,15,6
7,0.1,0.31,0.5,59,69,35,43,41,53,-110,66,83,63,71,69,38,0.1,0,15,6
8,0.1,0.31,0.5,68,44,64,73,61,51,63,77,80,66,80,79,38,0.1,1,15,6
9,0.1,0.31,0.5,88,75,46,59,55,60,-129,75,79,57,75,79,44,0.1,0,15,6
10,0.1,0.31,0.5,51,54,72,67,72,68,64,75,75,72,66,69,37,0.1,1,15,6
11,0.1,0.31,0.5,76,75,88,78,84,67,57,75,70,71,76,79,44,0.1,1,15,6
12,0.1,0.31,0.5,69,55,42,52,38,57,70,76,79,63,83,74,38,0.1,1,15,6
13,0.1,0.31,0.5,62,77,62,60,85,66,76,76,86,79,36,79,65,0.1,1,15,6
14,0.1,0.31,0.5,88,66,83,73,65,80,-137,79,64,82,76,64,38,0.1,0,15,6
15,0.1,0.31,0.5,52,66,53,50,91,52,73,75,77,82,-36,73,137,0.1,1,15,6
16,0.1,0.31,0.5,63,63,66,53,51,75,77,75,78,83,78,69,32,0.1,1,15,6
17,0.1,0.31,0.5,75,71,63,92,72,52,73,77,80,-163,75,79,64,0.1,0,15,6
18,0.1,0.31,0.5,52,56,63,88,66,59,75,76,76,-132,80,80,33,0.1,0,15,6
19,0.1,0.31,0.5,54,77,55,82,46,62,69,-132,82,-111,80,78,33,0.1,0,15,6
20,0.1,0.31,0.5,63,68,51,61,55,52,74,65,81,17,74,78,84,0.1,1,15,6
21,0.1,0.31,0.5,53,87,59,38,65,59,73,-138,79,87,79,79,39,0.1,0,15,6
22,0.1,0.31,0.5,61,39,62,87,53,61,71,72,71,70,79,76,31,0.1,1,15,6
23,0.1,0.31,0.5,60,67,56,51,55,68,76,69,81,83,75,71,32,0.1,1,15,6
24,0.1,0.31,0.5,45,61,45,44,53,45,76,78,81,84,77,78,25,0.1,1,15,6
25,0.1,0.31,0.5,59,43,62,50,53,54,76,77,81,87,82,85,25,0.1,1,15,6
26,0.1,0.31,0.5,59,63,45,52,82,36,75,63,81,83,-37,88,138,0.1,1,15,6
27,0.1,0.31,0.5,78,59,55,41,96,56,-116,83,83,87,-106,86,18,0.1,0,15,6
28,0.1,0.31,0.5,52,53,64,55,42,54,77,83,79,87,84,87,24,0.1,1,15,6
29,0.1,0.31,0.5,49,48,47,57,49,38,74,82,85,86,84,88,27,0.1,1,15,6
30,0.1,0.31,0.5,60,61,74,36,66,57,77,79,-123,87,59,82,42,0.1,0,15,6
31,0.1,0.31,0.5,60,46,77,55,60,48,75,81,-119,87,79,88,26,0.1,0,15,6
32,0.1,0.31,0.5,48,51,49,67,47,55,75,83,85,70,75,77,31,0.1,1,15,6
33,0.1,0.31,0.5,58,56,39,53,60,55,77,81,83,78,68,77,33,0.1,1,15,6
34,0.1,0.31,0.5,62,44,66,50,56,51,69,82,85,87,79,68,33,0.1,1,15,6
35,0.1,0.31,0.5,46,63,47,57,50,49,72,16,85,85,77,86,85,0.1,1,15,6
36,0.1,0.31,0.5,65,60,77,46,65,59,77,83,-160,84,78,87,61,0.1,0,15,6
37,0.1,0.31,0.5,65,51,49,54,59,50,77,82,83,87,78,83,24,0.1,1,15,6
38,0.1,0.31,0.5,47,59,41,56,51,59,69,79,85,87,78,72,32,0.1,1,15,6
39,0.1,0.31,0.5,65,61,75,47,66,62,77,83,84,85,70,78,31,0.1,1,15,6
40,0.1,0.31,0.5,68,50,49,57,65,51,73,83,84,87,81,88,28,0.1,1,15,6
41,0.1,0.31,0.5,45,56,39,69,76,45,76,83,85,-111,-112,86,25,0.1,0,15,6
42,0.1,0.31,0.5,66,58,75,59,48,53,62,83,81,83,73,88,39,0.1,1,15,6
43,0.1,0.31,0.5,63,76,54,32,53,52,77,-124,85,87,76,88,25,0.1,0,15,6
44,0.1,0.31,0.5,49,52,39,72,74,48,75,83,85,83,78,88,26,0.1,1,15,6
45,0.1,0.31,0.5,62,42,71,60,48,74,77,80,85,87,75,-116,26,0.1,0,15,6
46,0.1,0.31,0.5,56,66,51,73,45,59,71,83,85,-110,84,86,30,0.1,0,15,6
47,0.1,0.31,0.5,50,53,37,75,67,23,76,80,85,-122,72,88,29,0.1,0,15,6
48,0.1,0.31,0.5,63,46,61,34,63,66,75,81,85,80,66,85,35,0.1,1,15,6
49,0.1,0.31,0.5,74,72,49,69,50,54,-123,67,85,-110,84,88,34,0.1,0,15,6
50,0.1,0.31,0.5,49,45,47,67,57,29,76,79,76,-108,82,88,25,0.1,0,15,6
51,0.1,0.31,0.5,47,42,56,67,59,51,75,79,83,-103,55,88,46,0.1,0,15,6
52,0.1,0.31,0.5,64,57,44,68,39,45,76,85,82,-124,80,87,25,0.1,0,15,6
53,0.1,0.31,0.5,67,41,43,68,49,38,-126,83,78,-180,84,77,81,0.1,0,15,6
54,0.1,0.31,0.5,42,43,54,68,50,53,75,81,84,-112,82,88,26,0.1,0,15,6
55,0.1,0.31,0.5,38,57,45,68,40,45,77,79,84,-168,84,84,69,0.1,0,15,6
56,0.1,0.31,0.5,59,42,38,68,51,30,74,77,83,-192,86,88,93,0.1,0,15,6
57,0.1,0.31,0.5,48,43,53,67,48,52,76,83,84,-251,84,84,152,0.1,0,15,6
58,0.1,0.31,0.5,41,58,46,67,38,47,76,77,85,-198,83,88,99,0.1,0,15,6
59,0.1,0.31,0.5,59,39,35,68,50,29,76,81,85,30,82,88,71,0.1,1,15,6
60,0.1,0.31,0.5,62,63,76,43,64,73,75,81,80,83,84,84,26,0.1,1,15,6
61,0.1,0.31,0.5,46,54,52,72,48,50,77,83,73,83,77,87,28,0.1,1,15,6
62,0.1,0.31,0.5,72,55,50,51,69,41,76,78,85,83,66,88,35,0.1,1,15,6
63,0.1,0.31,0.5,53,57,62,52,51,54,75,83,81,83,84,88,26,0.1,1,15,6
64,0.1,0.31,0.5,61,66,60,72,57,63,67,83,85,83,84,84,34,0.1,1,15,6
65,0.1,0.31,0.5,70,53,52,50,63,50,74,81,85,83,84,84,27,0.1,1,15,6
66,0.1,0.31,0.5,55,53,57,50,49,52,72,81,85,80,82,90,29,0.1,1,15,6
67,0.1,0.31,0.5,62,54,45,77,44,50,71,83,84,68,81,85,33,0.1,1,15,6
68,0.1,0.31,0.5,68,51,54,52,61,57,70,81,79,79,82,76,31,0.1,1,15,6
69,0.1,0.31,0.5,53,63,69,50,58,68,77,83,83,82,84,84,24,0.1,1,15,6
70,0.1,0.31,0.5,61,59,49,72,54,46,79,81,85,83,71,88,30,0.1,1,15,6
71,0.1,0.31,0.5,55,50,47,52,60,53,76,83,85,83,78,82,25,0.1,1,15,6
72,0.1,0.31,0.5,60,54,59,48,52,55,73,82,85,83,78,88,28,0.1,1,15,6
73,0.1,0.31,0.5,66,70,65,73,62,57,72,80,81,82,83,87,29,0.1,1,15,6
74,0.1,0.31,0.5,56,51,50,54,59,46,75,81,85,81,82,88,26,0.1,1,15,6
75,0.1,0.31,0.5,60,54,57,47,50,57,74,80,85,83,83,84,27,0.1,1,15,6
76,0.1,0.31,0.5,63,68,71,72,54,60,76,83,70,83,90,88,31,0.1,1,15,6
77,0.1,0.31,0.5,55,49,49,53,64,44,75,83,85,83,-107,88,26,0.1,0,15,6
78,0.1,0.31,0.5,55,54,58,62,52,56,78,81,85,67,84,84,34,0.1,1,15,6
79,0.1,0.31,0.5,64,66,66,67,72,58,76,80,70,82,-115,86,31,0.1,0,15,6
80,0.1,0.31,0.5,71,40,39,50,46,50,-110,85,84,82,79,41,60,0.1,0,15,6
81,0.1,0.31,0.5,52,77,66,57,53,53,75,-118,86,83,83,88,26,0.1,0,15,6
82,0.1,0.31,0.5,62,65,57,59,68,61,61,82,85,83,82,84,40,0.1,1,15,6
83,0.1,0.31,0.5,69,42,40,48,46,47,77,63,84,83,84,83,38,0.1,1,15,6
84,0.1,0.31,0.5,54,74,69,62,57,55,77,82,83,83,82,88,24,0.1,1,15,6
85,0.1,0.31,0.5,52,59,56,55,60,53,77,83,85,80,86,88,24,0.1,1,15,6
86,0.1,0.31,0.5,74,42,44,59,45,50,77,83,84,83,86,85,24,0.1,1,15,6
87,0.1,0.31,0.5,53,72,69,59,59,55,76,83,85,83,83,88,25,0.1,1,15,6
88,0.1,0.31,0.5,51,62,54,52,61,53,77,81,85,83,86,88,24,0.1,1,15,6
89,0.1,0.31,0.5,71,39,35,54,43,43,76,79,87,83,85,86,25,0.1,1,15,6
90,0.1,0.31,0.5,50,65,65,58,52,52,77,85,85,82,86,87,24,0.1,1,15,6
91,0.1,0.31,0.5,53,55,52,59,67,53,75,85,87,75,-108,88,26,0.1,0,15,6
92,0.1,0.31,0.5,74,44,38,57,58,44,76,81,87,82,86,88,25,0.1,1,15,6
93,0.1,0.31,0.5,75,65,56,52,25,44,-107,82,87,81,86,88,20,0.1,0,15,6
94,0.1,0.31,0.5,51,55,54,56,67,53,77,85,85,83,86,88,24,0.1,1,15,6
95,0.1,0.31,0.5,43,40,41,75,53,47,76,84,87,-120,82,86,25,0.1,0,15,6
96,0.1,0.31,0.5,68,55,75,56,38,63,77,85,-175,82,84,74,76,0.1,0,15,6
97,0.1,0.31,0.5,54,49,53,37,57,45,74,85,87,83,83,88,27,0.1,1,15,6
98,0.1,0.31,0.5,44,41,28,71,56,47,74,84,85,-114,83,88,27,0.1,0,15,6
99,0.1,0.31,0.5,64,53,53,70,37,46,77,85,-106,83,85,88,24,0.1,0,15,6
100,0.1,0.31,0.5,56,52,59,27,62,49,75,85,85,83,86,88,26,0.1,1,15,6
101,0.1,0.31,0.5,52,63,37,61,62,43,76,75,86,81,76,89,26,0.1,1,15,6
102,0.1,0.31,0.5,65,56,53,74,47,48,77,85,87,79,80,88,24,0.1,1,15,6
103,0.1,0.31,0.5,52,53,52,30,65,69,77,83,87,83,76,67,34,0.1,1,15,6
