eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,-133,-208,-156,-140,-128,-183,109,0.1,0,15,6
1,0.1,0.31,0.5,30,0,0,0,0,0,38,-162,-188,-153,-148,-146,89,0.1,0,15,6
2,0.1,0.31,0.5,17,17,17,17,17,57,83,-263,-296,-159,-121,-10,197,0.1,0,15,6
3,0.1,0.31,0.5,25,47,27,27,27,11,87,-28,-139,-154,-143,90,129,0.1,0,15,6
4,0.1,0.31,0.5,29,28,43,41,59,50,87,87,57,-159,-65,54,166,0.1,0,15,6
5,0.1,0.31,0.5,45,60,47,53,63,41,87,84,82,44,49,90,57,0.1,1,15,6
6,0.1,0.31,0.5,47,39,67,53,73,37,87,83,83,83,59,88,42,0.1,1,15,6
7,0.1,0.31,0.5,40,51,33,83,41,32,83,85,77,-174,58,90,75,0.1,0,15,6
8,0.1,0.31,0.5,81,66,80,50,73,72,-120,83,78,83,76,81,25,0.1,0,15,6
9,0.1,0.31,0.5,36,29,34,39,49,21,87,87,83,85,51,90,50,0.1,1,15,6
10,0.1,0.31,0.5,45,51,49,52,69,54,84,82,80,70,-108,84,31,0.1,0,15,6
11,0.1,0.31,0.5,41,61,44,51,43,39,83,69,83,85,73,88,32,0.1,1,15,6
12,0.1,0.31,0.5,54,38,50,68,60,34,86,86,83,51,74,89,50,0.1,1,15,6
13,0.1,0.31,0.5,74,45,60,49,59,67,-117,87,71,75,72,67,34,0.1,0,15,6
14,0.1,0.31,0.5,53,53,53,71,57,55,86,86,87,76,78,89,25,0.1,1,15,6
15,0.1,0.31,0.5,40,56,63,61,61,37,83,84,78,72,75,88,29,0.1,1,15,6
16,0.1,0.31,0.5,63,45,62,54,59,49,87,87,77,76,80,90,25,0.1,1,15,6
17,0.1,0.31,0.5,65,55,47,62,48,44,-105,81,82,76,84,87,25,0.1,0,15,6
18,0.1,0.31,0.5,65,62,62,54,63,42,-112,69,-107,68,70,87,33,0.1,0,15,6
19,0.1,0.31,0.5,82,43,53,60,58,46,-135,87,83,77,79,90,36,0.1,0,15,6
20,0.1,0.31,0.5,81,50,52,60,44,40,-127,87,70,76,79,89,31,0.1,0,15,6
21,0.1,0.31,0.5,63,47,58,55,70,32,70,85,78,72,-123,90,31,0.1,0,15,6
22,0.1,0.31,0.5,39,58,57,69,67,76,85,83,83,74,78,77,27,0.1,1,15,6
23,0.1,0.31,0.5,66,54,55,62,45,54,86,87,80,76,80,87,25,0.1,1,15,6
24,0.1,0.31,0.5,52,55,59,52,74,39,86,70,75,77,47,90,54,0.1,1,15,6
25,0.1,0.31,0.5,41,64,62,70,65,61,85,84,80,65,89,80,36,0.1,1,15,6
26,0.1,0.31,0.5,63,47,50,73,80,43,87,87,81,57,-152,88,53,0.1,0,15,6
27,0.1,0.31,0.5,43,66,53,52,39,40,86,-111,81,70,90,90,31,0.1,0,15,6
28,0.1,0.31,0.5,45,44,61,61,49,77,84,86,82,74,81,-142,43,0.1,0,15,6
29,0.1,0.31,0.5,63,69,53,68,59,66,87,63,81,75,90,87,38,0.1,1,15,6
30,0.1,0.31,0.5,44,71,63,53,33,31,87,78,78,76,90,81,25,0.1,1,15,6
31,0.1,0.31,0.5,42,52,56,81,49,70,87,78,83,-119,86,84,23,0.1,0,15,6
32,0.1,0.31,0.5,70,46,57,65,57,71,-114,85,83,75,88,73,28,0.1,0,15,6
33,0.1,0.31,0.5,55,59,50,56,60,34,85,85,81,40,-104,89,61,0.1,0,15,6
