eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,-255,-141,-167,-400,-257,-271,301,0.1,0,25,6
1,0.1,0.31,0.5,0,0,0,0,0,0,-562,-263,-369,-224,-487,-268,463,0.1,0,25,6
2,0.1,0.31,0.5,0,0,0,0,0,0,-216,-160,-220,-227,-199,-193,128,0.1,0,25,6
3,0.1,0.31,0.5,0,0,85,0,0,0,-182,-331,-126,-308,-459,-374,360,0.1,0,25,6
4,0.1,0.31,0.5,36,36,38,36,36,36,-368,-371,59,-177,-214,-316,272,0.1,0,25,6
5,0.1,0.31,0.5,37,75,38,89,112,37,-364,-122,-207,-104,-182,-271,283,0.1,0,25,6
6,0.1,0.31,0.5,123,138,162,161,104,123,-167,-137,-87,-175,41,-257,188,0.1,0,25,6
7,0.1,0.31,0.5,91,64,48,53,79,37,-59,45,56,47,46,70,160,0.1,1,25,6
8,0.1,0.31,0.5,148,151,157,158,138,142,55,19,48,47,48,-131,82,0.1,0,25,6
9,0.1,0.31,0.5,93,73,58,157,80,50,1,56,59,-159,46,71,100,0.1,0,25,6
10,0.1,0.31,0.5,99,91,102,70,119,93,48,60,56,-6,18,57,107,0.1,1,25,6
11,0.1,0.31,0.5,102,115,87,132,97,83,37,50,65,50,65,75,64,0.1,1,25,6
12,0.1,0.31,0.5,89,75,117,128,84,88,52,51,-35,51,69,66,136,0.1,1,25,6
13,0.1,0.31,0.5,101,113,92,103,96,88,35,22,45,-16,64,53,117,0.1,1,25,6
14,0.1,0.31,0.5,132,162,158,130,111,133,38,-173,-564,44,65,51,465,0.1,0,25,6
15,0.1,0.31,0.5,126,116,138,159,110,137,51,53,38,-161,65,26,75,0.1,0,25,6
16,0.1,0.31,0.5,77,82,73,120,73,51,54,54,41,19,67,77,82,0.1,1,25,6
17,0.1,0.31,0.5,140,134,144,91,109,101,41,45,52,37,70,75,64,0.1,1,25,6
18,0.1,0.31,0.5,93,126,125,139,80,80,56,59,14,18,71,74,87,0.1,1,25,6
19,0.1,0.31,0.5,104,152,75,132,100,82,55,-171,23,36,70,76,78,0.1,0,25,6
20,0.1,0.31,0.5,160,57,123,80,112,97,-42,63,44,54,62,75,143,0.1,1,25,6
21,0.1,0.31,0.5,180,122,125,122,88,100,-152,55,44,49,70,68,57,0.1,0,25,6
22,0.1,0.31,0.5,130,123,70,133,93,76,-15,62,53,-24,66,81,125,0.1,1,25,6
23,0.1,0.31,0.5,97,87,143,116,118,88,43,62,41,7,56,79,94,0.1,1,25,6
24,0.1,0.31,0.5,144,99,91,116,82,158,5,63,45,50,65,-472,373,0.1,0,25,6
25,0.1,0.31,0.5,124,114,100,192,102,81,34,65,53,-187,55,79,288,0.1,1,25,6
26,0.1,0.31,0.5,96,89,118,209,103,66,35,60,42,-119,60,75,66,0.1,0,25,6
27,0.1,0.31,0.5,132,85,106,111,72,88,-145,62,31,-3,67,77,104,0.1,0,25,6
28,0.1,0.31,0.5,127,151,137,135,122,75,53,35,21,15,65,81,86,0.1,1,25,6
29,0.1,0.31,0.5,94,69,160,123,142,62,24,64,-133,18,-125,79,83,0.1,0,25,6
30,0.1,0.31,0.5,150,145,95,123,89,126,35,29,52,25,67,66,76,0.1,1,25,6
31,0.1,0.31,0.5,123,113,106,164,92,95,37,65,63,-97,64,80,198,0.1,1,25,6
32,0.1,0.31,0.5,120,94,150,135,129,74,21,60,54,6,70,79,95,0.1,1,25,6
33,0.1,0.31,0.5,132,128,87,134,106,90,40,64,60,17,64,80,84,0.1,1,25,6
34,0.1,0.31,0.5,147,138,126,147,107,105,31,50,57,16,68,73,85,0.1,1,25,6
35,0.1,0.31,0.5,109,95,146,133,123,85,39,60,53,12,77,80,89,0.1,1,25,6
36,0.1,0.31,0.5,157,120,85,165,108,79,-262,62,61,-137,5,81,163,0.1,0,25,6
37,0.1,0.31,0.5,139,118,108,159,92,97,49,58,64,-8,69,79,109,0.1,1,25,6
38,0.1,0.31,0.5,194,84,131,121,130,87,-297,67,63,-3,67,77,398,0.1,1,25,6
39,0.1,0.31,0.5,138,152,97,136,103,82,-38,33,68,24,61,81,139,0.1,1,25,6
40,0.1,0.31,0.5,151,116,114,128,170,74,27,65,61,28,-341,77,242,0.1,0,25,6
41,0.1,0.31,0.5,110,105,124,171,85,77,48,62,44,-141,69,81,57,0.1,0,25,6
42,0.1,0.31,0.5,117,121,119,105,159,120,42,64,63,23,-263,63,164,0.1,0,25,6
43,0.1,0.31,0.5,152,117,111,152,172,125,21,64,50,-7,-158,58,108,0.1,0,25,6
44,0.1,0.31,0.5,115,84,113,136,92,66,-1,62,47,27,66,80,102,0.1,1,25,6
45,0.1,0.31,0.5,128,141,130,128,90,85,50,63,60,11,70,82,90,0.1,1,25,6
46,0.1,0.31,0.5,124,158,109,148,137,75,53,-134,55,-4,-130,83,105,0.1,0,25,6
47,0.1,0.31,0.5,99,109,111,142,123,103,52,62,52,10,67,71,91,0.1,1,25,6
48,0.1,0.31,0.5,137,80,119,119,142,89,33,62,54,14,-121,82,87,0.1,0,25,6
49,0.1,0.31,0.5,126,140,147,163,88,123,52,62,3,-145,37,-118,98,0.1,0,25,6
50,0.1,0.31,0.5,112,115,120,173,166,61,39,54,46,-186,-132,85,87,0.1,0,25,6
51,0.1,0.31,0.5,191,95,188,161,131,50,-193,63,-195,-144,49,82,96,0.1,0,25,6
52,0.1,0.31,0.5,113,122,117,162,77,81,48,62,50,-194,62,83,95,0.1,0,25,6
53,0.1,0.31,0.5,87,106,94,159,130,73,51,63,48,-236,46,79,137,0.1,0,25,6
54,0.1,0.31,0.5,129,80,143,163,106,63,41,67,-13,-253,60,83,154,0.1,0,25,6
55,0.1,0.31,0.5,111,104,94,163,65,73,32,60,58,-261,61,83,162,0.1,0,25,6
56,0.1,0.31,0.5,93,121,91,136,122,107,41,54,61,-75,61,61,176,0.1,1,25,6
57,0.1,0.31,0.5,164,134,159,106,165,103,48,47,50,45,29,83,72,0.1,1,25,6
58,0.1,0.31,0.5,96,93,100,150,58,73,48,56,57,59,54,80,53,0.1,1,25,6
59,0.1,0.31,0.5,132,151,134,119,169,78,57,55,59,57,59,83,46,0.1,1,25,6
60,0.1,0.31,0.5,106,84,105,95,80,57,20,62,59,57,67,81,81,0.1,1,25,6
61,0.1,0.31,0.5,172,110,100,163,134,82,-78,62,60,-139,15,83,179,0.1,0,25,6
62,0.1,0.31,0.5,202,106,104,135,89,51,-323,56,55,25,59,83,224,0.1,0,25,6
63,0.1,0.31,0.5,110,128,134,87,142,74,-101,61,67,61,63,85,202,0.1,1,25,6
64,0.1,0.31,0.5,144,107,101,156,93,77,-145,65,31,-141,63,82,70,0.1,0,25,6
65,0.1,0.31,0.5,177,115,111,171,109,61,-147,60,52,-89,56,83,190,0.1,0,25,6
66,0.1,0.31,0.5,91,76,104,120,141,69,30,66,36,-38,-37,78,139,0.1,1,25,6
67,0.1,0.31,0.5,111,92,131,103,82,71,44,71,-110,47,64,83,57,0.1,0,25,6
68,0.1,0.31,0.5,130,109,95,118,148,159,35,67,52,64,4,-264,165,0.1,0,25,6
69,0.1,0.31,0.5,129,82,125,96,126,86,38,64,47,60,23,82,78,0.1,1,25,6
70,0.1,0.31,0.5,109,113,132,98,168,51,29,58,16,67,-174,83,85,0.1,0,25,6
71,0.1,0.31,0.5,123,112,110,161,114,91,45,66,63,-148,21,81,80,0.1,0,25,6
72,0.1,0.31,0.5,125,79,101,111,122,167,-5,71,65,64,12,-25,126,0.1,1,25,6
73,0.1,0.31,0.5,119,66,92,90,146,95,-95,69,64,18,-59,82,196,0.1,1,25,6
