eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,-548,-142,-484,-360,449,0.1,0,25,4
1,0.1,0.31,0.5,0,0,0,0,-300,-333,-322,-342,243,0.1,0,25,4
2,0.1,0.31,0.5,0,0,0,0,-325,-288,-573,-172,474,0.1,0,25,4
3,0.1,0.31,0.5,0,0,0,0,-188,-276,-130,-221,177,0.1,0,25,4
4,0.1,0.31,0.5,0,0,0,0,-432,-907,-226,-427,808,0.1,0,25,4
5,0.1,0.31,0.5,0,0,0,0,-213,-488,-598,-210,499,0.1,0,25,4
6,0.1,0.31,0.5,0,0,0,0,-275,-260,-413,-211,314,0.1,0,25,4
7,0.1,0.31,0.5,0,0,76,0,-259,-536,-103,-241,437,0.1,0,25,4
8,0.1,0.31,0.5,43,43,43,43,-343,-217,58,-226,244,0.1,0,25,4
9,0.1,0.31,0.5,43,98,43,43,-176,-185,57,-203,286,0.1,0,25,4
10,0.1,0.31,0.5,70,68,76,120,-153,57,55,-87,188,0.1,0,25,4
11,0.1,0.31,0.5,101,136,74,80,-198,-31,54,8,132,0.1,0,25,4
12,0.1,0.31,0.5,127,62,100,125,-264,47,34,14,165,0.1,0,25,4
13,0.1,0.31,0.5,128,106,72,83,-309,55,60,16,210,0.1,0,25,4
14,0.1,0.31,0.5,128,103,121,117,-549,37,44,33,450,0.1,0,25,4
15,0.1,0.31,0.5,128,80,112,141,-278,52,24,21,179,0.1,0,25,4
16,0.1,0.31,0.5,128,90,91,94,-234,48,39,10,135,0.1,0,25,4
17,0.1,0.31,0.5,128,106,111,97,-364,45,-196,5,265,0.1,0,25,4
18,0.1,0.31,0.5,85,75,131,121,-27,54,-140,3,128,0.1,0,25,4
19,0.1,0.31,0.5,128,105,93,128,21,51,36,-12,113,0.1,1,25,4
20,0.1,0.31,0.5,113,108,100,113,31,29,45,17,84,0.1,1,25,4
21,0.1,0.31,0.5,116,94,137,106,12,42,-21,39,122,0.1,1,25,4
22,0.1,0.31,0.5,119,145,172,136,31,22,-164,31,265,0.1,1,25,4
23,0.1,0.31,0.5,169,142,187,93,2,-45,-184,34,285,0.1,1,25,4
24,0.1,0.31,0.5,123,125,166,170,21,43,29,32,80,0.1,1,25,4
25,0.1,0.31,0.5,134,147,125,185,36,39,54,-286,187,0.1,0,25,4
26,0.1,0.31,0.5,160,97,162,126,-139,47,-294,21,195,0.1,0,25,4
27,0.1,0.31,0.5,130,92,122,112,19,36,-76,-43,177,0.1,1,25,4
28,0.1,0.31,0.5,105,116,112,182,24,47,22,-170,79,0.1,0,25,4
29,0.1,0.31,0.5,135,80,137,176,36,66,18,-156,83,0.1,0,25,4
30,0.1,0.31,0.5,111,69,95,162,15,74,38,-8,109,0.1,1,25,4
31,0.1,0.31,0.5,117,77,84,91,21,70,50,12,89,0.1,1,25,4
32,0.1,0.31,0.5,125,73,117,153,31,69,50,37,70,0.1,1,25,4
33,0.1,0.31,0.5,125,82,132,115,34,74,10,67,91,0.1,1,25,4
34,0.1,0.31,0.5,94,106,76,44,25,48,60,68,76,0.1,1,25,4
35,0.1,0.31,0.5,122,78,128,102,10,66,25,61,91,0.1,1,25,4
36,0.1,0.31,0.5,124,89,122,109,32,69,56,67,69,0.1,1,25,4
37,0.1,0.31,0.5,111,95,71,53,-9,58,61,71,110,0.1,1,25,4
38,0.1,0.31,0.5,136,68,119,91,-4,71,-138,67,105,0.1,0,25,4
39,0.1,0.31,0.5,142,82,153,75,11,61,-17,71,118,0.1,1,25,4
40,0.1,0.31,0.5,114,89,83,66,11,63,56,71,90,0.1,1,25,4
41,0.1,0.31,0.5,145,84,125,103,-83,64,53,-129,184,0.1,0,25,4
42,0.1,0.31,0.5,133,96,141,93,18,65,-75,66,176,0.1,1,25,4
43,0.1,0.31,0.5,146,94,84,65,-151,62,22,57,79,0.1,0,25,4
44,0.1,0.31,0.5,122,81,144,107,7,67,-166,68,267,0.1,1,25,4
45,0.1,0.31,0.5,106,80,105,128,4,74,-61,-193,162,0.1,0,25,4
46,0.1,0.31,0.5,145,72,97,90,-13,71,-127,60,228,0.1,1,25,4
47,0.1,0.31,0.5,113,85,110,61,32,54,49,64,69,0.1,1,25,4
48,0.1,0.31,0.5,77,91,124,101,52,73,-125,70,226,0.1,1,25,4
49,0.1,0.31,0.5,122,71,95,90,53,72,1,67,100,0.1,1,25,4
50,0.1,0.31,0.5,101,100,112,71,42,58,-110,69,211,0.1,1,25,4
51,0.1,0.31,0.5,83,96,109,111,51,75,8,63,93,0.1,1,25,4
52,0.1,0.31,0.5,116,61,127,75,55,75,-83,70,184,0.1,1,25,4
53,0.1,0.31,0.5,86,93,112,79,60,65,20,66,81,0.1,1,25,4
54,0.1,0.31,0.5,84,78,87,176,42,73,53,-151,252,0.1,1,25,4
55,0.1,0.31,0.5,105,83,84,80,58,65,53,67,48,0.1,1,25,4
56,0.1,0.31,0.5,99,73,124,76,36,75,-137,62,65,0.1,0,25,4
57,0.1,0.31,0.5,86,73,98,82,27,71,3,69,98,0.1,1,25,4
58,0.1,0.31,0.5,95,78,64,89,55,73,-24,53,125,0.1,1,25,4
