eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-512,-123,-117,-196,-184,-153,-158,-253,413,0.1,0,20,8
1,0.1,0.31,0.5,0,0,0,0,0,80,0,0,-211,-207,-108,-135,-244,-174,-120,-219,275,0.1,0,20,8
2,0.1,0.31,0.5,32,32,6,25,15,35,32,32,-352,-177,-108,-140,-124,38,-425,-163,326,0.1,0,20,8
3,0.1,0.31,0.5,33,34,28,33,29,22,33,23,-255,61,-249,-141,-302,80,-193,78,203,0.1,0,20,8
4,0.1,0.31,0.5,39,39,34,39,35,34,40,35,-367,49,-169,-236,-188,80,39,-123,268,0.1,0,20,8
5,0.1,0.31,0.5,59,58,44,56,52,39,67,39,-177,-166,64,-117,-121,79,20,79,81,0.1,0,20,8
6,0.1,0.31,0.5,69,47,64,69,60,43,55,43,-160,67,23,-485,52,78,65,78,386,0.1,0,20,8
7,0.1,0.31,0.5,85,51,38,70,58,55,47,37,-94,59,73,-146,32,49,68,80,195,0.1,0,20,8
8,0.1,0.31,0.5,151,85,81,92,85,78,90,74,-125,65,77,-121,53,79,49,80,52,0.1,0,20,8
9,0.1,0.31,0.5,96,68,47,122,89,64,85,41,47,56,66,-209,43,60,50,78,110,0.1,0,20,8
10,0.1,0.31,0.5,64,71,67,62,77,64,74,62,51,67,78,-10,38,78,41,78,111,0.1,1,20,8
11,0.1,0.31,0.5,129,94,69,140,114,71,109,59,49,64,76,45,1,76,62,80,100,0.1,1,20,8
12,0.1,0.31,0.5,115,65,51,90,103,50,158,48,-38,65,79,55,-78,77,-272,80,373,0.1,1,20,8
13,0.1,0.31,0.5,86,70,98,112,78,67,108,66,43,66,51,-121,-56,80,-53,78,157,0.1,0,20,8
14,0.1,0.31,0.5,132,94,88,69,132,91,100,83,44,63,69,44,-23,71,47,76,124,0.1,1,20,8
15,0.1,0.31,0.5,100,111,69,134,112,64,109,98,34,51,79,49,-41,80,55,57,142,0.1,1,20,8
16,0.1,0.31,0.5,129,87,65,106,84,65,130,75,-116,49,79,52,-7,75,-131,81,108,0.1,0,20,8
17,0.1,0.31,0.5,145,78,86,89,92,63,77,61,-216,64,-124,-12,-20,76,61,78,121,0.1,0,20,8
18,0.1,0.31,0.5,111,121,65,141,114,75,89,122,21,9,78,-133,-71,78,67,-141,172,0.1,0,20,8
19,0.1,0.31,0.5,109,93,73,92,90,82,138,86,31,41,78,53,52,78,25,79,76,0.1,1,20,8
20,0.1,0.31,0.5,109,99,79,98,104,69,88,59,54,46,79,33,-25,77,71,76,126,0.1,1,20,8
21,0.1,0.31,0.5,135,91,97,100,91,75,72,83,-122,56,41,56,-73,79,66,80,174,0.1,0,20,8
22,0.1,0.31,0.5,106,136,69,103,102,76,119,87,51,-145,76,59,19,78,65,77,82,0.1,0,20,8
23,0.1,0.31,0.5,132,77,79,79,116,75,138,58,-193,59,79,59,23,82,-166,78,94,0.1,0,20,8
24,0.1,0.31,0.5,112,68,74,113,83,59,92,63,-182,55,71,38,55,80,66,82,83,0.1,0,20,8
25,0.1,0.31,0.5,119,105,60,94,110,53,69,58,-25,53,76,44,-136,82,54,82,126,0.1,0,20,8
26,0.1,0.31,0.5,98,110,108,103,99,117,111,59,21,24,59,36,46,45,67,79,80,0.1,1,20,8
