eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,-398,-224,-136,-199,-359,-363,299,0.1,0,25,6
1,0.1,0.31,0.5,0,0,87,0,0,0,-343,-167,-265,-209,-241,-274,366,0.1,0,25,6
2,0.1,0.31,0.5,24,18,25,24,24,24,-290,-120,74,-339,-306,-795,696,0.1,0,25,6
3,0.1,0.31,0.5,25,25,29,25,81,25,-441,-459,63,-212,-114,-194,360,0.1,0,25,6
4,0.1,0.31,0.5,55,55,54,55,52,56,-189,-217,65,-173,67,59,118,0.1,0,25,6
5,0.1,0.31,0.5,78,61,36,64,79,31,-12,8,71,-404,18,83,305,0.1,0,25,6
6,0.1,0.31,0.5,102,86,76,98,73,95,23,57,74,-160,49,-308,209,0.1,0,25,6
7,0.1,0.31,0.5,64,64,66,102,68,26,47,53,58,-195,49,79,96,0.1,0,25,6
8,0.1,0.31,0.5,91,145,85,111,91,82,50,-186,63,-237,64,80,287,0.1,0,25,6
9,0.1,0.31,0.5,86,94,90,120,83,71,42,41,67,-225,60,80,126,0.1,0,25,6
10,0.1,0.31,0.5,121,90,82,121,56,38,-175,30,45,-253,68,81,154,0.1,0,25,6
11,0.1,0.31,0.5,92,98,109,121,103,113,23,12,16,-370,47,-413,314,0.1,0,25,6
12,0.1,0.31,0.5,78,120,91,78,82,88,47,-217,43,-91,65,78,192,0.1,0,25,6
13,0.1,0.31,0.5,128,115,97,134,120,75,50,38,69,64,9,69,92,0.1,1,25,6
14,0.1,0.31,0.5,81,81,77,132,77,68,46,44,63,-42,63,81,143,0.1,1,25,6
15,0.1,0.31,0.5,92,124,139,68,119,78,29,34,-268,49,40,78,169,0.1,0,25,6
16,0.1,0.31,0.5,112,140,85,123,87,53,39,-174,71,48,51,83,75,0.1,0,25,6
17,0.1,0.31,0.5,107,106,78,89,84,65,34,16,61,65,67,82,85,0.1,1,25,6
18,0.1,0.31,0.5,198,140,91,75,120,73,-344,-130,69,47,-130,83,445,0.1,0,25,6
19,0.1,0.31,0.5,100,56,126,88,120,62,26,53,-153,66,-129,75,75,0.1,0,25,6
20,0.1,0.31,0.5,102,126,108,105,75,61,45,-343,59,41,65,81,244,0.1,0,25,6
21,0.1,0.31,0.5,96,94,49,84,78,71,56,57,73,65,69,83,45,0.1,1,25,6
22,0.1,0.31,0.5,92,65,122,97,115,82,54,70,-135,56,66,79,47,0.1,0,25,6
23,0.1,0.31,0.5,90,104,69,86,65,49,57,63,74,57,68,83,44,0.1,1,25,6
24,0.1,0.31,0.5,128,74,63,83,75,76,-85,69,74,42,65,80,186,0.1,1,25,6
25,0.1,0.31,0.5,168,104,88,100,128,72,-141,21,74,58,-18,78,119,0.1,0,25,6
26,0.1,0.31,0.5,171,155,118,154,88,65,-162,-162,42,-298,46,71,199,0.1,0,25,6
27,0.1,0.31,0.5,135,100,84,93,128,71,-213,40,65,65,49,83,314,0.1,1,25,6
28,0.1,0.31,0.5,121,128,127,117,112,57,33,20,56,46,52,83,81,0.1,1,25,6
29,0.1,0.31,0.5,163,120,106,121,102,60,-153,58,66,61,50,82,54,0.1,0,25,6
30,0.1,0.31,0.5,145,108,82,97,155,82,35,64,75,69,-128,83,66,0.1,0,25,6
31,0.1,0.31,0.5,78,91,99,120,106,63,39,53,68,25,45,83,76,0.1,1,25,6
32,0.1,0.31,0.5,154,115,74,175,105,67,-70,60,71,-172,51,81,171,0.1,0,25,6
33,0.1,0.31,0.5,133,105,93,173,116,162,28,61,73,-137,52,-47,148,0.1,0,25,6
34,0.1,0.31,0.5,109,117,102,100,139,90,32,60,70,56,42,83,69,0.1,1,25,6
35,0.1,0.31,0.5,140,119,157,103,112,82,34,52,-156,49,48,69,67,0.1,0,25,6
36,0.1,0.31,0.5,129,91,101,141,115,98,23,60,64,69,44,74,78,0.1,1,25,6
37,0.1,0.31,0.5,118,128,84,92,132,79,25,49,71,66,38,79,76,0.1,1,25,6
38,0.1,0.31,0.5,123,102,126,202,100,66,31,63,66,-139,53,81,240,0.1,1,25,6
39,0.1,0.31,0.5,154,112,112,144,142,72,29,59,68,32,37,83,72,0.1,1,25,6
40,0.1,0.31,0.5,111,100,78,125,110,91,41,61,73,19,37,74,82,0.1,1,25,6
41,0.1,0.31,0.5,131,125,150,173,130,93,38,65,40,-136,43,83,63,0.1,0,25,6
42,0.1,0.31,0.5,115,105,164,117,163,60,36,43,-116,36,-172,83,73,0.1,0,25,6
43,0.1,0.31,0.5,133,130,80,115,91,86,40,58,70,30,45,80,71,0.1,1,25,6
44,0.1,0.31,0.5,120,99,103,158,138,89,36,65,73,24,45,83,77,0.1,1,25,6
45,0.1,0.31,0.5,163,95,126,130,156,65,-150,64,41,24,-117,78,77,0.1,0,25,6
46,0.1,0.31,0.5,111,124,107,118,131,84,38,57,67,39,52,80,63,0.1,1,25,6
47,0.1,0.31,0.5,126,140,106,130,116,75,15,47,65,44,-3,81,104,0.1,1,25,6
48,0.1,0.31,0.5,138,86,108,126,116,129,14,63,65,32,57,-134,87,0.1,0,25,6
49,0.1,0.31,0.5,124,137,115,135,133,93,30,51,51,34,57,63,71,0.1,1,25,6
50,0.1,0.31,0.5,152,132,126,135,99,77,-17,65,59,44,59,85,118,0.1,1,25,6
51,0.1,0.31,0.5,121,88,107,130,157,95,36,36,67,44,-47,82,148,0.1,1,25,6
52,0.1,0.31,0.5,125,122,98,122,123,90,40,58,64,25,60,72,76,0.1,1,25,6
53,0.1,0.31,0.5,130,122,110,136,101,101,28,65,67,43,56,72,73,0.1,1,25,6
54,0.1,0.31,0.5,165,98,122,129,131,99,-145,63,62,18,48,83,83,0.1,0,25,6
55,0.1,0.31,0.5,114,117,133,118,116,71,39,54,15,37,53,83,86,0.1,1,25,6
56,0.1,0.31,0.5,103,133,93,143,100,56,33,34,65,21,56,83,80,0.1,1,25,6
57,0.1,0.31,0.5,153,99,123,163,117,89,38,60,60,-179,55,79,80,0.1,0,25,6
58,0.1,0.31,0.5,163,103,94,106,103,71,-151,61,62,43,56,82,58,0.1,0,25,6
59,0.1,0.31,0.5,91,124,99,153,100,67,34,57,65,-209,59,81,110,0.1,0,25,6
60,0.1,0.31,0.5,127,96,107,94,132,114,10,64,67,43,-117,70,91,0.1,0,25,6
61,0.1,0.31,0.5,117,95,77,124,104,67,45,66,66,15,58,83,86,0.1,1,25,6
62,0.1,0.31,0.5,116,107,106,138,136,67,37,65,67,41,-60,83,161,0.1,1,25,6
63,0.1,0.31,0.5,115,117,122,110,129,90,47,64,65,45,28,81,73,0.1,1,25,6
64,0.1,0.31,0.5,157,94,78,71,120,140,-39,51,69,62,33,-36,140,0.1,1,25,6
65,0.1,0.31,0.5,111,103,107,132,104,80,27,66,56,67,32,83,74,0.1,1,25,6
66,0.1,0.31,0.5,114,121,113,103,136,93,46,62,69,65,44,83,57,0.1,1,25,6
67,0.1,0.31,0.5,144,104,100,95,134,80,46,64,69,63,31,80,70,0.1,1,25,6
68,0.1,0.31,0.5,90,90,87,122,100,60,51,67,70,66,43,83,58,0.1,1,25,6
69,0.1,0.31,0.5,114,119,113,104,133,90,32,62,65,55,11,81,90,0.1,1,25,6
70,0.1,0.31,0.5,134,109,111,143,132,78,49,62,67,-37,44,81,138,0.1,1,25,6
71,0.1,0.31,0.5,98,100,94,113,111,86,49,64,68,65,41,75,60,0.1,1,25,6
72,0.1,0.31,0.5,130,127,131,109,111,106,40,67,58,64,54,82,61,0.1,1,25,6
73,0.1,0.31,0.5,128,112,106,115,142,78,47,65,69,65,34,80,67,0.1,1,25,6
74,0.1,0.31,0.5,109,102,103,115,112,71,47,59,66,64,55,83,54,0.1,1,25,6
75,0.1,0.31,0.5,128,131,124,112,123,88,38,63,67,64,42,82,63,0.1,1,25,6
76,0.1,0.31,0.5,129,111,101,112,135,58,25,35,58,59,-39,83,140,0.1,1,25,6
77,0.1,0.31,0.5,118,98,106,114,114,69,49,66,66,55,52,82,52,0.1,1,25,6
78,0.1,0.31,0.5,132,123,118,110,132,99,29,61,68,63,36,79,72,0.1,1,25,6
79,0.1,0.31,0.5,120,116,96,105,117,85,56,53,61,65,39,71,62,0.1,1,25,6
80,0.1,0.31,0.5,113,102,126,125,113,74,44,56,48,48,55,83,57,0.1,1,25,6
81,0.1,0.31,0.5,124,130,129,110,127,97,53,65,68,66,53,81,48,0.1,1,25,6
82,0.1,0.31,0.5,152,115,89,113,119,78,-36,64,67,61,55,79,137,0.1,1,25,6
83,0.1,0.31,0.5,116,94,111,116,121,58,28,57,60,62,44,83,73,0.1,1,25,6
84,0.1,0.31,0.5,131,113,114,153,106,87,-11,62,64,-140,49,83,112,0.1,0,25,6
85,0.1,0.31,0.5,141,138,87,96,109,72,4,-31,65,52,55,83,132,0.1,1,25,6
86,0.1,0.31,0.5,150,99,110,88,115,65,-98,61,66,67,51,81,199,0.1,1,25,6
87,0.1,0.31,0.5,127,131,138,141,115,131,27,52,51,63,53,68,74,0.1,1,25,6
88,0.1,0.31,0.5,136,104,81,93,111,86,24,55,74,57,49,80,77,0.1,1,25,6
89,0.1,0.31,0.5,137,116,129,103,130,69,12,63,61,66,52,79,89,0.1,1,25,6
90,0.1,0.31,0.5,134,112,133,134,106,95,23,68,61,62,53,81,78,0.1,1,25,6
91,0.1,0.31,0.5,132,121,100,99,123,77,23,52,71,64,54,81,78,0.1,1,25,6
92,0.1,0.31,0.5,133,117,112,101,127,59,22,65,55,64,31,83,79,0.1,1,25,6
93,0.1,0.31,0.5,130,110,122,137,122,92,24,65,67,64,44,82,77,0.1,1,25,6
94,0.1,0.31,0.5,137,106,96,95,116,70,10,64,68,58,54,83,91,0.1,1,25,6
