eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-121,-121,-130,-120,-131,-107,-114,-112,32,0.1,0,10,8
1,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-135,-109,-103,-112,-112,-110,-115,-107,36,0.1,0,10,8
2,0.1,0.31,0.5,0,0,17,0,0,0,0,0,-102,-102,45,-125,-104,-102,-130,-116,56,0.1,0,10,8
3,0.1,0.31,0.5,12,12,14,10,5,19,10,8,-119,-134,82,-111,-105,90,-113,-108,35,0.1,0,10,8
4,0.1,0.31,0.5,15,14,15,15,15,19,15,15,-165,-106,88,-129,-117,-102,84,-123,66,0.1,0,10,8
5,0.1,0.31,0.5,19,19,18,20,20,20,15,20,-111,-108,-106,-130,-113,-118,93,-119,31,0.1,0,10,8
6,0.1,0.31,0.5,21,21,18,15,21,7,17,21,-131,-132,85,64,-121,94,93,-150,51,0.1,0,10,8
7,0.1,0.31,0.5,26,26,21,23,26,24,16,26,-135,-142,88,92,-159,93,93,-109,60,0.1,0,10,8
8,0.1,0.31,0.5,26,26,17,15,6,13,17,26,-120,-112,88,91,94,95,93,-104,21,0.1,0,10,8
9,0.1,0.31,0.5,23,19,26,24,25,22,23,30,40,54,89,92,96,95,93,-132,61,0.1,0,10,8
10,0.1,0.31,0.5,40,39,36,35,19,25,31,34,89,90,89,90,96,95,93,78,23,0.1,1,10,8
11,0.1,0.31,0.5,22,19,25,27,21,21,19,27,90,92,89,80,96,95,93,88,21,0.1,1,10,8
12,0.1,0.31,0.5,39,35,51,45,44,35,42,50,89,92,-111,90,-108,95,91,87,14,0.1,0,10,8
13,0.1,0.31,0.5,33,34,26,47,30,24,24,17,88,92,89,-102,96,93,92,94,13,0.1,0,10,8
14,0.1,0.31,0.5,36,33,38,21,19,40,52,40,91,91,89,88,96,90,-111,93,13,0.1,0,10,8
15,0.1,0.31,0.5,32,29,33,40,27,19,46,26,90,90,88,90,96,95,-121,92,22,0.1,0,10,8
16,0.1,0.31,0.5,35,36,42,30,24,34,21,37,91,90,89,90,96,94,83,92,18,0.1,1,10,8
17,0.1,0.31,0.5,44,44,38,42,49,48,32,44,91,89,86,90,-109,91,93,94,15,0.1,0,10,8
18,0.1,0.31,0.5,31,52,32,42,40,29,49,22,89,-113,87,89,92,95,91,94,14,0.1,0,10,8
19,0.1,0.31,0.5,36,26,39,26,52,30,25,43,89,92,89,90,-117,95,92,90,18,0.1,0,10,8
20,0.1,0.31,0.5,51,49,38,41,12,43,32,42,-108,-110,81,90,96,93,92,93,20,0.1,0,10,8
21,0.1,0.31,0.5,36,32,54,42,36,34,46,27,89,92,-112,90,96,94,93,94,13,0.1,0,10,8
22,0.1,0.31,0.5,26,28,34,29,50,48,26,26,89,92,87,89,-113,-109,91,94,14,0.1,0,10,8
23,0.1,0.31,0.5,47,35,23,34,45,29,30,36,77,92,89,90,94,83,88,93,24,0.1,1,10,8
24,0.1,0.31,0.5,43,32,42,35,12,37,35,29,89,92,87,90,96,92,93,94,14,0.1,1,10,8
25,0.1,0.31,0.5,28,31,42,35,34,37,35,41,89,92,91,90,96,97,92,72,29,0.1,1,10,8
26,0.1,0.31,0.5,51,42,28,50,32,23,48,36,-116,92,89,-110,96,95,-107,94,17,0.1,0,10,8
27,0.1,0.31,0.5,32,31,39,32,16,19,31,27,91,83,88,89,96,97,84,94,18,0.1,1,10,8
28,0.1,0.31,0.5,31,40,44,32,31,27,30,35,91,92,89,89,96,97,95,94,12,0.1,1,10,8
29,0.1,0.31,0.5,47,42,28,48,32,23,40,41,88,92,86,90,96,97,95,92,15,0.1,1,10,8
30,0.1,0.31,0.5,29,25,35,21,17,39,18,20,87,89,90,89,95,90,95,94,14,0.1,1,10,8
31,0.1,0.31,0.5,31,28,49,46,28,25,24,33,87,92,-116,73,96,97,95,94,28,0.1,0,10,8
32,0.1,0.31,0.5,45,45,37,42,48,28,42,39,91,90,91,90,90,97,95,94,11,0.1,1,10,8
33,0.1,0.31,0.5,32,32,23,27,26,24,27,24,90,91,91,87,96,96,93,94,14,0.1,1,10,8
34,0.1,0.31,0.5,31,32,41,38,30,25,27,34,91,92,90,89,95,96,95,94,12,0.1,1,10,8
35,0.1,0.31,0.5,35,35,38,32,27,24,36,27,91,91,86,89,96,97,94,94,15,0.1,1,10,8
36,0.1,0.31,0.5,44,41,33,39,26,31,34,41,91,92,91,85,96,96,95,93,16,0.1,1,10,8
37,0.1,0.31,0.5,32,34,40,40,30,26,27,36,90,87,91,87,96,97,95,94,14,0.1,1,10,8
38,0.1,0.31,0.5,32,38,34,32,26,22,35,25,91,77,91,90,96,97,95,94,24,0.1,1,10,8
39,0.1,0.31,0.5,44,41,34,41,25,23,31,42,91,91,91,88,96,97,95,92,13,0.1,1,10,8
40,0.1,0.31,0.5,36,32,47,41,31,21,27,39,85,92,91,86,96,97,95,94,16,0.1,1,10,8
41,0.1,0.31,0.5,32,33,32,31,25,24,35,25,91,92,91,90,96,97,95,94,11,0.1,1,10,8
42,0.1,0.31,0.5,35,39,36,37,22,33,31,30,91,88,85,86,96,94,93,94,16,0.1,1,10,8
43,0.1,0.31,0.5,39,32,43,41,35,34,33,43,91,92,90,87,96,97,95,93,14,0.1,1,10,8
44,0.1,0.31,0.5,36,37,33,35,35,25,34,34,90,90,91,90,93,97,95,88,13,0.1,1,10,8
45,0.1,0.31,0.5,37,40,35,35,28,22,29,31,82,92,91,90,95,97,95,94,19,0.1,1,10,8
46,0.1,0.31,0.5,37,32,42,41,35,23,32,41,91,92,91,86,95,97,95,94,15,0.1,1,10,8
47,0.1,0.31,0.5,38,38,34,34,29,25,34,29,91,90,91,90,96,97,95,94,11,0.1,1,10,8
48,0.1,0.31,0.5,36,37,47,29,21,22,28,49,88,92,-109,88,96,97,95,-140,41,0.1,0,10,8
49,0.1,0.31,0.5,47,47,32,43,33,23,31,31,-106,-103,91,92,96,97,95,94,10,0.1,0,10,8
50,0.1,0.31,0.5,48,47,30,37,30,25,34,23,-106,-104,90,89,96,97,95,92,12,0.1,0,10,8
51,0.1,0.31,0.5,40,42,42,26,19,20,28,38,-106,-103,90,89,96,97,93,94,12,0.1,0,10,8
52,0.1,0.31,0.5,40,33,18,32,23,16,22,18,-105,79,91,84,96,97,95,94,22,0.1,0,10,8
53,0.1,0.31,0.5,42,24,36,36,32,23,34,31,-118,90,91,90,94,97,95,94,19,0.1,0,10,8
54,0.1,0.31,0.5,41,33,24,17,16,15,17,26,53,90,90,89,94,97,95,94,48,0.1,1,10,8
55,0.1,0.31,0.5,26,34,32,41,32,21,32,32,87,90,89,90,95,97,93,91,14,0.1,1,10,8
56,0.1,0.31,0.5,44,23,34,32,31,32,35,31,85,91,91,90,96,96,95,94,16,0.1,1,10,8
57,0.1,0.31,0.5,32,40,32,28,45,21,28,30,87,89,91,90,-125,97,91,93,26,0.1,0,10,8
