eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,-408,-158,-563,-252,-280,-244,464,0.1,0,25,6
1,0.1,0.31,0.5,0,0,0,0,30,75,-346,-206,-263,-252,42,-105,247,0.1,0,25,6
2,0.1,0.31,0.5,42,42,42,42,44,45,-288,-502,-153,-271,-120,61,403,0.1,0,25,6
3,0.1,0.31,0.5,46,46,77,46,24,35,-193,-157,-38,-201,77,64,139,0.1,0,25,6
4,0.1,0.31,0.5,68,64,52,64,43,69,-1,-176,55,-525,-123,42,426,0.1,0,25,6
5,0.1,0.31,0.5,95,199,83,95,160,60,-127,-238,51,-211,-559,55,660,0.1,0,25,6
6,0.1,0.31,0.5,94,63,97,130,60,109,57,59,31,-215,79,56,116,0.1,0,25,6
7,0.1,0.31,0.5,79,124,85,132,75,88,71,47,50,-139,79,58,54,0.1,0,25,6
8,0.1,0.31,0.5,96,75,116,134,65,79,73,61,38,-212,76,61,113,0.1,0,25,6
9,0.1,0.31,0.5,88,76,96,137,71,130,28,55,32,-281,64,-168,182,0.1,0,25,6
10,0.1,0.31,0.5,93,110,91,86,78,77,67,55,49,-198,75,60,299,0.1,1,25,6
11,0.1,0.31,0.5,179,156,168,167,102,120,10,44,49,51,77,58,91,0.1,1,25,6
12,0.1,0.31,0.5,69,85,173,185,62,128,66,55,-154,7,77,58,94,0.1,0,25,6
13,0.1,0.31,0.5,118,142,95,53,118,123,71,57,47,52,71,51,54,0.1,1,25,6
14,0.1,0.31,0.5,114,126,142,144,101,87,70,50,-123,51,77,64,51,0.1,0,25,6
15,0.1,0.31,0.5,155,105,169,160,70,142,-132,58,-144,35,79,59,66,0.1,0,25,6
16,0.1,0.31,0.5,82,110,92,77,165,75,61,54,31,49,-172,64,273,0.1,1,25,6
17,0.1,0.31,0.5,103,111,162,165,90,113,61,62,-255,-177,72,61,156,0.1,0,25,6
18,0.1,0.31,0.5,154,142,173,134,120,147,57,43,-141,52,68,62,58,0.1,0,25,6
19,0.1,0.31,0.5,81,106,132,66,77,112,59,35,3,54,66,21,98,0.1,1,25,6
20,0.1,0.31,0.5,105,98,72,150,75,143,22,55,39,-140,79,-155,79,0.1,0,25,6
21,0.1,0.31,0.5,121,68,121,115,62,143,-121,58,48,22,79,-124,79,0.1,0,25,6
22,0.1,0.31,0.5,85,127,111,83,101,148,73,54,46,62,73,-214,115,0.1,0,25,6
23,0.1,0.31,0.5,86,111,107,128,116,169,66,60,51,47,50,-158,59,0.1,0,25,6
24,0.1,0.31,0.5,101,100,109,117,152,88,72,54,51,64,-120,67,50,0.1,0,25,6
25,0.1,0.31,0.5,115,102,107,155,93,104,55,60,41,-368,67,52,269,0.1,0,25,6
26,0.1,0.31,0.5,72,106,156,68,72,113,70,61,-204,57,73,64,105,0.1,0,25,6
27,0.1,0.31,0.5,123,95,79,138,99,105,57,60,36,42,71,46,65,0.1,1,25,6
28,0.1,0.31,0.5,148,109,166,119,109,118,-139,37,-111,56,-125,57,212,0.1,0,25,6
29,0.1,0.31,0.5,119,123,137,73,116,116,58,61,29,65,-122,64,72,0.1,0,25,6
30,0.1,0.31,0.5,68,89,128,121,130,87,73,60,-5,64,-127,69,106,0.1,0,25,6
31,0.1,0.31,0.5,107,100,127,135,76,84,71,61,15,49,79,75,86,0.1,1,25,6
32,0.1,0.31,0.5,116,123,142,170,132,94,63,62,21,-149,-136,75,80,0.1,0,25,6
33,0.1,0.31,0.5,85,108,121,84,113,89,72,59,28,61,14,71,87,0.1,1,25,6
34,0.1,0.31,0.5,151,109,146,102,167,162,-156,63,6,56,-227,-264,165,0.1,0,25,6
35,0.1,0.31,0.5,123,126,152,146,101,125,71,53,2,60,75,63,99,0.1,1,25,6
36,0.1,0.31,0.5,62,126,133,111,64,61,72,41,-11,50,76,71,112,0.1,1,25,6
37,0.1,0.31,0.5,121,123,149,101,115,120,73,54,-4,65,78,75,105,0.1,1,25,6
38,0.1,0.31,0.5,120,140,146,136,79,114,64,33,12,60,79,63,89,0.1,1,25,6
39,0.1,0.31,0.5,58,110,141,118,89,83,68,62,50,49,64,63,52,0.1,1,25,6
40,0.1,0.31,0.5,125,104,87,109,109,118,53,59,63,34,82,61,67,0.1,1,25,6
41,0.1,0.31,0.5,110,116,131,114,92,94,71,42,28,57,61,75,73,0.1,1,25,6
42,0.1,0.31,0.5,61,165,132,96,81,68,71,-145,33,64,78,72,68,0.1,0,25,6
43,0.1,0.31,0.5,86,111,119,134,84,155,73,47,30,29,76,23,78,0.1,1,25,6
44,0.1,0.31,0.5,150,154,123,116,97,105,-150,-137,50,65,67,71,51,0.1,0,25,6
45,0.1,0.31,0.5,122,99,117,100,104,86,73,38,51,64,79,65,63,0.1,1,25,6
46,0.1,0.31,0.5,54,112,115,107,74,133,69,54,39,67,81,61,62,0.1,1,25,6
47,0.1,0.31,0.5,154,149,119,104,78,85,53,59,41,65,78,73,60,0.1,1,25,6
48,0.1,0.31,0.5,117,88,156,121,101,80,71,37,-20,49,77,75,121,0.1,1,25,6
49,0.1,0.31,0.5,137,120,178,128,122,151,-124,54,-128,63,-117,56,47,0.1,0,25,6
