eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,34,-117,-114,-142,-2,103,0.1,0,10,4
1,0.1,0.31,0.5,10,10,21,11,-124,-123,80,90,25,0.1,0,10,4
2,0.1,0.31,0.5,19,19,9,17,-140,-143,93,-105,44,0.1,0,10,4
3,0.1,0.31,0.5,19,19,15,12,-127,-107,93,91,28,0.1,0,10,4
4,0.1,0.31,0.5,19,19,11,16,-116,-109,93,92,17,0.1,0,10,4
5,0.1,0.31,0.5,19,19,15,18,-154,-166,93,90,67,0.1,0,10,4
6,0.1,0.31,0.5,19,19,18,10,-116,-122,-110,92,23,0.1,0,10,4
7,0.1,0.31,0.5,19,19,9,18,-135,-108,93,92,36,0.1,0,10,4
8,0.1,0.31,0.5,19,19,18,10,-176,-148,91,91,77,0.1,0,10,4
9,0.1,0.31,0.5,19,19,18,18,-125,-126,92,92,27,0.1,0,10,4
10,0.1,0.31,0.5,18,19,9,18,54,-120,93,92,47,0.1,0,10,4
11,0.1,0.31,0.5,26,30,35,19,80,-128,69,85,32,0.1,0,10,4
12,0.1,0.31,0.5,31,19,17,18,83,56,93,91,45,0.1,1,10,4
13,0.1,0.31,0.5,39,33,25,30,-109,88,90,92,13,0.1,0,10,4
14,0.1,0.31,0.5,18,34,25,18,89,92,93,92,12,0.1,1,10,4
15,0.1,0.31,0.5,32,13,19,31,87,92,93,88,14,0.1,1,10,4
16,0.1,0.31,0.5,21,34,17,19,82,82,93,86,19,0.1,1,10,4
17,0.1,0.31,0.5,29,16,24,27,89,91,93,92,12,0.1,1,10,4
18,0.1,0.31,0.5,38,30,35,34,-120,92,90,92,21,0.1,0,10,4
19,0.1,0.31,0.5,40,31,21,17,81,88,93,91,20,0.1,1,10,4
20,0.1,0.31,0.5,12,20,21,34,89,92,92,-107,12,0.1,0,10,4
21,0.1,0.31,0.5,38,32,27,21,85,86,93,92,16,0.1,1,10,4
22,0.1,0.31,0.5,36,35,26,26,89,90,93,91,12,0.1,1,10,4
23,0.1,0.31,0.5,14,22,23,35,91,92,93,92,10,0.1,1,10,4
24,0.1,0.31,0.5,36,28,28,24,91,92,93,92,10,0.1,1,10,4
25,0.1,0.31,0.5,15,19,16,21,89,91,92,92,12,0.1,1,10,4
26,0.1,0.31,0.5,22,16,23,24,87,92,-104,79,22,0.1,0,10,4
27,0.1,0.31,0.5,35,34,22,29,90,88,93,92,13,0.1,1,10,4
28,0.1,0.31,0.5,25,29,22,28,88,88,93,89,13,0.1,1,10,4
29,0.1,0.31,0.5,22,16,26,22,88,91,92,88,13,0.1,1,10,4
30,0.1,0.31,0.5,34,30,24,34,-110,90,93,-107,11,0.1,0,10,4
31,0.1,0.31,0.5,35,32,23,31,91,92,93,92,10,0.1,1,10,4
32,0.1,0.31,0.5,13,22,22,16,91,87,93,88,14,0.1,1,10,4
33,0.1,0.31,0.5,30,27,29,33,90,92,88,91,13,0.1,1,10,4
34,0.1,0.31,0.5,28,30,26,25,89,-105,92,92,12,0.1,0,10,4
35,0.1,0.31,0.5,21,31,26,21,91,92,93,92,10,0.1,1,10,4
36,0.1,0.31,0.5,26,18,20,30,91,92,93,92,10,0.1,1,10,4
37,0.1,0.31,0.5,33,30,28,30,91,92,91,88,13,0.1,1,10,4
38,0.1,0.31,0.5,16,27,25,19,91,92,91,89,12,0.1,1,10,4
39,0.1,0.31,0.5,25,16,18,28,91,91,93,-104,10,0.1,0,10,4
40,0.1,0.31,0.5,36,37,28,31,89,90,93,92,12,0.1,1,10,4
41,0.1,0.31,0.5,19,29,31,22,91,92,86,92,15,0.1,1,10,4
42,0.1,0.31,0.5,26,36,19,26,90,-134,93,92,35,0.1,0,10,4
43,0.1,0.31,0.5,34,17,28,33,91,92,93,92,10,0.1,1,10,4
44,0.1,0.31,0.5,20,27,27,18,90,92,93,91,11,0.1,1,10,4
45,0.1,0.31,0.5,27,36,19,30,91,92,93,92,10,0.1,1,10,4
46,0.1,0.31,0.5,35,19,29,33,91,91,93,92,10,0.1,1,10,4
47,0.1,0.31,0.5,20,27,27,19,91,92,93,92,10,0.1,1,10,4
48,0.1,0.31,0.5,27,35,18,31,91,92,93,91,10,0.1,1,10,4
49,0.1,0.31,0.5,32,35,24,32,90,-107,93,92,11,0.1,0,10,4
50,0.1,0.31,0.5,27,35,22,19,59,-104,93,92,42,0.1,0,10,4
51,0.1,0.31,0.5,28,29,24,27,91,-106,90,92,11,0.1,0,10,4
52,0.1,0.31,0.5,22,30,27,22,91,-111,87,92,14,0.1,0,10,4
53,0.1,0.31,0.5,16,30,19,19,91,-103,93,81,20,0.1,0,10,4
54,0.1,0.31,0.5,24,30,29,24,88,-135,61,92,40,0.1,0,10,4
55,0.1,0.31,0.5,25,30,25,21,90,-111,92,92,12,0.1,0,10,4
56,0.1,0.31,0.5,18,22,19,20,91,74,92,91,27,0.1,1,10,4
57,0.1,0.31,0.5,32,27,28,33,91,91,92,92,10,0.1,1,10,4
58,0.1,0.31,0.5,27,35,26,23,91,88,93,92,13,0.1,1,10,4
59,0.1,0.31,0.5,23,19,25,26,91,92,93,92,10,0.1,1,10,4
60,0.1,0.31,0.5,31,23,19,28,87,91,93,92,14,0.1,1,10,4
61,0.1,0.31,0.5,28,30,35,29,91,92,-115,89,16,0.1,0,10,4
62,0.1,0.31,0.5,33,20,35,21,-112,92,87,92,14,0.1,0,10,4
63,0.1,0.31,0.5,26,27,17,29,90,92,93,-104,11,0.1,0,10,4
64,0.1,0.31,0.5,21,26,30,25,91,92,93,92,10,0.1,1,10,4
65,0.1,0.31,0.5,28,27,26,22,91,81,92,92,20,0.1,1,10,4
66,0.1,0.31,0.5,28,22,19,22,88,92,93,92,13,0.1,1,10,4
67,0.1,0.31,0.5,35,24,31,27,-111,92,84,92,17,0.1,0,10,4
68,0.1,0.31,0.5,25,29,23,23,88,85,93,90,16,0.1,1,10,4
69,0.1,0.31,0.5,22,31,23,32,91,92,93,92,10,0.1,1,10,4
70,0.1,0.31,0.5,34,22,30,25,89,92,88,92,13,0.1,1,10,4
71,0.1,0.31,0.5,26,35,25,25,91,68,93,90,33,0.1,1,10,4
72,0.1,0.31,0.5,24,25,23,31,90,92,93,92,11,0.1,1,10,4
73,0.1,0.31,0.5,32,28,24,20,89,88,93,92,13,0.1,1,10,4
74,0.1,0.31,0.5,22,26,22,26,91,92,93,91,10,0.1,1,10,4
75,0.1,0.31,0.5,23,23,26,36,91,92,93,87,14,0.1,1,10,4
76,0.1,0.31,0.5,32,28,24,21,91,91,93,92,10,0.1,1,10,4
77,0.1,0.31,0.5,26,30,21,27,90,88,93,83,18,0.1,1,10,4
78,0.1,0.31,0.5,25,23,25,35,89,92,93,92,12,0.1,1,10,4
79,0.1,0.31,0.5,32,29,25,21,91,88,93,92,13,0.1,1,10,4
80,0.1,0.31,0.5,26,29,21,25,91,91,93,90,11,0.1,1,10,4
