eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,23,0,0,0,0,0,30,-143,-128,-146,-113,-108,71,0.1,0,10,6
1,0.1,0.31,0.5,23,6,6,6,6,22,-108,-234,-119,-115,-120,72,135,0.1,0,10,6
2,0.1,0.31,0.5,24,43,20,21,24,12,81,-11,-114,-115,-132,90,112,0.1,0,10,6
3,0.1,0.31,0.5,21,19,27,32,18,18,79,88,79,-120,86,93,22,0.1,0,10,6
4,0.1,0.31,0.5,32,34,22,38,26,22,69,-115,87,-138,90,91,39,0.1,0,10,6
5,0.1,0.31,0.5,38,14,25,38,18,20,-107,88,89,-127,90,91,28,0.1,0,10,6
6,0.1,0.31,0.5,15,33,23,38,29,23,89,80,89,-128,-126,88,29,0.1,0,10,6
7,0.1,0.31,0.5,30,24,24,40,22,24,89,86,89,-128,92,93,29,0.1,0,10,6
8,0.1,0.31,0.5,23,24,22,40,16,17,83,81,86,-125,92,93,26,0.1,0,10,6
9,0.1,0.31,0.5,24,27,26,41,27,25,87,87,86,-150,92,93,51,0.1,0,10,6
10,0.1,0.31,0.5,24,25,25,41,22,19,89,83,84,-167,92,93,68,0.1,0,10,6
11,0.1,0.31,0.5,29,30,27,41,19,23,82,84,88,-143,92,86,44,0.1,0,10,6
12,0.1,0.31,0.5,28,28,26,41,25,30,82,85,88,-142,92,88,43,0.1,0,10,6
13,0.1,0.31,0.5,25,25,21,41,27,24,89,87,87,-124,-103,93,25,0.1,0,10,6
14,0.1,0.31,0.5,27,27,29,41,24,19,89,88,89,-140,91,93,41,0.1,0,10,6
15,0.1,0.31,0.5,21,30,22,20,20,27,89,77,89,5,92,89,96,0.1,1,10,6
16,0.1,0.31,0.5,39,34,36,39,34,30,-108,86,85,90,91,93,16,0.1,0,10,6
17,0.1,0.31,0.5,31,26,28,40,29,21,86,87,88,92,87,93,15,0.1,1,10,6
18,0.1,0.31,0.5,23,33,30,42,24,30,87,88,89,-116,65,80,36,0.1,0,10,6
19,0.1,0.31,0.5,33,25,25,13,26,24,83,88,89,90,93,91,18,0.1,1,10,6
20,0.1,0.31,0.5,25,43,29,34,21,22,86,-122,86,91,94,93,23,0.1,0,10,6
21,0.1,0.31,0.5,31,26,37,30,24,41,88,88,89,92,94,75,26,0.1,1,10,6
22,0.1,0.31,0.5,37,35,30,22,36,29,88,77,89,92,87,92,24,0.1,1,10,6
23,0.1,0.31,0.5,21,39,28,30,21,20,86,85,77,92,94,93,24,0.1,1,10,6
