eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-125,-116,-104,-129,-118,-103,-110,-135,36,0.1,0,10,8
1,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-103,-128,-108,-106,-103,-127,-111,-108,29,0.1,0,10,8
2,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-137,-114,-120,-176,-112,-104,-121,-106,77,0.1,0,10,8
3,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-142,-107,-105,-118,-111,-108,-137,-106,43,0.1,0,10,8
4,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-120,-126,-143,-109,-126,-131,-135,-111,44,0.1,0,10,8
5,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-134,-108,-108,-105,-106,-111,-117,-121,35,0.1,0,10,8
6,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-122,-148,-127,-139,-105,-106,-127,-111,49,0.1,0,10,8
7,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-114,-139,-110,-118,-110,-128,-126,-115,40,0.1,0,10,8
8,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-125,-150,-245,-113,-119,-133,-116,-123,146,0.1,0,10,8
9,0.1,0.31,0.5,0,0,0,17,0,6,0,19,-156,-136,-111,66,-110,94,-136,55,57,0.1,0,10,8
10,0.1,0.31,0.5,20,20,35,19,20,12,30,10,-119,-147,34,89,-170,97,80,96,71,0.1,0,10,8
11,0.1,0.31,0.5,23,29,9,20,29,13,11,28,79,-124,93,91,-122,97,95,-146,47,0.1,0,10,8
12,0.1,0.31,0.5,23,34,30,23,34,15,24,17,91,-177,93,89,-113,97,95,86,78,0.1,0,10,8
13,0.1,0.31,0.5,30,34,24,21,34,28,19,26,91,-135,90,90,-106,89,95,93,36,0.1,0,10,8
14,0.1,0.31,0.5,24,37,25,30,37,25,23,29,85,-117,89,92,-117,97,95,94,18,0.1,0,10,8
15,0.1,0.31,0.5,28,37,27,23,19,15,23,36,87,-156,93,92,75,97,95,-108,57,0.1,0,10,8
16,0.1,0.31,0.5,35,44,32,31,42,25,31,25,89,-151,93,92,76,97,95,94,52,0.1,0,10,8
17,0.1,0.31,0.5,25,28,23,24,32,12,14,20,85,66,93,89,83,97,93,93,35,0.1,1,10,8
18,0.1,0.31,0.5,46,49,41,42,48,30,42,43,87,73,93,92,-112,97,95,94,28,0.1,0,10,8
19,0.1,0.31,0.5,46,49,32,28,25,21,28,25,-107,-115,92,90,77,97,95,93,24,0.1,0,10,8
20,0.1,0.31,0.5,31,45,30,40,45,24,23,31,80,70,88,91,84,96,95,94,31,0.1,1,10,8
21,0.1,0.31,0.5,38,31,51,31,39,20,24,35,87,74,-113,87,77,97,95,90,27,0.1,0,10,8
22,0.1,0.31,0.5,31,46,24,30,32,21,30,51,85,78,91,92,84,97,95,-124,25,0.1,0,10,8
23,0.1,0.31,0.5,48,44,29,34,37,39,22,21,80,75,93,92,82,-105,95,92,26,0.1,0,10,8
24,0.1,0.31,0.5,30,32,41,42,49,28,34,35,84,73,93,92,77,97,95,94,28,0.1,1,10,8
25,0.1,0.31,0.5,40,46,33,27,32,23,29,42,86,73,93,92,84,95,95,93,28,0.1,1,10,8
26,0.1,0.31,0.5,41,43,33,39,40,31,30,24,87,80,91,91,84,97,95,94,21,0.1,1,10,8
27,0.1,0.31,0.5,33,50,43,34,40,20,28,27,85,-106,91,90,81,97,95,94,20,0.1,0,10,8
28,0.1,0.31,0.5,45,33,31,27,31,24,31,38,80,78,93,92,90,96,95,94,23,0.1,1,10,8
29,0.1,0.31,0.5,37,45,26,46,51,31,32,43,87,74,93,-123,-123,97,93,-104,27,0.1,0,10,8
30,0.1,0.31,0.5,35,46,43,34,37,23,33,33,89,78,93,92,80,97,94,89,23,0.1,1,10,8
31,0.1,0.31,0.5,38,34,27,24,28,17,26,30,89,78,93,92,84,97,95,92,23,0.1,1,10,8
32,0.1,0.31,0.5,37,43,35,50,46,28,37,45,89,78,93,-120,-110,97,93,94,23,0.1,0,10,8
33,0.1,0.31,0.5,34,48,46,47,53,26,46,25,89,-147,91,92,74,97,86,94,48,0.1,0,10,8
34,0.1,0.31,0.5,37,46,48,13,17,14,23,33,89,78,-102,92,87,97,94,92,23,0.1,0,10,8
35,0.1,0.31,0.5,37,37,27,49,48,26,49,37,89,68,93,89,88,97,45,94,56,0.1,1,10,8
36,0.1,0.31,0.5,39,44,36,47,47,24,35,37,89,76,81,90,88,97,95,92,25,0.1,1,10,8
37,0.1,0.31,0.5,35,41,46,17,19,17,26,33,85,77,87,91,88,97,95,94,24,0.1,1,10,8
38,0.1,0.31,0.5,40,39,32,48,49,25,36,36,88,72,92,92,86,97,93,94,29,0.1,1,10,8
39,0.1,0.31,0.5,38,42,30,42,38,23,43,27,87,77,93,86,88,97,89,94,24,0.1,1,10,8
40,0.1,0.31,0.5,33,40,37,28,28,33,30,31,89,77,93,78,84,92,93,94,24,0.1,1,10,8
41,0.1,0.31,0.5,42,41,31,48,46,38,31,34,87,78,93,85,88,94,95,94,23,0.1,1,10,8
42,0.1,0.31,0.5,38,42,35,42,38,22,44,43,89,78,93,90,88,97,91,92,23,0.1,1,10,8
43,0.1,0.31,0.5,33,39,38,27,29,27,32,34,87,77,92,81,86,96,95,94,24,0.1,1,10,8
44,0.1,0.31,0.5,37,49,25,44,41,27,28,30,89,-126,93,86,85,97,95,93,27,0.1,0,10,8
45,0.1,0.31,0.5,40,47,32,45,43,20,33,30,82,69,92,85,86,97,95,94,32,0.1,1,10,8
46,0.1,0.31,0.5,38,36,41,30,38,19,27,36,88,78,93,90,77,97,95,92,24,0.1,1,10,8
47,0.1,0.31,0.5,39,53,27,44,41,28,32,33,89,-120,93,90,71,97,94,94,30,0.1,0,10,8
48,0.1,0.31,0.5,41,50,37,42,42,23,36,36,87,68,93,88,88,97,95,94,33,0.1,1,10,8
49,0.1,0.31,0.5,53,54,44,29,47,17,27,40,-108,-111,-104,88,-103,97,95,-103,13,0.1,0,10,8
50,0.1,0.31,0.5,36,46,44,38,50,26,36,43,89,-109,-102,90,-103,97,90,-103,12,0.1,0,10,8
51,0.1,0.31,0.5,22,48,40,34,45,34,32,38,85,-116,-102,84,-103,90,95,-103,17,0.1,0,10,8
52,0.1,0.31,0.5,29,48,44,15,46,15,35,33,89,-101,-118,90,-111,97,-102,84,19,0.1,0,10,8
53,0.1,0.31,0.5,37,49,48,34,53,19,18,28,-114,-119,-103,86,-159,97,95,87,60,0.1,0,10,8
54,0.1,0.31,0.5,27,33,39,27,55,13,16,32,87,74,86,90,-125,97,95,86,27,0.1,0,10,8
55,0.1,0.31,0.5,44,43,17,35,52,25,32,38,84,82,93,90,-103,97,95,88,19,0.1,0,10,8
56,0.1,0.31,0.5,35,47,48,33,63,18,24,34,89,86,89,90,-118,97,95,88,19,0.1,0,10,8
57,0.1,0.31,0.5,43,29,35,40,35,20,22,41,87,86,86,90,92,97,95,88,15,0.1,1,10,8
58,0.1,0.31,0.5,35,43,33,39,34,24,37,44,87,86,91,89,92,97,95,87,15,0.1,1,10,8
59,0.1,0.31,0.5,42,48,45,36,47,21,28,33,87,86,91,90,92,97,95,88,15,0.1,1,10,8
60,0.1,0.31,0.5,39,35,35,41,30,22,31,47,87,88,91,90,91,97,93,88,14,0.1,1,10,8
61,0.1,0.31,0.5,38,33,32,44,39,24,37,39,89,90,91,67,87,97,95,92,34,0.1,1,10,8
62,0.1,0.31,0.5,36,56,44,29,47,21,26,35,89,-119,91,89,92,97,95,81,20,0.1,0,10,8
63,0.1,0.31,0.5,39,39,30,49,28,21,37,44,89,84,90,90,91,97,-102,88,17,0.1,0,10,8
64,0.1,0.31,0.5,44,28,38,42,41,26,26,42,89,88,-102,90,92,97,95,91,13,0.1,0,10,8
65,0.1,0.31,0.5,38,58,46,32,50,23,27,38,89,88,89,90,79,97,95,87,22,0.1,1,10,8
66,0.1,0.31,0.5,34,39,29,52,23,21,34,41,89,77,89,-110,93,97,95,87,24,0.1,0,10,8
67,0.1,0.31,0.5,44,32,41,39,36,49,29,40,86,88,91,88,94,73,95,87,28,0.1,1,10,8
68,0.1,0.31,0.5,51,34,27,26,23,35,19,39,-105,84,89,88,94,97,97,88,17,0.1,0,10,8
69,0.1,0.31,0.5,30,47,50,41,34,22,33,34,89,88,89,90,94,97,95,86,15,0.1,1,10,8
70,0.1,0.31,0.5,41,29,39,44,34,23,36,43,89,87,91,87,91,97,95,88,14,0.1,1,10,8
71,0.1,0.31,0.5,43,42,30,31,33,24,26,38,89,88,91,90,94,97,94,86,15,0.1,1,10,8
72,0.1,0.31,0.5,37,46,47,43,39,22,35,37,89,88,91,90,92,97,95,88,13,0.1,1,10,8
73,0.1,0.31,0.5,42,34,40,44,42,20,32,47,89,88,90,90,88,97,95,82,19,0.1,1,10,8
74,0.1,0.31,0.5,38,39,29,26,33,23,25,35,89,86,91,90,94,97,95,88,15,0.1,1,10,8
75,0.1,0.31,0.5,39,45,44,44,36,27,38,40,86,87,91,92,93,97,95,88,15,0.1,1,10,8
76,0.1,0.31,0.5,44,34,41,44,34,20,31,45,89,87,89,90,94,97,95,88,14,0.1,1,10,8
77,0.1,0.31,0.5,36,39,33,27,26,31,40,33,88,88,91,90,94,95,86,88,15,0.1,1,10,8
78,0.1,0.31,0.5,38,53,40,42,36,36,44,42,89,-111,91,90,94,97,95,82,19,0.1,0,10,8
79,0.1,0.31,0.5,41,44,37,47,32,20,30,44,87,88,91,88,94,97,95,88,14,0.1,1,10,8
80,0.1,0.31,0.5,40,24,33,31,28,22,26,37,89,87,91,90,94,97,95,88,14,0.1,1,10,8
81,0.1,0.31,0.5,39,54,44,43,38,26,35,42,89,86,90,90,94,97,95,88,15,0.1,1,10,8
82,0.1,0.31,0.5,45,45,42,48,35,20,30,42,86,87,90,59,94,97,95,88,42,0.1,1,10,8
83,0.1,0.31,0.5,37,24,31,27,25,22,27,38,89,88,89,90,94,97,95,88,13,0.1,1,10,8
84,0.1,0.31,0.5,43,54,48,45,41,29,37,40,89,88,90,90,94,97,95,88,13,0.1,1,10,8
85,0.1,0.31,0.5,41,44,53,48,34,18,28,45,88,88,-109,92,94,97,95,86,15,0.1,0,10,8
86,0.1,0.31,0.5,38,25,39,29,27,23,28,39,87,86,91,89,94,97,95,84,17,0.1,1,10,8
87,0.1,0.31,0.5,41,51,23,38,39,28,37,36,87,88,91,92,94,97,95,86,15,0.1,1,10,8
88,0.1,0.31,0.5,41,43,51,47,33,17,27,46,89,87,89,89,94,97,95,87,14,0.1,1,10,8
