eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,9,-166,-170,-184,-114,-176,88,85,0.1,0,10,6
1,0.1,0.31,0.5,7,21,7,7,7,7,-132,63,-139,-117,-206,93,107,0.1,0,10,6
2,0.1,0.31,0.5,17,14,20,17,11,11,-113,88,89,-144,-103,95,45,0.1,0,10,6
3,0.1,0.31,0.5,28,19,20,19,19,9,65,88,-104,-116,-166,95,67,0.1,0,10,6
4,0.1,0.31,0.5,37,29,19,39,27,18,64,87,91,-127,70,95,37,0.1,0,10,6
5,0.1,0.31,0.5,31,22,29,40,27,17,75,88,87,-137,71,95,38,0.1,0,10,6
6,0.1,0.31,0.5,31,36,28,40,31,16,77,81,87,-151,89,95,52,0.1,0,10,6
7,0.1,0.31,0.5,39,36,25,40,26,36,85,84,91,-130,94,-125,31,0.1,0,10,6
8,0.1,0.31,0.5,29,22,26,40,18,34,77,80,90,-126,93,95,27,0.1,0,10,6
9,0.1,0.31,0.5,35,31,27,40,25,9,-135,88,91,-170,94,93,71,0.1,0,10,6
10,0.1,0.31,0.5,29,31,25,40,22,27,89,87,91,-118,94,95,19,0.1,0,10,6
11,0.1,0.31,0.5,34,18,27,40,22,23,-106,86,82,-172,89,95,73,0.1,0,10,6
12,0.1,0.31,0.5,29,36,33,41,26,11,0,78,78,-114,94,95,101,0.1,0,10,6
13,0.1,0.31,0.5,31,24,21,42,39,19,55,88,89,-166,-116,95,67,0.1,0,10,6
14,0.1,0.31,0.5,34,29,34,42,20,19,25,87,89,-125,89,95,76,0.1,0,10,6
15,0.1,0.31,0.5,28,32,28,42,22,23,50,73,91,-149,94,89,51,0.1,0,10,6
16,0.1,0.31,0.5,31,27,38,42,28,24,26,88,-113,-146,94,95,75,0.1,0,10,6
17,0.1,0.31,0.5,29,25,19,42,17,21,30,88,89,-158,94,93,71,0.1,0,10,6
18,0.1,0.31,0.5,30,32,28,42,21,21,76,88,89,-118,94,95,25,0.1,0,10,6
19,0.1,0.31,0.5,26,27,36,40,25,23,55,88,91,-71,94,94,172,0.1,1,10,6
20,0.1,0.31,0.5,46,37,28,48,26,25,69,88,91,73,94,95,32,0.1,1,10,6
