eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,-258,-180,-110,-168,159,0.1,0,20,4
1,0.1,0.31,0.5,0,0,0,0,-152,-350,-227,-147,251,0.1,0,20,4
2,0.1,0.31,0.5,0,0,0,0,-536,-110,-116,-205,437,0.1,0,20,4
3,0.1,0.31,0.5,0,0,0,0,-235,-118,-168,-201,136,0.1,0,20,4
4,0.1,0.31,0.5,0,0,0,0,-205,-232,-161,-128,133,0.1,0,20,4
5,0.1,0.31,0.5,0,0,0,0,-331,-477,-254,-135,378,0.1,0,20,4
6,0.1,0.31,0.5,0,0,0,0,-187,-121,-217,-185,118,0.1,0,20,4
7,0.1,0.31,0.5,0,0,0,0,-210,-204,-184,-184,111,0.1,0,20,4
8,0.1,0.31,0.5,0,0,97,0,-287,-242,-167,-446,347,0.1,0,20,4
9,0.1,0.31,0.5,33,33,38,33,-171,-406,56,-271,307,0.1,0,20,4
10,0.1,0.31,0.5,33,42,40,33,-390,-7,35,-267,291,0.1,0,20,4
11,0.1,0.31,0.5,44,44,45,44,-215,74,60,-231,132,0.1,0,20,4
12,0.1,0.31,0.5,44,44,30,44,-441,72,70,-157,342,0.1,0,20,4
13,0.1,0.31,0.5,44,28,62,44,-276,73,-2,-232,177,0.1,0,20,4
14,0.1,0.31,0.5,40,52,67,44,31,53,-5,-165,106,0.1,0,20,4
15,0.1,0.31,0.5,87,66,67,77,42,69,61,-173,74,0.1,0,20,4
16,0.1,0.31,0.5,67,30,54,77,47,73,64,-240,141,0.1,0,20,4
17,0.1,0.31,0.5,55,64,61,80,57,74,63,-280,181,0.1,0,20,4
18,0.1,0.31,0.5,66,70,75,80,59,65,58,-193,94,0.1,0,20,4
19,0.1,0.31,0.5,83,37,63,80,38,74,62,-225,126,0.1,0,20,4
20,0.1,0.31,0.5,50,58,66,80,53,73,55,-203,104,0.1,0,20,4
21,0.1,0.31,0.5,69,83,74,40,58,57,55,19,82,0.1,1,20,4
22,0.1,0.31,0.5,93,71,102,83,-120,59,-140,70,42,0.1,0,20,4
23,0.1,0.31,0.5,74,74,69,75,61,57,37,75,64,0.1,1,20,4
24,0.1,0.31,0.5,65,81,77,60,61,72,65,70,40,0.1,1,20,4
25,0.1,0.31,0.5,88,63,90,75,63,71,65,73,38,0.1,1,20,4
26,0.1,0.31,0.5,60,105,56,74,59,-217,61,68,118,0.1,0,20,4
27,0.1,0.31,0.5,103,55,85,58,-149,70,63,70,50,0.1,0,20,4
28,0.1,0.31,0.5,105,66,102,75,-155,71,-154,58,56,0.1,0,20,4
29,0.1,0.31,0.5,52,108,77,89,60,61,60,72,41,0.1,1,20,4
30,0.1,0.31,0.5,92,58,92,77,33,57,14,31,87,0.1,1,20,4
31,0.1,0.31,0.5,104,72,130,81,47,65,-293,65,194,0.1,0,20,4
32,0.1,0.31,0.5,87,71,99,74,45,73,40,67,61,0.1,1,20,4
33,0.1,0.31,0.5,92,139,84,95,34,-88,53,59,189,0.1,1,20,4
34,0.1,0.31,0.5,113,83,120,93,53,74,46,69,55,0.1,1,20,4
35,0.1,0.31,0.5,98,92,93,67,38,48,43,70,63,0.1,1,20,4
36,0.1,0.31,0.5,80,126,84,68,51,-174,54,74,75,0.1,0,20,4
37,0.1,0.31,0.5,105,72,112,104,48,69,49,61,53,0.1,1,20,4
38,0.1,0.31,0.5,96,90,84,118,53,39,55,-6,107,0.1,1,20,4
39,0.1,0.31,0.5,132,87,110,105,-142,70,33,21,80,0.1,0,20,4
40,0.1,0.31,0.5,67,59,106,129,52,75,47,-122,54,0.1,0,20,4
41,0.1,0.31,0.5,105,64,109,126,53,72,41,5,96,0.1,1,20,4
42,0.1,0.31,0.5,120,80,93,140,51,78,46,-151,55,0.1,0,20,4
43,0.1,0.31,0.5,90,51,111,96,41,78,39,-1,102,0.1,1,20,4
44,0.1,0.31,0.5,111,71,141,108,49,75,-159,30,71,0.1,0,20,4
45,0.1,0.31,0.5,98,84,85,128,66,-109,52,32,69,0.1,0,20,4
46,0.1,0.31,0.5,100,141,103,92,49,10,50,32,91,0.1,1,20,4
47,0.1,0.31,0.5,116,88,123,108,39,67,56,27,74,0.1,1,20,4
48,0.1,0.31,0.5,100,74,78,124,51,78,52,25,76,0.1,1,20,4
49,0.1,0.31,0.5,84,71,123,137,55,79,-143,-121,46,0.1,0,20,4
50,0.1,0.31,0.5,98,54,104,137,52,77,54,-115,49,0.1,0,20,4
51,0.1,0.31,0.5,115,79,49,120,-6,65,69,-119,107,0.1,0,20,4
52,0.1,0.31,0.5,129,60,61,107,-166,78,76,-16,117,0.1,0,20,4
53,0.1,0.31,0.5,81,63,78,120,52,75,76,-63,164,0.1,1,20,4
54,0.1,0.31,0.5,79,71,51,97,49,71,74,37,64,0.1,1,20,4
55,0.1,0.31,0.5,95,75,87,93,46,74,51,10,91,0.1,1,20,4
56,0.1,0.31,0.5,75,75,74,88,61,63,79,32,69,0.1,1,20,4
57,0.1,0.31,0.5,102,81,60,101,27,74,78,28,74,0.1,1,20,4
58,0.1,0.31,0.5,85,70,59,92,62,73,79,13,88,0.1,1,20,4
59,0.1,0.31,0.5,105,55,61,103,-3,75,-102,-133,104,0.1,0,20,4
60,0.1,0.31,0.5,88,104,78,101,16,25,71,37,85,0.1,1,20,4
61,0.1,0.31,0.5,106,75,37,81,13,70,81,38,88,0.1,1,20,4
