eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agents,rewards_agents,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0.0,-212.5,209,0.1,0,20,2
1,0.1,0.31,0.5,0.0,-212.5,140,0.1,0,20,2
2,0.1,0.31,0.5,0.0,-398.0,305,0.1,0,20,2
3,0.1,0.31,0.5,0.0,-163.5,113,0.1,0,20,2
4,0.1,0.31,0.5,0.0,-292.0,204,0.1,0,20,2
5,0.1,0.31,0.5,0.0,-239.0,214,0.1,0,20,2
6,0.1,0.31,0.5,0.0,-282.0,273,0.1,0,20,2
7,0.1,0.31,0.5,0.0,-283.0,318,0.1,0,20,2
8,0.1,0.31,0.5,0.0,-288.5,325,0.1,0,20,2
9,0.1,0.31,0.5,0.0,-310.5,283,0.1,0,20,2
10,0.1,0.31,0.5,0.0,-198.5,110,0.1,0,20,2
11,0.1,0.31,0.5,0.0,-228.5,142,0.1,0,20,2
12,0.1,0.31,0.5,56.0,-233.0,401,0.1,0,20,2
13,0.1,0.31,0.5,15.0,-147.0,264,0.1,0,20,2
14,0.1,0.31,0.5,41.5,26.0,116,0.1,1,20,2
15,0.1,0.31,0.5,33.0,61.0,43,0.1,1,20,2
16,0.1,0.31,0.5,34.5,-34.0,45,0.1,0,20,2
17,0.1,0.31,0.5,33.5,-65.5,102,0.1,0,20,2
18,0.1,0.31,0.5,43.0,36.0,72,0.1,1,20,2
19,0.1,0.31,0.5,38.0,48.5,83,0.1,1,20,2
20,0.1,0.31,0.5,32.0,66.5,46,0.1,1,20,2
21,0.1,0.31,0.5,32.0,-128.0,35,0.1,0,20,2
22,0.1,0.31,0.5,34.5,58.0,54,0.1,1,20,2
23,0.1,0.31,0.5,37.0,55.5,67,0.1,1,20,2
24,0.1,0.31,0.5,33.0,51.5,73,0.1,1,20,2
25,0.1,0.31,0.5,31.0,72.0,33,0.1,1,20,2
26,0.1,0.31,0.5,30.5,-39.5,58,0.1,0,20,2
27,0.1,0.31,0.5,24.5,73.5,30,0.1,1,20,2
28,0.1,0.31,0.5,24.0,74.0,28,0.1,1,20,2
29,0.1,0.31,0.5,23.5,74.0,27,0.1,1,20,2
30,0.1,0.31,0.5,26.0,68.5,38,0.1,1,20,2
31,0.1,0.31,0.5,25.5,-24.0,30,0.1,0,20,2
32,0.1,0.31,0.5,33.0,-47.0,78,0.1,0,20,2
33,0.1,0.31,0.5,17.5,-65.5,106,0.1,0,20,2
34,0.1,0.31,0.5,62.5,-61.5,297,0.1,1,20,2
35,0.1,0.31,0.5,35.5,60.0,53,0.1,1,20,2
36,0.1,0.31,0.5,41.5,-52.5,82,0.1,0,20,2
37,0.1,0.31,0.5,42.0,-37.5,47,0.1,0,20,2
38,0.1,0.31,0.5,44.0,-44.0,66,0.1,0,20,2
39,0.1,0.31,0.5,38.0,-47.5,52,0.1,0,20,2
40,0.1,0.31,0.5,28.0,-26.0,27,0.1,0,20,2
41,0.1,0.31,0.5,36.5,30.0,115,0.1,1,20,2
42,0.1,0.31,0.5,37.0,41.5,79,0.1,1,20,2
43,0.1,0.31,0.5,27.0,-25.5,29,0.1,0,20,2
44,0.1,0.31,0.5,33.5,50.0,70,0.1,1,20,2
45,0.1,0.31,0.5,30.5,65.0,39,0.1,1,20,2
46,0.1,0.31,0.5,27.5,73.5,28,0.1,1,20,2
47,0.1,0.31,0.5,41.5,42.0,91,0.1,1,20,2
48,0.1,0.31,0.5,28.0,-30.5,33,0.1,0,20,2
49,0.1,0.31,0.5,26.5,69.5,33,0.1,1,20,2
50,0.1,0.31,0.5,27.5,71.0,34,0.1,1,20,2
51,0.1,0.31,0.5,28.0,69.5,36,0.1,1,20,2
52,0.1,0.31,0.5,64.0,-116.5,200,0.1,0,20,2
53,0.1,0.31,0.5,31.0,61.5,52,0.1,1,20,2
54,0.1,0.31,0.5,30.5,64.0,40,0.1,1,20,2
55,0.1,0.31,0.5,27.5,68.5,38,0.1,1,20,2
56,0.1,0.31,0.5,26.0,73.5,29,0.1,1,20,2
57,0.1,0.31,0.5,27.0,-199.5,371,0.1,0,20,2
58,0.1,0.31,0.5,26.0,75.5,26,0.1,1,20,2
59,0.1,0.31,0.5,29.0,67.5,42,0.1,1,20,2
60,0.1,0.31,0.5,26.0,74.5,27,0.1,1,20,2
61,0.1,0.31,0.5,26.0,-123.5,26,0.1,0,20,2
62,0.1,0.31,0.5,26.5,72.0,35,0.1,1,20,2
63,0.1,0.31,0.5,26.5,73.0,31,0.1,1,20,2
64,0.1,0.31,0.5,29.0,65.5,48,0.1,1,20,2
65,0.1,0.31,0.5,43.0,24.0,127,0.1,1,20,2
66,0.1,0.31,0.5,41.5,-121.0,219,0.1,0,20,2
67,0.1,0.31,0.5,26.0,76.0,27,0.1,1,20,2
68,0.1,0.31,0.5,24.5,75.0,26,0.1,1,20,2
69,0.1,0.31,0.5,25.0,76.0,26,0.1,1,20,2
70,0.1,0.31,0.5,25.5,75.5,28,0.1,1,20,2
71,0.1,0.31,0.5,27.5,71.0,33,0.1,1,20,2
72,0.1,0.31,0.5,30.5,65.5,44,0.1,1,20,2
73,0.1,0.31,0.5,25.0,73.5,30,0.1,1,20,2
74,0.1,0.31,0.5,25.0,75.5,28,0.1,1,20,2
75,0.1,0.31,0.5,27.0,73.5,28,0.1,1,20,2
76,0.1,0.31,0.5,25.0,76.5,26,0.1,1,20,2
77,0.1,0.31,0.5,31.0,63.0,49,0.1,1,20,2
78,0.1,0.31,0.5,25.0,75.0,27,0.1,1,20,2
79,0.1,0.31,0.5,25.0,-24.0,27,0.1,0,20,2
80,0.1,0.31,0.5,25.0,75.0,29,0.1,1,20,2
81,0.1,0.31,0.5,28.5,66.5,46,0.1,1,20,2
82,0.1,0.31,0.5,25.0,75.5,26,0.1,1,20,2
83,0.1,0.31,0.5,30.0,66.0,44,0.1,1,20,2
84,0.1,0.31,0.5,26.5,73.0,31,0.1,1,20,2
85,0.1,0.31,0.5,25.5,75.0,26,0.1,1,20,2
86,0.1,0.31,0.5,26.5,74.5,28,0.1,1,20,2
87,0.1,0.31,0.5,25.0,74.5,27,0.1,1,20,2
