eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,-383,-322,-328,-242,-417,-253,318,0.1,0,25,6
1,0.1,0.31,0.5,0,0,0,0,0,0,-372,-329,-585,-253,-289,-188,486,0.1,0,25,6
2,0.1,0.31,0.5,0,0,0,0,0,0,-181,-429,-224,-236,-218,-338,330,0.1,0,25,6
3,0.1,0.31,0.5,0,0,0,0,0,0,-236,-142,-347,-206,-316,-427,328,0.1,0,25,6
4,0.1,0.31,0.5,0,0,60,0,0,54,-280,-156,-73,-275,-182,-47,181,0.1,0,25,6
5,0.1,0.31,0.5,0,0,30,0,0,24,-348,-266,66,-195,-228,72,249,0.1,0,25,6
6,0.1,0.31,0.5,0,0,30,0,0,56,-443,-398,-284,-484,-550,8,451,0.1,0,25,6
7,0.1,0.31,0.5,0,73,30,0,0,24,-282,-59,65,-178,-213,77,183,0.1,0,25,6
8,0.1,0.31,0.5,0,28,29,0,0,29,-580,68,73,-331,-198,68,481,0.1,0,25,6
9,0.1,0.31,0.5,0,67,30,0,0,24,-186,-47,69,-173,-216,70,148,0.1,0,25,6
10,0.1,0.31,0.5,0,48,34,0,0,23,-315,51,57,-220,-327,76,228,0.1,0,25,6
11,0.1,0.31,0.5,0,48,33,0,0,23,-257,-132,66,-225,-167,75,158,0.1,0,25,6
12,0.1,0.31,0.5,0,46,30,69,0,27,-534,45,67,-100,-530,67,435,0.1,0,25,6
13,0.1,0.31,0.5,0,51,29,39,0,26,-385,27,71,61,-151,72,286,0.1,0,25,6
14,0.1,0.31,0.5,0,53,30,48,0,23,-464,34,67,33,-231,79,365,0.1,0,25,6
15,0.1,0.31,0.5,0,52,29,51,0,23,-226,-213,71,37,-664,79,565,0.1,0,25,6
16,0.1,0.31,0.5,0,54,29,61,0,23,-402,39,73,12,-570,79,471,0.1,0,25,6
17,0.1,0.31,0.5,0,50,30,58,0,23,-354,37,70,53,-179,79,255,0.1,0,25,6
18,0.1,0.31,0.5,0,69,40,52,0,27,-227,-22,43,30,-736,70,637,0.1,0,25,6
19,0.1,0.31,0.5,79,46,40,43,0,31,-217,38,50,58,-440,57,341,0.1,0,25,6
20,0.1,0.31,0.5,35,46,30,63,0,31,63,46,69,-34,-225,-222,135,0.1,0,25,6
21,0.1,0.31,0.5,35,48,31,52,0,23,-180,39,66,43,-430,78,331,0.1,0,25,6
22,0.1,0.31,0.5,19,54,29,52,0,27,-201,36,73,-182,-328,70,229,0.1,0,25,6
23,0.1,0.31,0.5,19,47,29,46,42,27,-162,49,-223,31,9,-144,124,0.1,0,25,6
24,0.1,0.31,0.5,19,47,31,43,27,24,-274,40,72,47,72,77,175,0.1,0,25,6
25,0.1,0.31,0.5,16,45,30,52,36,24,-401,-156,69,20,54,-393,302,0.1,0,25,6
26,0.1,0.31,0.5,14,50,30,47,55,32,-262,41,67,55,24,53,163,0.1,0,25,6
27,0.1,0.31,0.5,93,46,29,55,39,24,-142,55,73,6,42,72,243,0.1,1,25,6
28,0.1,0.31,0.5,47,56,30,49,25,24,51,49,71,48,68,75,53,0.1,1,25,6
29,0.1,0.31,0.5,47,41,31,49,25,67,-382,57,65,51,75,-64,283,0.1,0,25,6
30,0.1,0.31,0.5,47,44,31,51,25,26,45,53,68,44,-156,73,57,0.1,0,25,6
31,0.1,0.31,0.5,45,35,29,49,18,23,49,46,72,49,-302,76,203,0.1,0,25,6
32,0.1,0.31,0.5,47,29,35,47,25,23,48,69,58,50,70,76,53,0.1,1,25,6
33,0.1,0.31,0.5,45,33,42,47,23,23,55,64,36,51,69,77,65,0.1,1,25,6
34,0.1,0.31,0.5,44,27,30,47,20,23,57,72,69,60,78,78,44,0.1,1,25,6
35,0.1,0.31,0.5,44,27,28,48,19,44,-193,-723,72,51,82,20,624,0.1,0,25,6
36,0.1,0.31,0.5,41,29,61,53,19,23,-156,65,-20,31,83,79,121,0.1,0,25,6
37,0.1,0.31,0.5,45,28,61,47,19,45,52,73,-164,53,79,34,67,0.1,0,25,6
38,0.1,0.31,0.5,48,27,55,51,28,24,46,74,9,44,66,77,92,0.1,1,25,6
39,0.1,0.31,0.5,43,27,41,49,62,29,51,72,57,54,5,76,96,0.1,1,25,6
40,0.1,0.31,0.5,43,27,39,55,19,21,52,73,58,28,82,76,73,0.1,1,25,6
41,0.1,0.31,0.5,44,29,49,52,19,26,59,67,47,33,83,68,68,0.1,1,25,6
42,0.1,0.31,0.5,42,27,43,48,21,25,54,75,50,56,75,69,51,0.1,1,25,6
43,0.1,0.31,0.5,42,27,43,45,21,23,-259,72,53,56,80,78,160,0.1,0,25,6
44,0.1,0.31,0.5,50,32,56,45,21,23,23,60,31,-137,77,79,78,0.1,0,25,6
45,0.1,0.31,0.5,43,28,56,45,19,27,56,73,-269,55,83,74,170,0.1,0,25,6
46,0.1,0.31,0.5,57,28,44,45,34,23,19,71,52,57,50,77,82,0.1,1,25,6
47,0.1,0.31,0.5,57,27,47,49,19,23,-143,72,38,52,83,-271,172,0.1,0,25,6
48,0.1,0.31,0.5,46,27,47,49,33,21,51,71,52,48,48,-164,65,0.1,0,25,6
49,0.1,0.31,0.5,35,27,47,47,37,19,-142,75,-115,53,19,-162,82,0.1,0,25,6
50,0.1,0.31,0.5,30,27,41,46,21,19,-242,73,-114,49,78,-278,179,0.1,0,25,6
51,0.1,0.31,0.5,12,27,47,46,19,19,-484,-139,46,-309,83,-170,385,0.1,0,25,6
52,0.1,0.31,0.5,11,27,41,46,19,24,-261,73,59,51,83,72,162,0.1,0,25,6
53,0.1,0.31,0.5,4,31,45,49,19,23,-291,66,52,53,83,78,192,0.1,0,25,6
54,0.1,0.31,0.5,4,27,43,48,22,23,-289,75,54,29,78,77,190,0.1,0,25,6
55,0.1,0.31,0.5,4,32,43,47,22,31,-344,58,-110,51,71,60,245,0.1,0,25,6
56,0.1,0.31,0.5,113,27,41,45,19,23,-230,74,59,54,81,79,331,0.1,1,25,6
57,0.1,0.31,0.5,44,27,41,45,19,28,54,75,61,57,82,73,47,0.1,1,25,6
58,0.1,0.31,0.5,45,28,41,55,19,23,56,73,60,22,83,79,79,0.1,1,25,6
59,0.1,0.31,0.5,52,28,43,47,42,26,29,75,57,57,19,68,82,0.1,1,25,6
60,0.1,0.31,0.5,45,33,41,46,19,23,46,60,59,51,82,79,55,0.1,1,25,6
61,0.1,0.31,0.5,45,27,41,55,53,23,57,75,-110,41,-7,79,108,0.1,0,25,6
62,0.1,0.31,0.5,45,38,42,45,19,26,-138,52,57,55,83,77,49,0.1,0,25,6
63,0.1,0.31,0.5,47,27,43,47,19,23,61,73,56,51,82,74,50,0.1,1,25,6
64,0.1,0.31,0.5,47,30,46,45,19,23,-132,68,51,56,81,78,50,0.1,0,25,6
65,0.1,0.31,0.5,20,28,56,46,19,23,-142,74,23,54,83,79,78,0.1,0,25,6
66,0.1,0.31,0.5,20,37,41,46,19,23,-206,58,60,52,-123,79,107,0.1,0,25,6
67,0.1,0.31,0.5,20,27,48,45,19,24,-231,73,51,52,83,75,132,0.1,0,25,6
68,0.1,0.31,0.5,135,29,41,45,23,30,-317,69,61,53,78,67,418,0.1,1,25,6
69,0.1,0.31,0.5,53,28,41,49,19,23,51,73,-387,41,83,79,288,0.1,0,25,6
70,0.1,0.31,0.5,50,27,43,45,36,25,44,73,57,48,42,81,59,0.1,1,25,6
71,0.1,0.31,0.5,58,31,42,47,19,25,31,66,55,53,83,-236,137,0.1,0,25,6
72,0.1,0.31,0.5,47,40,41,47,19,23,53,23,57,45,-378,78,279,0.1,0,25,6
73,0.1,0.31,0.5,47,29,43,49,63,23,-578,69,52,51,-16,79,479,0.1,0,25,6
74,0.1,0.31,0.5,20,31,150,45,19,23,-170,61,-413,57,83,79,514,0.1,0,25,6
75,0.1,0.31,0.5,20,27,43,45,20,25,-248,74,58,-120,77,78,149,0.1,0,25,6
76,0.1,0.31,0.5,106,44,55,46,20,25,-187,20,34,53,-134,71,288,0.1,0,25,6
77,0.1,0.31,0.5,106,28,46,49,19,25,-136,66,57,55,83,78,46,0.1,0,25,6
78,0.1,0.31,0.5,39,31,44,53,19,25,63,72,57,33,-112,-178,79,0.1,0,25,6
79,0.1,0.31,0.5,32,27,52,42,38,25,-462,70,40,58,29,74,363,0.1,0,25,6
80,0.1,0.31,0.5,38,32,43,51,19,23,50,56,56,34,83,79,67,0.1,1,25,6
81,0.1,0.31,0.5,37,29,43,52,25,40,56,70,59,37,73,20,81,0.1,1,25,6
82,0.1,0.31,0.5,56,35,47,44,19,24,6,59,48,52,83,75,95,0.1,1,25,6
83,0.1,0.31,0.5,35,27,47,45,19,27,69,74,-108,58,81,70,43,0.1,0,25,6
84,0.1,0.31,0.5,35,27,43,43,19,23,-253,75,59,-198,83,77,154,0.1,0,25,6
85,0.1,0.31,0.5,34,28,48,35,19,23,65,70,48,-188,83,78,89,0.1,0,25,6
86,0.1,0.31,0.5,33,27,43,43,22,25,65,74,61,44,75,72,57,0.1,1,25,6
87,0.1,0.31,0.5,33,27,44,49,21,24,63,75,59,23,77,75,78,0.1,1,25,6
