eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,5,-168,-289,-131,-137,-131,96,190,0.1,0,10,6
1,0.1,0.31,0.5,0,33,0,0,0,5,-148,2,-119,-120,-136,96,99,0.1,0,10,6
2,0.1,0.31,0.5,0,12,19,0,0,5,-107,90,61,-105,-140,97,41,0.1,0,10,6
3,0.1,0.31,0.5,0,14,11,0,0,5,-122,84,88,-126,-135,97,36,0.1,0,10,6
4,0.1,0.31,0.5,0,12,11,0,0,5,-147,90,90,-113,-222,-136,123,0.1,0,10,6
5,0.1,0.31,0.5,0,14,11,0,37,5,-162,87,91,-139,-15,97,116,0.1,0,10,6
6,0.1,0.31,0.5,19,12,11,0,21,5,27,90,90,-132,76,97,74,0.1,0,10,6
7,0.1,0.31,0.5,13,11,13,0,24,5,88,-110,86,-117,59,97,42,0.1,0,10,6
8,0.1,0.31,0.5,13,12,11,0,16,7,88,83,91,-148,88,95,49,0.1,0,10,6
9,0.1,0.31,0.5,13,14,11,0,26,5,89,87,89,-104,36,96,65,0.1,0,10,6
10,0.1,0.31,0.5,13,13,12,0,22,13,89,-114,86,-120,80,72,29,0.1,0,10,6
11,0.1,0.31,0.5,15,14,11,0,21,5,84,81,88,-118,80,97,21,0.1,0,10,6
12,0.1,0.31,0.5,13,14,11,0,22,5,89,87,91,-123,78,93,24,0.1,0,10,6
13,0.1,0.31,0.5,10,14,8,0,16,5,90,87,93,-144,84,97,45,0.1,0,10,6
14,0.1,0.31,0.5,10,14,16,0,20,5,-117,86,67,-122,79,-117,34,0.1,0,10,6
15,0.1,0.31,0.5,13,14,16,0,15,5,83,88,-107,-132,86,97,33,0.1,0,10,6
16,0.1,0.31,0.5,11,19,15,0,16,5,91,76,83,-107,86,97,25,0.1,0,10,6
17,0.1,0.31,0.5,11,14,8,0,16,5,90,87,93,-169,86,97,70,0.1,0,10,6
18,0.1,0.31,0.5,11,13,9,0,16,5,91,87,90,-120,84,97,21,0.1,0,10,6
19,0.1,0.31,0.5,11,13,9,0,16,5,91,-111,93,-158,86,97,59,0.1,0,10,6
20,0.1,0.31,0.5,11,12,9,0,16,6,91,85,93,-184,-126,95,85,0.1,0,10,6
21,0.1,0.31,0.5,11,13,10,0,16,5,91,79,90,-148,84,97,49,0.1,0,10,6
22,0.1,0.31,0.5,18,12,9,0,25,7,74,88,93,-151,54,93,52,0.1,0,10,6
23,0.1,0.31,0.5,11,12,9,0,16,5,91,90,93,-154,85,96,55,0.1,0,10,6
24,0.1,0.31,0.5,11,12,9,0,16,5,91,-111,91,-157,86,97,58,0.1,0,10,6
25,0.1,0.31,0.5,14,20,9,0,17,5,85,75,93,-124,84,97,26,0.1,0,10,6
26,0.1,0.31,0.5,11,9,9,29,16,5,91,92,92,37,86,97,64,0.1,1,10,6
27,0.1,0.31,0.5,11,10,9,19,17,5,91,92,91,80,83,97,21,0.1,1,10,6
28,0.1,0.31,0.5,11,10,14,22,16,5,91,90,81,75,80,97,26,0.1,1,10,6
29,0.1,0.31,0.5,12,12,9,18,16,5,91,81,92,80,86,97,21,0.1,1,10,6
30,0.1,0.31,0.5,11,10,9,36,16,12,90,92,93,-5,86,81,106,0.1,1,10,6
31,0.1,0.31,0.5,11,10,14,36,16,5,89,91,89,-122,92,97,23,0.1,0,10,6
32,0.1,0.31,0.5,11,10,9,19,18,5,90,90,92,11,82,97,90,0.1,1,10,6
33,0.1,0.31,0.5,14,10,9,19,16,5,86,90,90,-137,86,97,38,0.1,0,10,6
34,0.1,0.31,0.5,11,10,9,21,16,5,91,92,93,51,86,97,50,0.1,1,10,6
35,0.1,0.31,0.5,11,10,9,29,16,5,90,92,93,12,86,97,89,0.1,1,10,6
36,0.1,0.31,0.5,11,10,9,24,16,5,90,91,93,39,85,97,62,0.1,1,10,6
