eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-144,-162,-242,-110,-106,-138,-122,-113,143,0.1,0,15,8
1,0.1,0.31,0.5,0,0,51,0,0,0,0,0,-105,-227,-66,-198,-106,-162,-205,-109,167,0.1,0,15,8
2,0.1,0.31,0.5,0,0,17,0,0,0,21,0,-153,-247,84,-119,-127,-155,67,-142,148,0.1,0,15,8
3,0.1,0.31,0.5,0,19,28,0,0,0,20,0,-131,71,57,-119,-135,-631,75,-117,532,0.1,0,15,8
4,0.1,0.31,0.5,0,15,28,0,0,29,18,0,-114,87,61,-128,-228,45,83,-183,129,0.1,0,15,8
5,0.1,0.31,0.5,0,15,15,0,0,18,19,0,-120,-114,84,-147,-202,83,82,-133,103,0.1,0,15,8
6,0.1,0.31,0.5,0,16,21,0,0,23,18,0,-110,85,70,-130,-104,67,84,-130,34,0.1,0,15,8
7,0.1,0.31,0.5,0,14,15,66,0,18,19,0,-151,-250,87,-16,-118,84,80,-133,151,0.1,0,15,8
8,0.1,0.31,0.5,0,20,17,66,0,20,18,0,-224,76,80,-119,-109,76,83,-115,125,0.1,0,15,8
9,0.1,0.31,0.5,0,20,15,46,0,18,18,24,-155,-118,87,55,-115,84,84,28,73,0.1,0,15,8
10,0.1,0.31,0.5,0,19,39,47,118,22,18,11,-132,81,18,46,-340,73,84,88,441,0.1,0,15,8
11,0.1,0.31,0.5,0,23,16,45,32,18,18,10,-265,73,82,45,65,82,84,90,166,0.1,0,15,8
12,0.1,0.31,0.5,0,19,20,48,32,21,24,10,-118,81,79,43,66,78,81,92,58,0.1,0,15,8
13,0.1,0.31,0.5,0,19,20,45,31,18,18,11,-189,82,-129,47,61,83,82,90,90,0.1,0,15,8
14,0.1,0.31,0.5,0,21,15,40,31,18,18,14,-190,78,86,54,63,-151,-286,82,187,0.1,0,15,8
15,0.1,0.31,0.5,0,19,15,45,30,18,18,10,-162,83,87,32,73,81,82,92,69,0.1,0,15,8
16,0.1,0.31,0.5,0,27,32,41,30,19,18,11,-187,67,36,64,68,81,-126,92,88,0.1,0,15,8
17,0.1,0.31,0.5,0,20,19,37,30,18,14,10,-145,85,79,57,72,82,-116,92,46,0.1,0,15,8
18,0.1,0.31,0.5,0,26,15,43,30,19,13,10,-189,59,85,43,72,80,-185,-116,90,0.1,0,15,8
19,0.1,0.31,0.5,0,19,15,43,30,19,32,11,-391,83,85,-112,-121,80,25,90,292,0.1,0,15,8
20,0.1,0.31,0.5,0,21,15,37,30,20,10,11,-110,73,86,59,69,84,92,80,42,0.1,0,15,8
21,0.1,0.31,0.5,0,19,15,40,30,18,10,10,-217,83,87,63,72,84,92,92,118,0.1,0,15,8
22,0.1,0.31,0.5,0,19,16,38,30,20,10,10,-162,83,83,60,69,78,92,90,63,0.1,0,15,8
23,0.1,0.31,0.5,0,20,15,37,32,18,10,10,-150,76,86,64,62,84,92,92,51,0.1,0,15,8
24,0.1,0.31,0.5,0,20,15,50,39,18,10,10,-114,-117,87,23,58,83,92,92,78,0.1,0,15,8
25,0.1,0.31,0.5,0,19,15,42,32,38,10,10,-193,83,87,53,65,42,92,91,94,0.1,0,15,8
26,0.1,0.31,0.5,0,19,15,38,34,18,10,10,-150,-140,87,61,62,78,92,92,51,0.1,0,15,8
27,0.1,0.31,0.5,0,19,24,53,44,18,10,10,-166,80,77,13,34,-106,92,92,88,0.1,0,15,8
28,0.1,0.31,0.5,0,19,24,73,28,18,10,10,-166,81,-133,-4,73,80,90,92,105,0.1,0,15,8
29,0.1,0.31,0.5,0,19,16,42,28,18,10,10,-265,80,87,58,-122,83,92,-192,166,0.1,0,15,8
30,0.1,0.31,0.5,20,19,15,50,28,18,10,10,48,83,87,59,74,90,92,92,53,0.1,1,15,8
31,0.1,0.31,0.5,17,19,15,44,29,18,10,11,85,-116,86,41,66,84,92,90,60,0.1,0,15,8
32,0.1,0.31,0.5,19,19,15,47,32,22,10,10,77,81,87,47,59,77,92,92,54,0.1,1,15,8
33,0.1,0.31,0.5,17,21,15,50,32,22,10,10,84,87,-168,37,-139,-199,94,92,100,0.1,0,15,8
34,0.1,0.31,0.5,17,19,16,44,32,18,10,10,81,83,84,49,-117,83,92,92,52,0.1,0,15,8
35,0.1,0.31,0.5,18,20,15,45,29,18,10,10,81,81,86,47,73,84,92,92,54,0.1,1,15,8
36,0.1,0.31,0.5,17,20,15,45,28,18,10,10,85,80,87,-192,74,84,91,92,93,0.1,0,15,8
37,0.1,0.31,0.5,17,19,15,46,28,18,18,10,85,83,87,52,70,84,71,88,49,0.1,1,15,8
38,0.1,0.31,0.5,17,20,15,44,33,19,10,10,83,81,87,50,57,84,92,91,51,0.1,1,15,8
39,0.1,0.31,0.5,17,19,16,47,28,20,10,10,83,79,83,50,72,79,92,92,51,0.1,1,15,8
40,0.1,0.31,0.5,17,19,15,49,30,18,10,10,-117,83,86,43,58,83,92,92,58,0.1,0,15,8
41,0.1,0.31,0.5,17,19,15,47,32,20,10,10,-119,85,87,55,65,75,92,92,46,0.1,0,15,8
42,0.1,0.31,0.5,28,19,15,47,32,18,10,10,37,83,87,53,56,84,91,90,64,0.1,1,15,8
43,0.1,0.31,0.5,18,20,15,52,29,42,10,10,82,81,87,41,76,19,92,-110,82,0.1,0,15,8
44,0.1,0.31,0.5,17,19,15,46,38,21,10,11,85,83,87,52,49,80,92,88,52,0.1,1,15,8
45,0.1,0.31,0.5,17,26,15,49,38,18,10,10,84,65,87,46,-113,84,92,92,55,0.1,0,15,8
46,0.1,0.31,0.5,17,19,17,45,36,18,10,10,85,82,83,57,50,82,92,92,51,0.1,1,15,8
47,0.1,0.31,0.5,20,21,15,53,29,18,10,10,80,72,87,10,71,84,92,-107,91,0.1,0,15,8
48,0.1,0.31,0.5,17,20,21,50,28,20,10,13,83,83,75,23,70,77,92,88,78,0.1,1,15,8
