eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,-676,-105,-123,-183,-168,-131,577,0.1,0,20,6
1,0.1,0.31,0.5,0,0,0,0,0,0,-223,-140,-120,-188,-169,-247,148,0.1,0,20,6
2,0.1,0.31,0.5,0,0,0,0,0,0,-187,-444,-185,-150,-243,-221,345,0.1,0,20,6
3,0.1,0.31,0.5,0,0,0,0,0,59,-220,-113,-513,-174,-344,-80,414,0.1,0,20,6
4,0.1,0.31,0.5,0,0,0,0,0,23,-185,-142,-111,-230,-395,78,296,0.1,0,20,6
5,0.1,0.31,0.5,0,0,0,0,0,29,-267,-222,-134,-123,-165,36,168,0.1,0,20,6
6,0.1,0.31,0.5,0,0,0,0,0,19,-423,-213,-191,-158,-175,75,324,0.1,0,20,6
7,0.1,0.31,0.5,0,0,79,0,0,15,-360,-205,-133,-155,-159,86,261,0.1,0,20,6
8,0.1,0.31,0.5,0,0,79,0,55,16,-129,-238,-124,-344,-40,86,245,0.1,0,20,6
9,0.1,0.31,0.5,0,0,36,0,22,16,-231,-139,59,-152,75,84,132,0.1,0,20,6
10,0.1,0.31,0.5,0,104,31,0,21,16,-205,-352,-227,-171,81,86,453,0.1,0,20,6
11,0.1,0.31,0.5,0,24,33,0,24,16,-261,77,66,-180,72,85,162,0.1,0,20,6
12,0.1,0.31,0.5,0,25,43,0,23,16,-177,74,40,-110,77,86,78,0.1,0,20,6
13,0.1,0.31,0.5,0,28,32,0,21,17,-259,62,69,-174,76,83,160,0.1,0,20,6
14,0.1,0.31,0.5,0,24,42,0,21,17,-452,78,46,-313,78,-131,353,0.1,0,20,6
15,0.1,0.31,0.5,0,31,39,39,21,23,-218,57,58,-24,80,69,125,0.1,0,20,6
16,0.1,0.31,0.5,0,25,39,27,24,16,-217,76,72,64,77,84,118,0.1,0,20,6
17,0.1,0.31,0.5,0,23,37,27,21,16,-209,-120,62,-130,80,86,110,0.1,0,20,6
18,0.1,0.31,0.5,0,30,39,22,21,16,-274,49,61,68,80,85,175,0.1,0,20,6
19,0.1,0.31,0.5,0,28,37,21,23,16,-421,69,65,77,73,85,322,0.1,0,20,6
20,0.1,0.31,0.5,0,25,37,21,21,20,-151,72,65,-120,81,74,52,0.1,0,20,6
21,0.1,0.31,0.5,0,31,37,22,21,19,-180,61,65,73,81,75,81,0.1,0,20,6
22,0.1,0.31,0.5,0,24,37,22,21,18,-441,73,-124,80,79,82,342,0.1,0,20,6
23,0.1,0.31,0.5,80,44,38,19,21,16,-109,32,57,82,-135,86,210,0.1,0,20,6
24,0.1,0.31,0.5,39,26,37,45,27,20,59,68,62,26,72,84,75,0.1,1,20,6
25,0.1,0.31,0.5,39,27,36,35,22,16,-130,72,67,62,77,84,39,0.1,0,20,6
26,0.1,0.31,0.5,41,24,39,42,18,16,57,77,52,47,-132,85,54,0.1,0,20,6
27,0.1,0.31,0.5,40,25,33,39,18,16,56,74,65,60,-270,86,171,0.1,0,20,6
28,0.1,0.31,0.5,40,24,41,39,24,16,-277,76,44,-214,73,86,178,0.1,0,20,6
29,0.1,0.31,0.5,20,24,34,46,19,16,-276,78,64,43,-121,-304,205,0.1,0,20,6
30,0.1,0.31,0.5,20,24,36,36,19,16,-175,77,60,60,-232,85,133,0.1,0,20,6
31,0.1,0.31,0.5,48,24,36,36,34,16,-30,78,61,-228,25,84,131,0.1,0,20,6
32,0.1,0.31,0.5,25,24,33,35,26,16,77,78,67,61,66,84,40,0.1,1,20,6
33,0.1,0.31,0.5,54,25,33,36,21,16,5,75,69,65,81,-125,96,0.1,0,20,6
34,0.1,0.31,0.5,25,24,34,32,21,16,75,78,66,65,81,84,36,0.1,1,20,6
35,0.1,0.31,0.5,25,25,34,32,31,27,74,74,66,-136,41,60,60,0.1,0,20,6
36,0.1,0.31,0.5,25,27,33,29,21,27,74,70,67,-143,81,62,44,0.1,0,20,6
37,0.1,0.31,0.5,34,24,34,24,27,20,56,78,67,67,68,80,45,0.1,1,20,6
38,0.1,0.31,0.5,27,49,33,31,24,21,71,20,68,54,77,75,81,0.1,1,20,6
39,0.1,0.31,0.5,33,24,33,24,22,20,65,72,68,76,77,82,36,0.1,1,20,6
40,0.1,0.31,0.5,25,24,45,25,22,20,75,77,30,76,-113,82,71,0.1,0,20,6
41,0.1,0.31,0.5,27,30,35,24,25,22,72,71,59,74,68,78,42,0.1,1,20,6
42,0.1,0.31,0.5,25,24,33,24,21,22,76,72,66,75,79,-158,59,0.1,0,20,6
43,0.1,0.31,0.5,26,36,33,24,21,28,73,56,-139,76,81,77,45,0.1,0,20,6
44,0.1,0.31,0.5,25,29,33,24,22,20,77,64,67,-121,79,81,37,0.1,0,20,6
45,0.1,0.31,0.5,42,32,34,24,21,20,57,66,64,78,81,81,44,0.1,1,20,6
46,0.1,0.31,0.5,25,35,36,31,23,30,72,65,62,66,74,57,44,0.1,1,20,6
47,0.1,0.31,0.5,25,28,36,32,26,30,73,74,56,65,67,62,45,0.1,1,20,6
